# Sangüesa - Solano de la Vega High - PISY - ITRDB SPAI060
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10468
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10468.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai060-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai060-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai060.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai060.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-03-01
#--------------------
# File_Last_Modified_Date
#   Date: 2010-03-01
#--------------------
# Title
#   Study_Name: Sangüesa - Solano de la Vega High - PISY - ITRDB SPAI060
#--------------------
# Investigators
#   Investigators: Sangüesa, G.; Camarero, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Ecology, Effects of mistletoe on growth 
# # 
# # Cores stored at:  
# # Instituto Pirenaico de Ecologia (CSIC-Zaragoza) 
# # 
# # Reference: 
# # EFECTOS DEL MUERDAGO (Viscum album L.) SOBRE EL
# # CRECIMIENTO SECUNDARIO DEL PINO SILVESTRE
# # (Pinus sylvestris L.) EN LA SIERRA DE GUDAR (TERUEL):
# # INTERACCIONES CON EL CLIMA.  
# # PROYECTO FINAL DE CARRERA DE INGENIERO DE MONTES
# # ESCOLA TECNICA SUPERIOR D' ENGINYERIA AGRARIA
# # (ETSEA) LLEIDA
# # www.recercat.net/bitstream/2072/17900/1/sanguesa.pdf
# #  NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Solano de la Vega High
#   Location: Spain
#   Northernmost_Latitude: 40.3833
#   Southernmost_Latitude: 40.3833
#   Easternmost_Longitude: -0.6833
#   Westernmost_Longitude: -0.6833
#   Elevation_m: 1580
#--------------------
# Data_Collection
#   Collection_Name: SPAI060
#   First_Year: 1931
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 1SE016NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE016NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE016SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE016SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE018NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE018NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE018SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE018SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE020NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE020NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE020SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE020SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE031NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE031NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE031SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE031SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE034NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE034NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE034SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE034SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE035NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE035NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE035SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE035SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE042SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE042SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE043NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE043NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE043SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE043SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE048NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE048NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE048SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE048SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE054NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE054NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE054SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE054SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE058NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE058NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE058SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE058SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE060NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE060NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1SE060SO_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1SE060SO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	1SE016NE_raw	1SE016SO_raw	1SE018NE_raw	1SE018SO_raw	1SE020NE_raw	1SE020SO_raw	1SE031NE_raw	1SE031SO_raw	1SE034NE_raw	1SE034SO_raw	1SE035NE_raw	1SE035SO_raw	1SE042SO_raw	1SE043NE_raw	1SE043SO_raw	1SE048NE_raw	1SE048SO_raw	1SE054NE_raw	1SE054SO_raw	1SE058NE_raw	1SE058SO_raw	1SE060NE_raw	1SE060SO_raw
1931	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	NA	3.89	5.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	NA	NA	3.11	4.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	NA	NA	NA	NA	NA	NA	2.79	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1935	NA	NA	NA	NA	NA	NA	2.34	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1936	NA	NA	NA	NA	NA	NA	2.82	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	NA	NA	NA	NA	2.76	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	NA	NA	NA	NA	2.12	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1939	NA	NA	NA	NA	NA	NA	2.25	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1940	NA	NA	NA	NA	NA	NA	3.53	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1941	NA	NA	NA	NA	NA	NA	2.95	1.6	NA	2.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1942	NA	NA	NA	NA	NA	NA	3.36	1.6	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1943	NA	NA	NA	NA	NA	NA	2.67	1.42	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1944	NA	NA	NA	NA	NA	NA	2.44	1.74	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68	NA
1945	NA	NA	NA	NA	NA	NA	2.76	1.89	NA	2.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.04	3.13
1946	NA	NA	NA	NA	NA	NA	2.1	2.05	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	3.94
1947	NA	NA	NA	NA	NA	NA	2.34	1.2	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.06	5.34
1948	NA	NA	NA	NA	NA	NA	1.91	1.49	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08	2.62
1949	NA	NA	NA	NA	NA	NA	1.71	0.99	NA	1.75	3.84	2.91	NA	NA	NA	3.94	5.08	NA	NA	NA	NA	2.36	1.76
1950	NA	NA	NA	NA	NA	NA	1.1	0.47	0.73	1.34	2.51	2.32	NA	NA	NA	4.15	3.3	NA	NA	NA	NA	1.82	1.35
1951	NA	NA	NA	NA	NA	NA	2.28	1.27	0.65	1.85	3.05	2.67	NA	NA	NA	4.03	2.69	NA	NA	NA	NA	2.65	2.23
1952	NA	NA	NA	NA	NA	NA	2.37	1.65	1.52	2.68	3.36	3.93	NA	NA	NA	3.69	4.1	NA	NA	NA	NA	3.45	2.87
1953	NA	NA	NA	NA	1.58	1.22	1.41	1.2	1.85	2.05	1.42	1.85	NA	NA	NA	1.68	1.91	NA	NA	NA	NA	1.01	1.35
1954	NA	NA	NA	NA	0.84	1	2.64	1.58	1.4	1.36	2.29	2.23	NA	NA	NA	2.28	3.15	NA	NA	NA	NA	1.71	1.69
1955	NA	NA	NA	NA	0.95	1.07	3.08	1.95	0.98	2.38	2.81	3.02	NA	NA	NA	3.55	3.61	NA	NA	NA	NA	2.44	2.13
1956	NA	NA	NA	NA	1.5	1.2	3.08	1.31	3.51	1.72	1.86	2.15	NA	NA	NA	2.39	2	NA	NA	NA	NA	2.15	1.84
1957	2.24	2.66	NA	NA	0.95	1.02	2.1	1.27	2.23	1.28	1.53	1.4	NA	NA	NA	1.95	1.42	NA	NA	NA	NA	1.46	1.28
1958	2.66	2.67	NA	NA	0.93	1.05	1.55	0.69	2.08	0.99	1.36	1.67	4.04	NA	NA	1.67	0.99	NA	NA	1.77	1.75	1.1	0.82
1959	1.74	1.85	2.22	2.42	0.67	0.48	2.75	1.68	1.74	2.03	3.71	2.88	1.42	NA	NA	3.58	2.26	NA	NA	4.46	3.79	2.14	1.63
1960	0.97	0.89	1.02	1.26	1.19	1.39	2.4	1.38	1.12	1.5	1.58	1.63	2.11	NA	NA	1.64	1.39	NA	NA	3.13	3.13	1.63	1.86
1961	1.77	0.93	0.52	0.65	0.96	0.9	1.4	0.78	0.53	0.46	1.45	1.27	1.19	NA	NA	1.41	1.27	NA	NA	2.17	2.89	0.8	0.8
1962	0.68	0.42	0.9	0.86	0.62	0.58	2.65	1.46	1.29	1.42	1.52	2.22	0.32	NA	NA	2.1	1.91	NA	NA	2.24	3.67	1.56	1.47
1963	0.21	0.19	0.46	0.48	0.65	0.75	1.11	0.7	0.56	0.65	0.55	0.61	1.05	NA	NA	0.72	0.48	0.96	1.24	0.73	1.78	0.61	0.5
1964	0.47	0.52	0.43	0.69	0.25	0.36	1.04	0.62	0.68	0.78	0.75	1.08	0.66	NA	NA	0.93	1.12	1.46	1.11	0.96	2.35	0.71	0.59
1965	0.22	0.13	0.37	0.45	0.26	0.17	1.02	0.62	0.72	0.64	0.91	1.13	0.97	5.62	5.09	0.79	1.15	1.87	1.06	0.92	1.29	0.52	0.49
1966	0.53	0.25	0.65	0.84	0.07	0.13	1.56	1.05	0.88	1.18	1.6	1.87	0.74	6.03	5.49	1.55	2.08	1.78	1.53	1.34	2.16	0.87	0.84
1967	0.62	0.17	0.19	0.16	0.28	0.33	0.75	0.41	0.38	0.43	0.5	0.43	1.24	1.97	2.1	0.48	0.35	0.92	0.82	0.38	0.89	0.37	0.61
1968	2.39	0.6	1.51	1.99	0.09	0.19	1.83	0.87	0.72	0.88	1.87	1.33	0.78	5.19	3.3	1.9	1.23	1.59	1.19	0.81	0.78	1.76	1.9
1969	2.37	1.3	1.61	2.1	0.24	0.14	1.07	0.65	0.71	0.75	1.26	0.92	1.53	2.99	1.86	0.98	0.95	1.11	1.05	1.15	1.12	1.37	1.12
1970	2.15	2.46	1.47	2.19	0.6	0.33	0.62	0.35	0.43	0.6	0.83	0.91	1.75	2.03	1.62	0.8	0.76	1.39	1.34	2.06	1.69	0.78	0.89
1971	1.66	1.45	1.84	2.6	1.08	0.78	1.25	0.69	0.76	0.86	1.39	1	0.96	2.16	1.79	1.09	0.86	1.88	1.61	2.29	1.8	1.85	1.39
1972	2.76	1.15	2.74	4.84	1.69	1.34	1.56	1.06	0.96	0.72	2.51	2.52	0.75	3.4	2.8	2.3	2.66	3.94	3.49	3.06	3.03	2.19	2.42
1973	2.95	1.86	3.31	5.08	2	2.08	2.37	2.37	1.28	0.93	4.53	3.27	1.35	4.58	4.23	3.83	3.22	5.24	5.12	3.27	3.07	3.46	3.36
1974	1.78	2.03	2.17	2.25	1.45	1.25	1.7	1.7	0.55	0.94	2.67	2.67	2.2	2.27	1.81	2.95	2.5	3.21	2.53	1.87	1.54	2.44	2.24
1975	1.9	1.12	2.61	2.17	1.29	1.2	1.39	1.64	0.9	1	2.87	1.82	1.37	2.19	1.89	2.69	2.06	3.78	2.57	1.84	1.89	1.9	1.54
1976	2.97	1.44	3.63	3.29	2.71	2.46	3.03	2.06	1.24	1.84	3.85	2.49	1.19	4.62	3.36	3.73	2.34	6.7	4.83	2.96	3.82	2.67	2.95
1977	3.61	2.59	3.06	3.64	2.21	2.45	2.27	1.66	1.49	1.61	2.28	1.71	1.85	3.33	2.9	2.27	1.92	4.58	3.03	2.28	2.63	2.42	2.19
1978	1.64	2.48	1.85	1.52	1.09	1.4	1.15	1.06	0.62	0.68	1.53	1.17	3.48	2.26	1.58	1.53	1.09	1.66	1.55	1.14	1.54	1.15	0.94
1979	1.6	0.66	3.09	2.09	2.13	1.36	1.36	0.71	0.42	0.52	2.02	1.94	1.91	2.11	1.69	2.32	1.78	1.79	1.48	1.31	1.71	1.03	1.18
1980	2.12	0.92	2.41	1.95	1.72	1.47	1.31	0.89	0.79	0.86	2.11	1.49	1.85	2.33	1.78	2.2	1.48	1.71	1.64	1.8	2.43	1.29	1.19
