# Neuwirth - Nordrhein-Westfalen/Siegtal drs01 - PISY - ITRDB GERM214
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16747
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16747.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ214-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ214-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ214.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ214.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Neuwirth - Nordrhein-Westfalen/Siegtal drs01 - PISY - ITRDB GERM214
#--------------------
# Investigators
#   Investigators: Neuwirth, B.(https://orcid.org/0000-0001-7473-462X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Burkhard Neuwirth, Fritz Hans Schweingruber, Matthias Winiger
#   Journal_Name: Dendrochronologia
#   Published_Title: Spatial patterns of central European pointer years from 1901 to 1971
#   Published_Date_or_Year: 2007
#   Volume: 24
#   Pages: 79-89
#   Issue: 2-3
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2006.05.004
#   Full_Citation: None
#   Abstract: Three hundred and seventy-seven tree-ring width site chronologies including all eight principal forest tree species within Central Europe (5° to 15°E; 43° to 53°N) are expressed as Cropper-values and mapped using a Geographical Information System (here after referred to as GIS). Spatial classification of positive and negative growth anomalies and their occurrence within altitudinal zones, results in nine differing sub-groups of pointer years. In total, 39 years between 1901 and 1971AD are subdivided into these groups. The other 32 years show only growth anomalies in less than 40% of the research area, and therefore were excluded from further investigations.# # Climatological interpretation of the growth patterns of the nine groups documents mutual temperature and precipitation forcings. Extreme positive pointer years represent optimal growth conditions, i.e., moderate cool and wet conditions during the growing season. For the other years we summarize (i) warm and wet (warm and dry) springs result in positive (negative) anomalies in the Central European lowlands and (ii) warm (cold) summers result in positive (negative) anomalies in the Central European highlands. In some years, however, similar climatological conditions yield to divergent growth response patterns.
#--------------------
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Siegtal drs01
#   Location: Germany
#   Northernmost_Latitude: 50.7833
#   Southernmost_Latitude: 50.7833
#   Easternmost_Longitude: 7.5667
#   Westernmost_Longitude: 7.5667
#   Elevation_m: 275
#--------------------
# Data_Collection
#   Collection_Name: GERM214
#   First_Year: 1886
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drs0115m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0115m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0114m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0114m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0112m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0112m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0111m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0111m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0108m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0108m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0107m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0107m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0106m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0106m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0105m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0105m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0104m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0104m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0102m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0102m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drs0101m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drs0101m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drs0115m_raw	drs0114m_raw	drs0112m_raw	drs0111m_raw	drs0108m_raw	drs0107m_raw	drs0106m_raw	drs0105m_raw	drs0104m_raw	drs0102m_raw	drs0101m_raw
1886	NA	NA	NA	5.31	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	3.76	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	4.19	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	3.41	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	3.76	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	2.03	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	2.24	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	2.4	NA	2.18	NA	NA	NA	NA	NA
1896	NA	NA	NA	2.1	NA	2.38	NA	NA	NA	NA	NA
1897	NA	NA	NA	3.28	NA	2.71	NA	NA	NA	NA	NA
1898	NA	NA	NA	2.53	NA	1.95	NA	NA	NA	NA	NA
1899	NA	NA	NA	2.08	NA	3.37	NA	NA	NA	NA	NA
1900	NA	NA	NA	2.85	NA	2.85	NA	NA	NA	NA	NA
1901	NA	NA	NA	1.77	NA	2.18	1.08	NA	NA	NA	NA
1902	NA	NA	NA	2.47	NA	1.8	0.61	NA	NA	NA	NA
1903	NA	NA	NA	2.69	NA	2.29	0.68	NA	NA	NA	NA
1904	NA	NA	NA	1.91	NA	1.45	1.02	NA	1.11	NA	NA
1905	NA	NA	NA	2.12	NA	1.41	1.47	3.14	1.56	NA	NA
1906	NA	NA	NA	2.01	NA	1.21	2.13	2.5	1.22	NA	NA
1907	NA	NA	NA	2.51	NA	1.64	2.74	3.62	1.73	NA	NA
1908	NA	NA	NA	2.71	NA	1.98	3.24	3.35	2.19	NA	NA
1909	NA	NA	3.53	3.03	NA	2.05	3.52	2.55	1.45	NA	NA
1910	NA	NA	4.18	2.51	NA	2.5	3.31	3.38	2.1	NA	NA
1911	NA	NA	2.44	1.61	NA	1.82	1.29	1.98	1.66	NA	NA
1912	NA	NA	3.52	1.59	NA	2.98	3.38	4.36	2.7	1.28	1.85
1913	NA	NA	4.4	2.02	NA	3.72	5.96	5.09	2.56	1.66	3.01
1914	NA	NA	4.96	1.89	NA	3.8	4.97	3.5	1.47	1.68	3.96
1915	NA	NA	4.78	2.89	NA	4.02	4.2	3.02	1.95	1.66	2.76
1916	NA	NA	5.5	2.56	NA	3.8	4.57	3.08	1.4	1.08	4.26
1917	NA	NA	4.43	2.33	NA	2.98	3.88	3.82	1.08	1.96	2.96
1918	NA	NA	4.26	2.48	NA	2.46	3.56	4.06	1.18	1.89	3.08
1919	NA	NA	3.37	2.26	NA	2.18	2.46	2.48	1.25	1.72	3.4
1920	NA	NA	2.65	2.04	NA	2.22	2.62	2.39	0.96	1.95	2.16
1921	NA	NA	1.61	1.14	NA	1.39	2.06	1.62	0.82	1.48	2.3
1922	NA	NA	3.16	1.59	NA	1.83	2.62	2.47	0.54	1.96	4.2
1923	NA	NA	3.44	1.59	NA	2.07	3.4	2.74	2.23	2.02	3.52
1924	NA	NA	3.35	1.78	5.02	2.06	3.92	3.22	2.5	2.27	4.33
1925	NA	NA	4.62	2.45	5.15	2.81	4.24	3.98	4.11	2.2	6.46
1926	NA	NA	4.02	3.14	4.25	3.08	4.24	4.42	2.73	1.74	6.01
1927	NA	1.79	4.08	2.76	4.26	3.14	4.92	4.61	3.84	1.83	5.56
1928	NA	2.04	3.42	2.93	3.97	3.02	3.45	4.12	3.44	1.86	3.73
1929	NA	2.89	2.82	1.8	3.11	2.32	2.16	2.71	3.26	1.76	2.88
1930	NA	3.39	2.58	1.78	3.49	2.63	2.48	3.23	3.56	2.16	3.63
1931	NA	2.46	2.74	2.11	3.94	2.36	2.59	3.3	3.54	1.9	3.56
1932	NA	2.98	2.96	1.92	4.01	2.58	2.58	3.19	3.49	1.99	3.36
1933	3.24	1.99	3.06	1.93	4.91	2.39	3.42	3.74	2.72	2	3.84
1934	2.65	1.44	2.2	1.79	3.49	1.81	2.62	2.56	2.86	1.78	2.28
1935	2.61	1.67	1.54	1.51	3.21	1.27	1.3	2.02	2.86	1.62	2.4
1936	2.53	0.58	2.38	2.2	3.28	2.03	2.36	2.98	3.59	2.83	3.31
1937	3.17	1.67	1.7	1.42	1.7	2.05	2.2	2.6	2.64	2.28	2.32
1938	4.26	1.5	1.66	1.52	1.91	1.92	2.03	3.14	2.67	2.04	2.53
1939	2.9	1.73	1.63	1.63	1.76	1.81	1.81	2.5	2.98	2.47	2.58
1940	3	1.67	1.36	0.83	1.9	1.32	1.36	2.06	1.94	1.87	2.33
1941	3.11	1.01	1.56	1.17	1.58	1.5	1.54	1.87	2.03	1.62	2.83
1942	3.7	1.3	1.29	1.35	1.3	1.08	1.57	2.04	1.64	1.57	1.3
1943	3.45	2.45	2.3	2.11	1.87	2.55	2.96	3.75	3.01	2.14	2.47
1944	3.22	2.84	1.96	1.31	1.2	2.08	2.26	2.73	3.1	2.29	2.59
1945	3.1	3.13	1.92	1.35	1.4	2.74	2.77	1.97	3.52	3.38	4.23
1946	3.58	1.49	2.09	1.67	1.95	2.5	3.3	3.08	4.06	2.94	4.88
1947	3.4	3.04	0.99	0.88	1.89	1.34	1.46	1.42	2.76	1.92	1.52
1948	3.91	2.44	1.21	1.66	1.77	1.48	1.26	2.29	3.48	2.64	2.34
1949	4.78	3.35	0.96	1.26	2.26	1.13	1.18	1.52	2.25	1.7	1.74
1950	6.46	2.52	1.15	1.67	2.23	1.18	1.21	1.46	2.49	1.56	2.43
1951	5.76	1.78	1.28	1.93	2.61	1.3	1.4	1.87	2.34	1.88	3.42
1952	4.61	3.04	0.98	1.49	2.31	1.16	1.26	1.22	2.58	1.5	1.95
1953	5.71	2.68	1.24	0.96	2.07	1.34	1.52	1.12	2.76	2.12	1.79
1954	5.98	2.48	1.11	1.48	1.75	1.53	1.22	1.21	2.24	1.7	1.98
1955	6.3	1.3	0.8	0.69	2.33	1.38	1.35	0.74	1.96	1.47	1.64
1956	4.51	0.76	0.88	0.58	2.23	1.23	1.29	1.06	1.94	1.44	1.35
1957	4.31	0.39	1	0.64	2.71	1.76	1.52	1.95	3.38	1.65	2.31
1958	5.42	0.28	1.22	1.27	3.61	1.9	1.8	1.86	3.92	1.71	3.05
1959	4.02	1.73	0.82	0.73	2.56	1.2	0.98	1.18	2.26	1.04	1.56
1960	4.58	3.89	0.88	0.65	2.07	1.3	0.64	1.68	2.32	1.09	1.5
1961	4.68	4.21	0.98	0.77	1.58	1.12	0.8	1.12	1.84	1.2	2.04
1962	4.68	3.98	0.76	0.92	1.88	1.11	0.9	0.76	1.99	1.18	1.5
1963	4.9	3.09	0.66	0.68	1.52	1.12	0.82	0.99	2.1	1.28	1.2
1964	4.2	5.14	0.65	0.96	1.64	0.77	0.88	1.08	1.88	1.11	1.07
1965	4.16	5.18	0.71	0.62	1.7	0.92	0.78	1.2	1.7	1.27	1.14
1966	5.27	4.66	0.58	0.6	1.8	1	0.83	1.08	1.74	1.4	1.95
1967	5.44	4.71	1.34	1.13	2.74	1.88	1.66	1.67	1.86	2.05	2.03
1968	4.64	4.38	1.12	1.33	2.48	2.35	1.7	1.62	1.84	1.83	2.76
1969	4.22	4.19	0.94	0.77	2.25	2.28	1.46	1.4	1.62	1.57	1.09
1970	3.78	3.7	0.68	1.03	2.77	1.6	1.22	1.26	1.4	1.16	0.87
1971	3.77	4.71	0.97	1.11	2.26	1.76	1.5	1.2	0.96	1.34	0.89
1972	3.55	3.07	1.02	1.59	2.23	2.01	2.06	1.46	1.14	1.64	1.19
1973	3.43	4.79	0.68	0.91	1.72	1.16	1.62	0.86	0.87	0.95	0.66
