# Masek - Modry dul - PCAB - ITRDB CZEC010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33455
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33455.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/czec010-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; czec010-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/czec010.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/czec010.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-05-14
#--------------------
# File_Last_Modified_Date
#   Date: 2021-05-14
#--------------------
# Title
#   Study_Name: Masek - Modry dul - PCAB - ITRDB CZEC010
#--------------------
# Investigators
#   Investigators: Mašek, J.(https://orcid.org/0000-0002-3494-9113); Treml, V.(https://orcid.org/0000-0001-5067-3308); Tumajer, J.(https://orcid.org/0000-0002-7773-7081)
#--------------------
# Description_Notes_and_Keywords
#   Description: Patterns of individualistic tree growth within two types of conifer stands of Central Europe: high-elevation Picea abies and low-elevation Pinus sylvestris forests. NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Jiri Masek, Jan Tumajer, Milos Rydval, Jelena Lange, Vaclav Treml
#   Journal_Name: Dendrochronologia
#   Published_Title: Age and size outperform topographic effects on growth-climate responses of trees in two Central European coniferous forest types
#   Published_Date_or_Year: 2021
#   Volume: 68
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2021.125845
#   Full_Citation: None
#   Abstract: Trees do not respond to climatic conditions uniformly, but instead show individualistic growth responses. The extent of and causes behind this within-stand variability represents significant uncertainty in predictions of how forests will respond to future climate change. We analyzed patterns of individualistic tree growth within two types of conifer stands of Central Europe - high-elevation Picea abies and low-elevation Pinus sylvestris forests. We quantified the relative effect of age, size, and topographic conditions on variability in growth patterns and climate-growth responses using principal component analysis and linear models, considering both year-to-year and decadal growth variability. Our results show that Picea abies stands with dominant temperature limitation exhibit greater growth coherency than Pinus sylvestris stands characterized by drought-limited growth. Growth variability and individual climate-growth responses in both forest types were mainly driven by tree size and age, while the effect of topographic conditions was less important. The effect of size and age variables was dominant considering decadal growth trends, whereas intermediate importance of topographic variables was observed for high-frequency growth variability and climate-growth responses. Our results highlight that between-tree variability in climatic signal and growth trends also reflects the specific distribution of the allometric and topographic parameters within the stand. Indeed, we suggest careful selection of datasets used for large-scale assessments of growth trends and climate-growth responses which should consider the age and size representation of sampled trees.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Czech Science Foundation
#   Grant: 19-138076S
#--------------------
# Site_Information
#   Site_Name: Modry dul
#   Location: Czech Republic
#   Northernmost_Latitude: 50.72
#   Southernmost_Latitude: 50.72
#   Easternmost_Longitude: 15.7
#   Westernmost_Longitude: 15.7
#   Elevation_m: 1270
#--------------------
# Data_Collection
#   Collection_Name: CZEC010
#   First_Year: 1860
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MoD26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MoD09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MoD09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MoD26_raw	MoD25_raw	MoD16_raw	MoD02_raw	MoD07_raw	MoD15_raw	MoD17_raw	MoD21_raw	MoD14_raw	MoD05_raw	MoD22_raw	MoD18_raw	MoD27_raw	MoD01_raw	MoD19_raw	MoD06_raw	MoD24_raw	MoD03_raw	MoD13_raw	MoD08_raw	MoD10_raw	MoD20_raw	MoD23_raw	MoD04_raw	MoD12_raw	MoD28_raw	MoD11_raw	MoD09_raw
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	3.41	NA	0.87
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	3.35	NA	0.61
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	2.12	NA	0.43
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	3.06	NA	0.59
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	1.52	NA	0.5
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	2.54	NA	0.46
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	0.36	NA	0.36
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	0.15	NA	0.88
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	0.26	NA	1.73
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	0.48	NA	1.69
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	0.48	NA	1.13
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	0.4	NA	1.02
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	0.58	NA	1.1
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	NA	0.87	NA	1.45
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	0.87	NA	1.92
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	1.03	NA	1.32
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	1.24	NA	1.51
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	1.48	NA	1.63
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	1.6	NA	1.73
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	2.04	NA	2.03
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	0.81	NA	NA	0.67	0.44	2.36
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.32	NA	NA	NA	NA	NA	0.9	NA	NA	0.255	2.68	2.64
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	2.4	NA	NA	NA	NA	NA	0.88	NA	2.09	0.515	2.62	3.425
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	NA	NA	2.25	NA	NA	NA	NA	NA	0.88	NA	0.78	0.28	1.29	2.555
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA	NA	2.04	NA	NA	NA	NA	NA	0.88	NA	0.81	0.425	1.08	1.885
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA	2.55	NA	NA	NA	NA	NA	1.07	NA	0.7	0.41	1.735	1.92
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA	1.9	NA	NA	NA	NA	NA	1.22	2.25	0.73	0.325	2.515	2.305
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.48	NA	NA	3.24	NA	NA	NA	NA	NA	1.41	2.86	0.91	0.515	2.405	2.4
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	2.27	NA	NA	NA	NA	NA	0.97	1.41	1.35	0.63	2.62	2.08
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	1.98	NA	NA	NA	NA	NA	0.65	1.5	1.4	0.49	1.72	1.21
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	NA	NA	2.73	NA	NA	NA	NA	NA	1.18	2.6	0.98	0.615	1.8	1.725
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.34	NA	NA	2.47	NA	NA	NA	NA	2.14	0.99	2.19	1.365	0.6	2.15	2.31
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA	NA	2.29	NA	NA	NA	NA	9.57	1.015	2.265	1.445	0.675	2.405	2.355
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA	2.34	NA	NA	NA	2.06	4.07	1.6	3.29	1.55	0.61	2.225	2.165
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA	2.18	NA	NA	2.55	1.39	3	1.135	2.695	0.89	0.68	2.525	2
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	NA	1.81	NA	NA	3.39	1.62	2.48	0.86	3.235	1.335	0.72	2.695	1.78
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	2.01	NA	NA	2.5	1.29	2.86	0.925	2.425	1.73	0.585	2.555	1.815
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	2.24	NA	NA	1.035	1.825	4.52	0.81	2.75	2.16	0.83	2.59	1.75
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	NA	2.19	NA	1.3	1.4	1.59	3.935	1.2	2.445	2.12	0.865	2.235	1.62
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	2.33	NA	2.37	1.25	1.835	4.59	1.7	2.615	2.265	0.815	1.915	1.77
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	1.84	NA	1.54	1.145	1.465	3.01	1.26	2.5	1.96	1.355	2.895	1.96
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2.06	NA	1.8	1.73	1.215	2.425	1.22	2.54	2.1	1.42	2.45	1.74
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	2.45	NA	2.09	1.32	1.375	1.935	1.105	2.945	1.94	1.305	2.68	2.005
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	0.99	NA	4.13	1.045	1.865	2.545	1.135	2.955	1.99	1.13	2.565	2.225
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43	NA	NA	1.46	2.54	2.48	2.1	1.505	1.76	1.11	3.425	1.565	0.89	1.52	1.99
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	2.48	NA	2.23	3.37	2.745	1.815	1.815	1.57	1.63	3.685	1.77	1.005	1.915	1.76
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	3.73	NA	2.86	2.685	2.79	1.55	2.065	2.19	2.325	3.565	1.77	1.285	2.34	1.975
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	3.56	NA	2.52	2.435	2.02	1.24	1.28	2.64	2.03	2.565	1.67	1.355	2.27	1.975
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	3.7	NA	2.34	2.13	1.75	1.35	1.275	2.24	1.83	3.08	1.625	1.4	2.025	1.495
1911	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	3.18	3.94	NA	2.78	2.255	1.43	1.415	1.665	2.61	2.03	3.93	2.29	1.705	2.75	1.77
