# Elferts - Spare - PISY - ITRDB LATV002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13881
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13881.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/latv002-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; latv002-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/latv002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/latv002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-09-07
#--------------------
# File_Last_Modified_Date
#   Date: 2012-09-07
#--------------------
# Title
#   Study_Name: Elferts - Spare - PISY - ITRDB LATV002
#--------------------
# Investigators
#   Investigators: Elferts, D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Spare
#   Location: Latvia
#   Northernmost_Latitude: 57.2167
#   Southernmost_Latitude: 57.2167
#   Easternmost_Longitude: 22.25
#   Westernmost_Longitude: 22.25
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: LATV002
#   First_Year: 1900
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SP1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SP20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SP1_raw	SP2_raw	SP3_raw	SP4_raw	SP5_raw	SP6_raw	SP7_raw	SP9_raw	SP10_raw	SP11_raw	SP12_raw	SP13_raw	SP14_raw	SP15_raw	SP16_raw	SP17_raw	SP19_raw	SP20_raw
1900	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	2.94	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	2.19	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	3.15	NA	NA	NA	2.08	NA	NA	4.77	2.66	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	2.19	NA	NA	1.57	0.78	NA	NA	2.52	1.95	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	2.92	NA	NA	1.27	1.25	NA	NA	3	1.39	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	3.24	NA	NA	1.88	0.91	NA	NA	3.11	2.18	NA	NA	NA	NA	2.52
1907	NA	NA	NA	NA	3.28	NA	NA	2.92	2.6	NA	NA	4.17	3.89	NA	NA	NA	NA	3.15
1908	NA	2.35	NA	NA	2.93	NA	4.13	3.22	2.97	NA	NA	5.7	3.72	NA	NA	NA	NA	5.27
1909	NA	2.16	NA	NA	4.28	NA	4.19	2.94	2.85	NA	NA	4.74	3.13	NA	NA	NA	NA	5.78
1910	NA	2.07	NA	1.13	3.87	2.46	5.51	2.29	4.43	NA	NA	4.42	3.22	NA	NA	NA	2.21	4.49
1911	NA	1.7	NA	1.58	4.79	2.89	4.52	3.05	5.57	NA	NA	4.26	3.3	NA	NA	NA	3.84	4.63
1912	NA	2.22	NA	1.98	5.51	3.47	4.97	2.54	5.15	NA	NA	4.79	3.81	NA	NA	NA	4.44	5.15
1913	NA	1.99	NA	1.81	5.3	2.93	4.62	2.86	3.86	NA	NA	3.34	3.22	NA	NA	NA	3.18	5.01
1914	NA	1.83	NA	2.66	4.27	2.46	4.29	2.54	2.94	NA	NA	2.76	3.27	NA	NA	NA	3.55	3.92
1915	NA	2.93	2.39	2.87	4.4	2.68	4.67	3.98	3.02	NA	NA	3.17	3.75	NA	5.59	NA	4.25	4.32
1916	NA	2.51	3.02	3.23	4.38	3.35	4.67	4.21	5.3	NA	NA	3.18	3.34	NA	5.93	NA	3.9	4.18
1917	NA	1.72	2.5	1.93	2.82	2.71	3.12	2.82	3.15	NA	NA	2.68	2.24	NA	4.6	NA	3.05	3.47
1918	NA	2.68	1.92	2.75	3.47	2.49	3.68	2.98	3.58	NA	NA	2.72	3.41	NA	4.85	NA	3.99	3.78
1919	NA	1.98	2.73	2.27	4.05	2.47	2.72	2.92	3.96	NA	0.61	4.22	3.38	NA	5.46	NA	3.23	4.22
1920	NA	2.89	3.07	2.85	3.78	2.72	3	3.41	5.38	NA	0.95	4.2	2.99	NA	4.98	NA	3.26	3.71
1921	NA	2.58	2.93	2.18	3.15	2.03	2.99	3.17	3.28	NA	0.59	2.63	2.02	NA	4.05	NA	2.66	3.32
1922	NA	2.52	3.3	2.33	2.85	2.58	3.44	3.28	3.62	NA	1.97	2.78	2.59	2.92	4.7	NA	2.83	3.7
1923	NA	2.82	2.67	2.34	2.96	1.98	2.05	2.39	2.49	NA	3.22	2.59	2.73	2.6	3.56	NA	2.98	3.32
1924	NA	1.9	2.34	1.72	2.53	1.55	1.43	1.87	2.08	NA	3.14	2.05	2.33	2	3.43	NA	2.29	2.56
1925	NA	2.05	2.49	2.26	3.03	2.65	1.23	3.24	2.39	NA	2.44	2.79	2.16	1.75	4.82	NA	3.82	2.57
1926	NA	1.84	2.2	1.8	2.31	1.93	1.29	2.77	1.6	NA	3.5	1.75	1.89	1.54	3.97	NA	2.79	2.32
1927	NA	1.85	2.3	1.96	2.82	1.66	1.05	2.94	1.89	NA	2.75	1.76	1.8	1.68	3.72	NA	2.42	2.47
1928	NA	1.43	1.66	1.38	2.14	1.75	0.74	2.77	1.56	NA	1.48	1.47	1.21	1.56	3.63	NA	1.65	1.89
1929	1.79	1.2	1.62	1.1	1.6	1.32	0.34	1.27	1.41	NA	1.65	1.35	0.88	1.48	3.43	NA	1.88	1.68
1930	1.16	1.33	1.57	1.18	2	1.38	0.35	1.73	1.63	NA	2.41	1.68	0.92	1.42	3.64	NA	2.31	1.67
1931	1.47	0.99	2.32	1.09	1.43	0.9	0.45	1.46	1.29	NA	2.44	1.32	1.03	1.37	3.27	NA	1.93	1.24
1932	1.45	0.78	2.08	1.14	1.33	0.79	0.41	1.53	1.76	NA	3.28	1.22	0.88	1.24	3.2	NA	1.64	1.29
1933	1.48	1.71	2.22	1.3	1.33	1.14	0.86	1.65	1.75	NA	3.16	1.53	1	1.21	2.98	NA	2.18	1.37
1934	1.66	1.92	2.18	1.34	1.71	1.52	1.21	1.99	1.54	NA	2.52	1.64	1.31	1.1	3.18	NA	3.15	1.97
1935	1.66	0.95	2.1	1.27	1.28	1.26	2.07	2.01	1.35	NA	2.49	1.26	1.56	1.23	3	NA	3.39	1.71
1936	1.51	0.8	2.63	2.23	1.82	1.46	1.78	2.54	1.66	2.32	2.16	1.76	1.96	1.94	2.78	NA	2.54	1.66
1937	1.68	0.86	1.54	2.03	1.46	1.47	1.78	1.95	1.17	2.39	1.63	1.09	1.82	1.77	2.28	4.11	2.52	1.52
1938	1.37	0.67	1.1	1.5	1.33	1.1	1.81	1.61	1.58	2.11	2.03	0.73	1.32	1.26	2.65	3.96	2	1.33
1939	1.45	0.56	1.18	0.88	1.36	1.34	2.13	0.96	1.92	2.04	2.07	0.97	1.46	1.28	2.34	3.69	2.24	0.99
1940	1	0.54	0.89	0.3	0.86	0.82	1.33	0.67	1.01	1.79	0.87	0.82	0.93	1.04	1.98	2.05	1.54	0.68
1941	1.22	0.83	0.84	1.08	0.99	0.98	1.69	0.49	1.44	2.2	1.59	1.19	1.64	1.5	1.56	3.76	1.72	0.98
1942	0.99	1.34	0.77	0.85	0.62	0.97	1.98	0.55	1.13	2.72	2.73	1.34	1.69	1.47	1.83	3.81	1.88	1.21
1943	1.02	1.45	0.79	0.86	0.96	1.22	2.02	1.02	1.51	3.13	2.56	1.08	1.44	1.59	1.65	4.45	2.31	1.14
1944	1.29	0.94	1.07	1.12	1.26	1.58	2.25	0.99	1.09	2.43	2.1	1.23	1.13	1.65	2.09	4.59	2.89	1.17
1945	1.17	1.41	0.77	1.09	1.18	1.68	1.51	0.57	0.7	1.51	1.33	0.8	1.01	1.66	1.47	4.61	2.44	1.1
