# Jansma - Gennep 2 Wells in Village - QUSP - ITRDB NETH006
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3627
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3627.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth006-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; neth006-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth006.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/neth006.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Jansma - Gennep 2 Wells in Village - QUSP - ITRDB NETH006
#--------------------
# Investigators
#   Investigators: Jansma, E.; Van Rijn, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gennep 2 Wells in Village
#   Location: Netherlands
#   Northernmost_Latitude: 51.7
#   Southernmost_Latitude: 51.7
#   Easternmost_Longitude: 5.97
#   Westernmost_Longitude: 5.97
#   Elevation_m: 0
#--------------------
# Data_Collection
#   Collection_Name: NETH006
#   First_Year: 248
#   Last_Year: 395
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GEN111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEN231_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEN231; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEP071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEP071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEP081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEP081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEP281_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEP281; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEP111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEP111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEP011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEP011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GEP141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GEP141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GEN111_raw	GEN121_raw	GEN131_raw	GEN141_raw	GEN151_raw	GEN171_raw	GEN191_raw	GEN201_raw	GEN211_raw	GEN221_raw	GEN231_raw	GEP071_raw	GEP081_raw	GEP281_raw	GEP111_raw	GEP011_raw	GEP141_raw
248	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
249	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
250	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
251	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
253	NA	3.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
260	NA	2	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
261	NA	1.63	2.25	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	NA	2.37	2.42	NA	0.6	NA	NA	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
263	NA	1.28	1.46	NA	0.43	NA	NA	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
264	NA	1.89	1.94	NA	0.6	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA
265	NA	1.59	2.19	NA	0.73	NA	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	NA	1.66	2.39	NA	1.32	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
267	NA	1.84	2.2	NA	1.57	NA	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
268	NA	2.55	2.34	NA	1.15	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
269	NA	1.76	1.83	NA	1.31	NA	NA	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
270	NA	2.02	1.68	NA	1.1	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	NA	2.22	1.77	NA	1.55	NA	1.99	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA
272	NA	1.25	1.49	NA	0.8	NA	1.58	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	NA	1.48	1.98	NA	0.99	NA	1.94	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
274	NA	1.92	3.04	NA	1.28	NA	2.5	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
275	NA	1.63	2.6	NA	0.94	NA	2.46	2.19	NA	NA	2.8	NA	NA	NA	NA	NA	NA
276	NA	1.54	3.08	NA	1.39	NA	2.84	2.96	NA	NA	2.37	NA	NA	NA	NA	NA	NA
277	NA	1.6	1.76	NA	1.59	NA	1.38	1.49	NA	NA	0.53	NA	NA	NA	NA	NA	NA
278	NA	1.46	1.72	NA	0.97	NA	1.57	1.54	NA	NA	1.51	NA	NA	NA	NA	NA	NA
279	NA	1.24	1.09	NA	0.83	NA	1.24	1.11	NA	NA	0.69	NA	NA	NA	NA	NA	NA
280	NA	1.25	1.56	NA	0.94	NA	1.97	1.63	NA	NA	1.76	NA	NA	NA	NA	NA	NA
281	3.46	1.85	2.4	NA	1.61	NA	2.64	2.92	NA	NA	2.64	NA	NA	NA	NA	NA	NA
282	2.39	1.64	1.9	NA	1.28	NA	1.69	2.02	NA	NA	2.24	NA	NA	NA	NA	NA	NA
283	1.95	1.29	1.1	NA	1.42	NA	1.14	1.37	NA	NA	1.6	NA	NA	NA	NA	NA	NA
284	3.78	1.28	1.91	NA	1.66	NA	2.2	1.69	NA	NA	2.24	2.91	NA	NA	NA	NA	NA
285	2.46	1.68	1.68	NA	1.87	NA	2.14	1.84	NA	3.79	2.11	2.76	NA	NA	NA	NA	NA
286	2.8	1.49	1.56	NA	1.99	NA	1.81	1.77	NA	2.25	2.38	2.69	NA	NA	NA	NA	NA
287	3.36	1.25	1.37	NA	1.56	NA	1.69	1.49	NA	2	1.59	2.2	NA	NA	NA	NA	NA
288	3.24	0.79	1.27	NA	1.27	NA	1.64	1.35	NA	1.89	1.37	3.51	NA	NA	NA	NA	NA
289	4.59	1.4	1.64	NA	1.49	NA	2.02	1.35	NA	1.23	1.41	2.77	NA	NA	NA	NA	NA
290	4.31	1.29	1.03	NA	1.04	NA	0.98	1.31	NA	0.96	1.31	2.61	NA	NA	NA	NA	NA
291	4.76	1.44	1.49	NA	1.43	NA	1.45	1.33	NA	1.03	1.8	3.82	NA	NA	NA	NA	NA
292	3.37	0.73	1.34	NA	1.37	NA	1.34	1.31	NA	1.26	1.79	3.54	NA	NA	NA	NA	NA
293	3.4	0.94	1.74	NA	1.66	NA	1.65	1.5	NA	1.22	1.95	3.2	NA	NA	NA	NA	NA
294	1.74	0.93	0.99	NA	1.13	NA	1.11	0.88	NA	1.12	1.2	1.8	NA	2.13	NA	NA	NA
295	1.86	1.17	1.15	NA	1.11	NA	1.34	1.28	NA	1.03	1.1	1.97	NA	1.96	4.83	NA	NA
296	1.19	0.81	1.04	NA	0.92	NA	0.86	0.97	1.29	0.81	1.18	2.65	NA	2.77	2.22	NA	NA
297	2.41	1.08	1.12	NA	0.87	NA	1.28	1.04	1.46	0.79	0.99	2.67	NA	2.99	2.03	NA	NA
298	1.23	0.93	1	NA	0.99	NA	1.14	1.13	1.15	0.86	1.12	1.37	NA	1.89	2.82	NA	NA
299	2.15	0.93	1.08	NA	1.37	NA	1.2	1.23	1.8	1.23	0.79	2.32	NA	2.01	3.1	NA	NA
300	2.23	1.26	1.16	NA	1.29	0.98	1.36	1.56	1.37	1.14	1.18	2.37	NA	2.16	3.2	NA	NA
301	1.79	1.06	1.24	1.26	1.5	0.97	1.38	1.57	1.84	1.34	1.35	2.09	NA	2.28	3.26	NA	NA
302	1.63	0.89	0.99	1.66	1.47	0.69	1.16	1.09	1.83	0.85	1.24	2.03	NA	2.23	3.3	NA	NA
