# Manzanedo - Almijara - PINI - ITRDB SPAI078
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27611
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27611.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai078-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai078-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai078.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai078.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-07-09
#--------------------
# File_Last_Modified_Date
#   Date: 2019-07-09
#--------------------
# Title
#   Study_Name: Manzanedo - Almijara - PINI - ITRDB SPAI078
#--------------------
# Investigators
#   Investigators: Manzanedo, R.D.; Fischer, M.; Navarro-Cerrillo, R.M.; Allan, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: Rubén D. Manzanedo, Markus Fischer, Rafael María Navarro-Cerrillo, Eric Allan
#   Journal_Name: Methods in Ecology and Evolution
#   Published_Title: A new approach to study local adaptation in long-lived woody species: Virtual transplant experiments
#   Published_Date_or_Year: 2019
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/2041-210X.13267
#   Full_Citation: None
#   Abstract: Despite the importance of local adaptation and the extended literature that has addressed it, there are few methods available to explore local adaptation across large temporal scales. However, long-term patterns are likely to be essential to understanding adaptation in long-lived species, such as trees.#     Here, we propose a methodology named 'virtual transplant experiment' (VTE), which uses long-term climatic variability to explore local adaptation to climate in natural tree populations. VTEs evaluate the historical response of populations to their local climate and to climates representative of conditions in other populations. We tested our methodology using simulated data and applied it in two case studies on: (a) Pinus nigra populations at the edge of the species distribution, where previous research has suggested strong climate adaptation, and (b) Fagus sylvatica mesic populations, where parallel experiments showed no adaptation to macroclimate.#     VTE results from simulated and real-world data matched our expectations, suggesting that the method accurately identified the patterns of local adaptation to climate in tree populations. VTEs consistently discriminated locally adapted populations in synthetic data with a known degree of local adaptation. As expected, P. nigra populations showed adaptation to local climate in the VTE, while F. sylvatica populations showed no overall local advantage.#     Our method provides a new way to test for local adaptation over time scales encompassing the complete lifespan of trees. VTEs can complement current methods to study local adaptation by adding the ability to explore the long-term response to local climate in natural populations. The advantages and limitations of the different approaches to studying local adaptation stress the importance of combining multiple approaches to test for local adaptation in long‐lived organisms.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Almijara
#   Location: Spain
#   Northernmost_Latitude: 36.84
#   Southernmost_Latitude: 36.84
#   Easternmost_Longitude: -3.83
#   Westernmost_Longitude: -3.83
#   Elevation_m: 1550
#--------------------
# Data_Collection
#   Collection_Name: SPAI078
#   First_Year: 1889
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PNAL01R1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL01R1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL01R2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL01R2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL02R1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL02R1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL02R2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL02R2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL03R1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL03R1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL03R2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL03R2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL04R1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL04R1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL04R2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL04R2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL05R1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL05R1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PNAL05R2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PNAL05R2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PNAL01R1_raw	PNAL01R2_raw	PNAL02R1_raw	PNAL02R2_raw	PNAL03R1_raw	PNAL03R2_raw	PNAL04R1_raw	PNAL04R2_raw	PNAL05R1_raw	PNAL05R2_raw
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.108
1890	0.046	0.032	0.037	0.039	0.308	0.232	0.265	0.205	0.096	0.085
1891	0.046	0.03	0.03	0.062	0.291	0.216	0.224	0.194	0.085	0.097
1892	0.035	0.026	0.026	0.043	0.266	0.201	0.191	0.154	0.124	0.077
1893	0.035	0.026	0.024	0.031	0.267	0.163	0.283	0.116	0.105	0.082
1894	0.04	0.017	0.025	0.032	0.221	0.099	0.224	0.12	0.113	0.067
1895	0.046	0.017	0.019	0.025	0.23	0.135	0.117	0.137	0.084	0.062
1896	0.045	0.025	0.025	0.028	0.197	0.142	0.19	0.147	0.099	0.096
1897	0.04	0.019	0.022	0.031	0.229	0.151	0.166	0.165	0.133	0.065
1898	0.036	0.015	0.017	0.029	0.171	0.098	0.181	0.132	0.093	0.049
1899	0.063	0.028	0.02	0.026	0.312	0.192	0.139	0.168	0.07	0.033
1900	0.054	0.025	0.026	0.028	0.232	0.22	0.154	0.13	0.028	0.029
1901	0.033	0.019	0.033	0.027	0.258	0.206	0.125	0.12	0.029	0.022
1902	0.039	0.024	0.027	0.033	0.172	0.147	0.125	0.142	0.013	0.03
1903	0.044	0.022	0.032	0.04	0.225	0.149	0.157	0.142	0.022	0.033
1904	0.048	0.017	0.032	0.042	0.236	0.125	0.187	0.092	0.038	0.039
1905	0.043	0.024	0.035	0.038	0.231	0.162	0.167	0.075	0.048	0.033
1906	0.045	0.017	0.031	0.029	0.254	0.18	0.116	0.072	0.035	0.019
1907	0.042	0.03	0.04	0.043	0.322	0.175	0.176	0.133	0.017	0.019
1908	0.033	0.027	0.027	0.044	0.366	0.177	0.202	0.16	0.018	0.027
1909	0.044	0.026	0.023	0.036	0.229	0.113	0.197	0.131	0.023	0.024
1910	0.036	0.013	0.026	0.045	0.219	0.12	0.16	0.159	0.035	0.028
1911	0.039	0.018	0.024	0.047	0.204	0.148	0.15	0.108	0.043	0.032
1912	0.044	0.017	0.024	0.037	0.191	0.113	0.152	0.113	0.037	0.022
1913	0.036	0.021	0.032	0.034	0.171	0.103	0.203	0.098	0.035	0.001
1914	0.047	0.03	0.052	0.063	0.293	0.199	0.244	0.157	0.064	0.015
1915	0.047	0.02	0.04	0.058	0.153	0.128	0.187	0.15	0.043	0.01
1916	0.045	0.019	0.04	0.053	0.192	0.16	0.183	0.124	0.078	0.031
1917	0.045	0.02	0.026	0.043	0.17	0.167	0.2	0.11	0.036	0.028
1918	0.044	0.021	0.025	0.037	0.079	0.16	0.219	0.11	0.022	0.022
1919	0.042	0.02	0.035	0.047	0.069	0.183	0.185	0.131	0.027	0.03
1920	0.047	0.036	0.042	0.058	0.07	0.174	0.196	0.134	0.021	0.022
1921	0.051	0.025	0.04	0.039	0.042	0.147	0.144	0.087	0.015	0.013
1922	0.039	0.023	0.027	0.032	0.058	0.097	0.142	0.073	0.001	0.032
1923	0.053	0.036	0.036	0.052	0.06	0.136	0.141	0.08	0.018	0.032
1924	0.058	0.047	0.039	0.055	0.065	0.099	0.076	0.078	0.036	0.021
1925	0.054	0.048	0.033	0.051	0.087	0.058	0.088	0.08	0.083	0.025
1926	0.052	0.041	0.038	0.06	0.147	0.132	0.115	0.095	0.117	0.033
1927	0.04	0.042	0.047	0.068	0.089	0.084	0.094	0.093	0.109	0.035
1928	0.04	0.024	0.021	0.033	0.036	0.048	0.106	0.111	0.09	0.041
1929	0.053	0.05	0.03	0.04	0.069	0.059	0.136	0.148	0.064	0.056
1930	0.065	0.064	0.043	0.057	0.083	0.089	0.145	0.144	0.085	0.064
1931	0.036	0.03	0.032	0.042	0.079	0.077	0.102	0.11	0.082	0.046
1932	0.044	0.04	0.039	0.05	0.089	0.074	0.122	0.144	0.137	0.082
1933	0.043	0.037	0.04	0.048	0.079	0.102	0.142	0.121	0.039	0.046
1934	0.038	0.027	0.035	0.047	0.027	0.068	0.081	0.077	0.032	0.04
1935	0.034	0.025	0.03	0.027	0.057	0.064	0.057	0.06	0.047	0.056
1936	0.052	0.028	0.027	0.027	0.098	0.123	0.068	0.075	0.057	0.084
1937	0.025	0.031	0.045	0.045	0.123	0.154	0.175	0.131	0.084	0.06
1938	0.041	0.042	0.04	0.037	0.104	0.12	0.142	0.123	0.064	0.046
1939	0.044	0.04	0.038	0.036	0.094	0.126	0.1	0.102	0.058	0.045
1940	0.052	0.049	0.049	0.04	0.129	0.156	0.159	0.111	0.065	0.03
1941	0.038	0.025	0.047	0.042	0.079	0.107	0.146	0.117	0.079	0.038
1942	0.025	0.018	0.036	0.024	0.051	0.084	0.079	0.073	0.063	0.03
1943	0.038	0.029	0.03	0.02	0.057	0.111	0.042	0.046	0.017	0.041
1944	0.032	0.033	0.036	0.028	0.069	0.092	0.058	0.034	0.046	0.036
1945	0.039	0.051	0.031	0.025	0.08	0.11	0.102	0.139	0.083	0.032
1946	0.034	0.03	0.034	0.025	0.059	0.079	0.097	0.075	0.025	0.053
1947	0.03	0.017	0.029	0.022	0.055	0.066	0.117	0.053	0.012	0.052
1948	0.048	0.031	0.034	0.028	0.095	0.121	0.11	0.079	0.013	0.068
1949	0.038	0.023	0.043	0.034	0.07	0.104	0.094	0.078	0.015	0.051
1950	0.034	0.026	0.052	0.056	0.076	0.13	0.117	0.089	0.019	0.056
1951	0.039	0.016	0.029	0.031	0.066	0.072	0.097	0.054	0.001	0.051
1952	0.033	0.024	0.038	0.04	0.083	0.101	0.122	0.089	0.015	0.04
1953	0.035	0.022	0.036	0.033	0.074	0.096	0.099	0.079	0.01	0.05
1954	0.019	0.012	0.024	0.017	0.052	0.039	0.067	0.063	0.011	0.052
1955	0.034	0.016	0.035	0.02	0.066	0.05	0.084	0.098	0.021	0.059
1956	0.041	0.029	0.035	0.025	0.075	0.063	0.13	0.1	0.065	0.055
1957	0.056	0.032	0.045	0.043	0.099	0.096	0.161	0.142	0.108	0.072
1958	0.039	0.024	0.043	0.045	0.085	0.086	0.129	0.118	0.025	0.06
1959	0.037	0.034	0.04	0.037	0.079	0.078	0.086	0.1	0.032	0.048
1960	0.024	0.023	0.026	0.021	0.08	0.045	0.077	0.068	0.021	0.067
1961	0.042	0.031	0.03	0.03	0.1	0.083	0.108	0.132	0.032	0.061
1962	0.043	0.035	0.042	0.032	0.12	0.093	0.109	0.137	0.054	0.077
1963	0.036	0.023	0.038	0.041	0.093	0.075	0.114	0.117	0.05	0.075
1964	0.044	0.039	0.051	0.042	0.115	0.103	0.142	0.129	0.056	0.09
1965	0.03	0.02	0.034	0.027	0.05	0.057	0.081	0.071	0.052	0.05
1966	0.035	0.023	0.036	0.033	0.09	0.064	0.109	0.081	0.084	0.066
