# Arnold - Great Bidlake - QUSP - ITRDB BRIT082
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28319
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28319.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit082-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit082-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit082.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit082.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-01
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-01
#--------------------
# Title
#   Study_Name: Arnold - Great Bidlake - QUSP - ITRDB BRIT082
#--------------------
# Investigators
#   Investigators: Arnold, A.J.; Howard, R.E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Great Bidlake
#   Location: United Kingdom
#   Northernmost_Latitude: 50.678008
#   Southernmost_Latitude: 50.678008
#   Easternmost_Longitude: -4.13193
#   Westernmost_Longitude: -4.13193
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT082
#   First_Year: 1681
#   Last_Year: 1772
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GBD101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD101B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD101B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD102B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD102B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD103B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD103B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD104B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD104B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD105B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD105B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD106B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD106B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD107B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD107B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD108B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD108B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBD110B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBD110B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GBD101A_raw	GBD101B_raw	GBD102A_raw	GBD102B_raw	GBD103A_raw	GBD103B_raw	GBD104A_raw	GBD104B_raw	GBD105A_raw	GBD105B_raw	GBD106A_raw	GBD106B_raw	GBD107A_raw	GBD107B_raw	GBD108A_raw	GBD108B_raw	GBD110A_raw	GBD110B_raw
1681	2.19	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	3.68	3.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	1.63	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	2.5	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685	2.65	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1686	2.38	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1687	2.23	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	2.06	2.02	1.58	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1689	1.77	1.77	2.08	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	1.76	1.74	2.04	1.94	NA	NA	NA	NA	NA	NA	0.83	0.71	NA	NA	NA	NA	NA	NA
1691	1.88	1.87	2.14	2.11	NA	NA	NA	NA	NA	NA	1.25	1.27	NA	NA	NA	NA	NA	NA
1692	1.41	1.5	1.5	1.47	NA	NA	NA	NA	NA	NA	1.46	1.47	NA	NA	NA	NA	NA	NA
1693	1.68	1.54	1.82	1.82	NA	NA	NA	NA	NA	NA	0.46	0.49	NA	NA	NA	NA	NA	NA
1694	0.87	0.81	0.75	0.87	NA	NA	NA	NA	NA	NA	0.71	0.65	NA	NA	NA	NA	NA	NA
1695	0.66	0.73	0.7	0.77	NA	NA	NA	NA	NA	NA	0.41	0.36	NA	NA	NA	NA	NA	NA
1696	1.51	1.57	1.54	1.69	2.68	2.72	NA	NA	NA	NA	1.85	1.86	NA	NA	NA	NA	NA	NA
1697	1.26	1.06	1.19	1.22	2.68	2.62	NA	NA	NA	NA	2.1	2.14	NA	NA	NA	NA	NA	NA
1698	0.74	0.95	1.04	1.1	1.57	1.54	NA	NA	NA	NA	1.15	1.15	NA	NA	NA	NA	NA	NA
1699	0.66	0.64	0.85	0.9	0.94	1.03	NA	NA	NA	NA	1	0.99	NA	NA	NA	NA	NA	NA
1700	0.86	0.91	1.21	1.15	0.78	0.67	NA	NA	NA	NA	1.3	1.32	NA	NA	NA	NA	NA	NA
1701	0.71	0.7	1.12	1.07	0.61	0.68	NA	NA	NA	NA	1.14	1.16	NA	NA	NA	NA	NA	NA
1702	0.78	0.72	1.18	1.31	1.99	2	NA	NA	NA	NA	2.15	2.17	NA	NA	NA	NA	NA	NA
1703	1.1	0.99	1.39	1.43	1.88	1.85	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA
1704	0.57	0.68	1.22	1.15	1.71	1.71	NA	NA	NA	NA	1.83	1.84	NA	NA	NA	NA	NA	NA
1705	0.55	0.64	0.75	0.86	0.59	0.62	NA	NA	NA	NA	1.11	1.14	NA	NA	NA	NA	NA	NA
1706	0.54	0.5	1.2	1.26	2.05	2.15	NA	NA	NA	NA	2.36	2.3	NA	NA	1.26	1.09	NA	NA
1707	0.61	0.64	1.38	1.29	1.14	1.13	NA	NA	NA	NA	1.89	1.92	NA	NA	1.24	1.3	NA	NA
1708	0.77	0.73	1.47	1.51	1.64	1.49	NA	NA	NA	NA	1.8	1.82	NA	NA	0.94	0.91	NA	NA
1709	0.93	0.88	1.39	1.41	1.39	1.43	NA	NA	NA	NA	1.78	1.75	NA	NA	0.47	0.53	NA	NA
1710	0.77	0.86	1.25	1.37	1.36	1.31	NA	NA	NA	NA	1.5	1.54	NA	NA	0.99	1.09	NA	NA
1711	0.64	0.61	1.17	1.11	1.48	1.52	NA	NA	NA	NA	1.52	1.49	NA	NA	0.55	0.6	NA	NA
1712	0.89	0.95	1.86	1.84	1.89	2	NA	NA	NA	NA	1.99	2.06	NA	NA	1.09	1.04	NA	NA
1713	0.76	0.77	1.2	1.18	1.94	1.97	NA	NA	NA	NA	1.91	1.9	NA	NA	1.19	1.2	NA	NA
1714	0.89	0.91	1.44	1.43	1.45	1.43	NA	NA	NA	NA	1.42	1.41	NA	NA	2.62	2.64	NA	NA
1715	1	0.97	1.12	1.27	1.92	1.93	3.22	3.22	NA	NA	1.93	1.96	NA	NA	4.36	4.34	NA	NA
1716	1.13	1.12	1.58	1.63	1.57	1.42	2.23	1.69	NA	NA	1.45	1.41	NA	NA	3.77	3.76	2.12	2.25
1717	0.84	0.81	1.34	1.31	1.84	1.92	1.82	2.22	NA	NA	1.45	1.45	NA	NA	4.13	4.16	2.65	2.69
1718	1.04	1.13	1.44	1.34	1.38	1.47	1.83	1.68	NA	NA	1.1	1.07	NA	NA	3.58	3.55	2.3	2.3
1719	0.76	0.85	1.67	1.74	1.93	1.93	2.21	2.09	NA	NA	1.23	1.25	NA	NA	3.75	3.81	2.89	2.78
1720	1.14	0.99	1.48	1.49	2.16	2.12	3.58	3.48	1.44	1.27	1.77	1.74	NA	NA	3.76	3.81	3.36	3.43
1721	0.87	0.98	1.51	1.51	1.89	1.85	2.17	2.06	1.82	1.73	1.55	1.5	2.71	2.36	3.88	3.89	3.09	3.1
1722	1.03	0.92	1.85	1.84	1.7	1.74	2.51	2.54	2.59	2.61	1.68	1.74	4.41	4.46	3.49	3.48	2.5	2.49
1723	1.21	1.43	1.93	1.88	1.34	1.3	2.35	2.25	1.18	1.25	1.43	1.47	2.37	2.26	1.6	1.63	2.26	2.11
1724	2.61	2.58	3.07	3.06	1.6	1.55	2.92	2.81	2.39	2.41	2.46	2.41	4.16	4.19	3.19	3.24	2.72	2.75
1725	2.52	2.51	2.73	2.64	1.46	1.52	2.47	2.62	1.71	1.74	1.54	1.57	3.09	2.98	2.96	2.78	2.52	2.54
1726	2.31	2.09	2.51	2.53	0.87	0.99	1.23	1.35	1.86	1.92	1.19	1.23	1.58	1.53	1.2	1.08	1.9	1.95
1727	1.43	1.55	1.85	1.88	1.21	1.24	1.38	1.35	1.8	1.81	1.17	1.14	0.84	0.94	0.99	0.9	1.61	1.66
1728	1.41	1.3	2.35	2.31	0.8	0.88	1.31	1.41	2.19	2.27	1.1	1.08	1.57	1.6	2.09	1.82	1.99	1.9
1729	1.24	1.39	2.31	2.37	0.8	0.72	2.1	2.14	2.64	2.63	1.04	1.04	1.86	1.9	2.71	2.68	2.08	2.14
1730	1.57	1.52	2.29	2.36	0.97	0.99	2.48	2.52	1.91	1.78	0.99	0.96	1.47	1.6	1.82	1.83	2.12	2.16
