# Lamarche - Rio Futaleufu - AUCH - ITRDB ARGE
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3847
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3847.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Lamarche - Rio Futaleufu - AUCH - ITRDB ARGE
#--------------------
# Investigators
#   Investigators: Lamarche, V.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rio Futaleufu
#   Location: Argentina
#   Northernmost_Latitude: -43.18
#   Southernmost_Latitude: -43.18
#   Easternmost_Longitude: -71.7
#   Westernmost_Longitude: -71.7
#   Elevation_m: 1804
#--------------------
# Data_Collection
#   Collection_Name: ARGE
#   First_Year: 1842
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri
#   Common_Name: Chilean cedar
#   Tree_Species_Code: AUCH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FU2091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2093_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2093; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2123_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2123; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2144_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2144; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU2152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU2152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FU2091_raw	FU2093_raw	FU2101_raw	FU2121_raw	FU2122_raw	FU2123_raw	FU2131_raw	FU2142_raw	FU2144_raw	FU2151_raw	FU2152_raw
176	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
177	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
178	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
179	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
180	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
181	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
182	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
183	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
184	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
185	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
186	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
187	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
188	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
189	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
190	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
191	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
192	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
193	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
194	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
195	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
196	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
197	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
198	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
199	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
200	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
201	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
202	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
203	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
204	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
205	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
206	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
207	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
208	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
209	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
210	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
211	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
212	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
213	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
214	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
215	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
216	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
217	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
218	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
219	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
220	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
221	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
222	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
223	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
224	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
225	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
226	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
227	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
228	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
229	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
230	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
231	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
232	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
233	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
234	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
235	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
236	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
237	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
238	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
239	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
240	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
241	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
242	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
243	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
244	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
245	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
246	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
247	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
248	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
249	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
250	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
251	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
252	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
253	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
254	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
255	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
256	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
257	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
258	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
259	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
260	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
261	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
262	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
263	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
264	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
265	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
266	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
267	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
268	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
269	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
270	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
271	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
272	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
273	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
274	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
275	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
276	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
277	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
278	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
279	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
280	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
281	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
282	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
283	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
284	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
285	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
286	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
287	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
288	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
289	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
290	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
291	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
292	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
293	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
294	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
295	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
296	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
297	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
298	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
299	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
300	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
301	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
302	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
303	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
304	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
305	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
306	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
307	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
308	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
309	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
310	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
311	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
312	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
313	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
314	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
315	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
316	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
317	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
318	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
319	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
320	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
321	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
322	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
323	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
324	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
325	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
326	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
327	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
328	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
329	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
330	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
331	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
332	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
333	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
334	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
335	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
336	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
337	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
338	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
339	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
340	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
341	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
342	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
343	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
344	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
345	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
346	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
347	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
