# Paritsis - Rio Ragintuco 2 - NOPU - ITRDB ARGE135
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16953
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16953.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge135-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge135.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge135.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-06-24
#--------------------
# File_Last_Modified_Date
#   Date: 2014-06-24
#--------------------
# Title
#   Study_Name: Paritsis - Rio Ragintuco 2 - NOPU - ITRDB ARGE135
#--------------------
# Investigators
#   Investigators: Paritsis, J.; Veblen, T.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Ecology - insect outbreaks
# # 
# # Cores are stored at:
# # Biogeography Lab, Geography Department, University of Colorado at Boulder
# # 
# # Notes:
# # Most tree ring samples were collected during the growing season, so the most recent ring 
# # is not a complete ring. The most recent ring was therefore not used in the analysis by 
# # Paritsis and Veblen (2011). Two cores were collected per tree (desiginated with A & B sample codes). 
# # Site names designated 1 and 2 are two stands located near each other, with one typically older 
# # than the other.  These nearby site pairs were merged for the analysis by Paritsis and Veblen (2011).
# #  NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: Juan Paritsis and Thomas T. Veblen
#   Journal_Name: Global Change Biology
#   Published_Title: Dendroecological analysis of defoliator outbreaks on Nothofagus pumilio and their relation to climate variability in the Patagonian Andes
#   Published_Date_or_Year: 2011
#   Volume: 17
#   Pages: 239-253
#   Issue: 18
#   Report_Number: 
#   DOI: 10.1111/j.1365-2486.2010.02255.x
#   Full_Citation: None
#   Abstract: In the temperate forests of the southern Andes, Nothofagus pumilio, the dominant species of the most extensive forest type, experiences severe defoliation caused by caterpillars of the Ormiscodes genus (Lepidoptera: Saturniidae). This study uses tree rings to reconstruct the history of Ormiscodes outbreaks for the 1850-2005 period and examines relationships between outbreaks and climate variability. We used local climate records to compare outbreak-climate relationships in the northern Patagonian Andes (c. 41°S) and the cooler southern Patagonian Andes (c. 49°S). We also examined relationships between outbreak events and regional climate variability driven by variability in the Southern Annular Mode (SAM) and the El Niño-Southern Oscillation. Although relationships between Ormiscodes outbreaks and climate proved to be complex, in northern Patagonia defoliation events are associated with drier and warmer than average growing seasons. Warming and drying trends in Patagonia during the latter part of the 20th century have been linked to a positive trend in SAM. During the post-1976 period of accelerated warming in Patagonia, widespread defoliation outbreaks have occurred in both northern and southern Patagonia but the increase in frequency of events has been greater in the south. In southern Patagonia the increases in frequency of outbreaks in the late 20th century appear to be unprecedented over the c. 150 year tree-ring record of reconstructed outbreaks. These results are consistent with the greater magnitude of recent warming in southern Patagonia, and suggest that under predicted warmer and drier climates in the 21st century, defoliator outbreaks may continue to increase in frequency. This study is the first systematic reconstruction of past insect outbreaks in South America and provides a preliminary understanding of how climate variability affects defoliator outbreaks in Patagonian Nothofagus forests.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rio Ragintuco 2
#   Location: Argentina
#   Northernmost_Latitude: -40.8167
#   Southernmost_Latitude: -40.8167
#   Easternmost_Longitude: -71.4667
#   Westernmost_Longitude: -71.4667
#   Elevation_m: 1230
#--------------------
# Data_Collection
#   Collection_Name: ARGE135
#   First_Year: 1895
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 06_03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06_16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06_16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	06_03a_raw	06_03b_raw	06_01a_raw	06_02A_raw	06_04A_raw	06_05a_raw	06_05b_raw	06_06a_raw	06_06b_raw	06_07a_raw	06_07b_raw	06_08a_raw	06_08b_raw	06_09a_raw	06_09b_raw	06_10a_raw	06_11a_raw	06_11b_raw	06_12a_raw	06_12b_raw	06_13a_raw	06_13B_raw	06_14a_raw	06_14b_raw	06_15a_raw	06_15b_raw	06_16a_raw	06_16b_raw
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.226	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.218	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.298	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.188	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.266	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	0.422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.228	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	0.418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	0.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	0.314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186	NA	NA	NA	NA	NA	NA
1908	NA	0.193	NA	NA	0.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.206	NA	NA	NA	NA	0.262	NA
1909	NA	0.227	NA	NA	0.504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.242	NA	NA	NA	NA	0.281	NA
1910	NA	0.217	NA	NA	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166	NA	NA	NA	NA	0.336	NA
1911	NA	0.207	NA	NA	0.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142	NA	NA	NA	NA	0.086	NA
1912	NA	0.211	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146	NA	NA	NA	NA	0.232	NA
1913	NA	0.265	NA	NA	0.608	0.157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.262	NA	NA	0.435	NA	0.063	NA
1914	NA	0.302	NA	NA	0.468	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.278	NA	NA	0.439	NA	0.129	NA
1915	NA	0.279	NA	NA	0.684	0.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406	NA	NA	0.51	NA	0.11	NA
1916	NA	0.289	NA	NA	0.474	0.171	0.105	NA	NA	NA	NA	NA	NA	NA	0.087	NA	NA	NA	NA	NA	NA	0.276	NA	NA	0.444	NA	0.1	NA
1917	NA	0.304	NA	NA	0.526	0.233	0.134	NA	NA	NA	NA	NA	NA	NA	0.126	NA	NA	NA	NA	NA	NA	0.298	NA	NA	0.59	0.662	0.119	NA
1918	NA	0.402	NA	NA	0.492	0.26	0.195	NA	NA	NA	NA	NA	NA	NA	0.123	NA	NA	NA	NA	NA	NA	0.236	NA	NA	0.49	0.829	0.1	NA
1919	NA	0.447	NA	NA	0.454	0.224	0.249	NA	NA	NA	NA	NA	0.149	NA	0.203	NA	NA	NA	NA	NA	NA	0.228	NA	NA	0.425	0.595	0.138	NA
1920	NA	0.501	NA	NA	0.582	0.248	0.274	NA	NA	NA	NA	NA	0.361	NA	0.357	NA	NA	NA	NA	NA	NA	0.276	NA	NA	0.474	0.525	0.204	NA
1921	NA	0.424	NA	NA	0.63	0.203	0.222	NA	NA	NA	NA	NA	0.285	NA	0.415	NA	0.132	NA	NA	NA	NA	0.23	NA	NA	0.393	0.411	0.203	NA
1922	NA	0.305	NA	NA	0.416	0.161	0.217	NA	NA	NA	NA	NA	0.192	NA	0.226	NA	0.115	NA	NA	NA	NA	0.278	0.134	NA	0.378	0.413	0.167	NA
1923	NA	0.048	NA	NA	0.456	0.146	0.164	NA	NA	0.322	NA	NA	0.175	0.3	0.246	NA	0.184	0.136	NA	NA	0.299	0.306	0.249	NA	0.458	0.872	0.171	NA
1924	NA	0.283	NA	NA	0.49	0.19	0.183	NA	NA	0.383	NA	NA	0.134	0.305	0.378	NA	0.24	0.195	NA	NA	0.173	0.178	0.19	NA	0.25	0.662	0.059	NA
1925	0.387	0.265	NA	NA	0.45	0.215	0.196	NA	NA	0.345	NA	0.235	0.213	0.342	0.397	NA	0.299	0.4	NA	NA	0.263	0.208	0.271	NA	0.337	0.52	0.231	NA
1926	0.424	0.297	NA	NA	0.454	0.167	0.173	NA	NA	0.393	NA	0.179	0.208	0.325	0.382	NA	0.23	0.287	NA	NA	0.277	0.216	0.258	NA	0.397	0.432	0.195	NA
1927	0.391	0.31	NA	NA	0.434	0.221	0.236	NA	NA	0.479	NA	0.205	0.246	0.311	0.407	NA	0.215	0.268	NA	NA	0.321	0.278	0.293	NA	0.805	0.62	0.256	NA
1928	0.252	0.349	NA	NA	0.372	0.234	0.209	NA	NA	0.335	NA	0.191	0.318	0.279	0.403	NA	0.213	0.263	NA	NA	0.296	0.352	0.279	NA	0.608	0.567	0.261	NA
1929	0.175	0.334	NA	NA	0.348	0.204	0.2	NA	NA	0.472	NA	0.169	0.357	0.241	0.336	NA	0.2	0.243	NA	NA	0.195	0.232	0.207	NA	0.325	0.434	0.174	NA
1930	0.289	0.384	0.281	NA	0.346	0.217	0.244	0.69	0.429	0.303	0.487	0.216	0.347	0.295	0.405	0.297	0.226	0.297	NA	NA	0.298	0.34	0.285	NA	0.536	0.539	0.267	NA
1931	0.371	0.374	0.294	NA	0.22	0.193	0.266	0.569	0.569	0.101	0.346	0.182	0.193	0.258	0.383	0.374	0.234	0.262	NA	NA	0.184	0.288	0.248	0.25	0.444	0.335	0.233	NA
1932	0.336	0.527	0.262	NA	0.29	0.285	0.32	0.612	0.602	0.478	0.076	0.249	0.214	0.386	0.518	0.274	0.293	0.335	NA	NA	0.243	0.482	0.373	0.318	0.585	0.631	0.347	NA
1933	0.398	0.355	0.254	NA	0.296	0.19	0.264	0.574	0.675	0.415	0.561	0.22	0.209	0.326	0.454	0.287	0.228	0.262	NA	NA	0.223	0.438	0.342	0.288	0.411	0.524	0.259	NA
1934	0.404	0.307	0.318	NA	0.242	0.159	0.217	0.549	0.662	0.335	0.555	0.187	0.215	0.261	0.335	0.373	0.207	0.276	NA	NA	0.173	0.262	0.224	0.201	0.391	0.31	0.168	NA
1935	0.268	0.393	0.271	NA	0.276	0.216	0.328	0.533	0.593	0.37	0.358	0.276	0.279	0.342	0.465	0.367	0.308	0.318	NA	NA	0.195	0.316	0.291	0.234	0.453	0.422	0.211	NA
1936	0.081	0.304	0.299	NA	0.36	0.21	0.302	0.497	0.553	0.429	0.424	0.354	0.295	0.362	0.506	0.274	0.304	0.359	NA	NA	0.247	0.324	0.279	0.255	0.455	0.426	0.221	NA
1937	0.384	0.346	0.315	NA	0.342	0.218	0.315	0.582	0.524	0.504	0.447	0.329	0.325	0.327	0.463	0.343	0.319	0.343	NA	NA	0.276	0.324	0.271	0.254	0.371	0.396	0.23	NA
1938	0.319	0.326	0.213	NA	0.362	0.301	0.375	0.586	0.503	0.46	0.517	0.353	0.396	0.41	0.557	0.395	0.363	0.414	NA	NA	0.265	0.262	0.281	0.328	0.37	0.411	0.233	NA
1939	0.418	0.344	0.231	NA	0.3	0.223	0.292	0.579	0.483	0.491	0.43	0.31	0.396	0.444	0.492	0.257	0.333	0.411	NA	NA	0.27	0.262	0.329	0.304	0.44	0.4	0.236	NA
1940	0.348	0.363	0.184	NA	0.226	0.239	0.287	0.449	0.538	0.392	0.461	0.239	0.278	0.327	0.356	0.182	0.237	0.346	NA	0.179	0.309	0.202	0.252	0.186	0.403	0.365	0.216	NA
1941	0.483	0.302	0.204	NA	0.238	0.147	0.227	0.59	0.404	0.441	0.408	0.212	0.293	0.392	0.429	0.197	0.27	0.342	NA	0.145	0.151	0.172	0.182	0.151	0.528	0.462	0.181	NA
1942	0.206	0.282	0.214	NA	0.226	0.19	0.213	0.421	0.479	0.35	0.343	0.237	0.233	0.278	0.306	0.223	0.243	0.286	NA	0.052	0.181	0.194	0.171	0.173	0.401	0.343	0.156	NA
1943	0.177	0.225	0.183	NA	0.198	0.168	0.281	0.418	0.399	0.333	0.299	0.221	0.255	0.301	0.24	0.203	0.306	0.297	NA	0.25	0.137	0.164	0.138	0.187	0.423	0.394	0.162	NA
1944	0.122	0.186	0.276	NA	0.122	0.105	0.159	0.348	0.421	0.237	0.229	0.177	0.201	0.169	0.222	0.287	0.205	0.221	NA	0.208	0.248	0.138	0.133	0.122	0.33	0.258	0.13	NA
1945	0.265	0.294	0.332	NA	0.176	0.143	0.259	0.117	0.282	0.438	0.402	0.234	0.238	0.246	0.25	0.225	0.308	0.337	NA	0.225	0.249	0.22	0.217	0.197	0.526	0.539	0.215	NA
1946	0.255	0.288	0.387	NA	0.262	0.175	0.278	0.571	0.075	0.442	0.486	0.22	0.281	0.239	0.339	0.3	0.316	0.298	NA	0.115	0.212	0.204	0.151	0.184	0.384	0.506	0.153	NA
1947	0.292	0.402	0.403	NA	0.294	0.248	0.281	0.614	0.449	0.43	0.456	0.243	0.288	0.238	0.344	0.28	0.329	0.293	NA	0.125	0.181	0.22	0.222	0.185	0.485	0.604	0.171	NA
