# Lopez - Purubí - CEMC - ITRDB BOL013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36009
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36009.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol013-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol013.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bol013.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Lopez - Purubí - CEMC - ITRDB BOL013
#--------------------
# Investigators
#   Investigators: Lopez, L.; Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Lidio Lopez, David Stahle, Ricardo Villalba, Max Torbenson, Song Feng, Edward Cook
#   Journal_Name: Geophysical Research Letters
#   Published_Title: Tree ring reconstructed rainfall over the southern Amazon Basin
#   Published_Date_or_Year: 2017
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/2017GL073363
#   Full_Citation: None
#   Abstract: Moisture sensitive tree ring chronologies of Centrolobium microchaete have been developed from seasonally dry forests in the southern Amazon Basin and used to reconstruct wet season rainfall totals from 1799 to 2012, adding over 150 years of rainfall estimates to the short instrumental record for the region. The reconstruction is correlated with the same atmospheric variables that influence the instrumental measurements of wet season rainfall. Anticyclonic circulation over midlatitude South America promotes equatorward surges of cold and relatively dry extratropical air that converge with warm moist air to form deep convection and heavy rainfall over this sector of the southern Amazon Basin. Interesting droughts and pluvials are reconstructed during the preinstrumental nineteenth and early twentieth centuries, but the tree ring reconstruction suggests that the strong multidecadal variability in instrumental and reconstructed wet season rainfall after 1950 may have been unmatched since 1799.
#--------------------
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Purubí
#   Location: Bolivia
#   Northernmost_Latitude: -16.329036
#   Southernmost_Latitude: -16.329036
#   Easternmost_Longitude: -61.613994
#   Westernmost_Longitude: -61.613994
#   Elevation_m: 440
#--------------------
# Data_Collection
#   Collection_Name: BOL013
#   First_Year: 1798
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Centrolobium microchaete (Benth.) H.C. Lima
#   Common_Name: Canary wood
#   Tree_Species_Code: CEMC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## pur194b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur194b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur815d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur815d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur746b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur746b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur815c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur815c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur361b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur361b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur122c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur122c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur353b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur353b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur122d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur122d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur815e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur815e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur314a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur314a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur314b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur314b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## puru698a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: puru698a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur314c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur314c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur361a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur361a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur815b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur815b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur353a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur353a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pu363b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pu363b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur122b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur122b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## puru122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: puru122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur815a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur815a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur363b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur363b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur 002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur 002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur553b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur553b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur194a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur194a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pur12c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pur12c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	pur194b_raw	pur815d_raw	pur31_raw	pur746b_raw	pur815c_raw	pur361b_raw	pur122c_raw	pur353b_raw	pur122d_raw	pur815e_raw	pur314a_raw	pur314b_raw	puru698a_raw	pur314c_raw	pur361a_raw	pur815b_raw	pur353a_raw	pu363b_raw	pur122b_raw	puru122_raw	pur815a_raw	pur363b_raw	pur 002_raw	pur553b_raw	pur194a_raw	pur12c_raw
1798	1.832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	1.603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	0.327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	0.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	0.245	NA	NA	0.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	0.218	NA	NA	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	0.408	NA	NA	0.519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	0.786	NA	NA	1.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	0.43	NA	NA	0.858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	2.825	NA	NA	2.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.492	NA	NA
1808	1.17	NA	NA	1.493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.947	NA	1.167
1809	1.269	NA	1.269	1.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	1.775
1810	0.777	NA	0.777	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.025	NA	0.943
1811	1.353	NA	1.353	1.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.584	NA	1.452
1812	0.785	NA	0.785	0.434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	0.99
1813	0.785	NA	0.785	0.419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.546	NA	0.903
1814	1.052	NA	1.052	1.716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.387	NA	1.375
1815	0.997	NA	0.997	0.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.033	NA	0.563
1816	0.972	NA	0.972	0.887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.583	NA	0.759
1817	1.342	NA	1.342	1.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.631	0.802	1.489
1818	1.012	NA	1.012	1.409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.716	1.49	1.614
1819	0.78	NA	0.78	0.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.818	1.166	0.611
1820	0.702	NA	0.702	0.713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.283	0.525	0.416
1821	0.876	NA	0.876	0.938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.118	0.509	0.621
1822	1.514	NA	1.514	2.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.304	0.969	1.835
1823	0.357	NA	0.357	0.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.263	1.114	0.669
1824	0.432	NA	0.432	0.695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.876	0.599	0.631
1825	0.45	NA	0.45	0.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.566	0.503	0.54
1826	0.427	NA	0.427	0.949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638	0.523	0.509
1827	0.495	NA	0.495	0.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068	0.278	0.261
1828	0.792	NA	0.792	1.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.349	0.573	0.917
1829	0.431	NA	0.431	0.344	NA	NA	NA	NA	NA	0.857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.857	NA	0.857	0.269	0.53	0.58
1830	1.332	NA	1.332	4.714	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	2.37	0.815	1.359	3.58
1831	0.983	NA	0.983	1.213	NA	NA	NA	0.767	3.358	2.106	NA	NA	NA	NA	NA	NA	0.767	NA	NA	3.358	2.106	NA	1.436	2.446	1.594	1.013
1832	1.446	NA	1.446	2.653	NA	NA	NA	0.603	4.987	2.49	NA	NA	NA	NA	NA	NA	0.603	NA	NA	4.987	2.49	NA	1.546	0.813	1.239	2.159
1833	1.68	NA	1.68	1.147	NA	NA	NA	1.108	2.41	2.108	NA	NA	NA	NA	NA	NA	1.108	NA	NA	2.41	2.108	NA	1.608	1.665	1.523	1.346
1834	1.432	NA	1.432	1.833	NA	NA	NA	0.604	1.613	2.584	NA	NA	NA	NA	NA	NA	0.604	NA	NA	1.013	2.584	NA	1.109	1.544	1.604	1.666
1835	0.611	NA	0.611	0.888	NA	NA	NA	0.575	1.004	1.459	NA	NA	NA	NA	NA	NA	0.975	NA	NA	2.024	1.459	NA	0.99	1.498	1.193	0.666
1836	0.425	NA	0.425	0.793	NA	NA	NA	0.542	0.984	0.881	NA	NA	NA	NA	NA	NA	1.942	NA	NA	1.804	0.881	NA	0.933	0.444	0.544	0.651
1837	1.541	NA	1.541	3.801	NA	NA	NA	3.768	1.183	1.459	NA	NA	NA	NA	NA	NA	3.768	NA	NA	1.383	1.459	NA	2.614	0.509	1.166	3.077
1838	2.649	NA	2.649	2.704	NA	NA	NA	3.359	1.221	1.46	NA	NA	NA	NA	NA	NA	3.359	NA	NA	1.221	1.46	NA	2.409	2.352	2.161	2.562
1839	2.342	NA	2.342	5.24	NA	NA	1.568	3.541	0.74	3.078	NA	NA	NA	NA	NA	NA	3.541	NA	1.568	2.74	3.078	NA	3.078	2.42	2.867	4.128
1840	1.012	NA	1.012	2.228	NA	NA	1.518	2.298	1.369	2.004	NA	NA	NA	NA	NA	NA	2.298	3.335	1.518	1.369	2.004	3.475	2.004	3.015	2.45	2.486
1841	2.028	NA	2.028	2.459	NA	NA	0.506	2.829	2.012	1.518	NA	NA	NA	NA	NA	NA	2.829	5.307	0.506	2.012	1.518	5.376	2.012	2.743	1.923	2.006
1842	1.091	NA	1.091	1.529	NA	NA	0.61	4.336	1.051	1.814	NA	NA	NA	NA	NA	NA	4.336	4.804	0.61	1.051	1.814	4.699	1.814	1.552	1.58	1.195
1843	3.118	NA	3.118	5.449	NA	8.833	1.274	2.843	0.866	1.08	NA	NA	NA	NA	8.833	NA	2.843	5.127	1.274	0.866	1.08	4.942	3.366	0.861	1.896	4.043
1844	1.368	NA	1.368	2.848	NA	8.999	2.957	1.278	0.921	1.161	NA	NA	NA	NA	8.999	NA	1.278	4.256	2.957	0.921	1.161	4.558	1.325	2.637	2.595	2.361
1845	1.897	NA	1.897	3.366	NA	3.837	2.848	1.356	0.656	3.16	NA	NA	NA	NA	3.837	NA	1.356	2.945	2.848	0.156	3.16	2.816	2.449	1.873	1.77	2.157
1846	0.625	NA	0.625	1.39	NA	3.445	1	0.872	0.4	0.813	NA	NA	NA	NA	3.445	NA	0.872	2.323	1	0.6	0.813	2.463	0.817	0.948	1.391	1.678
1847	0.911	NA	0.911	2.882	NA	3.498	1.665	0.984	0.376	0.653	NA	NA	NA	NA	3.498	NA	1.664	1.618	1.665	0.876	0.653	1.5	1.729	1.966	1.404	1.974
1848	1.983	NA	1.983	3.335	NA	3.14	0.904	2.197	1.851	1.6	NA	NA	NA	NA	3.14	NA	2.197	1.561	0.904	1.851	1.6	1.667	2.149	1.066	1.367	2.195
1849	2.57	NA	2.57	3.845	NA	2.626	0.749	2.113	3.014	1.692	NA	NA	NA	NA	2.626	NA	2.113	1.711	0.749	3.014	1.692	1.591	2.172	1.055	1.806	2.287
1850	1.288	NA	1.288	1.479	NA	3.325	0.634	0.806	2.562	1.655	NA	NA	NA	NA	3.325	NA	0.806	2.097	0.634	2.562	1.655	2.253	1.859	0.729	1.504	1.176
1851	0.353	NA	0.353	0.136	NA	4.779	0.874	0.869	1.322	0.919	NA	NA	NA	NA	4.779	NA	0.869	3.355	0.874	1.322	0.919	3.259	0.883	0.872	0.855	0.432
1852	0.351	NA	0.351	1.12	NA	5.909	0.719	0.846	1.115	0.839	NA	NA	NA	NA	5.909	NA	0.846	0.564	0.719	1.315	0.839	0.649	0.868	0.728	0.632	1.048
1853	1.276	NA	1.276	4.11	NA	8.591	1.108	1.148	3.978	3.555	NA	NA	NA	NA	8.591	NA	1.148	0.669	1.108	3.078	1.955	0.607	3.896	0.975	1.183	2.695
1854	0.961	NA	0.961	1.599	NA	1.328	1.676	0.493	1.135	0.816	NA	NA	NA	NA	1.328	NA	0.493	0.657	1.676	1.035	0.816	1.755	1.04	1.28	1.248	1.303
1855	0.717	NA	0.717	1.297	NA	0.923	0.872	0.642	0.917	0.826	NA	NA	NA	NA	0.923	NA	0.642	1.958	0.872	1.917	0.826	0.788	0.848	1.007	1.006	1.218
1856	1.079	NA	1.079	1.199	NA	1.809	1.193	0.616	1.255	0.572	NA	NA	NA	NA	1.809	NA	0.616	1.424	1.193	2.955	0.572	0.822	1.121	1.139	1.12	1.716
1857	1.226	NA	1.226	3.241	NA	2.496	1.801	3.388	1.998	1.421	NA	NA	NA	NA	2.496	NA	3.388	0.986	1.801	0.998	1.421	0.975	2.422	2.234	1.806	2.543
1858	1.511	NA	1.511	2.179	NA	3.163	2.131	1.61	2.775	1.72	NA	NA	0.971	NA	3.163	NA	1.61	3.365	2.131	0.775	1.72	3.406	2.306	1.845	1.594	1.812
1859	0.468	NA	0.468	2.422	NA	2.271	1.171	5.363	1.977	3.843	NA	NA	1.21	NA	2.271	NA	5.363	2.548	1.171	0.977	0.843	2.821	2.853	1.445	1.503	2.095
1860	1.25	NA	1.25	2.286	NA	3.92	2.6	1.955	1.46	2.061	NA	NA	1.311	NA	3.92	NA	1.955	3.945	2.6	1.46	2.061	3.872	2.315	1.768	1.408	2.358
1861	2.778	NA	2.778	2.081	NA	2.651	3.648	1.175	1.713	3.29	NA	NA	1.123	NA	2.651	NA	1.175	1.897	3.648	1.713	3.29	1.694	2.171	2.43	1.91	1.688
1862	0.871	NA	0.871	1.72	NA	1.101	2.811	1.628	1.559	1.054	NA	NA	0.908	NA	1.101	NA	3.628	1.246	2.811	1.259	2.054	1.55	1.291	1.296	1.86	1.823
