# Lopez - San Miguel de Velasco - SCBR - ITRDB BOL019
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36062
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36062.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol019-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol019.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bol019.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Lopez - San Miguel de Velasco - SCBR - ITRDB BOL019
#--------------------
# Investigators
#   Investigators: Lopez, L.; Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: None
#   Published_Title: None
#   Published_Date_or_Year: None
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: https://www.sciencedirect.com/science/article/pii/S1125786516300789
#   Abstract: None
#--------------------
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: San Miguel de Velasco
#   Location: Bolivia
#   Northernmost_Latitude: -16.600247
#   Southernmost_Latitude: -16.600247
#   Easternmost_Longitude: -61.205969
#   Westernmost_Longitude: -61.205969
#   Elevation_m: 508
#--------------------
# Data_Collection
#   Collection_Name: BOL019
#   First_Year: 1838
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Schinopsis brasiliensis Engl.
#   Common_Name: None
#   Tree_Species_Code: SCBR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## sot851_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot851; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot851a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot851a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot1154a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot1154a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot1154b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot1154b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot875_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot875; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot33b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot33b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot115_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot115; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## so154b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: so154b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot874_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot874; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot874a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot874a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot74a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot74a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot51_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot51; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sot44_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sot44; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	sot851_raw	sot851a_raw	sot1154a_raw	sot1154b_raw	sot01_raw	sot022_raw	sot875_raw	sot33b_raw	sot115_raw	so154b_raw	sot874_raw	sot874a_raw	sot74a_raw	sot51_raw	sot44_raw
1838	2.417	2.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.417	NA
1839	2.048	2.594	NA	NA	2.736	2.736	NA	2.736	NA	NA	NA	NA	NA	2.048	2.736
1840	2.677	2.776	1.78	1.45	1.638	1.638	NA	1.638	1.78	1.45	NA	NA	NA	2.677	1.638
1841	1.231	1.539	1.268	1.447	2.52	2.52	NA	2.52	1.268	1.447	NA	NA	NA	1.231	2.52
1842	1.962	1.919	1.844	1.713	1.953	1.953	NA	1.953	1.844	1.713	NA	NA	NA	1.962	1.953
1843	2.395	2.166	1.062	1.05	1.067	1.067	NA	1.067	1.062	1.05	NA	NA	NA	2.395	1.067
1844	1.926	2.261	2.595	2.578	1.945	1.945	NA	1.945	2.595	2.578	NA	NA	NA	1.926	1.945
1845	1.803	1.032	1.454	1.59	2.083	2.083	NA	2.083	1.454	1.59	NA	NA	NA	1.803	2.083
1846	1.64	2.249	1.787	1.676	1.847	1.847	NA	1.847	1.787	1.676	NA	NA	NA	1.64	1.847
1847	1.967	2.327	1.008	1.018	2.436	2.436	NA	2.436	1.008	1.018	NA	NA	NA	1.967	2.436
1848	1.891	1.845	1.282	1.192	1.322	1.322	NA	1.322	1.282	1.192	NA	NA	NA	1.891	1.322
1849	1.685	1.291	0.833	1.004	2.237	2.237	NA	2.237	0.833	1.004	NA	NA	NA	1.685	2.237
1850	2.326	2.532	0.913	0.749	4.099	4.099	NA	4.099	0.913	0.749	NA	NA	NA	2.326	4.099
1851	2.06	2.071	1.05	1.016	2.287	2.287	NA	2.287	1.05	1.016	NA	NA	NA	2.06	2.287
1852	1.563	1.809	1.906	1.824	2.15	2.15	NA	2.15	1.906	1.824	NA	NA	NA	1.563	2.15
1853	1.842	1.739	4.584	4.557	2.068	2.068	NA	2.068	4.584	4.557	NA	NA	NA	1.842	2.068
1854	0.976	0.792	2.765	2.609	1.786	1.786	NA	1.786	2.765	2.609	NA	NA	NA	0.976	1.786
1855	1.004	1.023	3.345	3.595	0.61	0.61	NA	0.61	3.345	3.595	NA	NA	NA	1.004	0.61
1856	0.988	0.94	5.441	5.451	0.839	0.839	NA	0.839	5.441	5.451	NA	NA	NA	0.988	0.839
1857	1.807	1.891	3.375	3.471	0.894	0.894	NA	0.894	3.375	3.471	NA	NA	NA	1.807	0.894
1858	0.932	0.764	1.798	1.808	1.678	1.678	NA	1.678	1.798	1.808	NA	NA	NA	0.932	1.678
1859	0.116	1.218	1.658	1.459	0.472	0.472	NA	0.472	1.658	1.459	NA	NA	NA	1.316	0.472
1860	1.408	1.616	2.905	2.946	1.242	1.242	NA	1.242	2.905	2.946	NA	NA	NA	1.408	1.242
1861	1.608	1.615	3.104	3.244	1.525	1.525	NA	1.525	3.104	3.244	NA	NA	NA	1.608	1.525
1862	2.041	1.931	4.246	4.44	1.537	1.537	NA	1.537	4.246	4.44	NA	NA	NA	2.041	1.537
1863	2.173	1.871	2.397	2.256	2.075	2.075	NA	2.075	2.397	2.256	NA	NA	NA	2.173	2.075
1864	1.779	1.797	4.395	4.468	1.788	1.788	NA	1.788	4.395	4.468	NA	NA	NA	1.779	1.788
1865	1.978	1.907	3.21	3.271	1.763	1.763	NA	1.763	3.21	3.271	NA	NA	NA	1.978	1.763
1866	1.517	1.608	1.884	1.934	1.918	1.918	NA	1.918	1.884	1.934	3.697	2.412	2.412	1.517	1.918
1867	0.616	0.692	1.289	1.15	1.502	1.502	0.969	1.502	1.289	1.15	4.969	0.892	0.892	0.616	1.502
1868	1.129	0.807	2.841	2.662	0.849	0.849	2.259	0.849	2.841	2.662	2.259	2.48	2.48	1.129	0.849
1869	0.688	0.854	3.411	3.769	0.81	0.81	2.178	0.81	3.411	3.769	2.178	2.033	2.033	0.688	0.81
1870	0.728	0.684	4.008	3.592	1.235	1.235	2.677	1.235	4.008	3.592	2.677	2.561	2.561	0.728	1.235
1871	1.772	1.921	2.749	3.14	0.924	0.924	3.496	0.924	2.749	3.14	3.496	3.584	3.584	1.772	0.924
1872	1.076	0.932	1.861	2.173	1.491	1.491	2.231	1.491	1.861	2.173	2.231	2.343	2.343	1.076	1.491
1873	1.998	2.371	2.76	2.072	1.301	1.301	3.065	1.301	2.76	2.072	3.065	2.946	2.946	1.998	1.301
1874	2.786	2.37	3.043	3.077	2.096	2.096	1.114	2.096	3.043	3.077	1.114	1.024	1.024	2.786	2.096
1875	2.091	2.033	3.876	3.846	2.633	2.633	2.36	2.633	3.876	3.846	2.36	2.156	2.156	2.091	2.633
1876	3.806	3.874	2.613	2.789	2.373	2.373	1.346	2.373	2.613	2.789	1.346	1.576	1.576	3.806	2.373
1877	2.879	3.121	3.924	3.915	3.486	3.486	2.264	3.486	3.924	3.915	2.264	2.146	2.146	2.879	3.486
1878	3.161	2.993	3.549	3.713	3.253	3.253	2.909	3.253	3.549	3.713	2.909	2.799	2.799	3.161	3.253
1879	2.779	2.646	3.496	3.336	1.741	1.741	5.743	1.741	3.496	3.336	5.743	6.334	6.334	2.779	1.741
1880	1.776	1.978	4.248	4.122	2.195	2.195	5.453	2.195	4.248	4.122	5.453	5.182	5.182	1.776	2.195
1881	2.672	2.604	3.618	3.864	1.29	1.29	5.079	1.29	3.618	3.864	5.079	4.991	4.991	2.672	1.29
1882	3.999	3.996	4.435	4.734	1.437	1.437	3.184	1.437	4.435	4.734	3.184	2.98	2.98	3.999	1.437
1883	1.334	2.065	2.018	1.257	2.167	2.167	2.518	2.167	2.018	1.257	2.518	3.086	3.086	1.934	2.167
1884	1.207	1.658	3.847	4.244	1.484	1.484	1.396	1.484	3.847	4.244	1.396	1.244	1.244	1.807	1.484
1885	2.497	2.608	1.851	1.616	2.89	2.89	3.623	2.89	1.851	1.616	3.623	3.5	3.5	2.497	2.89
1886	4.434	4.328	1.483	1.823	1.88	1.88	4.024	1.88	1.483	1.823	4.024	3.997	3.997	4.434	1.88
1887	4.313	4.276	2.735	2.668	1.555	1.555	2.199	1.555	2.735	2.668	2.199	2.282	2.282	4.313	1.555
1888	4.774	4.811	1.544	1.687	2.132	2.132	2.294	2.132	1.544	1.687	2.294	2.214	2.214	4.774	2.132
1889	4.39	4.221	1.587	1.55	4.048	4.048	6.188	4.048	1.587	1.55	6.188	6.458	6.458	4.39	4.048
1890	2.109	2.284	1.572	1.531	3.305	3.305	2.5	3.305	1.572	1.531	2.5	2.037	2.037	2.109	3.305
1891	2.985	2.978	1.499	1.473	4.429	4.429	2.44	4.429	1.499	1.473	2.44	2.581	2.581	2.985	4.429
1892	1.997	2.124	2.195	2.181	4.603	4.603	4.1	4.603	2.195	2.181	4.1	4.222	4.222	1.997	4.603
1893	2.794	2.677	1.673	1.409	2.796	2.796	2.787	2.796	1.673	1.409	2.787	2.825	2.825	2.794	2.796
1894	2.256	2.214	1.982	2.046	2.942	2.942	1.192	2.942	1.982	2.046	1.192	1.159	1.159	2.256	2.942
1895	3.144	3.319	3.506	3.634	2.02	2.02	1.681	2.02	3.506	3.634	1.681	1.396	1.396	3.144	2.02
1896	2.798	2.645	1.738	1.808	3.018	3.018	2.372	3.018	1.738	1.808	2.372	2.928	2.928	2.798	3.018
1897	1.979	2.14	1.408	1.226	2.369	2.369	2.158	2.369	1.408	1.226	2.158	1.94	1.94	1.979	2.369
1898	2.482	2.267	1.141	1.216	3.223	3.223	2.696	3.223	1.141	1.216	2.696	2.551	2.551	2.482	3.223
1899	2.784	2.694	1.197	1.059	2.891	2.891	3.629	2.891	1.197	1.059	3.629	2.917	2.917	2.784	2.891
1900	2.712	2.857	1.017	1.11	1.972	1.972	4.356	1.972	1.017	1.11	4.356	4.662	4.662	2.712	1.972
1901	4.071	4.206	1.124	1.034	2.048	2.048	3.125	2.048	1.124	1.034	3.125	3.248	3.248	4.071	2.048
1902	2.95	2.708	4.077	3.888	3.014	3.014	3.322	3.014	4.077	3.888	3.322	3.491	3.491	2.95	3.014
1903	4.694	4.901	3.649	4.057	2.974	2.974	2.626	2.974	3.649	4.057	2.626	2.422	2.422	4.694	2.974
1904	2.239	1.934	2.609	2.529	4.513	4.513	4.276	4.513	2.609	2.529	4.276	4.304	4.304	2.239	4.513
1905	3.238	3.615	1.974	1.994	3.615	3.615	4.466	3.615	1.974	1.994	4.466	4.086	4.086	3.238	3.615
1906	2.808	2.755	4.423	4.49	5.526	5.526	1.861	5.526	4.423	4.49	1.861	1.973	1.973	2.808	5.526
1907	4.627	4.381	2.767	2.38	2.971	2.971	4.604	2.971	2.767	2.38	4.604	4.85	4.85	4.627	2.971
1908	5.458	5.774	1.805	2.338	3.655	3.655	3.987	3.655	1.805	2.338	3.987	4.031	4.031	5.458	3.655
1909	2.831	2.387	2.806	2.644	2.116	2.116	1.058	2.116	2.806	2.644	1.058	1.076	1.076	2.831	2.116
1910	4.526	4.74	2.057	2.285	4.068	4.068	2.72	4.068	2.057	2.285	2.72	2.867	2.867	4.526	4.068
1911	3.93	3.964	2.94	3.048	4.878	4.878	4.417	4.878	2.94	3.048	4.417	4.275	4.275	3.93	4.878
