# Chernykh - Chapel of Elijah the Prophet and the Three Saints on Lukostrov - PISP - ITRDB RUS392
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37244
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37244.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus392-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus392-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus392.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus392.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-01-19
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-19
#--------------------
# Title
#   Study_Name: Chernykh - Chapel of Elijah the Prophet and the Three Saints on Lukostrov - PISP - ITRDB RUS392
#--------------------
# Investigators
#   Investigators: Chernykh, N.B.; Sargeeva, N.F.; Karpukhin, A.A.; Matskovsky, V.V.; Solovyeva, L.N.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Chernykh N.B.
#   Journal_Name: Brief Communications of the Institute of Archeology
#   Published_Title: Dendrochronologiy of the arhitectural monuments in Karelia
#   Published_Date_or_Year: 2001
#   Volume: 211
#   Pages: 113-120
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Chernykh N.B. 2001. Dendrochronologiy of the arhitectural monuments in Karelia. Kratkiye soobshcheniya Instituta arkheologii - KSIA (Brief Communications of the Institute of Archaeology). 2001. Vol. 211. p.113-120.
#   Abstract: None
#--------------------
#   Authors: Карпухин, А.А.; В.В. Мацковский; Л.Н. Соловьева
#   Journal_Name: Brief Communications of the Institute of Archeology
#   Published_Title: TREE-RING CHRONOLOGIES OF WOODEN ARCHITECTURE IN KARELIA
#   Published_Date_or_Year: 2019
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.25681/IARAS.0130-2620.257.393-407
#   Full_Citation: None
#   Abstract: None
#--------------------
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chapel of Elijah the Prophet and the Three Saints on Lukostrov
#   Location: Russia
#   Northernmost_Latitude: 61.969969
#   Southernmost_Latitude: 61.969969
#   Easternmost_Longitude: 35.731089
#   Westernmost_Longitude: 35.731089
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: RUS392
#   First_Year: 1549
#   Last_Year: 1669
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus spp. L.
#   Common_Name: pine
#   Tree_Species_Code: PISP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ilpr01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr05rB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr05rB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ilpr15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ilpr15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ilpr01A_raw	ilpr01B_raw	ilpr02A_raw	ilpr02B_raw	ilpr03A_raw	ilpr03B_raw	ilpr05A_raw	ilpr05rB_raw	ilpr15A_raw	ilpr15B_raw
1544	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA
1545	NA	NA	NA	NA	NA	NA	2.35	NA	NA	NA
1546	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
1547	NA	NA	NA	NA	NA	NA	3	3.1	NA	NA
1548	NA	NA	NA	NA	NA	NA	3.15	3.5	NA	NA
1549	NA	NA	NA	NA	NA	NA	2.75	2.75	1	NA
1550	NA	NA	NA	NA	NA	NA	2.7	2.9	0.5	NA
1551	NA	NA	NA	NA	NA	NA	2.5	2.85	0.5	NA
1552	NA	NA	NA	NA	NA	NA	2.85	3	1.8	NA
1553	NA	NA	NA	NA	NA	NA	2.1	2	1.8	NA
1554	NA	NA	NA	NA	NA	NA	1.75	1.65	1.45	NA
1555	NA	NA	NA	NA	NA	NA	1	1.35	1.65	1.55
1556	NA	NA	NA	NA	NA	NA	1.05	1.45	1.8	1.25
1557	NA	NA	NA	NA	1	1.25	1.4	1.75	2.2	1.35
1558	NA	NA	3.4	3.9	1.25	1.35	1.75	1.75	1.75	1.65
1559	NA	NA	3.5	3.5	1	1.15	1.7	1.9	1.3	2.05
1560	2.65	NA	3.5	4	2.35	2	1.85	2.35	1.95	2.5
1561	2.25	NA	1.85	1.85	2.25	2.15	1.5	1.5	2.45	1.75
1562	2.2	2	1	1	1.05	1	1.25	1.3	1.65	1.6
1563	2.4	1.9	1.75	1.4	1.1	1.1	1.1	1.35	1.65	1.75
1564	2.05	2.05	1.55	1.65	1.25	1.25	0.9	1	1.7	1.65
1565	2	2.35	1.5	1.5	1.75	1.9	1	0.95	1.5	1.8
1566	2.5	2.05	1.85	2	1.5	1.4	1.25	1.35	1.5	1.75
1567	2.35	2.2	2	1.7	1.25	1.3	1.05	1.35	1.55	1.5
1568	2.5	2.5	2.05	1.9	1.5	1.55	1.2	1.6	1.55	1.25
1569	2.25	1.85	1.6	1.6	1	1	1.25	1.4	1.35	1.45
1570	2.4	1.5	1.35	1.4	0.95	1.1	1.3	1.65	0.9	1.25
1571	2.4	1.9	1.5	1.6	1.05	1.35	1	1.35	0.9	1
1572	1.9	1.5	1.15	1.35	0.85	0.8	1	1.4	0.75	0.5
1573	1.6	1.7	1.1	1.4	0.65	0.65	1	1.55	0.65	0.15
1574	1.8	1.7	1.5	1.95	0.8	0.8	0.75	1.15	0.55	0.3
1575	1.75	1.6	1.65	2.2	0.8	1	0.9	1.4	0.3	0.55
1576	1.55	1.6	1.5	2	0.6	0.85	1.05	1.3	0.55	0.55
1577	1.5	1.6	1.85	1.8	0.5	0.75	1.6	1.15	0.8	0.9
1578	1.75	1.65	2.1	2.6	0.85	1.5	1.55	1	1	1
1579	1.45	1.35	1.25	1.6	0.6	1.15	1.55	1.2	0.85	0.75
1580	1.1	1.25	1.05	1.35	0.65	0.9	1.75	1.35	1.1	0.85
1581	1.3	1.1	1	1.25	0.5	0.75	1.5	1.45	1.5	0.9
1582	1.15	1.3	1	1.25	0.65	0.75	1.2	1	1.5	1
1583	1.3	1.45	1.25	1.5	0.9	1.1	1.4	0.45	1.55	1.2
1584	1.6	1.35	1.25	1.3	1.25	1.5	1.25	0.4	1.2	1
1585	1.6	1.5	1.25	1.5	1.1	1.5	1	0.35	1.2	1.35
1586	1.25	1.45	1.25	1.3	1.35	1.85	0.9	0.6	1	1.2
1587	1.3	1.25	1.05	1.1	1.1	1.25	1	0.75	1	1.15
1588	1.4	1.25	1	1.2	0.9	1.1	0.8	0.85	1.2	1.2
1589	1.15	1.05	0.75	1.1	1.25	0.9	0.8	0.9	1.15	1.6
1590	1.25	1	0.85	1.15	1.25	1.05	0.6	0.7	0.8	1.1
1591	1.1	1.1	1	1.25	1.3	1.3	0.7	0.75	1	1.05
1592	1.25	1.25	1	1.35	1.35	1.5	0.95	0.8	1	1.3
1593	1.05	1.05	0.65	0.95	0.85	1.35	0.8	0.65	1	1.15
1594	1.1	1.15	0.8	1.1	1.15	1.75	0.85	1	1.1	1
1595	1.3	1.2	1	1.4	1.45	2	0.5	0.75	0.9	0.85
1596	1.2	0.95	1	1.35	1	1.55	0.55	0.75	1.15	0.75
1597	1	1	1	1.2	1.25	1.5	0.15	0.25	1.15	1.05
1598	0.95	0.8	1	1.3	1.25	1.25	0.15	0.2	1	0.8
1599	0.9	0.9	1	1	1	1.25	0.25	0.3	1	0.9
1600	0.85	0.9	1.15	1.15	1.35	1.7	0.25	0.4	0.9	1.05
1601	0.8	0.75	1	1.15	1	1.4	0.25	0.5	0.75	0.75
1602	0.8	0.75	0.75	0.9	1.05	1.25	0.3	0.5	0.65	0.55
1603	0.45	0.65	0.35	0.55	1.3	1.45	0.65	0.6	0.6	0.65
1604	0.45	0.65	0.4	0.45	1.1	1.9	0.85	0.75	0.7	0.65
1605	0.45	0.5	0.25	0.2	0.8	1.15	0.6	0.6	0.6	0.65
1606	0.3	0.45	0.25	0.25	0.4	0.6	0.75	0.95	0.6	0.75
1607	0.35	0.5	0.35	0.3	0.55	0.6	0.7	0.9	0.7	0.55
1608	0.45	0.6	0.35	0.5	0.7	0.75	0.6	0.75	0.75	0.75
1609	0.45	0.6	0.3	0.45	0.6	0.75	0.45	0.4	0.8	0.7
1610	0.4	0.5	0.4	0.4	0.5	0.7	0.55	0.8	0.75	0.65
1611	0.6	0.65	0.5	0.4	0.5	0.5	0.45	0.6	0.8	0.9
1612	0.9	0.75	0.45	0.45	0.7	0.6	0.4	0.5	1.4	0.85
1613	0.9	0.65	0.5	0.25	0.6	0.55	0.5	0.8	1	0.8
1614	0.8	0.6	0.3	0.15	1.25	1.25	0.4	0.5	1.05	0.9
1615	0.8	0.7	0.35	0.15	1.3	1.25	0.45	0.55	0.85	0.95
1616	0.7	0.65	0.25	0.2	0.95	1.15	0.75	0.85	0.6	1
1617	0.65	0.5	0.1	0.15	0.85	0.9	0.9	0.75	0.5	0.85
1618	0.75	0.7	0.2	0.2	0.75	0.9	1.05	0.85	0.5	1
1619	0.55	0.55	0.2	0.25	0.75	0.95	1.4	0.8	0.45	0.65
1620	0.45	0.75	0.25	0.2	0.35	0.7	1.5	0.6	0.3	0.5
1621	0.4	0.75	0.25	0.2	0.35	0.65	1.35	0.95	0.3	0.7
1622	0.4	0.5	0.2	0.15	0.3	0.5	0.9	0.85	0.5	0.7
1623	0.45	0.5	0.25	0.25	0.3	0.6	1	0.9	0.5	0.5
1624	0.6	0.45	0.4	0.3	0.35	0.8	0.85	0.85	0.4	0.6
1625	0.65	0.7	0.5	0.4	0.4	1	1	0.75	0.45	0.45
1626	0.65	1.15	0.75	0.5	0.45	1.15	0.6	0.6	0.65	0.55
1627	0.6	0.95	0.75	0.9	0.6	1	0.6	0.4	0.5	0.4
1628	0.4	0.7	0.9	1.4	0.7	1.4	0.5	0.45	0.65	0.45
1629	0.35	0.6	0.85	1.05	0.6	1.1	0.95	0.85	0.5	0.45
1630	0.25	0.45	0.55	0.55	0.65	1	1	0.95	0.65	0.5
1631	0.25	0.35	0.4	0.35	0.6	0.85	1	0.85	0.65	0.5
