# Cook - Naltar Gilgit - JUEX - ITRDB PAKI035
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15332
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15332.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki035-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; paki035-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki035.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/paki035.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-07-20
#--------------------
# File_Last_Modified_Date
#   Date: 2013-07-20
#--------------------
# Title
#   Study_Name: Cook - Naltar Gilgit - JUEX - ITRDB PAKI035
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176); Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Ahmed, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology - temperature analyses NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: PAGES 2k Consortium
#   Journal_Name: Nature Geoscience
#   Published_Title: Continental-scale temperature variability during the past two millennia
#   Published_Date_or_Year: 2013
#   Volume: 6
#   Pages: 339-346
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/NGEO1797
#   Full_Citation: None
#   Abstract: Past global climate changes had strong regional expression. To elucidate their spatio-temporal pattern, we reconstructed past temperatures for seven continental-scale regions during the past one to two millennia. The most coherent feature in nearly all of the regional temperature reconstructions is a long-term cooling trend, which ended late in the nineteenth century. At multi-decadal to centennial scales, temperature variability shows distinctly different regional patterns, with more similarity within each hemisphere than between them. There were no globally synchronous multi-decadal warm or cold intervals that define a worldwide Medieval Warm Period or Little Ice Age, but all reconstructions show generally cold conditions between ad 1580 and 1880, punctuated in some regions by warm decades during the eighteenth century. The transition to these colder conditions occurred earlier in the Arctic, Europe and Asia than in North America or the Southern Hemisphere regions. Recent warming reversed the long-term cooling; during the period ad 1971-2000, the area-weighted average reconstructed temperature was higher than any other time in nearly 1,400 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Naltar Gilgit
#   Location: Pakistan
#   Northernmost_Latitude: 36.15
#   Southernmost_Latitude: 36.15
#   Easternmost_Longitude: 74.1833
#   Westernmost_Longitude: 74.1833
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: PAKI035
#   First_Year: 1497
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Juniperus excelsa M.-Bieb.
#   Common_Name: Greek juniper
#   Tree_Species_Code: JUEX
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NltJ011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NltJ202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NltJ202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NltJ011_raw	NltJ012_raw	NltJ021_raw	NltJ022_raw	NltJ031_raw	NltJ032_raw	NltJ041_raw	NltJ042_raw	NltJ051_raw	NltJ052_raw	NltJ061_raw	NltJ062_raw	NltJ071_raw	NltJ072_raw	NltJ081_raw	NltJ082_raw	NltJ091_raw	NltJ092_raw	NltJ101_raw	NltJ102_raw	NltJ111_raw	NltJ112_raw	NltJ121_raw	NltJ122_raw	NltJ131_raw	NltJ132_raw	NltJ141_raw	NltJ142_raw	NltJ151_raw	NltJ152_raw	NltJ161_raw	NltJ162_raw	NltJ171_raw	NltJ172_raw	NltJ181_raw	NltJ182_raw	NltJ191_raw	NltJ192_raw	NltJ201_raw	NltJ202_raw
1497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967	NA	NA	NA	NA	NA	NA	NA
1498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.953	NA	NA	NA	NA	NA	NA	NA
1499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.582	NA	NA	NA	NA	NA	NA	NA
1500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.325	NA	NA	NA	NA	NA	NA	NA
1501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA
1502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.545	NA	NA	NA	NA	NA	NA	NA
1503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.443	NA	NA	NA	NA	NA	NA	NA
1504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.415	NA	NA	NA	NA	NA	NA	NA
1505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.107	NA	NA	NA	NA	NA	NA	NA
1506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.614	NA	NA	NA	NA	NA	NA	NA
1507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.849	NA	NA	NA	NA	NA	NA	NA
1508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.506	NA	NA	NA	NA	NA	NA	NA
1509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.389	NA	NA	NA	NA	NA	NA	NA
1510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.884	NA	NA	NA	NA	NA	NA	NA
1511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.637	NA	NA	NA	NA	NA	NA	NA
1512	0.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.637	NA	NA	NA	NA	NA	NA	NA
1513	1.067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.973	NA	NA	NA	NA	NA	NA	NA
1514	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.885	NA	NA	NA	NA	NA	NA	NA
1515	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.518	NA	NA	NA	NA	NA	NA	NA
1516	0.946	0.715	NA	0.679	NA	NA	NA	NA	NA	NA	NA	1.049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38	NA	NA	NA	NA	NA	NA	NA
1517	1.147	0.914	NA	0.686	NA	NA	NA	NA	NA	NA	NA	1.202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.756	NA	NA	NA	NA	NA	NA	NA
1518	1.229	0.834	NA	0.803	NA	NA	NA	NA	NA	NA	NA	1.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.066	NA	NA	NA	NA	NA	NA	NA
1519	1.274	0.656	NA	0.883	NA	NA	NA	NA	NA	NA	NA	1.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.351	NA	NA	NA	NA	NA	NA	NA
1520	1.471	0.887	NA	0.89	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.733	NA	NA	NA	NA	NA	NA	NA
1521	1.449	1.269	NA	1.208	NA	NA	NA	NA	NA	NA	NA	1.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.971	NA	NA	NA	NA	NA	NA	NA
1522	1.688	0.922	NA	0.513	NA	NA	NA	NA	NA	NA	NA	1.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.826	NA	2.212	NA	NA	NA	NA	NA	NA	NA
1523	1.684	1.778	NA	0.398	NA	NA	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.087	NA	2.584	NA	NA	NA	NA	NA	NA	2.194
1524	1.773	1.542	NA	0.64	NA	NA	NA	NA	NA	NA	NA	1.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1.571	NA	NA	NA	NA	NA	NA	2.133
1525	2.19	1.366	NA	1.195	NA	NA	NA	NA	NA	NA	NA	1.956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.295	NA	2.032	NA	NA	NA	NA	NA	NA	2.129
1526	1.649	1.074	NA	0.29	NA	NA	NA	NA	NA	NA	NA	1.582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.539	NA	1.693	NA	NA	NA	NA	NA	NA	1.612
1527	2.675	1.197	NA	0.163	NA	NA	NA	NA	NA	NA	NA	2.759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.228	NA	1.825	NA	NA	NA	NA	NA	NA	1.999
1528	2.487	1.372	NA	0.352	0.319	NA	NA	NA	NA	NA	NA	3.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.346	NA	2.124	NA	NA	NA	NA	NA	NA	2.382
1529	2.071	1.227	NA	0.676	0.279	NA	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.28	NA	NA	NA	NA	NA	1.974	NA	1.536	NA	NA	NA	NA	NA	NA	2.3
1530	2.2	0.975	NA	0.659	0.338	NA	NA	NA	NA	NA	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.377	NA	NA	NA	NA	NA	2.711	1.99	1.662	NA	NA	NA	NA	NA	NA	2.257
1531	2.247	1.05	NA	1.131	0.351	NA	NA	NA	NA	NA	NA	2.831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.588	NA	NA	NA	NA	NA	2.755	2.806	2.301	NA	NA	NA	NA	NA	NA	2.343
1532	2.258	1.38	NA	1.278	0.327	NA	NA	NA	NA	NA	NA	2.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.247	NA	NA	NA	NA	NA	2.655	2.269	1.706	NA	NA	NA	NA	NA	NA	2.154
1533	1.856	1.171	NA	1.509	0.304	NA	NA	NA	NA	NA	NA	1.977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.062	2.315	NA	NA	NA	NA	2.59	2.622	1.407	NA	NA	NA	NA	NA	NA	1.786
1534	1.718	0.978	NA	0.783	0.439	NA	NA	NA	NA	NA	NA	1.884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.761	1.804	NA	NA	NA	NA	2.155	1.938	1.36	NA	NA	NA	NA	NA	NA	1.714
1535	1.535	0.876	NA	0.868	0.377	NA	NA	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.404	1.682	NA	NA	NA	NA	2.14	2.414	1.41	NA	NA	NA	NA	NA	NA	1.832
1536	1.666	0.854	NA	0.43	0.334	NA	NA	NA	NA	NA	NA	1.535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.826	1.791	NA	NA	NA	NA	2.073	2.376	1.616	NA	NA	NA	NA	NA	NA	1.943
1537	2.179	0.748	NA	0.978	0.31	NA	NA	NA	NA	NA	NA	1.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.419	1.616	NA	NA	NA	NA	2.133	2.594	1.671	NA	NA	NA	NA	NA	NA	2.035
1538	2.161	0.577	NA	0.761	0.095	NA	NA	NA	NA	NA	NA	1.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.712	1.056	NA	NA	NA	NA	1.582	1.699	1.457	NA	NA	NA	NA	NA	NA	1.837
1539	2.979	1.044	NA	1.29	0.401	NA	NA	NA	NA	NA	NA	1.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.151	1.667	NA	NA	NA	NA	2.061	2.722	1.83	NA	NA	NA	NA	NA	NA	1.865
1540	1.859	0.731	NA	1.027	0.39	NA	NA	NA	NA	NA	NA	1.323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.911	1.474	1.241	NA	NA	NA	1.533	2.24	1.593	NA	NA	NA	NA	NA	NA	1.526
1541	2.609	1.255	NA	1.558	0.616	NA	NA	NA	NA	NA	NA	1.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.971	1.982	1.859	NA	NA	NA	2.082	2.729	2.143	NA	NA	NA	NA	NA	NA	1.652
1542	1.855	0.845	NA	0.959	0.371	NA	NA	NA	NA	NA	NA	1.427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.855	1.619	1.681	NA	NA	NA	1.495	1.831	1.289	NA	NA	NA	NA	NA	NA	1.435
