# Pederson - Shaamar Manhan Nars - PISY - ITRDB MONG036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13886
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13886.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong036-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mong036-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mong036.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-19
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-19
#--------------------
# Title
#   Study_Name: Pederson - Shaamar Manhan Nars - PISY - ITRDB MONG036
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X); Saladyga, T.(https://orcid.org/0000-0002-6304-4428); Suran, B.; McGraw, K.; Nachin, B.(https://orcid.org/0000-0002-3489-1257)
#--------------------
# Description_Notes_and_Keywords
#   Description: This collection of PISY raw ring widths were made by the authors listed above on deep deposit of sandy soil southwest of the town Sukhbaatar, Mongolia for the potential usage in a reconstruction of hydroclimate. The trees cored here are nearly from a classic dendroclimatically site: trees were mostly open grown on deep and well-drained soils. A picture of this site can be seen in the reference above. There is some evidence of fire in this landscape. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Pederson, N., C. Leland, B. Nachin, A.E. Hessl, A.R. Bell, D. Martin-Benito, T. Saladyga, B. Suran, P.M. Brown, N.K. Davi
#   Journal_Name: Agricultural and Forest Meteorology
#   Published_Title: Three centuries of shifting hydroclimatic regimes across the Mongolian Breadbasket
#   Published_Date_or_Year: 2013
#   Volume: 178-179
#   Pages: 10-20
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.agrformet.2012.07.003
#   Full_Citation: None
#   Abstract: In its continuing move toward resource independence, Mongolia has recently entered a new agricultural era. Large crop fields and center-pivot irrigation have been established in the last 10 years across Mongolia's "Breadbasket": the Bulgan, Selenge and Tov aimags of northcentral Mongolia. Since meteorological records are typically short and spatially diffuse, little is known about the frequency and scale of past droughts in this region. We use six chronologies from the eastern portion of the breadbasket region to reconstruct streamflow of the Yeruu River. These chronologies accounted for 60.8% of May-September streamflow from 1959 to 1987 and 74.1% from 1988 to 2001. All split, calibration-verification statistics were positive, indicating significant model reconstruction. Reconstructed Yeruu River streamflow indicates the 20th century to be wetter than the two prior centuries. When comparing the new reconstruction to an earlier reconstruction of Selenge River streamflow, representing the western portion of the breadbasket region, both records document more pluvial events of greater intensity during 20th century versus prior centuries and indicate that the recent decade of drought that lead to greater aridity across the landscape is not unusual in the context of the last 300 years. Most interestingly, variability analyses indicate that the larger river basin in the western breadbasket (the Selenge basin) experiences greater swings in hydroclimate at multi-decadal to centennial time scales while the smaller basin in the eastern portion of the breadbasket (the Yeruu basin) is more stable. From this comparison, there would be less risk in agricultural productivity in the eastern breadbasket region, although the western breadbasket region can potentially be enormously productive for decades at a time before becoming quite dry for an equally long period of time. These results indicate that farmers and water managers need to prepare for both pluvial conditions like those in the late-1700s, and drier conditions like those during the early and mid-1800s. Recent studies have indicated that cultures with plentiful resources are more vulnerable when these resources become diminished. Thus, the instrumental records of the 20th century should not be used as a model of moisture availability. Most importantly, the geographic mismatch between precipitation, infrastructure, and water demand could turn out to be particularly acute for countries like Mongolia, especially as these patterns can switch in space through time.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Shaamar Manhan Nars
#   Location: Mongolia
#   Northernmost_Latitude: 50.0837
#   Southernmost_Latitude: 50.0837
#   Easternmost_Longitude: 106.1782
#   Westernmost_Longitude: 106.1782
#   Elevation_m: 650
#--------------------
# Data_Collection
#   Collection_Name: MONG036
#   First_Year: 1770
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SMN01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMN10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMN10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SMN01A_raw	SMN01B_raw	SMN02B_raw	SMN03A_raw	SMN03B_raw	SMN04A_raw	SMN04B_raw	SMN05A_raw	SMN05B_raw	SMN06A_raw	SMN06B_raw	SMN07A_raw	SMN07B_raw	SMN08A_raw	SMN08B_raw	SMN10A_raw	SMN10B_raw
1770	NA	NA	NA	NA	NA	3.734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	4.041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	6.259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	4.767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	5.617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	3.242	3.849	NA	NA	NA	NA	NA	NA	6.089	4.122	NA	NA
1776	NA	NA	NA	NA	NA	4.221	5.426	NA	NA	NA	NA	NA	NA	5.267	4.794	NA	NA
1777	NA	NA	NA	NA	NA	2.168	2.091	NA	NA	NA	NA	NA	NA	3.53	2.417	NA	NA
1778	NA	NA	NA	NA	NA	2.491	2.673	NA	NA	NA	NA	NA	NA	4.096	3.912	NA	NA
1779	NA	NA	NA	NA	NA	2.436	3.766	NA	NA	NA	NA	NA	NA	4.704	5.083	NA	NA
1780	NA	NA	NA	NA	NA	4.276	3.568	NA	NA	NA	NA	NA	NA	4.465	4.316	NA	NA
1781	NA	NA	NA	NA	NA	3.871	3.558	NA	NA	NA	NA	NA	NA	4.957	4.811	NA	NA
1782	NA	NA	NA	NA	NA	4.118	5.727	NA	NA	NA	NA	NA	NA	5.246	5.425	NA	NA
1783	NA	NA	NA	NA	NA	2.926	3.185	NA	NA	NA	NA	NA	NA	2.846	2.787	NA	NA
1784	NA	NA	NA	NA	NA	3.563	3.961	NA	NA	NA	NA	NA	NA	3.745	4.412	NA	NA
1785	NA	NA	NA	NA	NA	4.02	4.58	NA	NA	NA	NA	NA	NA	3.859	3.848	NA	NA
1786	NA	NA	NA	NA	NA	2.348	3.314	2.529	NA	0.837	NA	NA	NA	2.626	2.977	NA	NA
1787	NA	NA	NA	NA	NA	3.227	4.342	2.92	NA	2.182	3.025	NA	NA	4.073	3.617	NA	NA
1788	NA	NA	NA	NA	NA	3.853	4.229	3.702	NA	2.807	3.563	NA	NA	4.179	4.05	NA	NA
1789	NA	NA	NA	NA	NA	3.755	5.006	3.728	NA	2.736	3.855	NA	NA	4.447	3.611	NA	NA
1790	NA	NA	NA	NA	NA	4.615	5.024	3.632	NA	2.751	5.075	NA	NA	1.633	1.01	NA	NA
1791	NA	NA	NA	NA	NA	3.638	4.233	2.209	NA	2.427	1.475	NA	NA	1.612	1.6	NA	NA
1792	NA	NA	NA	NA	NA	4.053	5.282	3.331	NA	2.42	1.646	NA	NA	2.799	2.492	NA	NA
1793	NA	NA	NA	NA	NA	3.059	3.473	1.609	NA	1.273	0.729	NA	NA	2.932	3.608	NA	NA
1794	NA	NA	NA	NA	NA	2.557	3.338	0.988	NA	0.936	1.187	NA	NA	2.095	2.917	NA	NA
1795	NA	NA	NA	NA	NA	3.11	5.912	1.426	NA	3.976	4.382	NA	NA	4.478	4.129	NA	NA
1796	NA	NA	NA	NA	NA	3.404	4.921	2.303	NA	3.058	4.373	NA	NA	4.445	3.246	NA	NA
1797	NA	NA	NA	NA	NA	2.684	4.878	2.238	NA	2.377	2.901	NA	NA	3.522	3.433	NA	NA
1798	NA	NA	NA	NA	NA	2.294	2.376	2.147	NA	1.91	1.737	NA	NA	3.845	2.924	NA	NA
1799	NA	NA	NA	NA	NA	2.616	3.449	2.601	2.623	2.821	1.932	NA	NA	4.274	4.476	NA	NA
1800	NA	NA	NA	NA	NA	1.858	2.098	2.245	1.93	1.077	0.711	NA	NA	3.237	2.907	NA	NA
1801	NA	NA	NA	NA	NA	3.425	3.654	2.66	2.728	2.766	2.407	NA	NA	3.365	4.519	2.985	NA
1802	NA	NA	NA	NA	NA	3.347	3.477	2.434	2.522	1.852	1.526	NA	NA	2.88	3.351	2.216	NA
1803	NA	NA	NA	NA	NA	4.057	3.314	2.251	2.892	2.1	1.531	NA	NA	2.652	3.163	1.868	NA
1804	NA	NA	NA	NA	NA	4.015	4.196	2.006	2.765	1.921	1.415	1.51	NA	3.209	3.396	1.257	NA
1805	NA	NA	NA	NA	NA	2.704	3.246	1.97	2.548	2.043	1.395	1.724	NA	2.429	2.513	2.194	NA
1806	NA	NA	NA	NA	NA	2.902	2.159	1.898	2.46	1.961	2.444	1.41	NA	2.424	2.023	2.71	NA
1807	NA	NA	NA	NA	NA	3.779	3.953	1.71	3.165	2.466	2.181	0.257	NA	3.014	2.432	3.384	NA
1808	NA	NA	NA	NA	NA	3.415	2.825	1.854	2.105	2.42	1.814	0.199	NA	3.317	2.499	3.151	NA
1809	NA	NA	NA	NA	NA	1.811	2.108	0.68	1.368	0.786	0.838	0.182	NA	2.237	2.674	1.259	NA
1810	NA	NA	NA	NA	NA	2.849	3.07	1.418	1.947	2.176	1.603	0.226	NA	2.509	2.74	2.75	NA
1811	NA	NA	NA	NA	NA	1.749	2.072	0.985	1.917	0.711	0.719	0.353	NA	1.521	1.645	1.87	NA
1812	NA	NA	NA	NA	NA	2.29	2.727	1.582	2.456	1.512	1.411	0.201	NA	1.982	2.066	2.103	NA
1813	NA	NA	NA	NA	NA	2.99	3.483	1.651	2.724	2.573	2.568	0.46	NA	2.11	2.305	3.364	2.589
1814	NA	NA	NA	NA	NA	3.107	3.489	2.731	3.11	2.42	2.59	0.1	NA	2.926	3.052	2.746	2.617
1815	NA	NA	NA	NA	NA	0.675	1.112	0.82	0.844	0.199	0.09	0.67	NA	1.625	1.523	0.97	0.601
1816	NA	NA	NA	NA	NA	2.207	2.854	3.066	2.66	1.422	1.267	1.33	NA	2.999	2.023	3.28	2.663
1817	NA	NA	NA	NA	NA	2	2.036	1.872	1.438	0.787	0.829	2.027	NA	2	1.431	2.793	2.314
1818	3.915	NA	NA	NA	NA	2.33	2.15	1.6	1.577	1.091	0.847	2.13	NA	2.069	1.546	3.272	2.058
1819	5.116	NA	NA	NA	NA	2	1.895	1.338	1.945	0.766	0.744	2.326	NA	2.342	1.688	3.737	2.234
1820	5.887	NA	NA	NA	NA	2.769	2.616	2.232	2.387	1.461	1.117	1.46	NA	2.127	1.573	3.607	2.95
1821	4.378	NA	NA	NA	NA	2.844	2.813	1.502	2.622	1.392	1.267	3.134	NA	1.678	1.567	1.932	1.471
1822	3.561	NA	NA	NA	NA	1.495	1.71	0.75	1.479	0.73	0.659	2.857	NA	1.113	1.211	1.923	1.866
1823	2.258	2.533	NA	NA	NA	0.969	0.961	0.595	1.063	0.429	0.376	0.687	NA	0.979	0.852	0.984	0.747
1824	1.998	1.647	NA	NA	NA	0.83	0.699	0.558	0.812	0.676	0.4	1.119	NA	0.852	0.957	1.256	0.823
1825	3.731	2.205	NA	NA	NA	0.775	0.733	0.72	0.743	0.354	0.364	0.5	1.036	0.706	0.615	1.279	0.96
1826	6.036	3.279	NA	NA	NA	1.206	1.044	0.974	1.151	0.581	0.582	1.027	2.808	1.198	1.117	1.331	1.049
1827	6.584	5.789	NA	NA	NA	1.914	2.057	1.077	1.405	1.292	1.052	1.628	2.784	1.753	1.46	2.45	1.788
1828	6.389	7.173	NA	NA	NA	2.01	2.675	1.486	1.692	1.56	1.166	2.33	3.342	1.867	1.471	2.761	2.382
1829	6.972	5.843	NA	NA	NA	2.535	2.534	1.76	2.039	1.74	1.709	3.239	3.996	2.688	1.892	2.509	2.371
1830	6.707	6.126	NA	NA	NA	2.909	3.041	1.789	2.003	1.942	1.263	3.539	2.911	2.285	1.631	2.691	2.089
1831	5.234	6.35	NA	NA	NA	2.236	3.135	1.715	1.951	1.587	1.335	3.073	3.345	1.859	1.311	2.756	1.805
1832	3.581	4.551	NA	NA	NA	1.718	2.013	0.919	1.513	1.021	0.717	3.641	2.697	1.176	0.924	1.552	1.167
1833	3.267	5.351	NA	NA	NA	1.844	2.602	1.003	1.4	0.972	0.803	3.993	2.608	1.077	0.68	1.666	1.12
1834	5.657	5.232	NA	NA	NA	1.532	2.561	1.076	1.814	1.049	0.898	3.225	3.013	1.023	0.855	1.616	1.557
1835	2.217	1.998	NA	NA	NA	0.87	1.217	0.367	0.828	0.317	0.314	4.196	2.052	1.014	0.653	0.705	0.631
1836	1.655	1.667	NA	NA	NA	0.47	0.859	0.427	0.668	0.222	0.278	1	1.976	0.457	0.299	0.589	0.47
1837	4.128	3.405	NA	NA	NA	1.011	1.713	0.976	1.336	0.762	0.831	5.105	3.595	1.155	0.744	1.243	1.087
1838	2.075	1.466	NA	NA	NA	0.659	0.866	0.549	0.72	0.207	0.31	3.261	2.701	0.678	0.476	0.924	0.561
1839	2.098	2.116	NA	NA	NA	0.799	0.998	0.419	0.672	0.194	0.357	3.783	2.44	0.608	0.442	0.9	0.759
