# Krusic - Deorali La - TSDU - ITRDB NEPA016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3773
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3773.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa016-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa016-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa016.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa016.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-24
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-24
#--------------------
# Title
#   Study_Name: Krusic - Deorali La - TSDU - ITRDB NEPA016
#--------------------
# Investigators
#   Investigators: Krusic, P.J.; Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Deorali La
#   Location: Nepal
#   Northernmost_Latitude: 28.23
#   Southernmost_Latitude: 28.23
#   Easternmost_Longitude: 83.42
#   Westernmost_Longitude: 83.42
#   Elevation_m: 1830
#--------------------
# Data_Collection
#   Collection_Name: NEPA016
#   First_Year: 1727
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga dumosa (D. Don) Eichler
#   Common_Name: East Himalayan hemlock
#   Tree_Species_Code: TSDU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DLTD09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD09D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD09D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD05D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD05D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD05C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD05C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLTD01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLTD01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DLTD09A_raw	DLTD09B_raw	DLTD09C_raw	DLTD01A_raw	DLTD07A_raw	DLTD07B_raw	DLTD08A_raw	DLTD08B_raw	DLTD04B_raw	DLTD06A_raw	DLTD05A_raw	DLTD09D_raw	DLTD12A_raw	DLTD12B_raw	DLTD06B_raw	DLTD05D_raw	DLTD05B_raw	DLTD05C_raw	DLTD03B_raw	DLTD02A_raw	DLTD13B_raw	DLTD10B_raw	DLTD10A_raw	DLTD13A_raw	DLTD03A_raw	DLTD01B_raw
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	1.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.225	1.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.094	1.883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	1.197	NA	NA	NA	NA	NA	NA	NA	4.054	2.311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	1.213	NA	NA	NA	NA	NA	NA	NA	4.316	2.437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	1.625	1.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	1.121	NA	NA	NA	NA	NA	NA	NA	2.387	1.911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	0.697	NA	NA	NA	NA	NA	NA	NA	5.505	2.825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	5.038	3.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	1.115	NA	NA	NA	NA	NA	NA	NA	5.016	4.835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	0.765	NA	NA	NA	NA	NA	NA	NA	3.741	4.202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	1.014	NA	NA	NA	NA	NA	NA	NA	3.703	2.671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	0.888	NA	NA	NA	NA	NA	NA	NA	3.485	3.144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	3.234	2.812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	0.749	NA	NA	NA	NA	NA	2.691	NA	3.077	1.878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	0.676	NA	NA	NA	NA	NA	1.975	NA	2.137	2.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	0.435	NA	NA	NA	NA	NA	1.118	NA	2.137	1.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	0.363	NA	NA	NA	NA	NA	1.729	NA	1.791	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	0.294	NA	NA	NA	NA	NA	1.451	NA	0.722	0.791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	0.411	NA	NA	NA	NA	NA	1.303	NA	0.722	1.251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	0.291	NA	NA	NA	NA	NA	0.518	NA	0.454	0.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	0.453	NA	NA	NA	NA	NA	0.636	NA	0	0.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	0.263	NA	NA	NA	NA	NA	0.585	NA	0	0.303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	1.604	NA	NA	0.123	NA	NA	NA	NA	NA	0.348	NA	0.378	0.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	2.358	NA	NA	0.162	NA	NA	NA	NA	NA	0.456	NA	0.275	0.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	2.605	NA	NA	0.159	NA	NA	NA	NA	NA	0.318	NA	0.701	0.829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	2.384	NA	NA	0.259	NA	NA	NA	NA	NA	0.41	NA	1.263	0.958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	2.254	NA	NA	0.209	NA	NA	NA	NA	NA	0.282	NA	1.087	0.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	2.58	NA	NA	0.201	NA	NA	NA	NA	NA	0.176	NA	0.818	0.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	2.27	NA	NA	0.275	NA	NA	NA	NA	NA	0.173	NA	0.755	0.606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	1.788	NA	NA	0.272	NA	NA	NA	NA	NA	0.18	NA	1.065	0.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	1.217	NA	NA	0.263	NA	NA	NA	NA	NA	0.097	NA	1.136	0.851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	1.037	NA	NA	0.289	NA	NA	NA	NA	NA	0.336	NA	1	1.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	1.001	NA	0.448	0.291	0	NA	NA	NA	NA	0.312	NA	0.642	1.047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	0.661	NA	0.257	0.337	0.246	NA	NA	NA	NA	0.473	NA	0.565	0.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	0.425	NA	0.048	0.232	0.15	NA	NA	NA	NA	0.505	NA	0.222	0.546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	0.342	NA	0.209	0.412	0.238	NA	NA	NA	NA	1.01	NA	0.187	0.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	0.47	NA	0.319	0.393	0.233	NA	NA	NA	NA	1.083	NA	0.203	0.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	0.797	NA	0.501	0.546	0.337	NA	NA	NA	NA	2.333	NA	0.467	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	0.909	NA	0.779	0.689	0.291	NA	NA	NA	NA	3.513	NA	0.47	0.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	0.764	NA	0.643	0.681	0.216	NA	NA	NA	NA	4.062	NA	0.735	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	0.875	NA	0.62	0.716	0.284	NA	NA	NA	NA	3.957	NA	0.842	0.753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	1.388	NA	0.629	0.81	0.272	NA	NA	NA	NA	3.263	NA	0.647	0.722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	1.717	NA	0.725	0.848	0.356	NA	NA	NA	NA	3.483	NA	0.42	1.179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	2.167	NA	0.75	0.691	0.328	NA	NA	NA	NA	2.731	NA	0.656	1.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	1.332	NA	0.791	0.675	0.307	NA	NA	NA	NA	2.993	NA	0.404	0.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	1.596	NA	0.88	0.693	0.27	NA	NA	NA	NA	3.338	NA	0.739	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	1.184	NA	0.829	0.658	0.216	NA	NA	NA	NA	3.083	NA	0.661	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	1.145	NA	0.597	0.577	0.18	NA	NA	NA	NA	2.217	NA	0.527	0.893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
