# Chernykh - Church of the Ascension stone temple Vologda  - PISP - ITRDB RUSS298
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35054
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35054.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ298-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ298-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ298.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ298.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-12-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-12-06
#--------------------
# Title
#   Study_Name: Chernykh - Church of the Ascension stone temple Vologda  - PISP - ITRDB RUSS298
#--------------------
# Investigators
#   Investigators: Chernykh, N.B.; Karpukhin, A.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Dendrochronological dating of wooden piles of a stone temple; volvozR NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Church of the Ascension Vologda
#   Location: Russia
#   Northernmost_Latitude: 59.223071
#   Southernmost_Latitude: 59.223071
#   Easternmost_Longitude: 39.891338
#   Westernmost_Longitude: 39.891338
#   Elevation_m: 120
#--------------------
# Data_Collection
#   Collection_Name: RUSS298
#   First_Year: 1544
#   Last_Year: 1697
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus spp. L.
#   Common_Name: pine
#   Tree_Species_Code: PISP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## vvoz25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz25b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz25b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz27a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz27a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz27b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz27b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz34a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz34a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz34b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz34b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz35a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz35a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz35b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz35b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz37a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz37a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz40a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz40a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz40b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz40b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz42a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz42a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz42b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz42b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz43a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz43a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vvoz43b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vvoz43b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	vvoz25a_raw	vvoz25b_raw	vvoz27a_raw	vvoz27b_raw	vvoz34a_raw	vvoz34b_raw	vvoz35a_raw	vvoz35b_raw	vvoz37a_raw	vvoz40a_raw	vvoz40b_raw	vvoz42a_raw	vvoz42b_raw	vvoz43a_raw	vvoz43b_raw
1544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	1.06
1545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	2.28
1546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	2.02
1547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	1.57
1548	NA	NA	NA	NA	NA	NA	1.66	NA	NA	NA	NA	NA	NA	1.51	1.36
1549	NA	NA	NA	NA	NA	NA	1.55	1.82	NA	NA	NA	NA	NA	1.31	1.14
1550	NA	NA	NA	NA	NA	NA	1.41	1.42	NA	NA	NA	NA	NA	0.85	0.92
1551	NA	NA	NA	NA	NA	NA	1.68	1.39	NA	NA	NA	NA	NA	1.14	1.16
1552	NA	NA	NA	NA	NA	NA	1.77	2.1	NA	NA	NA	NA	NA	0.72	0.9
1553	NA	NA	0.46	0.28	NA	NA	1.54	1.82	NA	NA	NA	NA	NA	0.7	1.04
1554	NA	NA	0.63	0.47	NA	NA	1.47	0.95	NA	NA	NA	NA	NA	0.78	1.18
1555	NA	NA	0.26	0.45	NA	NA	1.49	1.49	NA	NA	NA	NA	NA	1.26	1.51
1556	NA	NA	0.36	0.66	NA	NA	1.55	1.66	NA	NA	NA	NA	NA	1.34	1.22
1557	NA	NA	0.37	0.37	NA	NA	1.91	1.69	NA	NA	NA	NA	NA	0.91	0.85
1558	NA	NA	0.44	0.46	NA	NA	1.67	2	NA	NA	NA	NA	NA	0.73	0.89
1559	NA	NA	0.47	0.45	NA	NA	1.52	1.82	NA	NA	NA	NA	NA	0.84	0.77
1560	NA	NA	0.48	0.54	NA	NA	2.19	1.92	NA	NA	NA	NA	NA	0.98	0.88
1561	NA	NA	0.47	0.75	NA	NA	2.08	2.16	NA	NA	NA	NA	NA	1.19	1.26
1562	NA	NA	0.58	0.85	NA	NA	1.78	2.57	NA	NA	NA	NA	NA	1.01	1.08
1563	NA	NA	0.65	0.51	NA	NA	1.65	2.01	NA	NA	NA	NA	NA	0.99	1.21
1564	NA	NA	1.01	0.79	NA	NA	1.4	1.79	NA	NA	NA	NA	NA	1.49	1
1565	NA	NA	0.86	0.85	NA	NA	1.5	2.08	NA	NA	NA	NA	NA	1.23	0.82
1566	NA	NA	0.98	0.7	NA	NA	1.25	1.83	NA	NA	NA	NA	NA	1	0.89
1567	NA	NA	0.94	0.69	NA	NA	1.47	1.7	NA	NA	NA	NA	NA	0.86	0.97
1568	NA	NA	0.72	0.55	NA	NA	1.01	1.42	NA	NA	NA	NA	NA	0.91	0.81
1569	NA	NA	0.47	0.49	NA	NA	1.15	0.95	NA	NA	NA	NA	NA	0.53	0.62
1570	NA	NA	1.32	0.88	NA	NA	1.12	1.11	NA	0.88	0.78	NA	NA	0.83	0.85
1571	NA	NA	0.66	0.76	NA	NA	1.41	1.26	NA	0.92	0.99	NA	NA	0.83	0.67
1572	NA	NA	0.76	0.85	NA	NA	1.78	1.35	NA	0.69	0.6	NA	NA	0.78	0.73
1573	NA	NA	1.66	1.45	NA	NA	2.6	1.81	NA	1.42	1.38	NA	NA	1.03	1.04
1574	NA	NA	1.47	1.24	NA	NA	2.19	2.04	NA	1.36	1.35	NA	NA	1.49	1.52
1575	0.84	0.68	1.46	1.11	NA	NA	1.52	1.63	1.52	1.71	1.72	NA	NA	1.64	1.5
1576	0.97	1.09	1.54	1.24	NA	NA	1.19	1.29	2.41	1.61	1.75	NA	NA	1.21	1.35
1577	2.73	2.91	1.67	1.52	NA	NA	1.37	1.09	2.67	1.26	1.3	NA	NA	1.29	1.35
1578	2.91	4.32	1.43	1.17	NA	NA	1.07	1.23	2.59	0.55	0.69	NA	NA	0.9	1.3
1579	3.01	2.75	1.2	0.9	NA	NA	0.75	1	2.45	0.66	0.51	NA	NA	1.19	0.91
1580	1.98	1.43	0.92	0.65	NA	NA	0.6	0.92	1.43	0.42	0.44	NA	NA	1.26	0.66
1581	0.99	1.07	0.67	0.33	NA	NA	0.63	0.46	1.32	0.22	0.15	NA	NA	0.92	0.55
1582	0.84	1.11	0.59	0.39	NA	NA	0.44	0.58	0.77	0.27	0.21	NA	NA	0.56	0.46
1583	0.95	1.15	0.7	0.44	NA	NA	0.41	0.76	0.29	0.26	0.42	NA	NA	0.57	0.43
1584	0.8	0.93	0.66	0.44	NA	NA	0.47	0.69	0.39	0.44	0.36	NA	NA	0.73	0.5
1585	1.22	1.66	0.71	0.39	NA	NA	0.48	0.66	0.35	0.44	0.4	NA	NA	0.64	0.46
1586	1.04	1	0.92	0.41	NA	NA	0.66	0.61	0.44	0.53	0.61	NA	NA	0.66	0.64
1587	1.21	1.71	1.65	0.62	NA	NA	0.64	0.58	0.33	0.81	0.73	NA	NA	0.7	0.99
1588	1.75	1.98	2.27	1.24	NA	NA	0.49	0.59	0.45	0.78	0.67	NA	NA	0.78	1.11
1589	0.83	1.08	1.1	0.78	NA	NA	0.54	0.56	0.8	0.57	0.73	NA	NA	0.71	1.03
1590	0.83	0.93	1.2	0.83	NA	NA	0.38	0.46	1.38	0.53	0.52	NA	NA	0.61	0.99
1591	0.8	0.85	1.14	0.71	NA	NA	0.3	0.42	0.9	0.46	0	NA	NA	0.62	0.66
1592	0.64	0.42	1	0.72	NA	NA	0.26	0.34	0.8	0.41	0.43	NA	NA	0.66	0.53
1593	0.3	0.13	0.7	0.79	NA	NA	0.17	0.18	0.52	0.36	0.52	0.4	0.2	0.44	0.3
1594	0.25	0.18	0.93	0.59	NA	NA	0.28	0.21	0.46	0.37	0.75	0.47	0.35	0.48	0.23
1595	0.3	0.29	1.36	1.07	NA	NA	0.23	0.23	0.15	0.46	0.59	0.62	0.5	0.6	0.29
1596	0.55	0.37	1.08	1.18	NA	NA	0.24	0.18	0.19	0.56	0.7	0.57	0.6	0.46	0.35
1597	0.6	0.44	1.03	1.02	0.53	0.55	0.21	0.21	0.35	0.47	0.5	0.79	0.85	0.39	0.19
1598	0.67	0.33	0.6	0.78	0.81	0.66	0.19	0.22	0.35	0.36	0.53	0.36	0.45	0.33	0.18
1599	1.07	0.31	0.49	0.75	0.36	0.28	0.26	0.24	0.37	0.53	0.51	0.44	0.38	0.31	0.21
