# Chernykh - Church of the Assumption of the Most Holy Theotokos of Kondopoga - PISP - ITRDB RUS390
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37242
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37242.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus390-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus390-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus390.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus390.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-01-19
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-19
#--------------------
# Title
#   Study_Name: Chernykh - Church of the Assumption of the Most Holy Theotokos of Kondopoga - PISP - ITRDB RUS390
#--------------------
# Investigators
#   Investigators: Chernykh, N.B.; Sargeeva, N.F.; Karpukhin, A.A.; Matskovsky, V.V.; Solovyeva, L.N.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Chernykh N.B.
#   Journal_Name: Brief Communications of the Institute of Archeology
#   Published_Title: Dendrochronologiy of the arhitectural monuments in Karelia
#   Published_Date_or_Year: 2001
#   Volume: 211
#   Pages: 113-120
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Chernykh N.B. 2001. Dendrochronologiy of the arhitectural monuments in Karelia. Kratkiye soobshcheniya Instituta arkheologii - KSIA (Brief Communications of the Institute of Archaeology). 2001. Vol. 211. p.113-120.
#   Abstract: None
#--------------------
#   Authors: Карпухин, А.А.; В.В. Мацковский; Л.Н. Соловьева
#   Journal_Name: Brief Communications of the Institute of Archeology
#   Published_Title: TREE-RING CHRONOLOGIES OF WOODEN ARCHITECTURE IN KARELIA
#   Published_Date_or_Year: 2019
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.25681/IARAS.0130-2620.257.393-407
#   Full_Citation: None
#   Abstract: None
#--------------------
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Church of the Assumption of the Most Holy Theotokos of Kondopoga
#   Location: Russia
#   Northernmost_Latitude: 62.175618
#   Southernmost_Latitude: 62.175618
#   Easternmost_Longitude: 34.286521
#   Westernmost_Longitude: 34.286521
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: RUS390
#   First_Year: 1609
#   Last_Year: 1767
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus spp. L.
#   Common_Name: pine
#   Tree_Species_Code: PISP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## kond01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kond11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kond11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	kond01A_raw	kond01B_raw	kond02A_raw	kond02B_raw	kond05A_raw	kond05B_raw	kond06A_raw	kond06B_raw	kond08A_raw	kond08B_raw	kond11A_raw	kond11B_raw
1609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.27	2.11
1610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	2.03
1611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84	2.86
1612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.95	3.83
1613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26	4.32
1614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.75	3.75
1615	NA	NA	NA	NA	NA	NA	NA	NA	1.34	1.13	3.56	3.72
1616	NA	NA	NA	NA	NA	NA	NA	NA	1.45	1.36	3.5	2.93
1617	NA	NA	NA	NA	NA	NA	NA	NA	2.03	2.34	3.34	2.92
1618	NA	NA	NA	NA	NA	NA	NA	NA	3.25	3.3	3.43	3.32
1619	NA	NA	NA	NA	NA	NA	NA	NA	3.68	3.57	3.29	2.91
1620	NA	NA	NA	NA	NA	NA	NA	NA	3.14	2.97	2.79	2.55
1621	NA	NA	NA	NA	NA	NA	4.06	3.92	2.63	2.6	2.49	3.13
1622	NA	NA	NA	NA	NA	NA	3.66	3.68	2.93	3.45	2.64	3.08
1623	NA	NA	NA	NA	NA	NA	3.45	3.9	2.18	2.97	2.9	2.97
1624	NA	NA	NA	NA	NA	NA	4.5	4.21	2.19	2.11	2.24	2.66
1625	NA	NA	NA	NA	NA	NA	5.29	4.78	3.05	2.57	2.28	2.17
1626	2.1	2.2	NA	NA	NA	NA	4.19	4.59	3.5	3.4	2.47	2.57
1627	3.4	2.45	NA	NA	NA	NA	4.19	5.16	2.84	2.32	2.22	2.15
1628	3.9	3.5	NA	NA	3.7	3.2	4.5	5.81	2.45	2.74	1.91	2.06
1629	3.65	3.5	NA	NA	3.7	3.3	4.37	4.6	2.83	2.88	1.93	2
1630	2.2	1.75	NA	NA	2.25	1.75	4.23	3.58	1.89	2.01	1.6	1.79
1631	1.75	2.1	NA	NA	1.75	1.7	4.2	3.27	1.86	1.89	1.37	2.06
1632	0.75	0.55	NA	NA	0.75	0.55	3.25	3.55	1.58	1.45	1.47	1.73
1633	1.45	0.8	NA	NA	1.45	0.7	2.66	3.39	1.98	2.07	1.65	1.85
1634	1.85	1.35	NA	NA	1.85	1.25	2.19	2.57	1.12	1.3	1.13	1.5
1635	1.55	1.55	NA	NA	1.6	1.45	2.87	3.15	1.28	1.73	0.94	1.46
1636	1.6	1.65	NA	NA	1.55	1.55	2.96	2.42	1.83	2.33	1.05	1.61
1637	2.05	1.8	NA	NA	2	1.6	3.56	3.13	2.17	3	1.15	1.38
1638	2.2	1.75	NA	NA	2.1	1.6	3.34	2.96	1.82	2.86	1.39	1.29
1639	2.45	2.4	NA	NA	2.4	2.3	2.71	3.16	1.56	2.15	1.34	1.27
1640	2.75	2.4	NA	NA	2.75	2.35	2.82	2.4	1.52	2.31	1.35	1.22
1641	2.5	2.15	NA	NA	2.5	2.1	2.26	1.78	1.06	1.66	0.92	1.02
1642	2.1	1.85	NA	NA	2.05	1.85	2.61	1.81	1.26	2.51	1.16	0.95
1643	2.3	2.25	NA	NA	2.15	2.25	2.44	1.52	1.33	1.84	0.9	0.72
1644	2.1	1.95	NA	NA	2.1	1.85	2.29	1.76	1.48	2.04	0.88	0.79
1645	3.3	2.5	NA	NA	3.25	2.3	2.11	1.81	2.28	2.14	1.06	0.94
1646	2.1	2.25	NA	NA	2	2.1	1.44	1.54	1.74	1.88	1.09	0.87
1647	2.1	1.65	NA	NA	2.2	1.6	2.13	1.86	1.67	1.92	1.28	1.14
1648	2.55	1.6	NA	NA	2.5	1.35	2.91	2.22	1.7	2.01	1.46	1.74
1649	1.75	1.45	NA	NA	1.75	1.05	1.5	1.4	1.35	1.22	0.89	1.11
1650	1.85	1.45	NA	NA	1.8	1.5	1.43	1.74	1.7	1.88	1.04	1.07
1651	2.6	1.85	NA	NA	2.55	1.65	2.37	2.2	1.87	2.11	1.35	1.41
1652	1.8	1.3	NA	NA	1.75	1.35	1.58	1.54	1.48	1.63	1.09	1.3
1653	2.45	1.85	NA	NA	2.4	1.8	2.44	1.49	1.62	1.31	1.03	1.39
1654	2.25	1.25	NA	NA	2.15	1.5	2.38	1.58	2.16	1.88	1.04	1.28
1655	2.1	1.65	NA	NA	2.1	1.55	1.92	1.78	2.17	1.73	1.17	1.4
1656	2.2	1.65	5	5	2.15	1.55	2.13	1.73	1.76	1.74	1.18	1.22
1657	2	1.65	2.75	2.65	2.05	1.7	1.51	1.61	2.19	1.85	0.77	1.08
1658	2	1.85	3.85	3.75	2.05	1.7	1.53	1.36	2.21	1.98	0.84	0.96
1659	1.75	1.7	2.5	2.25	1.7	1.6	1.27	1.63	1.92	1.42	0.84	1.02
1660	2.25	1.6	2.6	2.25	2.3	1.5	1.77	1.38	1.73	1.5	0.93	0.94
1661	2.25	1.2	2.2	2	2.2	1.15	1.51	1.17	1.2	1.62	0.82	0.81
1662	1.95	1.55	3.15	2.85	1.85	1.45	1.93	1.49	1.35	1.82	0.91	1.04
1663	1.5	1.15	2.85	2.9	1.55	1.05	1.79	1.3	1.37	1.75	0.75	0.91
1664	1.35	0.95	3.95	3.9	1.3	1	1.12	1.18	1.36	1.8	0.76	0.84
1665	1.45	1.1	2.75	3.4	1.4	1.1	1.48	1.6	1.34	1.72	0.85	0.88
1666	1.3	1.25	2.25	2.65	1.2	1.15	1.22	1.32	1.19	1.3	0.78	0.84
1667	1.3	1	2.25	2.35	1.25	1.2	1.23	1.52	1.36	1.65	0.55	0.8
1668	1.6	1.25	2.6	2.25	1.55	1	1.28	1.23	1.37	1.77	0.67	0.83
1669	1.35	1.05	2.5	2.3	1.35	1	1.09	1.33	1.29	1.66	0.69	0.8
1670	1.4	1.1	2.75	2.3	1.35	1.05	1.13	1.44	1.65	1.61	0.75	0.77
1671	1.35	1.2	2.95	2.75	1.3	1.2	1.15	1.63	1.59	1.27	1.16	0.99
1672	1	1.05	2.75	2.65	1	1	0.86	1.26	1.54	1.15	1.04	0.9
1673	1.4	1	2.35	2.25	1.4	1	1	1.08	1.52	1.02	0.96	0.88
1674	1.3	0.95	2.7	2.35	1.3	0.95	0.95	1.06	1.4	1.04	0.8	0.83
1675	1.45	1	1.95	1.55	1.45	1	0.9	0.88	1.34	1.02	0.72	0.77
1676	1.05	0.85	0.95	0.85	1	0.85	0.73	0.7	1.25	0.79	0.59	0.71
1677	1.2	0.9	0.9	0.65	1.2	0.85	0.75	0.57	0.92	0.8	0.55	0.64
1678	0.95	0.85	0.9	0.65	0.95	0.75	0.84	0.82	1.13	0.72	0.57	0.68
1679	0.95	0.8	1	0.6	1	0.75	0.68	0.58	1.05	0.66	0.67	0.61
1680	1.15	0.8	1.25	0.75	1.2	0.75	0.94	0.68	0.96	0.79	0.77	0.89
1681	1.15	1	1.35	0.8	1.15	1	0.8	0.8	0.83	0.8	0.78	1.07
1682	0.8	0.6	1.85	1.05	0.8	0.55	0.63	0.56	1.05	0.8	0.74	0.88
1683	0.85	0.65	2.05	1.05	0.85	0.6	0.53	0.53	0.76	0.54	0.73	0.63
1684	1.3	0.95	1.85	1	1.25	0.95	0.85	0.69	1.04	0.77	0.64	0.82
1685	0.85	0.85	1.05	1	0.8	0.85	0.77	0.6	0.8	0.56	0.28	0.55
