# Ballikaya - Muwang National Forest Park - CHPN - ITRDB CHN088
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/????
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-????.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chn088-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chn088.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chn088.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-16
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-16
#--------------------
# Title
#   Study_Name: Ballikaya - Muwang National Forest Park - CHPN - ITRDB CHN088
#--------------------
# Investigators
#   Investigators: Ballikaya, Paula; Cherubini, Paolo; Liu, Yu; Song, Huiming
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores were collected from the Muwang National Forest Park, about 200 km away from Xi'an (China). Only good tree cores are included here, 2 tree cores per tree were used. Provided Keywords: dendrochemistry, laser ablation, pollution, control site. Elevations ranged from 900-1200 m.
#--------------------
# Publication
# Authors:
# Published_Date_or_Year:
# Published_Title:
# Journal_Name:
# Volume:
# Edition:
# Issue:
# Pages:
# DOI:
# Full_Citation:
# Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Muwang National Forest Park
#   Location: China
#   Northernmost_Latitude: 33.440325
#   Southernmost_Latitude: 33.440325
#   Easternmost_Longitude: 108.654847
#   Westernmost_Longitude: 108.654847
#   Elevation_m: 1050.0
#--------------------
# Data_Collection
#   Collection_Name: CHN088
#   First_Year: 1913
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: 
#   Common_Name: 
#   Tree_Species_Code: CHPN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## S1T01n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T01n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T01s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T01s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T02n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T02n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T02s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T02s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T03n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T03n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T03s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T03s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T04n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T04n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T04s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T04s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T06n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T06n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T06s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T06s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T07n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T07n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T07s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T07s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T08n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T08n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T08s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T08s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T09n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T09n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T09s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T09s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T10n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T10n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T10s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T10s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T13n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T13n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T13s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T13s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T14n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T14n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T14s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T14s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T16n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T16n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T16s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T16s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T17n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T17n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T17s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T17s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T18n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T18n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T18s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T18s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T19n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T19n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T19s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T19s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T20n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T20n_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## S1T20s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: S1T20s_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	S1T01n_raw	S1T01s_raw	S1T02n_raw	S1T02s_raw	S1T03n_raw	S1T03s_raw	S1T04n_raw	S1T04s_raw	S1T06n_raw	S1T06s_raw	S1T07n_raw	S1T07s_raw	S1T08n_raw	S1T08s_raw	S1T09n_raw	S1T09s_raw	S1T10n_raw	S1T10s_raw	S1T13n_raw	S1T13s_raw	S1T14n_raw	S1T14s_raw	S1T16n_raw	S1T16s_raw	S1T17n_raw	S1T17s_raw	S1T18n_raw	S1T18s_raw	S1T19n_raw	S1T19s_raw	S1T20n_raw	S1T20s_raw
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	3.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	3.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	3.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	3.97	NA	NA	NA	NA	NA	NA	NA	NA	7.24	4.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	3.68	NA	NA	NA	NA	NA	NA	NA	NA	8.73	5.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	5.38	5.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.91	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	2.95	NA	NA	NA	NA	NA	NA	NA	NA	4.33	4.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.37	NA	NA
1882	NA	NA	NA	NA	NA	NA	4.34	2.94	NA	NA	NA	NA	NA	NA	NA	NA	4.71	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.05	NA	NA
1883	NA	NA	NA	NA	NA	NA	4.03	3.07	NA	NA	NA	NA	NA	NA	NA	NA	3.52	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	NA	NA
1884	NA	NA	NA	NA	NA	NA	3.73	3.24	NA	NA	NA	NA	NA	NA	NA	NA	3.2	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.97	NA	NA
1885	NA	NA	NA	NA	NA	NA	3.7	3.52	NA	NA	NA	NA	NA	NA	NA	NA	3.03	3.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61	NA	NA
1886	NA	NA	NA	NA	1.67	NA	4.47	4.21	NA	NA	NA	NA	NA	NA	NA	NA	3.4	3.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.04	NA	3.98	NA	NA
1887	NA	NA	NA	NA	0.96	2.99	3.82	3.63	NA	NA	NA	NA	NA	NA	NA	NA	3.97	3.28	NA	NA	NA	NA	NA	NA	NA	NA	1.55	2.89	NA	3.87	NA	NA
1888	NA	NA	NA	NA	2	3.53	3.62	4.19	NA	NA	NA	NA	NA	NA	NA	NA	3.61	3.42	NA	NA	NA	NA	NA	NA	NA	NA	1.66	1.52	NA	3.53	NA	NA
1889	NA	NA	NA	NA	3.28	3.31	2.4	3.51	NA	NA	NA	NA	NA	NA	NA	NA	3.24	2.37	NA	NA	NA	NA	NA	NA	NA	NA	1.66	1.02	NA	4.25	NA	NA
1890	NA	NA	NA	NA	2.05	2.6	1.57	2.76	NA	NA	NA	NA	NA	NA	NA	NA	2.4	0.86	NA	NA	NA	NA	NA	NA	NA	NA	0.98	0.67	4.98	3.11	NA	NA
1891	NA	NA	NA	NA	2.11	1.93	2	2.48	NA	NA	NA	NA	NA	NA	NA	NA	2.38	1.77	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.47	4.31	2.97	NA	NA
1892	NA	NA	NA	NA	2.67	2.41	2.6	3.01	5.13	NA	NA	NA	NA	NA	NA	NA	2.97	2.27	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.6	3.32	2.47	NA	NA
1893	NA	NA	NA	1.92	3.06	2.18	3.54	3.58	3.69	4.12	NA	NA	NA	NA	NA	NA	2.68	2.55	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.7	1.92	2	NA	NA
1894	NA	NA	NA	2.64	3.09	2.41	4.33	3.42	2.52	3.78	NA	NA	NA	NA	NA	NA	2.97	2.64	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.76	2.89	1.86	NA	NA
1895	NA	NA	NA	1.64	2.68	2.57	2.49	1.8	2.4	3.7	NA	NA	NA	NA	NA	NA	1.89	0.96	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.69	3.11	2.5	NA	NA
1896	NA	NA	NA	2.49	2.43	2.34	2.94	2.33	2.78	3.93	NA	NA	NA	NA	NA	NA	2.25	1.5	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.58	2.17	1.66	NA	NA
1897	NA	NA	NA	2.28	2.61	2.31	2.49	2.15	2.78	3.17	NA	NA	NA	NA	NA	NA	1.8	2.05	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.46	2.29	1.43	NA	NA
1898	NA	NA	NA	2.24	2.43	2.33	2	2.93	2.47	1.95	NA	NA	NA	NA	NA	NA	1.62	2.54	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.42	1.9	1.75	NA	NA
1899	NA	NA	NA	2.25	2.02	2.44	1.6	2.81	1.82	1.8	NA	NA	NA	NA	NA	NA	1.49	1.71	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.34	1.14	0.95	NA	NA
1900	NA	NA	NA	3.12	2.45	2.91	2.09	3.13	2.35	2.39	NA	NA	NA	NA	NA	NA	1.79	1.91	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.52	1.09	1.01	NA	NA
1901	NA	NA	NA	3.48	2.33	2.73	2.06	3.1	2.28	2.63	1.57	NA	NA	NA	NA	NA	1.67	2	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.87	1.99	1.69	NA	NA
1902	NA	NA	3.03	3.44	2.81	3.2	2.38	2.86	2.03	2.34	1.29	NA	NA	NA	NA	NA	1.47	1.92	NA	NA	NA	NA	NA	NA	NA	NA	1	1.44	1.72	1.82	NA	NA
1903	3.18	NA	3.01	2.73	2.75	2.94	2.11	1.82	1.55	1.83	0.98	NA	NA	NA	NA	NA	1.83	1.98	NA	NA	NA	NA	NA	NA	NA	NA	1.02	1	1.49	1.18	NA	NA
1904	2.86	NA	1.62	2.97	2.43	2.62	2.53	1.62	1.88	1.61	0.79	NA	NA	NA	NA	NA	1.36	1.27	NA	NA	NA	NA	NA	NA	NA	NA	1.03	0.98	1.59	0.95	NA	NA
1905	2.51	NA	1.93	2.3	2.74	2.47	2.43	1.39	1.79	1.62	0.5	NA	NA	NA	NA	NA	1.17	0.99	NA	NA	NA	NA	NA	NA	NA	NA	1.87	1.08	1.55	0.77	NA	NA
1906	2.79	NA	1.99	2.38	2.36	2.28	2.57	1.29	1.77	1.27	0.45	NA	NA	NA	NA	NA	0.96	0.94	NA	NA	NA	NA	NA	NA	NA	NA	1.36	0.75	1.25	0.87	NA	NA
1907	2.95	NA	1.94	2.42	2.03	2.11	2.14	1.82	1.59	1.22	0.41	NA	NA	NA	NA	NA	1.07	0.84	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.51	0.65	0.62	NA	NA
1908	2.19	NA	2.54	2.99	2.06	2.31	1.92	1.98	2.22	1.47	0.5	NA	NA	NA	NA	NA	0.75	0.58	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.31	0.56	0.48	NA	NA
1909	3.07	NA	2.97	3.32	2.17	2.37	1.8	1.85	1.71	1.79	0.85	NA	2.45	NA	NA	NA	1.09	0.8	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.32	0.33	0.35	NA	NA
1910	3.9	NA	2.3	3.23	2.43	2.16	1.11	1.33	1.15	1.6	0.67	NA	2.39	NA	NA	NA	1.13	0.67	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.2	0.48	0.56	NA	NA
1911	3.55	3.24	2.15	2.41	2.1	1.97	0.94	1.44	1.24	1.64	0.61	NA	2.48	NA	1.79	NA	1	0.55	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.28	0.2	0.27	NA	NA
1912	3.47	4.22	2.02	2.33	2.01	2.14	0.85	1.28	1.28	1.66	0.66	NA	3.02	NA	2.09	NA	1.31	0.63	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.57	0.21	0.18	NA	NA
1913	2.75	3.06	1.89	2.49	1.83	1.69	0.71	0.94	1.71	1.87	0.62	NA	2.41	NA	2.18	NA	1.39	0.66	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.74	0.31	0.29	NA	NA
1914	2.53	4.18	2.03	2.95	1.86	2.17	0.75	1.14	1.9	2.53	0.65	NA	2.22	NA	2.14	NA	1.28	0.67	NA	NA	NA	NA	NA	NA	NA	NA	1.31	0.79	0.56	0.32	NA	NA
1915	2.58	4.58	2.02	3.23	1.79	1.86	0.99	1.52	2	2.35	0.9	NA	2.46	NA	2.48	NA	1.49	0.84	NA	NA	NA	NA	NA	NA	NA	NA	2.1	1.4	0.17	0.17	NA	NA
