# Solomina - Tolstik Cape - B75E - PCAB - ITRDB RUS321
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36319
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36319.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus321-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus321-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus321.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus321.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-04-20
#--------------------
# File_Last_Modified_Date
#   Date: 2022-04-20
#--------------------
# Title
#   Study_Name: Solomina - Tolstik Cape - B75E - PCAB - ITRDB RUS321
#--------------------
# Investigators
#   Investigators: Solomina, O.; Mikhalenko, V.N.; Dolgova, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: Site information: on the way to cape Tolstik (young and middle-aged spruces) NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Russian Academy of Sciences
#   Grant: Presidium program P4
#--------------------
# Site_Information
#   Site_Name: Tolstik Cape - B75E
#   Location: Russia
#   Northernmost_Latitude: 65.03915
#   Southernmost_Latitude: 65.03915
#   Easternmost_Longitude: 35.64086
#   Westernmost_Longitude: 35.64086
#   Elevation_m: 9
#--------------------
# Data_Collection
#   Collection_Name: RUS321
#   First_Year: 1838
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## B75e1a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e1a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e1b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e1b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e2b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e2b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e3a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e3a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e3b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e3b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e6a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e6a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e6b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e6b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e7a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e7a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e7b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e7b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e8a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e8a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e8b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e8b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e9a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e9a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e9b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e9b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e17b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e17b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e18b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e18b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e19b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e19b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B75e20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B75e20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	B75e1a_raw	B75e1b_raw	B75e2a_raw	B75e2b_raw	B75e3a_raw	B75e3b_raw	B75e6a_raw	B75e6b_raw	B75e7a_raw	B75e7b_raw	B75e8a_raw	B75e8b_raw	B75e9a_raw	B75e9b_raw	B75e10a_raw	B75e10b_raw	B75e11a_raw	B75e11b_raw	B75e12a_raw	B75e12b_raw	B75e16a_raw	B75e16b_raw	B75e17a_raw	B75e17b_raw	B75e18a_raw	B75e18b_raw	B75e19a_raw	B75e19b_raw	B75e20a_raw	B75e20b_raw
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.389	0.437	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.358	0.357	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.811	0.843	0.388	0.389	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.065	1.116	0.302	0.27	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.025	1.009	0.207	0.206	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.934	0.738	0.174	0.135	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.262	1.076	0.199	0.191	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.187	1.316	0.317	0.279	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.926	0.951	0.222	0.249	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.707	1.361	0.153	0.107	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.749	1.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.319	1.45	0.089	0.073	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.136	1.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.253	1.48	0.124	0.128	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.157	1.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.427	1.435	0.169	0.12	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.988	0.838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.473	1.378	0.236	0.171	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.578	1.493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.717	1.762	0.236	0.16	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.326	1.337	0.658	0.659	NA	NA	NA	NA	NA	NA	NA	NA	1.507	1.611	0.228	0.16	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.187	1.37	0.938	0.921	NA	NA	NA	NA	NA	NA	NA	NA	1.506	1.45	0.261	0.194	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.847	1.985	0.976	0.713	NA	NA	NA	NA	NA	NA	NA	NA	1.947	1.537	0.34	0.225	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.478	1.609	0.877	0.663	NA	NA	NA	NA	NA	NA	NA	NA	1.972	1.178	0.218	0.112	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.698	2.017	0.841	0.634	NA	NA	NA	NA	NA	NA	NA	NA	2.702	1.512	0.264	0.178	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.187	1.264	0.894	0.747	NA	NA	NA	NA	NA	NA	NA	NA	2.011	1.049	0.176	0.129	0.842	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	1.58	0.702	0.438	NA	NA	NA	NA	NA	NA	NA	NA	1.685	1.179	0.186	0.104	0.887	0.931	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.506	1.445	0.9	0.634	NA	NA	NA	NA	NA	NA	NA	NA	1.509	1.006	0.195	0.104	1.061	0.808	NA	NA
1882	1.691	1.683	NA	0.563	NA	NA	NA	NA	NA	NA	1.14	1.165	0.76	0.484	NA	NA	NA	NA	NA	NA	NA	NA	1.411	0.93	0.146	0.082	1.035	0.799	NA	NA
1883	1.254	1.318	1.173	0.597	NA	NA	NA	NA	NA	NA	0.949	0.892	0.881	0.907	NA	NA	NA	NA	NA	NA	NA	NA	1.281	0.915	0.28	0.224	0.933	0.929	NA	NA
1884	1.286	1.006	0.885	0.483	NA	NA	NA	NA	NA	NA	0.915	0.658	1.041	0.952	NA	NA	NA	NA	NA	NA	NA	NA	1.519	1.022	0.263	0.156	0.97	0.98	NA	NA
1885	1.317	1.404	0.679	0.435	NA	NA	NA	NA	NA	NA	1.044	0.823	0.741	0.865	NA	NA	NA	NA	NA	NA	NA	NA	1.519	0.829	0.209	0.16	1.025	1.281	NA	NA
1886	1.417	1.325	0.569	0.492	NA	NA	NA	NA	NA	NA	1.241	0.668	0.733	0.871	NA	NA	NA	NA	NA	NA	NA	NA	1.631	0.685	0.333	0.212	0.877	1.332	NA	NA
1887	1.461	1.086	0.739	0.525	NA	NA	NA	NA	NA	NA	1.141	0.814	0.816	1.171	NA	NA	NA	NA	NA	NA	NA	0.994	1.916	0.815	0.322	0.178	0.906	1.429	NA	NA
