# Cook - Astore-Rama - ABPI - ITRDB PAKI017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15312
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15312.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; paki017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/paki017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-07-20
#--------------------
# File_Last_Modified_Date
#   Date: 2013-07-20
#--------------------
# Title
#   Study_Name: Cook - Astore-Rama - ABPI - ITRDB PAKI017
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176); Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Ahmed, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology - temperature analyses NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: PAGES 2k Consortium
#   Journal_Name: Nature Geoscience
#   Published_Title: Continental-scale temperature variability during the past two millennia
#   Published_Date_or_Year: 2013
#   Volume: 6
#   Pages: 339-346
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/NGEO1797
#   Full_Citation: None
#   Abstract: Past global climate changes had strong regional expression. To elucidate their spatio-temporal pattern, we reconstructed past temperatures for seven continental-scale regions during the past one to two millennia. The most coherent feature in nearly all of the regional temperature reconstructions is a long-term cooling trend, which ended late in the nineteenth century. At multi-decadal to centennial scales, temperature variability shows distinctly different regional patterns, with more similarity within each hemisphere than between them. There were no globally synchronous multi-decadal warm or cold intervals that define a worldwide Medieval Warm Period or Little Ice Age, but all reconstructions show generally cold conditions between ad 1580 and 1880, punctuated in some regions by warm decades during the eighteenth century. The transition to these colder conditions occurred earlier in the Arctic, Europe and Asia than in North America or the Southern Hemisphere regions. Recent warming reversed the long-term cooling; during the period ad 1971-2000, the area-weighted average reconstructed temperature was higher than any other time in nearly 1,400 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Astore-Rama
#   Location: Pakistan
#   Northernmost_Latitude: 35.3333
#   Southernmost_Latitude: 35.3333
#   Easternmost_Longitude: 74.8
#   Westernmost_Longitude: 74.8
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: PAKI017
#   First_Year: 1505
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ASTA772_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA772; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA781_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA781; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA782_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA782; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA791_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA791; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA792_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA792; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA811_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA811; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA812_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA812; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA821_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA821; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA822_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA822; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA861_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA861; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA862_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA862; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA871_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA871; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ASTA152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ASTA152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ASTA772_raw	ASTA781_raw	ASTA782_raw	ASTA791_raw	ASTA792_raw	ASTA811_raw	ASTA812_raw	ASTA821_raw	ASTA822_raw	ASTA861_raw	ASTA862_raw	ASTA871_raw	ASTA091_raw	ASTA102_raw	ASTA111_raw	ASTA121_raw	ASTA122_raw	ASTA131_raw	ASTA142_raw	ASTA151_raw	ASTA152_raw
1505	NA	NA	NA	NA	NA	NA	0.623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1506	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1507	NA	NA	NA	NA	NA	NA	0.544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1508	NA	NA	NA	NA	NA	NA	0.446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1509	NA	NA	NA	NA	1.046	NA	0.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1510	NA	NA	NA	NA	1.229	NA	0.353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1511	NA	NA	NA	NA	1.209	NA	0.378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1512	NA	NA	NA	NA	0.913	NA	0.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1513	NA	NA	NA	NA	0.729	NA	0.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1514	NA	NA	NA	NA	1.16	NA	0.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1515	NA	NA	NA	NA	1.112	NA	0.502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1516	NA	NA	NA	1.203	1.07	NA	0.499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1517	NA	NA	NA	1.398	1.179	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1518	NA	NA	NA	1.361	1.23	NA	0.556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1519	NA	NA	NA	1.242	1.203	NA	0.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1520	NA	NA	NA	0.934	1.108	NA	0.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1521	NA	NA	NA	0.9	1.051	NA	0.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1522	NA	NA	NA	1.072	0.969	NA	0.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1523	NA	NA	NA	0.949	0.851	NA	0.974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1524	NA	NA	NA	0.715	0.578	NA	0.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1525	NA	NA	NA	1.145	0.805	NA	0.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1526	NA	NA	NA	0.799	0.935	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1527	NA	NA	NA	0.903	1.094	NA	0.696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1528	NA	NA	NA	0.844	1.067	NA	0.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1529	NA	NA	NA	0.879	0.941	1.067	0.866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1530	NA	NA	NA	0.927	0.856	1.574	0.972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1531	NA	NA	NA	0.994	0.992	1.044	0.936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1532	NA	NA	NA	1.066	1.066	1.387	0.966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1533	NA	NA	NA	0.859	0.613	1.938	0.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1534	NA	NA	NA	1.139	0.997	2.811	1.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1535	NA	NA	NA	1.011	0.861	2.622	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1536	NA	NA	NA	0.963	0.495	2.156	1.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1537	NA	NA	NA	0.829	0.546	1.448	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1538	NA	NA	NA	0.874	0.809	1.577	1.066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1539	NA	NA	NA	0.897	0.905	1.667	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1540	NA	NA	NA	1.046	1.019	1.258	0.998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1541	NA	NA	NA	0.989	1.079	1.387	1.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1542	NA	NA	NA	0.993	1.041	1.58	1.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1543	NA	NA	NA	1.025	0.996	1.237	1.043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1544	NA	NA	NA	0.761	0.904	1.173	0.809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1545	NA	NA	NA	0.909	0.943	1.151	0.798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1546	NA	NA	NA	0.857	0.75	1.269	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1547	NA	NA	NA	0.994	0.88	1.622	0.712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1548	NA	NA	NA	0.896	0.78	1.068	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	NA	NA	0.972	0.8	1.617	0.559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	NA	NA	1.172	1.023	1.981	0.691	1.117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	NA	NA	1.034	0.841	1.614	1.02	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	NA	NA	1.142	0.915	1.623	1.147	0.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	NA	NA	1.193	0.883	1.302	1.156	0.907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1554	NA	NA	NA	1.002	0.696	1.504	1.063	0.866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1555	NA	NA	NA	0.879	0.626	1.399	1.065	0.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1556	NA	NA	NA	1.272	0.835	1.353	1.121	1.057	1.058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1557	NA	NA	NA	1.422	0.988	1.304	1.288	1.057	1.166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1558	NA	NA	NA	0.933	0.775	1.37	1.292	0.274	0.523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1559	NA	NA	NA	0.477	0.519	0.944	1.052	0.207	0.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1560	NA	NA	NA	0.794	0.716	1.137	1.285	0.194	0.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1561	NA	NA	NA	0.82	0.827	0.897	1.054	0.475	0.858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1562	NA	NA	NA	0.937	0.853	0.86	0.998	0.742	0.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1563	NA	NA	NA	1.032	0.88	0.869	1.113	0.653	0.986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1564	NA	NA	NA	1.186	1.132	0.907	1.274	0.402	0.753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1565	NA	NA	NA	0.965	0.849	0.582	0.713	0.308	0.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1566	NA	NA	NA	1.073	0.916	0.956	0.741	0.521	0.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1567	NA	NA	NA	1.495	1.271	1.293	0.883	0.659	0.801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1568	NA	NA	NA	1.167	1.038	0.976	0.755	0.601	0.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1569	NA	NA	NA	1.288	0.965	1	0.871	0.688	1.144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1570	NA	NA	NA	1.28	1.009	0.889	0.804	0.361	0.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1571	NA	NA	NA	1.13	1.013	0.97	1.06	0.402	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1572	NA	NA	NA	1.017	0.699	0.8	0.853	0.327	0.293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1573	NA	NA	NA	0.955	0.653	0.887	0.459	0.538	0.443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	NA	0.947	0.564	0.53	0.52	0.457	0.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	1.432	0.867	0.983	0.855	0.509	0.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	NA	1.187	0.942	0.549	0.808	0.497	0.404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	NA	1.106	0.945	0.923	0.74	0.371	0.285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578	NA	NA	NA	1.018	0.763	0.847	0.565	0.145	0.163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1579	NA	NA	NA	0.998	0.811	0.708	0.353	0.284	0.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1580	NA	NA	NA	1.182	1.024	0.766	0.51	0.331	0.265	NA	NA	0.734	NA	NA	NA	NA	NA	NA	NA	NA	NA
1581	NA	NA	NA	1.204	1.026	0.7	0.511	0.388	0.347	NA	NA	0.725	NA	NA	NA	NA	NA	NA	NA	NA	NA
1582	NA	NA	NA	1.206	0.897	0.633	0.513	0.624	0.422	NA	NA	0.821	NA	NA	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	NA	1.001	0.79	0.602	0.296	0.354	0.224	NA	NA	0.842	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	NA	0.827	0.737	0.82	0.348	0.385	0.339	NA	NA	0.812	NA	NA	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	NA	0.98	0.77	0.705	0.363	0.504	0.395	NA	NA	0.592	NA	NA	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	NA	0.802	0.664	0.459	0.45	0.404	0.377	NA	NA	0.727	NA	NA	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	NA	1.018	0.775	0.622	0.493	0.378	0.39	NA	NA	0.697	NA	NA	NA	NA	NA	NA	NA	NA	NA
1588	NA	NA	NA	0.852	0.809	0.588	0.565	0.38	0.428	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA
1589	NA	NA	NA	1.1	0.916	0.564	0.692	0.211	0.389	NA	NA	0.909	NA	NA	NA	NA	NA	NA	NA	NA	NA
1590	NA	NA	NA	1.209	0.977	0.557	0.725	0.349	0.42	NA	NA	1.096	NA	NA	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	NA	1.122	0.822	0.363	0.441	0.411	0.381	NA	NA	0.963	NA	NA	1.026	NA	NA	NA	NA	NA	NA
1592	NA	NA	NA	1.328	0.987	0.604	0.656	0.703	0.416	NA	NA	1.256	NA	NA	1.251	NA	NA	NA	NA	NA	NA
1593	NA	NA	NA	1.062	0.829	0.592	0.599	0.441	0.431	NA	NA	1.23	NA	NA	1.257	NA	NA	NA	NA	NA	NA
1594	NA	NA	NA	1.112	0.855	0.384	0.575	0.407	0.262	NA	NA	1.291	NA	NA	0.958	NA	NA	NA	NA	NA	NA
1595	NA	NA	NA	0.989	0.689	0.451	0.44	0.331	0.331	NA	NA	0.888	NA	NA	0.581	NA	NA	NA	NA	NA	NA
1596	NA	NA	NA	0.95	0.777	0.496	0.456	0.4	0.162	NA	NA	0.899	NA	NA	0.709	NA	NA	NA	NA	NA	NA
1597	NA	NA	NA	1.119	0.792	0.454	0.422	0.369	0.356	NA	NA	0.771	NA	NA	0.702	NA	NA	NA	NA	NA	NA
1598	NA	NA	NA	1.123	0.849	0.596	0.496	0.528	0.442	NA	NA	0.755	NA	NA	0.548	NA	NA	NA	NA	NA	NA
