# Solomina - Smolensk - PISY - ITRDB RUS356
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36354
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36354.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus356-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus356-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus356.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus356.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-04-20
#--------------------
# File_Last_Modified_Date
#   Date: 2022-04-20
#--------------------
# Title
#   Study_Name: Solomina - Smolensk - PISY - ITRDB RUS356
#--------------------
# Investigators
#   Investigators: Solomina, O.; Matskovsky, V.V.; Pronin, G.N.
#--------------------
# Description_Notes_and_Keywords
#   Description: Site information: archaeological materials from the city of Smolensk NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
#   Authors: 
#   Journal_Name: None
#   Published_Title: None
#   Published_Date_or_Year: None
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Pronin G. N., Sobol V. E. & Gusakov M. G. Ancient Smolensk. Archeology of the Pyatnitsky end (IP Flimankova, 2011). In Russian
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Russian Science Foundation
#   Grant: 14-17-00645
#--------------------
# Site_Information
#   Site_Name: Smolensk
#   Location: Russia
#   Northernmost_Latitude: 54.778
#   Southernmost_Latitude: 54.778
#   Easternmost_Longitude: 32.053
#   Westernmost_Longitude: 32.053
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: RUS356
#   First_Year: 1387
#   Last_Year: 1624
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SML2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SML2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SML2b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SML2b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SML8a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SML8a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SML8b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SML8b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL21b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL21b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL30a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL30a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL30b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL30b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL37a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL37a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL37b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL37b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL38a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL38a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL38b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL38b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL39a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL39a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOL39b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOL39b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SML2a_raw	SML2b_raw	SML8a_raw	SML8b_raw	MOL21a_raw	MOL21b_raw	MOL30a_raw	MOL30b_raw	MOL37a_raw	MOL37b_raw	MOL38a_raw	MOL38b_raw	MOL39a_raw	MOL39b_raw
1387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.49	2.76
1388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	1.76
1389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	2.18
1390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	2.11
1391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	1.22
1392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	1.42
1393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.85
1394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	1.29
1395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.92
1396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.96
1397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	0.92
1398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	0.85
1399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.58
1400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.37
1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.52
1402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.5
1403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.41
1404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.18
1405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	0.09
1406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	0.18
1407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.28
1408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.36
1409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.19
1410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.13
1411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.11
1412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.13
1413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	0.05
1414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.17
1415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.18
1416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.1
1417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	0.21
1418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.39
1419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.63
1420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	1.05
1421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.83
1422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.68
1423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.43
1424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	0.32
1425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.39
1426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.49
1427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.51
1428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.8
1429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	2.77	1.01	1.09
1430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	2.14	1.15	1.48
1431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41	2.72	1.33	1.61
1432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	2.38	1.23	1.13
1433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	2.72	1.1	1.03
1434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68	2.97	1.2	1.22
1435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	2.96	0.8	1.23
1436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	3.53	0.89	1.57
1437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.85	3.95	0.88	1.18
1438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43	2.85	0.67	1.03
1439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	2.95	0.47	0.7
1440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	2.25	0.46	0.73
1441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	2.41	0.59	0.84
1442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	2.88	0.73	0.75
1443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	3.2	0.75	0.76
1444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	2.82	0.84	0.86
1445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	2.68	0.69	0.87
1446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	2.18	0.68	0.79
1447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	2.2	0.5	0.78
1448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	1.55	0.42	0.51
1449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	2.08	0.8	0.67
1450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	1.75	1.6	1.5
1451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	1.71	1.17	1.24
1452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	1.48	0.67	0.99
1453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	1.03	0.34	0.43
1454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	1.18	0.58	0.81
1455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	1.69	0.61	0.74
1456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	2.14	0.91	1.16
1457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	2.21	1.18	1.59
1458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78	1.84	1.22	2.02
1459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	1.76	1.57	1.57
1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	1.76	1.46	1.62
