# Pederson - Shorgooljyin Davaa - PISY - ITRDB MONG038
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13888
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13888.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong038-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mong038-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong038.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mong038.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-19
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-19
#--------------------
# Title
#   Study_Name: Pederson - Shorgooljyin Davaa - PISY - ITRDB MONG038
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X); Saladyga, T.(https://orcid.org/0000-0002-6304-4428); Suran, B.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260); Aria, U.; Nachin, B.(https://orcid.org/0000-0002-3489-1257)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Pederson, N., C. Leland, B. Nachin, A.E. Hessl, A.R. Bell, D. Martin-Benito, T. Saladyga, B. Suran, P.M. Brown, N.K. Davi
#   Journal_Name: Agricultural and Forest Meteorology
#   Published_Title: Three centuries of shifting hydroclimatic regimes across the Mongolian Breadbasket
#   Published_Date_or_Year: 2013
#   Volume: 178-179
#   Pages: 10-20
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.agrformet.2012.07.003
#   Full_Citation: None
#   Abstract: In its continuing move toward resource independence, Mongolia has recently entered a new agricultural era. Large crop fields and center-pivot irrigation have been established in the last 10 years across Mongolia's "Breadbasket": the Bulgan, Selenge and Tov aimags of northcentral Mongolia. Since meteorological records are typically short and spatially diffuse, little is known about the frequency and scale of past droughts in this region. We use six chronologies from the eastern portion of the breadbasket region to reconstruct streamflow of the Yeruu River. These chronologies accounted for 60.8% of May-September streamflow from 1959 to 1987 and 74.1% from 1988 to 2001. All split, calibration-verification statistics were positive, indicating significant model reconstruction. Reconstructed Yeruu River streamflow indicates the 20th century to be wetter than the two prior centuries. When comparing the new reconstruction to an earlier reconstruction of Selenge River streamflow, representing the western portion of the breadbasket region, both records document more pluvial events of greater intensity during 20th century versus prior centuries and indicate that the recent decade of drought that lead to greater aridity across the landscape is not unusual in the context of the last 300 years. Most interestingly, variability analyses indicate that the larger river basin in the western breadbasket (the Selenge basin) experiences greater swings in hydroclimate at multi-decadal to centennial time scales while the smaller basin in the eastern portion of the breadbasket (the Yeruu basin) is more stable. From this comparison, there would be less risk in agricultural productivity in the eastern breadbasket region, although the western breadbasket region can potentially be enormously productive for decades at a time before becoming quite dry for an equally long period of time. These results indicate that farmers and water managers need to prepare for both pluvial conditions like those in the late-1700s, and drier conditions like those during the early and mid-1800s. Recent studies have indicated that cultures with plentiful resources are more vulnerable when these resources become diminished. Thus, the instrumental records of the 20th century should not be used as a model of moisture availability. Most importantly, the geographic mismatch between precipitation, infrastructure, and water demand could turn out to be particularly acute for countries like Mongolia, especially as these patterns can switch in space through time.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Shorgooljyin Davaa
#   Location: Mongolia
#   Northernmost_Latitude: 49.4028
#   Southernmost_Latitude: 49.4028
#   Easternmost_Longitude: 107.3062
#   Westernmost_Longitude: 107.3062
#   Elevation_m: 950
#--------------------
# Data_Collection
#   Collection_Name: MONG038
#   First_Year: 1626
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SJD01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJD17b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJD17b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SJD01a_raw	SJD01b_raw	SJD02a_raw	SJD02b_raw	SJD03a_raw	SJD03b_raw	SJD04a_raw	SJD04b_raw	SJD05a_raw	SJD06a_raw	SJD06b_raw	SJD07a_raw	SJD07b_raw	SJD08a_raw	SJD08b_raw	SJD09a_raw	SJD09b_raw	SJD10a_raw	SJD10b_raw	SJD11a_raw	SJD11b_raw	SJD12a_raw	SJD12b_raw	SJD13a_raw	SJD13b_raw	SJD14a_raw	SJD14b_raw	SJD15a_raw	SJD16a_raw	SJD16b_raw	SJD17a_raw	SJD17b_raw
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1630	NA	NA	NA	NA	NA	2.334	NA	NA	NA	NA	NA	NA	NA	1.01	0.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	NA	NA	NA	NA	NA	1.975	NA	NA	NA	NA	NA	NA	NA	0.973	0.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	NA	NA	NA	NA	NA	1.881	NA	NA	NA	NA	NA	NA	NA	0.901	0.661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	NA	NA	NA	NA	NA	1.719	NA	NA	NA	NA	NA	NA	NA	1.005	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1634	NA	NA	NA	NA	NA	1.838	NA	NA	NA	NA	NA	NA	NA	1.163	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1635	NA	NA	NA	NA	NA	1.072	NA	NA	NA	NA	NA	NA	NA	0.915	0.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1636	NA	NA	NA	NA	NA	1.178	NA	NA	NA	NA	NA	NA	NA	1.154	1.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	NA	NA	NA	NA	NA	1.173	NA	NA	NA	NA	NA	NA	NA	1.051	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	1.023	1.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	NA	NA	NA	NA	NA	1.075	NA	NA	NA	NA	NA	NA	NA	1.313	1.393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	0.787	0.994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	NA	NA	NA	NA	NA	0.724	NA	NA	NA	NA	NA	NA	NA	0.816	1.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA
1642	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	0.302	0.349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.655	NA	1.352	NA
1643	NA	NA	NA	NA	NA	0.858	NA	NA	NA	NA	NA	NA	NA	0.271	0.382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	1.578	NA
1644	NA	NA	NA	NA	NA	0.707	NA	NA	NA	NA	NA	NA	NA	0.27	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.175	NA	1.464	NA
1645	NA	NA	NA	NA	NA	0.943	NA	NA	NA	NA	NA	NA	NA	0.381	0.394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.688	NA	1.401	NA
1646	NA	NA	NA	NA	NA	0.954	NA	NA	NA	NA	NA	NA	NA	0.622	0.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.562	NA	1.568	NA
1647	NA	NA	NA	NA	NA	1.145	NA	NA	NA	NA	NA	NA	NA	0.789	0.884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.685	NA	1.575	NA
1648	NA	NA	NA	NA	NA	0.938	NA	NA	NA	NA	NA	NA	NA	0.938	0.841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.531	NA	1.784	NA
1649	NA	NA	NA	NA	NA	0.909	NA	NA	NA	NA	NA	NA	NA	1.002	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.921	NA	1.877	NA
1650	NA	NA	NA	NA	NA	0.561	NA	NA	NA	NA	NA	NA	NA	1.202	0.973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.839	NA	1.865	NA
1651	NA	NA	NA	NA	NA	0.863	NA	NA	NA	NA	NA	NA	NA	1.615	1.049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.934	NA	1.522	NA
1652	NA	NA	NA	NA	NA	0.606	NA	NA	NA	NA	NA	NA	NA	1.55	1.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	1.496	NA
1653	NA	NA	NA	NA	NA	0.702	NA	NA	NA	NA	NA	NA	NA	1.563	1.131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.667	NA	1.35	NA
1654	NA	NA	NA	NA	NA	0.982	NA	NA	NA	NA	NA	NA	NA	1.341	1.113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.599	NA	0.958	NA
1655	NA	NA	NA	NA	NA	0.772	NA	NA	NA	NA	NA	NA	NA	1.442	0.998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.621	NA	1.172	NA
1656	NA	NA	NA	NA	NA	0.858	NA	NA	NA	NA	NA	NA	NA	1.991	1.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.832	NA	1.316	NA
1657	NA	NA	NA	NA	NA	0.815	NA	NA	NA	NA	NA	NA	NA	1.628	1.108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.738	NA	1.093	NA
1658	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	1.546	0.964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.417	NA	1.167	NA
1659	NA	NA	NA	NA	NA	0.557	NA	NA	NA	NA	NA	NA	NA	1.746	1.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.212	NA	1.097	NA
1660	NA	NA	NA	NA	NA	0.457	NA	NA	NA	NA	NA	NA	NA	1.259	0.908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.303	NA	1.312	NA
1661	NA	NA	NA	NA	NA	0.512	NA	NA	NA	NA	NA	NA	NA	0.909	0.824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.332	NA	1.405	NA
1662	NA	NA	NA	NA	NA	0.319	NA	NA	NA	NA	NA	NA	NA	1.167	0.686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.478	NA	1.702	NA
1663	NA	NA	NA	NA	NA	0.542	NA	NA	NA	NA	NA	NA	NA	1.366	1.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.672	NA	1.854	NA
1664	NA	NA	NA	NA	NA	0.681	NA	NA	NA	NA	NA	NA	NA	1.382	0.934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.505	NA	2.182	1.922
1665	NA	NA	NA	NA	0.622	0.741	NA	NA	NA	NA	NA	NA	NA	1.015	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.052	NA	1.734	1.625
1666	NA	NA	NA	NA	0.412	0.342	NA	NA	NA	NA	NA	NA	NA	0.536	0.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.188	NA	1.248	1.245
1667	NA	NA	NA	NA	0.655	0.686	NA	NA	NA	NA	NA	NA	NA	1.012	0.761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.325	NA	1.306	1.229
1668	NA	NA	NA	NA	1.047	0.725	NA	NA	NA	NA	NA	NA	NA	1.257	0.739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.709	NA	1.242	1.459
1669	NA	NA	NA	NA	1.1	0.773	NA	NA	NA	NA	NA	NA	NA	1.341	0.791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.696	NA	1.441	1.609
1670	NA	NA	NA	NA	0.955	0.628	NA	NA	NA	NA	NA	NA	NA	0.994	0.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.673	NA	1.603	2.054
1671	NA	NA	NA	NA	0.855	0.576	NA	NA	NA	NA	NA	NA	NA	0.723	0.678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.432	NA	1.353	1.686
1672	NA	NA	NA	NA	1.114	0.644	NA	NA	NA	NA	NA	NA	NA	0.887	0.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.046	NA	1.383	1.423
1673	NA	NA	NA	NA	0.955	0.441	NA	NA	NA	NA	NA	NA	NA	0.874	0.619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.963	NA	1.083	1.079
1674	NA	NA	NA	NA	0.876	0.604	NA	NA	NA	NA	NA	NA	NA	0.892	0.655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.954	NA	1.19	1.005
1675	NA	NA	NA	NA	0.749	0.622	NA	NA	NA	NA	NA	NA	NA	1.072	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.022	NA	1.211	1.198
1676	NA	NA	NA	NA	0.743	0.539	NA	NA	NA	NA	NA	NA	NA	0.954	0.487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.889	NA	1.088	1.34
1677	NA	NA	NA	NA	0.705	0.633	NA	NA	NA	NA	NA	NA	NA	0.778	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.022	NA	0.928	1.341
1678	NA	NA	NA	NA	0.51	0.478	NA	NA	NA	NA	NA	NA	NA	0.52	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.201	NA	0.896	0.953
1679	NA	NA	NA	NA	0.64	0.883	NA	NA	NA	NA	NA	NA	NA	0.823	0.598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336	NA	1.055	1.097
1680	NA	NA	NA	NA	0.872	0.897	NA	NA	NA	NA	NA	NA	NA	0.555	0.415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.275	NA	1.162	1.303
