# Touchan - Taghda - CDAT - ITRDB DZA026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39261
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39261.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/dza026-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/dza026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/dza026.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-05
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-05
#--------------------
# Title
#   Study_Name: Touchan - Taghda - CDAT - ITRDB DZA026
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; David M Meko; Dalila Kerchouche; Said Slimani; Rachid Ilmen; Fouad Hasnaoui; Frederic Guibal; Jesus Julio Camarero; Raúl Sánchez-Salguero; Alma Piermattei; Abdessadek Sesbou; Benjamin I Cook; Mohamed Sabir; Hayat Touchane
#   Published_Date_or_Year: 2017
#   Published_Title: Climate controls on tree growth in the Western Mediterranean
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683617693901
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Taghda
#   Location: Algeria
#   Northernmost_Latitude: 35.17
#   Southernmost_Latitude: 35.17
#   Easternmost_Longitude: 6.15
#   Westernmost_Longitude: 6.15
#   Elevation_m: 1704
#--------------------
# Data_Collection
#   Collection_Name: DZA026
#   First_Year: 1830
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Cedrus atlantica (Endl.) Manetti ex Carrière
#   Common_Name: Atlantic cedar
#   Tree_Species_Code: CDAT
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TAG01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG02C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG02C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAG20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAG20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TAG01A_raw	TAG01B_raw	TAG02A_raw	TAG02B_raw	TAG02C_raw	TAG03A_raw	TAG03B_raw	TAG04A_raw	TAG04B_raw	TAG05A_raw	TAG05B_raw	TAG06A_raw	TAG06B_raw	TAG07A_raw	TAG07B_raw	TAG08A_raw	TAG08B_raw	TAG09A_raw	TAG09B_raw	TAG10A_raw	TAG10B_raw	TAG11A_raw	TAG11B_raw	TAG12A_raw	TAG12B_raw	TAG13A_raw	TAG13B_raw	TAG14A_raw	TAG14B_raw	TAG15A_raw	TAG16A_raw	TAG16B_raw	TAG17A_raw	TAG17B_raw	TAG18A_raw	TAG18B_raw	TAG19A_raw	TAG19B_raw	TAG20A_raw	TAG20B_raw
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.48	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	2.95	NA	NA	NA	4.57	NA	NA	NA	NA	NA	NA	3.66	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	2.08	NA	NA	0.46	2.35	NA	NA	NA	NA	NA	NA	1.9	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	2.33	NA	2.04	0.38	2.79	NA	NA	NA	NA	NA	NA	1.42	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	2.23	NA	1.67	0.24	2.34	NA	NA	NA	NA	NA	NA	1.61	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	2.01	1.85	1.82	0.58	1.66	NA	NA	NA	NA	NA	NA	1.44	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	1.94	1.82	1.96	0.4	1.6	NA	NA	NA	NA	NA	NA	1.92	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	3.51	3.26	2.42	1.46	2.97	NA	NA	NA	NA	NA	NA	2.37	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	2.15	2.46	1.38	2.87	1.8	NA	NA	NA	NA	NA	NA	1.74	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	2.53	2.82	1.61	1.62	2.03	NA	NA	NA	NA	NA	NA	2.15	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	1.25	2.11	1.16	0.26	0.8	NA	NA	NA	NA	NA	NA	0.83	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	2.71	2.34	1.8	0.85	2.41	NA	NA	NA	NA	NA	NA	2.13	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	2.82	2.69	2.33	1.12	2.78	NA	NA	NA	NA	NA	NA	2.61	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	3.29	NA	2.84	2.73	2.84	0.77	2.25	NA	NA	NA	NA	NA	NA	2.58	3.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	3.78	4	3.31	3.12	3.67	0.73	1.82	NA	NA	NA	NA	NA	NA	2.67	3.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	3.61	3.17	3.22	3.26	4.05	0.68	1.76	NA	NA	NA	NA	NA	NA	2.55	3.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	3.67	2.82	3.61	3.91	4.63	0.77	2.13	NA	NA	NA	NA	NA	NA	2.25	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	4.11	2.89	3.34	3.81	3.83	0.97	2.7	NA	NA	NA	NA	NA	NA	1.97	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	3.26	3.46	2.64	2.87	2.7	1.02	2.59	NA	NA	NA	NA	NA	NA	1.75	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	2.99	4.11	3.2	3.65	3.4	1.19	2.8	NA	NA	NA	NA	NA	NA	1.74	2.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	2.77	4.68	3.2	4.01	3.49	1.43	3.06	NA	NA	NA	NA	NA	NA	2.04	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	1.66	2.91	1.74	2.1	1.87	0.96	2.16	NA	NA	NA	NA	NA	NA	1.61	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	1.63	2.84	1.71	2.37	1.69	1.07	2.43	NA	NA	NA	NA	NA	NA	1.23	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	2.03	2.75	2.04	3.01	1.89	1.33	2.94	NA	NA	NA	NA	NA	NA	1.86	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	2.04	2.82	1.75	3.67	2.19	1.32	2.7	NA	NA	NA	NA	NA	NA	1.86	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	1.94	2.42	1.79	2.94	2	1.09	2.29	NA	NA	NA	NA	NA	NA	2.68	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	1.74	2.78	1.9	3.34	2.4	1.16	2.14	NA	NA	NA	NA	NA	NA	2.97	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	2.16	2.83	2.14	2.8	2.23	1.09	2.25	NA	NA	NA	NA	NA	NA	2.68	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	1.6	1.92	1.61	2.9	2.01	1.07	1.93	NA	NA	NA	NA	NA	NA	2.47	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	2.14	3.05	2.45	2.96	2.11	1.41	2.8	NA	NA	NA	NA	NA	NA	3.1	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	2.09	3.04	1.69	2.46	1.93	0.42	0.95	NA	NA	NA	NA	NA	NA	3.36	3.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	2.16	2.55	3.17	2.49	1.93	0	0.75	NA	NA	NA	NA	NA	NA	3.34	2.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	2.28	1.95	3.36	2.78	1.78	0.05	1.45	NA	NA	NA	NA	NA	NA	2.87	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	3.95	3.05	4.74	3.81	2.63	0.07	1.74	NA	NA	NA	NA	NA	NA	4.65	4.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	3.02	2.04	3.07	3.11	1.9	0.14	1.45	NA	NA	NA	NA	NA	NA	5.16	4.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	3.09	1.75	3.08	2.88	2.13	0.27	1.64	NA	NA	NA	NA	NA	NA	5.85	3.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	4.16	2.01	3.75	3.28	2.88	0.32	2.13	NA	NA	NA	NA	NA	NA	4.46	3.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	3.09	2.06	3.35	3.46	4.06	0.65	2.27	NA	NA	NA	NA	NA	NA	4.5	3.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	2.76	2.07	2.88	2.84	3.16	0.79	2.73	NA	NA	NA	NA	NA	NA	4.04	3.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
