# Luckman - Peyto Glacier snags - PCEN - ITRDB CANA445
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16604
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16604.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana445x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana445x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana445x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana445x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 2014-05-08
#--------------------
# Title
#   Study_Name: Luckman - Peyto Glacier snags - PCEN - ITRDB CANA445
#--------------------
# Investigators
#   Investigators: Luckman, B.H.(https://orcid.org/0000-0003-0365-6059); Reynolds, J.; St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at:
# # # # # University of Western Ontario
# # # # # 
# # # # # References:
# # # # # Reynolds, J.  1992.  
# # # # # Dendrochronology and glacier fluctuations at Peyto Glacier, Banff National Park.  
# # # # # Unpublished B.Sc. thesis, Department of Geography, University of Western Ontario NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: B.H. Luckman, R.J.S. Wilson
#   Journal_Name: Climate Dynamics
#   Published_Title: Summer temperatures in the Canadian Rockies during the last millennium: a revised record
#   Published_Date_or_Year: 2005
#   Volume: 24
#   Pages: 131-144
#   Issue: 2-3
#   Report_Number: 
#   DOI: 10.1007/s00382-004-0511-0
#   Full_Citation: None
#   Abstract: We present a significant update to a millennial summer temperature reconstruction (1073-1983) that was originally published in 1997. Utilising new tree-ring data (predominantly Picea engelmannii), the reconstruction is not only better replicated, but has been extended (950-1994) and is now more regionally representative. Calibration and verification statistics were improved, with the new model explaining 53% of May-August maximum temperature variation compared to the original (39% of April-August mean temperatures). The maximum latewood density data, which are weighted more strongly in the regression model than ringwidth, were processed using regional curve standardisation to capture potential centennial to millennial scale variability. The reconstruction shows warm intervals, comparable to twentieth century values, for the first half of the eleventh century, the late 1300s and early 1400s. The bulk of the record, however, is below the 1901-1980 normals, with prolonged cool periods from 1200 to 1350 and from 1450 to the late 19th century. The most extreme cool period is observed to be in the 1690s. These reconstructed cool periods compare well with known regional records of glacier advances between 1150 and the 1300s, possibly in the early 1500s, early 1700s and 1800s. Evidence is also presented of the influence of solar activity and volcanic events on summer temperature in the Canadian Rockies over the last 1,000 years. Although this reconstruction is regional in scope, it compares well at multi-decadal to centennial scales with Northern Hemisphere temperature proxies and at millennial scales with reconstructions that were also processed to capture longer timescale variability. This coherence suggests that this series is globally important for the assessment of natural temperature variability over the last 1,000 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Peyto Glacier
#   Location: Alberta
#   Northernmost_Latitude: 51.7
#   Southernmost_Latitude: 51.7
#   Easternmost_Longitude: -116.5167
#   Westernmost_Longitude: -116.5167
#   Elevation_m: 1850
#--------------------
# Data_Collection
#   Collection_Name: CANA445
#   First_Year: 760
#   Last_Year: 1326
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Y91011X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Y91011X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Y91012X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Y91012X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Y91431X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Y91431X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Y91432X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Y91432X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Y91441X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Y91441X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Y91442X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Y91442X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Y91011X_raw	Y91012X_raw	Y91431X_raw	Y91432X_raw	Y91441X_raw	Y91442X_raw
899	NA	NA	NA	NA	0.93	NA
900	NA	NA	NA	NA	0.9	NA
901	NA	NA	NA	NA	0.94	NA
902	NA	NA	NA	NA	0.93	0.81
903	NA	NA	NA	NA	0.89	0.9
904	NA	0.75	NA	NA	0.98	0.94
905	NA	0.78	NA	NA	0.98	0.95
906	NA	0.75	NA	NA	0.93	0.89
907	NA	0.76	NA	NA	0.87	0.89
908	NA	0.73	NA	NA	0.89	0.9
909	NA	0.72	NA	NA	0.87	0.88
910	NA	0.68	NA	NA	0.87	0.88
911	NA	0.63	NA	NA	0.81	0.79
912	NA	0.72	NA	NA	0.87	0.85
913	NA	0.67	NA	NA	0.89	0.85
914	NA	0.7	NA	NA	0.87	0.85
915	NA	0.74	NA	NA	0.97	0.91
916	NA	0.72	NA	NA	0.91	0.89
917	NA	0.74	NA	NA	0.82	0.79
918	0.74	0.74	NA	NA	0.86	0.83
919	0.69	0.72	NA	NA	0.84	0.88
920	0.74	0.71	NA	NA	0.84	0.82
921	0.69	0.71	NA	NA	0.83	0.85
922	0.72	0.74	NA	NA	0.83	0.87
923	0.69	0.69	NA	NA	0.85	0.85
924	0.69	0.63	NA	NA	0.82	0.82
925	0.68	0.72	NA	NA	0.79	0.8
926	0.61	0.69	NA	NA	0.75	0.83
927	0.69	0.74	NA	NA	0.75	0.85
928	0.63	0.66	NA	NA	0.82	0.88
929	0.67	0.75	NA	NA	0.87	0.86
930	0.65	0.71	NA	NA	0.79	0.78
931	0.66	0.74	NA	NA	0.73	0.77
932	0.64	0.71	NA	NA	0.77	0.76
933	0.65	0.69	NA	NA	0.71	0.81
934	0.63	0.64	NA	NA	0.76	0.72
935	0.66	0.73	NA	NA	0.76	0.81
936	0.65	0.68	NA	NA	0.89	0.75
937	0.67	0.75	NA	NA	0.75	0.75
938	0.72	0.71	NA	NA	0.82	0.72
939	0.63	0.61	NA	NA	0.76	0.74
940	0.62	0.66	NA	NA	0.83	0.81
941	0.78	0.59	NA	NA	0.79	0.67
942	0.67	0.63	NA	NA	0.82	0.81
943	0.74	0.6	NA	NA	0.85	0.73
944	0.73	0.65	NA	NA	0.83	0.74
945	0.7	0.66	NA	NA	0.86	0.8
946	0.6	0.53	NA	NA	0.83	0.79
947	0.63	0.59	NA	NA	0.83	0.75
948	0.64	0.55	NA	NA	0.81	0.78
949	0.75	0.65	NA	NA	0.88	0.79
950	0.63	0.68	NA	NA	0.81	0.78
951	0.66	0.64	NA	NA	0.79	0.73
952	0.61	0.63	NA	NA	0.79	0.72
953	0.67	0.68	NA	NA	0.75	0.75
954	0.66	0.66	NA	NA	0.79	0.79
955	0.7	0.65	NA	NA	0.82	0.75
956	0.73	0.66	NA	NA	0.82	0.84
957	0.71	0.67	NA	NA	0.83	0.78
958	0.71	0.74	NA	NA	0.86	0.87
959	0.77	0.68	NA	NA	0.85	0.78
960	0.68	0.66	NA	NA	0.82	0.79
961	0.69	0.63	NA	NA	0.84	0.83
962	0.72	0.66	NA	NA	0.8	0.81
963	0.66	0.6	NA	NA	0.83	0.84
964	0.66	0.65	NA	NA	0.81	0.78
965	0.7	0.66	NA	NA	0.83	0.81
966	0.67	0.67	NA	NA	0.8	0.77
967	0.65	0.63	NA	NA	0.89	0.81
968	0.74	0.7	NA	NA	0.86	0.83
969	0.7	0.7	NA	NA	0.83	0.87
970	0.75	0.73	NA	NA	0.79	0.78
971	0.68	0.7	NA	NA	0.76	0.83
972	0.73	0.71	NA	NA	0.75	0.79
973	0.67	0.65	NA	NA	0.79	0.79
974	0.69	0.69	NA	NA	0.75	0.82
975	0.64	0.67	NA	NA	0.81	0.84
976	0.57	0.67	NA	NA	0.86	0.82
977	0.59	0.65	NA	NA	0.8	0.84
978	0.58	0.62	NA	NA	0.83	0.8
979	0.62	0.61	NA	NA	0.84	0.83
980	0.6	0.57	NA	NA	0.84	0.86
981	0.64	0.57	NA	NA	0.79	0.83
982	0.53	0.62	0.86	NA	0.8	0.82
983	0.61	0.65	0.75	NA	0.75	0.77
984	0.6	0.65	0.81	NA	0.79	0.76
985	0.54	0.61	0.76	NA	0.84	0.73
986	0.68	0.68	0.78	NA	0.82	0.72
987	0.62	0.67	0.68	NA	0.78	0.76
988	0.67	0.7	0.68	NA	0.74	0.69
989	0.76	0.71	0.75	NA	0.79	0.81
990	0.79	0.76	0.68	0.71	0.83	0.78
991	0.76	0.71	0.76	0.78	0.84	0.86
992	0.72	0.61	0.78	0.77	0.79	0.77
993	0.72	0.67	0.86	0.85	0.81	0.81
994	0.7	0.58	0.75	0.76	0.8	0.79
995	0.72	0.66	0.79	0.81	0.76	0.79
996	0.7	0.61	0.7	0.71	0.8	0.82
997	0.73	0.65	0.76	0.79	0.81	0.8
998	0.76	0.63	0.82	0.81	0.82	0.81
999	0.74	0.68	0.79	0.77	0.81	0.8
1000	0.75	0.66	0.84	0.78	0.89	0.77
1001	0.73	0.59	0.79	0.79	0.79	0.75
1002	0.79	0.59	0.83	0.86	0.84	0.81
1003	0.78	0.61	0.76	0.74	0.78	0.75
1004	0.77	0.65	0.75	0.7	0.76	0.75
1005	0.77	0.6	0.77	0.77	0.81	0.74
1006	0.76	0.64	0.77	0.77	0.86	0.81
1007	0.72	0.7	0.74	0.69	0.8	0.73
1008	0.7	0.72	0.81	0.83	0.89	0.78
1009	0.71	0.65	0.79	0.79	0.85	0.77
1010	0.76	0.7	0.77	0.79	0.85	0.83
1011	0.64	0.72	0.82	0.73	0.83	0.81
1012	0.6	0.61	0.78	0.68	0.76	0.74
1013	0.69	0.7	0.75	0.75	0.81	0.82
1014	0.72	0.77	0.84	0.81	0.85	0.84
1015	0.7	0.73	0.82	0.75	0.83	0.77
1016	0.72	0.77	0.86	0.76	0.78	0.84
1017	0.76	0.77	0.85	0.77	0.81	0.76
1018	0.75	0.82	0.88	0.81	0.86	0.8
1019	0.71	0.74	0.83	0.77	0.84	0.79
1020	0.74	0.71	0.88	0.75	0.74	0.81
1021	0.86	0.73	0.88	0.83	0.85	0.77
1022	0.79	0.68	0.8	0.73	0.77	0.73
1023	0.76	0.73	0.77	0.79	0.79	0.75
