# St. George - Expulsion Bluff - PIST - ITRDB CANA249
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6154
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6154.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana249-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana249-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana249.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana249.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-04
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-04
#--------------------
# Title
#   Study_Name: St. George - Expulsion Bluff - PIST - ITRDB CANA249
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Expulsion Bluff
#   Location: Ontario
#   Northernmost_Latitude: 49.67
#   Southernmost_Latitude: 49.67
#   Easternmost_Longitude: -93.77
#   Westernmost_Longitude: -93.77
#   Elevation_m: 430
#--------------------
# Data_Collection
#   Collection_Name: CANA249
#   First_Year: 1885
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## x0401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0402a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0402a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0402b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0402b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0403b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0403b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0404a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0404a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0404b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0404b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0405a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0405a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0405b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0405b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0406a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0406a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0406b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0406b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0407b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0407b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0410a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0410a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0410b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0410b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0420a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0420a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	x0401a_raw	x0401b_raw	x0402a_raw	x0402b_raw	x0403a_raw	x0403b_raw	x0404a_raw	x0404b_raw	x0405a_raw	x0405b_raw	x0406a_raw	x0406b_raw	x0407a_raw	x0407b_raw	x0408a_raw	x0408b_raw	x0409a_raw	x0409b_raw	x0410a_raw	x0410b_raw	x0420a_raw
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.708	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.739	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.562	NA	NA
1888	NA	NA	NA	NA	NA	3.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.761	NA	NA
1889	NA	NA	NA	NA	NA	2.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.058	NA	NA
1890	NA	NA	NA	NA	NA	3.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.194	NA	NA
1891	NA	NA	NA	NA	NA	3.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.295	NA	NA
1892	NA	NA	NA	NA	NA	2.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.184	NA	2.17
1893	NA	NA	NA	NA	NA	2.365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.443	NA	2.073
1894	NA	NA	NA	NA	NA	2.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.982	NA	1.683
1895	NA	NA	NA	NA	NA	4.205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.55	NA	3.88
1896	NA	NA	NA	NA	NA	3.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.229	NA	3.294
1897	NA	NA	NA	NA	NA	3.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.111	NA	2.897
1898	NA	NA	NA	NA	NA	3.586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.014	NA	2.43
1899	NA	NA	NA	NA	NA	3.696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.198	2.29	2.352
1900	NA	NA	NA	NA	NA	2.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.363	2.25	1.368
1901	NA	NA	NA	NA	NA	4.616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.583	1.91	1.676
1902	NA	NA	NA	NA	NA	3.949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.122	1.331	1.848
1903	NA	NA	NA	NA	NA	4.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.642	2.358	2.445
1904	NA	NA	NA	NA	NA	5.121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.537	2.204	3.541
1905	NA	NA	NA	NA	NA	4.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.309	1.52	2.97
1906	NA	NA	NA	NA	NA	4.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.054	2.065	3.067
1907	NA	NA	NA	NA	NA	2.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.958	1.615	1.906
1908	NA	NA	NA	NA	NA	3.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.159	1.815	2.858
1909	NA	NA	NA	NA	NA	2.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.335	1.998	2.243
1910	NA	NA	NA	NA	NA	2.234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.409	1.008	1.77
1911	NA	NA	NA	NA	NA	3.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.806	0.955	2.816
1912	NA	NA	NA	NA	NA	4.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.688	1.402	2.677
1913	NA	NA	NA	NA	5.076	4.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.863	1.877	2.98
1914	NA	NA	NA	NA	5.243	4.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.786	2.003	3.105
1915	NA	NA	NA	NA	3.86	3.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.587	1.995	3.465
1916	NA	NA	NA	NA	3.196	3.067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.968	1.723	2.748
1917	NA	NA	NA	NA	2.465	1.874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.856	1.525	1.683
1918	NA	NA	NA	NA	3.115	2.422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.584	1.931	3.105
1919	NA	NA	NA	NA	3.477	3.369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.923	2.153	2.394
1920	NA	NA	NA	NA	2.752	2.786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.168	2.166	2.673
1921	NA	NA	NA	NA	2.941	2.899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.498	2.425	2.471
1922	3.622	NA	NA	NA	2.703	1.999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.646	2.904	2.5
1923	0.948	NA	NA	NA	2.258	1.464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.185	2.643	1.945
1924	2.585	NA	NA	NA	2.828	1.818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.274	2.758	1.74
1925	0.13	NA	NA	NA	1.563	0.507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.578	2.633	0.831
1926	1.024	NA	NA	NA	1.655	0.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.585	2.631	0.632
1927	1.051	NA	NA	NA	1.764	1.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.791	2.192	1.313
1928	1.695	NA	NA	NA	2.552	1.986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.495	2.25	2.681
1929	2.258	NA	NA	NA	1.783	1.298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.289	2.056	1.814
1930	3.146	NA	NA	NA	2.171	1.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.052	1.729	2.598
1931	2.909	NA	NA	NA	2.426	1.149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62	1.662	2.67
1932	4.074	NA	NA	NA	3.297	1.586	NA	NA	NA	NA	0.426	NA	NA	NA	NA	NA	NA	NA	2.607	2.259	2.435
1933	3.537	NA	NA	NA	2.72	2.26	NA	NA	NA	NA	0.913	NA	NA	NA	NA	NA	NA	NA	2.212	1.887	2.043
1934	3.435	NA	NA	2.924	1.505	1.823	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	1.715	1.225	2.417
1935	4.457	NA	NA	3.435	2.72	2.487	NA	NA	NA	NA	1.705	NA	NA	NA	NA	NA	NA	NA	2.255	1.84	2.945
