# Luckman - Small River - PCEN - ITRDB CANA450
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16609
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16609.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana450-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana450-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana450.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana450.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 2014-05-08
#--------------------
# Title
#   Study_Name: Luckman - Small River - PCEN - ITRDB CANA450
#--------------------
# Investigators
#   Investigators: Luckman, B.H.(https://orcid.org/0000-0003-0365-6059); St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: Scott St George, Brian H Luckman 
#   Journal_Name: Canadian Journal of Forest Research
#   Published_Title: Extracting a paleotemperature record from Picea engelmannii tree-line sites in the central Canadian Rockies
#   Published_Date_or_Year: 2001
#   Volume: 31
#   Pages: 457-470
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1139/x00-188
#   Full_Citation: None
#   Abstract: A new network of 21 Picea engelmannii Parry ex Engelm. ring-width chronologies was developed from tree-line sites in the Canadian Rockies. These chronologies range in length from 297 to 648 years (mean 423 years) and have mean sensitivities between 0.16 and 0.20 (mean 0.18), first-order autocorrelations between 0.73 and 0.88 (mean 0.83), and subsample signal strengths >0.85 for 246-494 years (mean 324 years). Mean intersite correlations (A.D. 1700-1982) for chronologies with expressed population signals >0.85 are 0.46 and 0.63 for standard and residual chronologies, respectively. Standard ring-width chronologies are, in general, positively correlated with summer temperatures and negatively correlated with spring and previous summer temperatures. A regional June-September temperature reconstruction for the Banff-Jasper region (BJR; A.D. 1715-1982) was developed using multiple regression of three significant principal components from 14 standard ring-width chronologies. The first principal component contains 55% of the total chronology variance. The model reconstructs 38% of summer temperature variance during the calibration period (1888-1982). The BJR is the first regional temperature reconstruction for this area based on ring-width data from a network of sites. The reconstructed temperature patterns are broadly similar to other regional estimates of past temperatures. Above-average summer temperatures occurred in the mid-20th century and the late 1700s - early 1800s. Most of the 19th century was unusually cold, with the coldest conditions in the late 19th century. Detailed differences between BJR and previously developed reconstructions lie well within 2 sigma confidence limits and may reflect differences in tree species, modelling techniques, spatial coverage, and the seasonal temperature parameter reconstructed.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Small River
#   Location: British Columbia
#   Northernmost_Latitude: 53.1667
#   Southernmost_Latitude: 53.1667
#   Easternmost_Longitude: -119.4833
#   Westernmost_Longitude: -119.4833
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: CANA450
#   First_Year: 1569
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## R9023S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9023S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9023W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9023W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R902E1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R902E1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R902E2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R902E2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R902EA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R902EA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R902EB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R902EB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9004L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9004L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9004M_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9004M; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9004X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9004X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9004W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9004W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9005X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9005X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9005W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9005W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9005Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9005Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9005x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9005x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9005y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9005y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9006S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9006S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9006E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9006E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9009N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9009N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9009W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9009W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9013N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9013N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9051E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9051E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9092S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9092S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9092E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9092E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9093E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9093E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9096W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9096W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R9096N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R9096N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	R9023S_raw	R9023W_raw	R902E1_raw	R902E2_raw	R902EA_raw	R902EB_raw	R9004L_raw	R9004M_raw	R9004X_raw	R9004W_raw	R9005X_raw	R9005W_raw	R9005Z_raw	R9005x_raw	R9005y_raw	R9006S_raw	R9006E_raw	R9009N_raw	R9009W_raw	R9013N_raw	R9051E_raw	R9092S_raw	R9092E_raw	R9093E_raw	R9096W_raw	R9096N_raw
1569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	0.25	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	0.25	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	0.37	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	0.52	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	0.22	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	0.48	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
1590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	0.47	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	0.66	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
1592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	0.4	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	NA	NA	0.43	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA
1594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	1.54	NA	NA	0.7	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	2.01	NA	NA	0.82	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	1.83	NA	NA	0.53	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA
1597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	2.02	NA	NA	0.53	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	1.43	1.96	NA	NA	0.41	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	1.65	2.11	NA	NA	0.37	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
1600	NA	NA	NA	NA	1.81	NA	NA	NA	NA	NA	1.58	1.47	2.08	NA	NA	0.61	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1601	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	1.3	0.98	1.65	NA	NA	0.41	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1602	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	0.93	1.12	0.83	NA	NA	0.28	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1603	NA	NA	NA	NA	2.44	NA	NA	NA	NA	NA	1.7	1.5	1.42	NA	NA	0.44	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA
1604	NA	NA	NA	NA	3.61	NA	NA	NA	NA	NA	1.66	1.61	1.33	NA	NA	0.41	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA
1605	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	1.3	1.36	1.49	NA	NA	0.36	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1606	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	1.24	1.34	1.06	NA	NA	0.36	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1607	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	0.8	1.31	1.05	NA	NA	0.34	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1608	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	0.94	1.56	0.92	NA	NA	0.33	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	1.3	1.99	1.02	NA	NA	0.54	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	NA	0.13	NA	NA	1.16	NA	NA	NA	NA	NA	1.46	1.92	1.03	NA	NA	0.46	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
1611	NA	0.11	NA	NA	0.59	NA	NA	NA	NA	NA	1.13	1.31	1.03	NA	NA	0.53	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1612	NA	0.06	NA	NA	0.66	NA	NA	NA	NA	NA	1.28	1.16	1.24	NA	NA	0.6	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1613	NA	0.12	NA	NA	0.55	NA	NA	NA	NA	NA	0.82	0.52	1.16	2.22	NA	0.48	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1614	NA	0.22	NA	NA	0.85	NA	NA	NA	NA	NA	1.38	0.97	1.58	2.88	NA	0.47	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA
1615	NA	0.28	NA	NA	0.99	NA	NA	NA	NA	NA	1.57	1.28	1.56	2.08	NA	0.56	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1616	NA	0.33	NA	NA	2.06	NA	NA	NA	NA	NA	1.7	1.77	1.76	2.22	NA	0.56	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1617	NA	0.5	NA	NA	2.23	NA	NA	1.59	NA	NA	1.71	1.93	1.58	2.25	NA	0.59	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
1618	NA	0.54	NA	NA	3.08	NA	NA	1.52	NA	NA	1.58	1.45	1.42	1.94	NA	0.61	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1619	NA	0.57	NA	NA	3.1	NA	NA	1.28	NA	NA	1.64	1.51	1.67	2.25	NA	0.83	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1620	0.21	0.26	NA	NA	1.96	NA	NA	1	NA	NA	1.63	1.02	1.45	1.73	NA	0.68	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA
1621	0.42	0.41	NA	NA	2.09	NA	NA	1.45	NA	NA	1.66	1.17	1.89	1.98	NA	0.66	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
1622	0.44	0.6	NA	NA	1.9	NA	NA	1.51	NA	NA	1.5	1.44	1.6	2.1	NA	0.73	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	0.5	0.63	NA	NA	2.1	NA	NA	1.24	NA	NA	1.32	1.39	1.33	1.99	NA	0.76	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
