# St. George - Winnipeg - QUMA - ITRDB CANA192
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4806
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4806.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana192-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana192-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana192.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana192.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: St. George - Winnipeg - QUMA - ITRDB CANA192
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Winnipeg
#   Location: Manitoba
#   Northernmost_Latitude: 49.83
#   Southernmost_Latitude: 49.83
#   Easternmost_Longitude: -97.2
#   Westernmost_Longitude: -97.2
#   Elevation_m: 230
#--------------------
# Data_Collection
#   Collection_Name: CANA192
#   First_Year: 1822
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## w01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9007a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9007a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9007b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9007b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9108a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9108a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9108b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9108b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9201a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9201a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9201b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9201b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9210a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9210a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9210b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9210b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9301b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9301b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9301c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9301c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9313a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9313a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9313b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9313b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9414a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9414a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9414b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9414b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9417a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9417a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9417b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9417b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9418a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9418a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9418b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9418b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9419a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9419a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9419b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9419b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9616a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9616a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9616b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9616b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w0001a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w0001a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w0001b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w0001b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	w01a_raw	w01b_raw	w05a_raw	w05b_raw	w06a_raw	w06b_raw	w9007a_raw	w9007b_raw	w9108a_raw	w9108b_raw	w9201a_raw	w9201b_raw	w9210a_raw	w9210b_raw	w9301b_raw	w9301c_raw	w9313a_raw	w9313b_raw	w9401a_raw	w9401b_raw	w9414a_raw	w9414b_raw	w9417a_raw	w9417b_raw	w9418a_raw	w9418b_raw	w9419a_raw	w9419b_raw	w9616a_raw	w9616b_raw	w0001a_raw	w0001b_raw
1822	NA	NA	NA	NA	NA	NA	1.116	1.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	0.889	1.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	0.724	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	0.609	0.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	0.807	0.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	0.852	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	1.024	0.981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	0.811	1.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	0.933	0.993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	0.97	0.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	0.825	0.851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	0.557	0.617	1.001	0.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	1.054	NA	NA	NA	0.4	0.704	0.893	0.706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	0.706	0.582	NA	NA	0.479	0.836	1.503	0.977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	0.259	0.689	NA	NA	0.262	0.454	0.97	0.865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	0.336	0.353	NA	NA	0.206	0.376	0.921	1.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	0.141	0.281	NA	NA	0.404	0.474	0.845	0.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	0.257	0.531	NA	NA	0.295	0.365	1.138	0.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	0.259	0.351	NA	NA	0.411	0.514	1.717	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	0.207	0.346	NA	NA	0.313	0.336	2.112	0.769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	0.487	0.453	NA	NA	0.332	0.343	1.373	0.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	0.623	0.339	NA	NA	0.364	0.512	2.058	0.475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	0.526	0.711	NA	NA	0.253	0.31	1.81	0.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	0.817	0.244	NA	NA	0.453	0.57	1.909	1.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	0.438	0.508	NA	NA	0.383	0.47	1.836	0.717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	0.703	0.625	NA	NA	0.856	0.904	1.889	0.881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	0.577	0.769	NA	NA	0.902	0.869	2.232	0.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	0.755	0.753	NA	NA	1.125	0.992	1.708	0.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	0.904	0.644	NA	NA	1.486	1.399	1.847	0.913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	1.157	1.007	1.82	NA	0.953	1.037	1.744	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	0.944	0.67	1.489	NA	1.17	1.232	1.236	0.711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	1.107	1.092	1.95	2.306	1.607	1.538	2.815	1.456	NA	NA	1.825	1.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	1.512	1.548	1.764	2.46	3.008	2.145	2.244	1.795	NA	NA	1.766	1.822	NA	NA	NA	NA	0.686	0.819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	1.215	NA	2.255	1.979	1.667	2.5	2.038	1.659	1.754	1.251	NA	NA	1.932	1.893	NA	NA	NA	NA	0.788	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	3.162	2.701	2.195	1.911	1.243	2.491	3.142	2.546	2.052	1.598	NA	NA	1.171	1.955	NA	NA	NA	NA	0.902	0.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	1.578	2.522	1.561	1.465	2.559	0.55	1.602	1.988	1.565	0.776	NA	NA	1.332	1.031	NA	NA	NA	NA	0.489	0.407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	1.312	1.51	0.989	1.578	1.38	1.126	0.952	1.105	0.993	0.431	NA	NA	1.013	1.27	NA	NA	NA	NA	0.297	0.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	1.465	1.418	0.962	1.323	0.868	1.419	0.563	1.317	0.711	0.513	NA	NA	0.803	1.036	NA	NA	NA	NA	0.348	0.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	1.082	0.819	1.052	1.555	1.722	1.746	0.685	1.055	0.89	0.548	NA	NA	0.569	0.796	NA	NA	NA	NA	0.586	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	1.467	0.866	1.079	1.454	1.52	1.072	0.751	0.765	0.989	0.573	NA	NA	0.927	1.697	NA	NA	NA	NA	0.482	0.448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	1.001	0.75	0.754	0.808	0.769	1.158	1.131	0.486	0.756	0.439	NA	NA	0.559	1.388	NA	NA	NA	NA	0.388	0.321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	1.178	1.689	0.778	0.791	0.563	0.49	0.486	0.305	0.699	0.448	NA	NA	0.42	1.274	NA	NA	NA	NA	0.291	0.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.553	1.94	0.727	0.677	0.818	0.708	0.658	0.283	0.561	0.5	0.377	0.458	0.329	1.226	NA	NA	NA	NA	0.326	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
