# St. George - Marais River - QUMA - ITRDB CANA183
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4795
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4795.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana183-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana183-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana183.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana183.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: St. George - Marais River - QUMA - ITRDB CANA183
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Marais River
#   Location: Manitoba
#   Northernmost_Latitude: 49.07
#   Southernmost_Latitude: 49.07
#   Easternmost_Longitude: -97.32
#   Westernmost_Longitude: -97.32
#   Elevation_m: 235
#--------------------
# Data_Collection
#   Collection_Name: CANA183
#   First_Year: 1850
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## I9901A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9901A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9902A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9902A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9903A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9903A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9904A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9904A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9905A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9905A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9906A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9906A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9907A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9907A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9908A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9908A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9909A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9909A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9910a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9910a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I9911a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I9911a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## i9920a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: i9920a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## i9920b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: i9920b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## i9921a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: i9921a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## i9921b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: i9921b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	I9901A_raw	I9902A_raw	I9903A_raw	I9904A_raw	I9905A_raw	I9906A_raw	I9907A_raw	I9908A_raw	I9909A_raw	I9910a_raw	I9911a_raw	i9920a_raw	i9920b_raw	i9921a_raw	i9921b_raw
1850	NA	NA	3.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	2.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	1.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	0.702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	1.585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	1.532	0.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	1.924	0.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	1.302	0.709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	1.873	0.919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	1.667	0.644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	1.298	0.708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	1.208	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	1.416	0.582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	1.239	0.794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	2.284	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	2.955	1.149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	1.423	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	1.52	0.644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	1.658	0.979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	1.99	1.112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	1.613	1.088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	1.777	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	1.554	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	1.448	0.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	1.707	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	1.939	1.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	1.688	0.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	1.603	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	2.101	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	1.981	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	1.765	0.718	NA	NA	NA	NA	NA	NA	NA	0.699	NA	NA	NA
1883	NA	1.039	1.177	0.631	NA	NA	NA	NA	NA	NA	NA	0.416	0.66	NA	NA
1884	NA	1.21	1.18	0.729	NA	NA	NA	NA	NA	NA	NA	0.589	0.772	NA	NA
1885	NA	1.698	1.25	0.67	NA	NA	NA	NA	NA	NA	NA	0.559	1.057	NA	NA
1886	0.722	1.117	0.914	0.572	NA	NA	NA	NA	NA	NA	NA	0.589	0.95	NA	NA
1887	0.821	1.298	0.644	0.517	NA	NA	NA	NA	NA	NA	NA	0.503	0.885	1.273	1.611
1888	1.188	1.527	0.922	0.688	NA	NA	NA	NA	NA	NA	NA	0.909	1.336	1.755	2.022
1889	0.82	1.414	0.867	0.877	NA	NA	NA	2.282	NA	NA	NA	0.747	1.018	1.213	1.282
1890	0.702	1.545	1.055	0.746	NA	NA	NA	3.028	2.289	NA	NA	1.072	1.398	0.894	1.133
1891	1.454	1.932	1.267	0.76	NA	NA	NA	3.418	2.536	NA	NA	1.011	1.522	1.312	1.372
1892	1.692	2.375	1.392	0.9	NA	NA	NA	3.218	3.311	NA	NA	1.514	1.915	1.645	1.783
1893	1.824	1.944	0.877	1.141	NA	NA	NA	3.664	2.781	NA	NA	1.549	2.261	1.727	1.72
1894	1.431	1.611	0.868	1.144	NA	NA	NA	3.675	3.285	NA	NA	1.24	1.822	1.559	1.56
1895	1.238	1.77	0.913	1.173	NA	NA	NA	3.27	3.011	NA	NA	0.942	1.418	1.818	2.069
1896	1.728	2.153	1.048	1.561	NA	NA	NA	3.445	3.609	NA	NA	1.538	1.798	1.387	1.831
1897	1.739	1.804	1.427	1.965	NA	NA	NA	3.645	3.815	NA	NA	1.723	2.576	0.959	1.955
1898	1.925	2.655	1.141	2.312	NA	NA	NA	2.66	3.652	NA	2.568	1.657	2.096	0.503	0.965
1899	2.658	3.035	1.578	3.028	NA	NA	NA	3.566	3.173	NA	3.513	2.458	3	0.622	1.156
1900	1.684	2.489	0.981	2.369	NA	NA	NA	2.777	2.268	NA	2.086	1.899	2.473	0.645	0.963
1901	2.761	3.403	1.094	2.704	NA	NA	NA	3.958	2.673	NA	3.198	2.774	3.961	0.967	1.854
1902	3.238	3.146	0.812	2.762	NA	NA	NA	3.991	2.875	NA	2.217	3.217	3.468	1.275	2.077
1903	2.403	2.804	0.998	2.208	NA	NA	NA	2.602	2.558	NA	2.079	2.624	3.225	1.253	1.873
1904	2.633	3.194	0.81	2.458	2.19	NA	NA	3.478	3.185	1.177	2.739	3.349	3.679	1.212	1.991
1905	2.924	2.819	0.991	2.268	1.437	NA	NA	3.594	2.97	0.911	2.846	2.868	3.318	1.055	1.904
1906	2.083	2.576	1.02	2.242	1.73	2.769	NA	3.266	3.125	1.144	2.406	2.577	2.798	0.906	1.651
