# St. George - Brim Lake - PIST - ITRDB CANA244
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6149
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6149.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana244-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana244-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana244.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana244.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-04
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-04
#--------------------
# Title
#   Study_Name: St. George - Brim Lake - PIST - ITRDB CANA244
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Brim Lake
#   Location: Ontario
#   Northernmost_Latitude: 49.12
#   Southernmost_Latitude: 49.12
#   Easternmost_Longitude: -91.13
#   Westernmost_Longitude: -91.13
#   Elevation_m: 493
#--------------------
# Data_Collection
#   Collection_Name: CANA244
#   First_Year: 1797
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## b0401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0402a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0402a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0402b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0402b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0403b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0403b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0404a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0404a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0404b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0404b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0405a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0405a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0405b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0405b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0406a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0406a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0406b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0406b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0407b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0407b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0410a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0410a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## b0410b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: b0410b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	b0401a_raw	b0401b_raw	b0402a_raw	b0402b_raw	b0403a_raw	b0403b_raw	b0404a_raw	b0404b_raw	b0405a_raw	b0405b_raw	b0406a_raw	b0406b_raw	b0407a_raw	b0407b_raw	b0408a_raw	b0408b_raw	b0409a_raw	b0409b_raw	b0410a_raw	b0410b_raw
1797	NA	NA	NA	NA	1.081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	0.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	0.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	0.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	0.588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	0.866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.253	NA	NA	NA	NA
1803	NA	NA	NA	NA	0.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.317	NA	NA	NA	NA
1804	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.047	NA	NA	NA	NA
1805	NA	NA	NA	NA	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.724	NA	NA	NA	NA
1806	NA	NA	NA	NA	0.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.695	NA	NA	NA	NA
1807	NA	NA	NA	NA	0.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.748	NA	NA	NA	NA
1808	NA	NA	NA	NA	0.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA
1809	NA	NA	NA	NA	0.401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.968	NA	NA	NA	NA
1810	NA	NA	NA	NA	0.408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.271	NA	NA	NA	NA
1811	NA	NA	NA	NA	0.412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.668	NA	NA	NA	NA
1812	NA	NA	NA	NA	0.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.908	NA	NA	NA	NA
1813	NA	NA	NA	NA	0.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.863	NA	NA	NA	NA
1814	NA	NA	NA	NA	0.218	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA	1.756	NA	NA	NA	NA
1815	NA	NA	NA	NA	0.393	NA	NA	NA	NA	1.866	NA	NA	NA	NA	NA	1.722	NA	NA	NA	NA
1816	NA	NA	NA	NA	0.317	NA	NA	NA	NA	1.932	NA	NA	NA	NA	NA	1.332	NA	NA	NA	NA
1817	NA	NA	NA	NA	0.267	NA	NA	NA	NA	1.678	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA
1818	NA	NA	NA	NA	0.232	NA	NA	NA	NA	1.631	NA	NA	NA	NA	NA	1.027	NA	NA	NA	NA
1819	NA	NA	NA	NA	0.303	NA	NA	NA	NA	1.819	NA	NA	NA	NA	NA	1.173	NA	NA	NA	NA
1820	NA	NA	NA	NA	0.3	NA	NA	NA	NA	1.989	NA	NA	NA	NA	NA	0.344	NA	NA	NA	NA
1821	NA	NA	NA	NA	0.243	NA	NA	NA	NA	1.235	NA	NA	NA	NA	NA	0.158	NA	NA	NA	NA
1822	NA	NA	NA	NA	0.184	NA	NA	NA	NA	1.301	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1823	NA	NA	NA	NA	0.179	NA	NA	NA	NA	1.222	NA	NA	NA	NA	NA	0.186	NA	NA	NA	NA
1824	NA	NA	NA	NA	0.215	NA	NA	NA	NA	1.449	NA	NA	NA	NA	NA	0.374	NA	NA	NA	NA
1825	NA	NA	NA	NA	0.115	NA	NA	NA	NA	1.296	NA	NA	NA	NA	NA	0.303	NA	NA	NA	NA
1826	NA	NA	NA	NA	0.132	NA	NA	NA	NA	1.196	NA	NA	NA	NA	NA	0.334	NA	NA	NA	NA
1827	NA	NA	NA	NA	0.102	NA	NA	NA	NA	1.279	NA	NA	NA	NA	NA	0.566	NA	NA	NA	NA
1828	NA	NA	NA	NA	0.123	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	0.677	NA	NA	NA	NA
1829	NA	NA	NA	NA	0.083	NA	NA	NA	NA	1.81	NA	NA	NA	NA	NA	0.903	NA	NA	NA	NA
1830	NA	NA	NA	NA	0.133	NA	NA	NA	NA	1.786	NA	NA	NA	NA	NA	0.884	NA	NA	NA	NA
1831	NA	NA	NA	NA	0.155	NA	NA	NA	NA	2.385	NA	NA	NA	NA	NA	1.061	NA	NA	NA	NA
1832	NA	NA	NA	NA	0.153	NA	NA	NA	NA	0.874	NA	NA	NA	NA	NA	0.829	NA	NA	NA	NA
1833	NA	NA	NA	NA	0.261	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	1.211	NA	NA	NA	NA
1834	NA	NA	NA	NA	0.17	NA	NA	NA	NA	2.276	NA	NA	NA	NA	NA	1.635	NA	NA	NA	NA
1835	NA	NA	NA	NA	0.183	NA	NA	NA	NA	2.708	NA	NA	NA	NA	NA	1.471	NA	NA	NA	NA
1836	NA	NA	NA	NA	0.237	NA	NA	NA	NA	2.095	NA	NA	NA	NA	NA	1.332	NA	NA	NA	NA
1837	NA	NA	NA	NA	0.182	NA	NA	NA	1.292	1.732	NA	NA	NA	NA	NA	1.334	NA	NA	NA	NA
1838	NA	NA	NA	NA	0.114	NA	NA	NA	1.343	1.503	NA	NA	NA	NA	NA	0.881	NA	NA	NA	NA
1839	NA	NA	NA	NA	0.148	0.386	NA	NA	1.493	1.931	NA	NA	NA	NA	0.923	0.695	NA	NA	NA	NA
1840	NA	NA	NA	NA	0.085	0.425	NA	NA	1.546	2.46	NA	NA	NA	NA	1.282	1.499	NA	NA	NA	NA
1841	NA	NA	NA	NA	0.201	0.548	NA	NA	1.692	3.086	NA	NA	NA	NA	1.202	1.53	NA	NA	NA	NA
1842	NA	NA	NA	NA	0.149	0.322	NA	NA	0.991	2.3	NA	NA	NA	NA	0.757	1.328	NA	NA	NA	NA
1843	0.719	NA	NA	NA	0.216	0.483	NA	NA	1.218	1.47	NA	NA	NA	NA	0.921	1.545	NA	NA	NA	NA
1844	1.26	NA	NA	NA	0.142	0.277	NA	NA	0.981	1.204	NA	NA	NA	NA	0.76	1.019	NA	2.799	NA	NA
1845	1.504	NA	NA	NA	0.162	0.452	NA	NA	1.622	1.645	NA	NA	NA	NA	0.878	1.567	NA	3.281	NA	NA
1846	1.082	NA	NA	NA	0.175	0.391	NA	NA	2.02	2.119	NA	NA	NA	NA	0.885	1.861	NA	3.239	NA	NA
1847	1.763	NA	NA	NA	0.102	0.331	NA	NA	1.718	1.177	NA	NA	NA	NA	0.617	1.414	NA	2.5	NA	NA
1848	1.687	NA	NA	NA	0.135	0.224	NA	NA	1.571	1.108	NA	NA	NA	NA	0.641	1.615	NA	2.79	NA	NA
1849	2.268	NA	NA	NA	0.122	0.217	NA	NA	1.253	0.896	NA	NA	NA	NA	0.97	1.478	3	2.404	NA	NA
