# Smith - Liberty Glacier - ABLA - ITRDB CANA486
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19625
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19625.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana486-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana486-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana486.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana486.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-12-03
#--------------------
# File_Last_Modified_Date
#   Date: 2015-12-03
#--------------------
# Title
#   Study_Name: Smith - Liberty Glacier - ABLA - ITRDB CANA486
#--------------------
# Investigators
#   Investigators: Smith, D.J.; Coulthard, B.L.; Larocque, S.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Liberty Glacier
#   Location: British Columbia
#   Northernmost_Latitude: 51.59
#   Southernmost_Latitude: 51.59
#   Easternmost_Longitude: -124.83
#   Westernmost_Longitude: -124.83
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: CANA486
#   First_Year: 1714
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01C407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C411a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C411a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C411b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C411b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C414a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C414a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C414b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C414b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C415a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C415a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C415b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C415b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C417b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C417b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C419b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C419b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C420b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C420b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C421a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C421a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C421b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C421b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C422a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C422a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C422b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C422b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C424a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C424a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C424b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C424b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C426a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C426a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01C427b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01C427b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01C407a_raw	01C409a_raw	01C409b_raw	01C411a_raw	01C411b_raw	01C414a_raw	01C414b_raw	01C415a_raw	01C415b_raw	01C417b_raw	01C419b_raw	01C420b_raw	01C421a_raw	01C421b_raw	01C422a_raw	01C422b_raw	01C424a_raw	01C424b_raw	01C426a_raw	01C427b_raw
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	0.53	0.51	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	0.66	0.73	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	0.99	0.6	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	0.64	0.89	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	0.93	0.81	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	0.52	0.74	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	0.63	0.83	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	0.64	0.85	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	0.68	NA	0.95	NA	NA	NA	NA	NA	NA	0.73	1.09	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	0.55	NA	0.82	NA	NA	NA	NA	NA	NA	0.73	0.88	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	0.51	0.67	0.82	NA	NA	NA	NA	NA	NA	0.85	1.05	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	0.67	0.63	0.96	NA	NA	NA	NA	NA	NA	1.06	1.01	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	0.5	0.57	1.24	NA	NA	NA	NA	NA	NA	1.13	1.18	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	0.59	0.57	1.01	NA	NA	NA	NA	NA	NA	1.05	1.05	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	0.52	0.6	1.04	NA	NA	NA	NA	NA	NA	0.76	0.82	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	0.57	0.63	1.04	NA	NA	NA	NA	NA	NA	0.76	0.86	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	0.6	0.67	1.01	NA	NA	NA	NA	NA	NA	0.81	0.86	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	0.54	0.57	0.72	NA	NA	NA	NA	NA	NA	0.77	0.76	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	0.51	0.7	0.91	NA	NA	NA	1.04	NA	NA	0.79	0.76	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	0.53	0.63	0.37	NA	NA	NA	0.57	NA	NA	0.6	0.71	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	0.55	0.63	2.13	NA	NA	NA	0.76	NA	NA	0.73	0.62	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	0.41	0.48	1.37	NA	NA	NA	1	NA	NA	0.6	0.64	NA	NA
1747	NA	NA	NA	0.56	NA	NA	NA	0.57	0.6	1.34	NA	NA	NA	1.47	NA	NA	0.94	0.91	NA	NA
1748	NA	NA	NA	0.23	NA	NA	NA	0.71	0.73	1.02	NA	NA	NA	1.02	NA	NA	0.88	0.92	NA	NA
1749	NA	NA	NA	0.39	NA	NA	NA	0.44	0.6	0.79	NA	NA	NA	0.98	NA	NA	0.82	0.95	NA	NA
1750	NA	NA	NA	0.28	NA	NA	NA	0.41	0.48	0.76	NA	NA	NA	0.73	NA	NA	0.82	0.79	NA	NA
1751	NA	NA	NA	0.32	NA	NA	NA	0.35	0.44	0.82	0.41	NA	NA	1	NA	NA	0.48	0.7	NA	NA
1752	NA	NA	NA	0.35	NA	NA	NA	0.48	0.57	0.82	0.32	NA	NA	1.24	NA	NA	0.49	0.63	NA	NA
1753	NA	NA	NA	0.34	NA	NA	NA	0.57	0.72	1.04	0.41	NA	NA	1.51	NA	NA	0.77	1.04	NA	NA
1754	NA	NA	NA	0.41	NA	NA	NA	0.48	0.84	0.63	0.44	NA	NA	0.85	NA	NA	0.47	0.57	NA	NA
1755	NA	NA	NA	0.33	NA	NA	NA	0.39	0.43	0.6	0.54	NA	1.04	1.08	NA	NA	0.53	0.62	NA	NA
1756	NA	NA	NA	0.56	NA	NA	NA	0.52	0.65	0.89	0.5	NA	0.98	1.26	NA	NA	0.73	0.86	NA	NA
1757	NA	NA	NA	0.31	NA	NA	NA	0.65	0.75	0.8	0.38	NA	1.11	1.28	NA	0.26	0.75	0.82	NA	NA
1758	NA	NA	NA	0.46	NA	NA	NA	0.61	0.7	0.76	0.33	NA	1.24	1.06	NA	0.33	0.58	0.76	NA	NA
1759	NA	NA	NA	0.44	NA	NA	NA	0.42	0.55	0.7	0.47	NA	1.05	1.07	NA	0.34	0.57	0.79	NA	NA
1760	NA	NA	NA	0.57	NA	NA	NA	0.44	0.48	0.73	0.47	NA	0.95	1.2	NA	0.32	0.7	1	NA	NA
1761	NA	NA	NA	0.58	NA	NA	NA	0.38	0.5	0.54	0.44	NA	1.28	1.21	NA	0.25	0.64	0.89	NA	NA
1762	NA	NA	NA	0.58	NA	NA	NA	0.39	0.51	0.6	0.48	NA	1.5	1.49	NA	0.25	0.42	0.76	NA	NA
1763	NA	NA	NA	0.61	NA	NA	NA	0.36	0.54	0.67	0.44	NA	1.37	1.41	NA	0.35	0.67	0.88	NA	NA
1764	NA	NA	NA	0.58	NA	NA	NA	0.43	0.6	0.69	0.48	NA	1.24	1.47	NA	0.44	0.6	0.8	NA	NA
1765	NA	NA	NA	0.7	NA	NA	NA	0.31	0.54	0.55	0.63	NA	0.97	1.14	NA	0.47	0.54	0.61	NA	NA
