# Bonney - Winston Woods (Site 02) - QURU - ITRDB CANA655
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36600
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36600.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: trends, Vegetation Reconstruction
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana655-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana655-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana655.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana655.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-06-17
#--------------------
# File_Last_Modified_Date
#   Date: 2022-06-17
#--------------------
# Title
#   Study_Name: Bonney - Winston Woods (Site 02) - QURU - ITRDB CANA655
#--------------------
# Investigators
#   Investigators: Bonney, M.T.; He, H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-09-08.
#--------------------
# Publication
#   Authors: Mitchell T. Bonney and Yuhong He
#   Journal_Name: International Journal of Applied Earth Observations and Geoinformation
#   Published_Title: Temporal connections between long-term Landsat time-series and tree-rings in an urban-rural temperate forest
#   Published_Date_or_Year: 2021
#   Volume: 103
#   Pages: 
#   Issue: 
#   Report_Number: 102523
#   DOI: https://doi.org/10.1016/j.jag.2021.102523
#   Full_Citation: None
#   Abstract: Time-series of satellite-derived vegetation proxies and tree-rings widths (TRW) are similar, providing temporal records of forest productivity change from different perspectives and processes. Previous research on this relationship has focused on temperature or moisture limited coniferous forests, using lower spatial resolution (e.g., 8000 m) satellites and normalized difference vegetation index (NDVI) to test relationships over 15-30 years. There is an opportunity to leverage recent advances in building Landsat (30 m) time-series to expand comparisons into new forest types (e.g., coniferous vs. deciduous), areas (e.g., fragmented forests) and over longer periods (e.g., nearly 50 years). However, a better understanding of factors that influence relationship strength is required. We compared tree-ring measurements, converted to a ring width index (RWI), and Landsat tasseled cap angle (TCA) derived canopy cover (CC) from 1972 to 2018 across 16 deciduous, mixed, and coniferous stands in southern Ontario, Canada. For all chronologies, overall relationship strength was assessed with correlation approaches (RWI-CC, both vs. climate), and shorter-term increase-decline trends were compared with segmented regression. There were significant forest type differences, with coniferous chronologies correlating stronger with CC than deciduous. Deciduous chronologies and CC had opposite connections with summer temperature, with climate warming increasing CC and coniferous RWI but not deciduous RWI from 1980 to 2010. More recent decline at most sites appears related to a major ice storm, but multiple factors may be coexisting. We tested the utility of tree-rings for validating nearly 50 years of Landsat-observed change in urban-rural temperate forests, identifying useful connections at coniferous sites. However, there are limitations to comparing long-term Landsat time-series (based on yearly summer data) with annual tree-ring growth.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada (NSERC)
#   Grant: RGPIN-386183
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council (NSERC) Postgraduate Fellowship
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Centre for Urban Environments
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Winston Woods (Site 02)
#   Location: Canada
#   Northernmost_Latitude: 43.51
#   Southernmost_Latitude: 43.51
#   Easternmost_Longitude: -79.677222
#   Westernmost_Longitude: -79.677222
#   Elevation_m: 155
#--------------------
# Data_Collection
#   Collection_Name: CANA655
#   First_Year: 1898
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus rubra L.
#   Common_Name: red oak
#   Tree_Species_Code: QURU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0217a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0217a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0217b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0217b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0201a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0201a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0201b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0201b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0224a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0224a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0224b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0224b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0225a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0225a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0225b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0225b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0226a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0226a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0226b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0226b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0227a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0227a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0227b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0227b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0203a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0203a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0203b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0203b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0204a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0204a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0204b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0204b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0205a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0205a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0206a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0206a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0206b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0206b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0207a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0207a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0207b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0207b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0208a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0208a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0208b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0208b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0217a_raw	0217b_raw	0201a_raw	0201b_raw	0224a_raw	0224b_raw	0225a_raw	0225b_raw	0226a_raw	0226b_raw	0227a_raw	0227b_raw	0203a_raw	0203b_raw	0204a_raw	0204b_raw	0205a_raw	0206a_raw	0206b_raw	0207a_raw	0207b_raw	0208a_raw	0208b_raw
1898	NA	NA	NA	NA	NA	NA	NA	NA	2.215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.444	1.207	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	1.673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0.962	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	1.579	NA	NA	NA	2.514	NA	NA	NA	NA	NA	NA	0.919	1.059	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	2.059	NA	NA	NA	1.973	NA	NA	NA	NA	NA	NA	1.198	1.068	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	2.773	NA	NA	NA	2.961	NA	NA	NA	NA	NA	NA	3.074	2.926	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	2.424	2.487	NA	NA	2.324	NA	NA	NA	NA	NA	NA	2.825	2.527	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	2.383	1.939	NA	NA	2.25	NA	NA	NA	NA	NA	NA	2.031	2.139	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	1.82	2.23	NA	NA	1.454	2.685	NA	NA	NA	NA	NA	1.818	2.033	NA	NA
1906	NA	NA	NA	1.738	NA	NA	NA	NA	2.626	2.402	NA	NA	2.443	2.255	NA	NA	NA	NA	NA	2.487	2.269	NA	NA
1907	NA	NA	NA	1.519	NA	NA	NA	NA	1.757	1.411	1.07	NA	1.827	1.389	NA	NA	NA	NA	NA	1.518	1.439	NA	NA
1908	NA	NA	NA	1.763	NA	NA	NA	NA	2.318	2.455	2.032	NA	2.964	3.05	NA	NA	NA	NA	NA	2.646	2.472	NA	NA
1909	NA	NA	NA	1.463	1.527	1.946	NA	NA	1.905	1.701	1.246	NA	1.931	2.483	NA	NA	NA	NA	2.174	2.065	1.403	NA	NA
1910	NA	NA	NA	1.313	2.575	2.118	NA	NA	2.276	1.696	1.099	NA	3.103	2.882	NA	NA	2.342	NA	3.124	1.995	1.704	NA	NA
1911	NA	NA	NA	1.964	2.826	1.776	NA	1.632	1.82	1.677	1.068	NA	3.233	2.51	NA	NA	1.926	NA	2.666	1.885	1.65	NA	NA
1912	NA	NA	NA	1.882	2.99	2.178	NA	1.007	2.096	2.055	1.017	NA	4.238	4.103	NA	NA	3.058	NA	3.286	2.391	1.865	NA	NA
1913	NA	NA	1.83	1.664	2.394	1.552	NA	0.687	1.63	1.653	0.852	0.805	3.646	2.912	NA	NA	2.186	NA	2.09	1.814	1.567	NA	NA
1914	NA	NA	1.699	1.706	3.132	2.178	1.86	1.008	2.222	1.869	1.095	0.678	4.312	3.318	NA	NA	1.823	NA	2.51	1.872	1.524	NA	NA
1915	NA	NA	1.911	1.834	4.896	2.526	2.354	2.247	2.379	2.321	1.671	1.145	5.558	4.116	NA	NA	3.861	NA	2.186	2.16	1.896	NA	NA
1916	NA	NA	1.365	1.045	3.676	2.436	1.734	1.752	2.33	2.164	1.142	0.925	3.601	2.939	NA	NA	2.625	NA	1.347	1.652	1.461	NA	NA
1917	NA	NA	0.917	0.863	3.601	2.261	2.362	2.581	2.457	2.197	1.028	1.226	3.129	2.564	NA	NA	2.847	NA	1.559	1.518	1.607	NA	NA
1918	1.804	NA	0.906	0.81	2.356	1.489	1.495	1.687	1.906	1.918	1.007	0.852	2.112	2.031	NA	NA	1.372	NA	1.254	1.387	1.128	NA	NA
1919	1.568	NA	0.882	0.818	2.169	1.436	1.085	1.508	1.778	1.449	1.121	1.057	2.125	1.744	NA	NA	1.141	NA	1.171	1.126	1.085	NA	NA
1920	2.117	NA	1.134	0.948	3.537	2.467	1.448	2.262	1.828	1.362	1.525	1.591	2.649	2.662	NA	NA	1.202	NA	1.316	1.162	0.944	NA	NA
1921	2.085	NA	1.515	1.232	4.462	3.102	1.516	2.095	2.17	1.567	1.917	1.752	3.065	3.193	NA	NA	1.368	NA	1.555	1.071	1.006	NA	NA
1922	0.923	NA	1.814	1.57	4.548	3.595	1.523	1.347	2.163	1.585	1.964	1.993	3.097	3.948	NA	NA	1.278	NA	1.228	1.103	0.838	NA	NA
1923	0.595	NA	2.265	1.287	4.14	3.282	2.013	2.037	1.715	1.395	1.666	1.69	3.174	3.374	NA	2.093	1.341	NA	1.422	1.186	0.553	NA	NA
1924	0.352	NA	1.931	1.6	4.419	3.118	1.59	2.521	2.254	1.762	1.694	1.844	4.085	4.241	NA	1.944	1.526	NA	1.991	1.567	0.613	NA	NA
1925	0.276	NA	1.17	1.057	3.8	2.877	1.289	2.011	1.863	1.241	1.407	1.268	3.295	3.585	NA	1.489	0.969	1.754	1.041	1.058	0.71	NA	NA
1926	0.384	NA	1.681	1.098	4.79	3.613	1.354	2.243	2.393	1.659	1.392	1.545	2.894	4.315	NA	1.403	0.79	2.222	1.276	1.164	0.66	NA	NA
1927	0.365	NA	1.366	1.142	3.713	3.234	1.666	2.175	2.551	2.147	1.337	1.264	2.428	2.93	NA	1.166	1.046	1.638	1.155	0.974	0.796	NA	NA
1928	0.402	NA	1.238	1.115	3.283	2.666	1.434	2	2.371	2.526	1.533	1.403	2.163	3.94	1.545	1.331	0.937	2.07	1.409	1.069	0.616	NA	NA
1929	0.55	NA	1.15	1.152	2.107	1.655	1.158	1.6	2.508	2.478	1.236	1.204	1.742	2.893	1.031	1.412	0.793	1.553	1.105	0.922	0.604	NA	NA
1930	0.602	NA	0.934	1.111	1.959	1.933	1.225	1.638	2.119	1.956	1.632	1.456	1.959	2.641	0.934	1.444	0.943	1.457	0.871	0.984	0.636	NA	NA
1931	0.559	NA	0.988	1.258	2.264	2.255	1.136	1.885	2.138	1.707	1.961	1.493	1.982	2.344	0.84	1.707	1.053	1.474	1.178	1.037	0.659	NA	NA
1932	0.759	NA	0.969	1.473	2.636	3.186	1.198	2.467	2.477	1.658	1.841	1.201	2.224	2.741	1.034	1.901	1.08	1.71	1.413	1.143	0.869	NA	NA
1933	0.848	NA	0.959	1.225	2.063	2.301	1.128	1.907	2.064	1.369	1.468	1.128	1.67	1.854	0.917	1.471	0.973	1.539	1.328	0.921	0.774	NA	NA
1934	0.733	NA	0.657	1.001	1.59	1.756	0.972	1.543	1.545	0.898	1.196	1.077	1.3	1.291	0.734	1.117	0.849	1.333	1.051	0.7	0.596	NA	NA
1935	1.222	NA	1.042	1.352	2.339	2.469	1.244	2.344	1.958	1.413	1.888	1.531	1.663	1.653	0.797	1.059	0.987	1.48	1.38	0.827	0.689	NA	NA
1936	1.253	NA	0.764	1.113	1.77	2.204	1.169	1.775	1.418	1.083	0.877	0.749	1.116	1.068	0.637	0.998	0.93	1.097	0.997	0.55	0.572	NA	NA
1937	1.301	NA	1.059	1.289	1.831	2.82	1.289	2.055	1.482	1.129	1.308	1.206	1.385	1.484	0.67	1.337	1.065	1.431	1.125	0.868	0.616	NA	NA
1938	1.331	NA	1.264	1.3	2.038	2.902	1.37	2.276	1.63	0.918	1.316	1.271	1.434	1.294	0.794	1.834	1.328	1.574	1.534	0.73	0.677	NA	NA
1939	1.212	NA	1.293	1.143	2.165	2.456	1.599	2.289	1.387	0.967	1.379	1.175	1.125	1.368	0.726	1.648	1.138	1.355	1.266	0.774	0.657	NA	NA
1940	1.838	NA	1.335	1.243	2.759	3.122	1.449	2.356	1.746	0.901	1.482	1.203	1.613	1.51	1.054	1.447	1.119	1.449	1.266	0.795	0.774	NA	NA
1941	1.651	NA	1.122	1.247	2.505	2.784	1.476	2.32	1.609	0.877	1.604	1.189	1.351	1.431	1.215	0.98	1.155	1.335	1.168	0.815	0.603	NA	NA
1942	1.464	NA	1.185	1.344	3.718	3.376	2.086	3.14	1.759	1.246	1.796	1.63	1.968	1.891	1.452	1.475	1.445	1.532	1.319	1.101	0.756	NA	NA
1943	1.785	2.316	1.26	1.389	3.587	3.588	1.799	2.574	1.991	1.303	1.557	1.462	1.923	1.521	1.146	1.392	1.42	1.616	1.404	1.228	0.794	NA	NA
1944	1.834	2.891	1.259	1.476	3.481	3.027	1.817	2.794	2.046	1.365	2.573	2.341	2.171	1.813	1.003	1.408	1.283	1.642	1.582	1.333	0.828	NA	NA
1945	1.756	2.574	1.029	1.23	2.614	2.72	2.053	2.644	2.096	1.432	1.872	2.213	1.742	1.279	1.434	1.594	1.238	1.282	1.226	1.101	0.752	NA	NA
1946	1.868	2.19	1.037	1.146	2.511	2.003	1.943	2.513	2.308	1.393	1.312	1.651	1.706	1.422	1.329	1.173	1.19	1.351	1.345	1.016	1.027	NA	NA
1947	2.758	3.594	0.979	1.302	3.851	3.006	2.448	2.982	2.615	1.494	2.061	1.995	1.724	1.742	1.297	1.175	1.174	1.227	1.168	1.037	1.101	NA	NA
1948	2.387	2.817	0.926	0.995	3.536	2.901	2.217	2.402	2.583	1.478	1.62	1.582	1.806	1.644	1.019	1.051	1.06	1.342	1.165	0.963	0.995	NA	NA
1949	1.663	2.387	0.554	0.765	2.381	2.424	1.724	1.939	1.886	1.082	1.207	1.027	1.181	1.011	1.083	0.978	0.863	0.801	1.13	0.688	0.688	NA	NA
1950	1.916	2.545	1.052	1.384	2.614	3.06	1.894	2.29	2.201	1.359	1.736	1.532	1.864	1.602	1.43	1.639	1.323	1.145	1.625	1.208	0.689	NA	NA
