# Kaiser - Christmas Creek - PCMA - ITRDB CANA6
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3650
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3650.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana6-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana6-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana6.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana6.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kaiser - Christmas Creek - PCMA - ITRDB CANA6
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Christmas Creek
#   Location: Yukon Territory
#   Northernmost_Latitude: 60.92
#   Southernmost_Latitude: 60.92
#   Easternmost_Longitude: -137.72
#   Westernmost_Longitude: -137.72
#   Elevation_m: 950
#--------------------
# Data_Collection
#   Collection_Name: CANA6
#   First_Year: 1705
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea mariana (Mill.) Britton, Sterns, & Poggenb.
#   Common_Name: black spruce
#   Tree_Species_Code: PCMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CHRI0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRI0160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRI0160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CHRICH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CHRICH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CHRI0010_raw	CHRI0020_raw	CHRI0030_raw	CHRI0040_raw	CHRI0050_raw	CHRI0060_raw	CHRI0070_raw	CHRI0080_raw	CHRI0090_raw	CHRI0100_raw	CHRI0110_raw	CHRI0120_raw	CHRI0130_raw	CHRI0140_raw	CHRI0150_raw	CHRI0160_raw	CHRICH00_raw
1705	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16
1706	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18
1707	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21
1708	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16
1709	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19
1710	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16
1711	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14
1712	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21
1713	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17
1714	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1
1715	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13
1716	NA	NA	NA	NA	NA	0.52	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34
1717	NA	NA	NA	NA	NA	0.34	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28
1718	NA	NA	NA	NA	NA	0.44	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
1719	NA	NA	NA	NA	NA	0.49	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34
1720	NA	NA	NA	NA	NA	0.51	0.16	NA	NA	NA	NA	NA	0.18	NA	NA	NA	0.28
1721	NA	NA	NA	NA	NA	0.4	0.17	NA	NA	NA	NA	NA	0.2	NA	NA	NA	0.26
1722	NA	NA	NA	NA	NA	0.45	0.36	NA	NA	NA	NA	NA	0.28	NA	NA	NA	0.36
1723	NA	NA	NA	NA	NA	0.39	0.34	NA	NA	NA	NA	NA	0.28	NA	NA	NA	0.34
1724	NA	NA	NA	NA	NA	0.33	0.39	NA	NA	NA	NA	NA	0.28	NA	NA	NA	0.33
1725	NA	NA	NA	NA	NA	0.29	0.36	NA	NA	NA	NA	NA	0.28	NA	NA	NA	0.31
1726	NA	NA	NA	NA	NA	0.41	0.37	NA	NA	NA	NA	NA	0.22	NA	NA	NA	0.33
1727	NA	NA	NA	NA	NA	0.39	0.39	NA	NA	NA	NA	NA	0.27	NA	NA	NA	0.35
1728	NA	NA	NA	NA	NA	0.35	0.32	NA	NA	NA	NA	NA	0.38	NA	NA	NA	0.35
1729	NA	NA	NA	NA	NA	0.48	0.35	NA	NA	NA	NA	NA	0.31	NA	NA	NA	0.38
1730	NA	NA	NA	NA	NA	0.54	0.36	NA	NA	NA	NA	NA	0.33	NA	NA	NA	0.41
1731	NA	NA	NA	NA	NA	0.52	0.23	NA	NA	NA	NA	NA	0.35	NA	NA	NA	0.37
1732	NA	NA	NA	NA	NA	0.37	0.15	NA	NA	NA	NA	NA	0.31	NA	NA	NA	0.28
1733	NA	NA	NA	NA	NA	0.39	0.18	NA	NA	NA	NA	NA	0.3	NA	NA	NA	0.29
1734	NA	NA	NA	NA	NA	0.12	0.1	NA	NA	NA	NA	NA	0.22	NA	NA	NA	0.15
1735	NA	NA	NA	NA	NA	0.2	0.15	NA	NA	NA	NA	NA	0.4	NA	NA	NA	0.25
1736	NA	NA	NA	NA	NA	0.31	0.29	NA	0.2	NA	NA	NA	0.5	NA	NA	NA	0.33
1737	NA	NA	NA	NA	NA	0.66	0.32	NA	0.24	NA	NA	NA	0.87	NA	NA	NA	0.52
1738	NA	NA	NA	NA	NA	0.75	0.28	NA	0.23	NA	NA	NA	0.74	NA	NA	NA	0.5
1739	NA	NA	NA	NA	NA	0.62	0.24	NA	0.19	NA	NA	NA	0.34	NA	NA	NA	0.35
1740	NA	NA	NA	NA	NA	0.56	0.13	NA	0.16	NA	NA	NA	0.35	NA	NA	NA	0.3
1741	NA	NA	NA	NA	NA	0.65	0.18	NA	0.18	NA	NA	NA	0.32	NA	NA	NA	0.33
1742	NA	NA	NA	NA	NA	0.89	0.27	NA	0.24	NA	NA	NA	0.49	NA	NA	NA	0.47
1743	NA	NA	NA	NA	NA	0.83	0.47	NA	0.26	NA	NA	NA	0.4	NA	NA	NA	0.49
1744	NA	NA	NA	NA	NA	0.61	0.41	NA	0.18	NA	NA	NA	0.45	NA	NA	NA	0.41
1745	NA	NA	NA	NA	NA	0.75	0.65	NA	0.21	NA	NA	NA	0.53	NA	NA	NA	0.54
1746	NA	NA	NA	NA	NA	0.64	0.47	NA	0.23	NA	NA	NA	0.51	NA	NA	NA	0.46
1747	NA	NA	NA	NA	NA	0.67	0.31	NA	0.25	NA	NA	NA	0.47	NA	NA	NA	0.43
1748	NA	NA	NA	NA	NA	0.65	0.4	NA	0.31	NA	NA	NA	0.62	NA	NA	NA	0.5
1749	NA	NA	NA	NA	NA	0.63	0.36	NA	0.21	NA	NA	NA	0.67	NA	NA	NA	0.47
1750	NA	NA	NA	NA	NA	0.68	0.55	NA	0.33	NA	NA	0.5	0.63	NA	NA	NA	0.54
1751	NA	NA	NA	NA	NA	0.55	0.41	NA	0.3	NA	NA	0.91	0.57	NA	NA	NA	0.55
1752	NA	NA	NA	NA	NA	0.71	0.65	NA	0.31	NA	NA	0.58	0.65	NA	NA	NA	0.58
1753	NA	NA	NA	NA	NA	0.85	0.52	NA	0.21	NA	NA	0.74	0.46	NA	NA	NA	0.56
1754	NA	NA	NA	NA	NA	0.81	0.53	NA	0.27	NA	NA	1.16	0.47	NA	NA	NA	0.65
1755	NA	NA	NA	NA	NA	0.81	0.5	NA	0.26	NA	NA	0.79	0.52	NA	NA	NA	0.58
1756	NA	NA	NA	NA	NA	0.91	0.41	NA	0.41	NA	NA	0.98	0.6	NA	NA	NA	0.66
1757	NA	NA	NA	NA	NA	0.61	0.28	NA	0.17	NA	NA	0.6	0.36	NA	NA	NA	0.4
1758	NA	NA	NA	NA	NA	0.76	0.39	NA	0.34	NA	NA	0.91	0.45	NA	NA	NA	0.57
1759	NA	NA	NA	NA	NA	0.57	0.34	NA	0.18	NA	NA	0.72	0.37	NA	NA	NA	0.44
1760	NA	NA	NA	NA	NA	0.69	0.42	NA	0.17	NA	0.93	0.9	0.54	NA	NA	NA	0.61
1761	NA	NA	NA	NA	NA	0.55	0.52	NA	0.25	NA	1.05	1.09	0.71	NA	NA	NA	0.7
