# Luckman - Katrine - PSME - ITRDB CANA428
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16585
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16585.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana428-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana428-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana428.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana428.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-05-06
#--------------------
# File_Last_Modified_Date
#   Date: 2014-05-06
#--------------------
# Title
#   Study_Name: Luckman - Katrine - PSME - ITRDB CANA428
#--------------------
# Investigators
#   Investigators: Luckman, B.H.(https://orcid.org/0000-0003-0365-6059); Kenigsberg, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at:
# # # University of Western Ontario
# # # 
# # # References:
# # # Kenigsberg, M.R., O?Reilly, B., Luckman, B.H. and Moser, K.A. 2009 
# # # Lake Sediment and Tree-Ring Sampling in the Canadian Rockies, 2007-8.  
# # # Report submitted to Parks Canada, Jasper, June 2009, 23pages. NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Katrine
#   Location: Alberta
#   Northernmost_Latitude: 52.9167
#   Southernmost_Latitude: 52.9167
#   Easternmost_Longitude: -118.0667
#   Westernmost_Longitude: -118.0667
#   Elevation_m: 1200
#--------------------
# Data_Collection
#   Collection_Name: CANA428
#   First_Year: 1749
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## A7K01N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K01N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K01W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K01W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k02N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k02N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k02w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k02w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K03N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K03N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K03W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K03W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## a7k04n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: a7k04n; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k04s2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k04s2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k04s1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k04s1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K05N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K05N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K05E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K05E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## a7k06N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: a7k06N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## a7k06s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: a7k06s; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k07n2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k07n2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k07n1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k07n1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## a7k08w2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: a7k08w2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## a7k08w1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: a7k08w1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k08N2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k08N2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k08N1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k08N1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K09n2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K09n2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K09n1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K09n1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k09w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k09w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## a7k10N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: a7k10N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k11N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k11N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k11E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k11E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k12N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k12N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## a7k12e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: a7k12e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7K13E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7K13E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k13W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k13W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k20N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k20N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k20S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k20S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k21N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k21N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k21S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k21S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k22N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k22N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k22S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k22S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A7k23N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A7k23N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	A7K01N_raw	A7K01W_raw	A7k02N_raw	A7k02w_raw	A7K03N_raw	A7K03W_raw	a7k04n_raw	A7k04s2_raw	A7k04s1_raw	A7K05N_raw	A7K05E_raw	a7k06N_raw	a7k06s_raw	A7k07n2_raw	A7k07n1_raw	a7k08w2_raw	a7k08w1_raw	A7k08N2_raw	A7k08N1_raw	A7K09n2_raw	A7K09n1_raw	A7k09w_raw	a7k10N_raw	A7k10W_raw	A7k11N_raw	A7k11E_raw	A7k12N_raw	a7k12e_raw	A7K13E_raw	A7k13W_raw	A7k20N_raw	A7k20S_raw	A7k21N_raw	A7k21S_raw	A7k22N_raw	A7k22S_raw	A7k23N_raw
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.033	NA	NA	NA	NA	1.797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.881	NA	NA	NA	NA	1.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.895	NA	NA	NA	NA	1.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638	NA	NA	NA	NA	0.928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.838	NA	NA	NA	NA	0.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.057	NA	NA	NA	NA	0.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.062	NA	NA	NA	NA	0.759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.413	NA	NA	NA	NA	0.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	2.722	NA	NA	NA	NA	NA	NA	NA	3.98	1.798	NA	NA	NA	NA	1.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	3.047	NA	NA	NA	NA	NA	NA	NA	2.42	2.001	NA	NA	2.005	NA	1.162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	2.957	NA	NA	NA	NA	NA	NA	NA	1.669	1.885	NA	NA	1.854	NA	1.134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	2.244	NA	NA	NA	NA	NA	NA	NA	1.776	1.204	NA	NA	1.199	NA	0.582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	1.805	NA	NA	NA	NA	NA	NA	NA	1.701	1.109	NA	NA	1.466	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	1.854	NA	NA	NA	NA	NA	NA	NA	1.989	1.238	NA	NA	1.778	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	2.58	NA	NA	NA	NA	NA	NA	NA	1.65	1.696	NA	NA	3.116	NA	1.519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	2.361	NA	NA	NA	NA	NA	NA	NA	1.636	1.462	NA	NA	1.907	NA	0.949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	0.739	NA	NA	NA	3.015	NA	NA	NA	1.382	1.833	NA	NA	1.968	NA	1.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	0.522	NA	NA	NA	1.631	NA	NA	NA	1.088	1.545	NA	NA	1.783	NA	1.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	0.554	NA	NA	NA	1.714	NA	NA	NA	1.723	1.084	NA	NA	0.937	NA	0.734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	0.895	NA	NA	NA	1.354	NA	NA	NA	1.519	1.545	NA	NA	1.668	NA	1.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	1.844	NA	NA	NA	0.793	NA	NA	NA	1.834	1.753	NA	NA	2.24	NA	1.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	2.047	NA	NA	NA	1.166	NA	NA	NA	1.659	2.272	2.9	NA	2.778	NA	1.966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	1.769	NA	NA	NA	1.423	NA	NA	NA	1.669	1.865	2.345	NA	2.006	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	1.872	NA	NA	NA	1.972	NA	NA	NA	1.996	1.8	2.146	NA	1.512	NA	1.542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	2.715	NA	NA	NA	3.347	NA	NA	NA	1.637	2.835	3.152	NA	2.477	NA	2.611	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	2.258	NA	NA	NA	3.17	NA	NA	NA	1.648	2.302	2.467	NA	2.001	NA	1.945	NA	3.438	NA	1.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	1.651	NA	NA	NA	2.601	NA	NA	NA	2.166	2.258	2.874	NA	1.954	NA	2.001	NA	3.043	NA	1.787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	2.522	NA	NA	NA	3.273	NA	NA	NA	1.954	2.412	3.143	NA	2.805	NA	3	NA	3.893	NA	2.314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	2.724	NA	NA	NA	2.954	NA	NA	NA	1.957	2.058	2.795	NA	2.547	NA	2.881	NA	3.829	NA	2.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.121	NA	NA	NA	NA
1783	4.115	NA	NA	2.592	NA	NA	NA	3.346	NA	NA	NA	2.192	1.745	2.62	NA	1.792	NA	1.97	NA	3.34	NA	2.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.509	NA	NA	NA	NA
1784	4.764	NA	NA	3.062	NA	NA	NA	3.169	NA	NA	NA	1.939	2.658	3.029	NA	2.729	NA	2.894	NA	3.836	NA	2.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.564	NA	NA	NA	NA
1785	3.294	NA	NA	2.097	NA	NA	0.678	2.201	NA	NA	NA	2.764	1.872	2.085	NA	1.8	NA	1.954	NA	2.931	NA	1.487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA
1786	4.463	NA	3.461	3.776	NA	NA	4.881	4.318	NA	NA	NA	2.282	2.481	2.881	NA	3.01	NA	3.278	NA	3.761	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.646	NA	NA	NA	NA
1787	3.127	NA	3.311	3.864	NA	NA	4.907	4.57	NA	NA	NA	1.971	2.159	3.331	NA	2.921	NA	3.295	NA	3.628	NA	2.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.098	NA	NA	NA	NA
1788	3.411	NA	2.526	3.027	NA	NA	3.341	4.167	NA	NA	NA	1.99	1.843	2.774	NA	2.05	NA	1.84	NA	2.298	NA	1.828	NA	NA	NA	NA	NA	1.755	NA	NA	NA	NA	2.39	NA	NA	NA	NA
1789	3.214	NA	2.781	3.516	NA	NA	3.519	4.742	NA	NA	NA	1.959	2.074	2.907	NA	2.301	NA	2.283	NA	2.133	NA	1.908	NA	NA	NA	NA	NA	1.149	NA	NA	NA	NA	2.679	NA	NA	NA	NA
1790	1.92	NA	0.983	1.456	NA	NA	1.44	1.612	NA	NA	NA	0.968	0.991	1.282	NA	1.057	NA	0.971	NA	1.057	NA	0.886	NA	NA	NA	NA	NA	3.452	NA	NA	NA	NA	1.069	NA	NA	NA	0.912
1791	2.683	NA	1.737	2.984	NA	NA	2.295	2.525	NA	NA	NA	1.362	1.346	2.201	NA	1.863	NA	1.449	NA	1.442	NA	1.195	NA	NA	NA	NA	NA	2.207	NA	NA	NA	NA	1.538	NA	NA	NA	1.997
1792	1.528	NA	1.061	1.691	NA	NA	1.518	1.628	NA	NA	NA	0.78	0.917	1.49	NA	1.024	NA	0.926	NA	0.83	NA	1.071	NA	NA	NA	NA	NA	1.799	NA	NA	NA	NA	1.182	NA	NA	NA	1.922
