# Bonney - Wilcox CA (Site 15) - BEPA - ITRDB CANA671
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36616
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36616.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: trends, Vegetation Reconstruction
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana671-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana671-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana671.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana671.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-06-17
#--------------------
# File_Last_Modified_Date
#   Date: 2022-06-17
#--------------------
# Title
#   Study_Name: Bonney - Wilcox CA (Site 15) - BEPA - ITRDB CANA671
#--------------------
# Investigators
#   Investigators: Bonney, M.T.; He, H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-09-08.
#--------------------
# Publication
#   Authors: Mitchell T. Bonney and Yuhong He
#   Journal_Name: International Journal of Applied Earth Observations and Geoinformation
#   Published_Title: Temporal connections between long-term Landsat time-series and tree-rings in an urban-rural temperate forest
#   Published_Date_or_Year: 2021
#   Volume: 103
#   Pages: 
#   Issue: 
#   Report_Number: 102523
#   DOI: https://doi.org/10.1016/j.jag.2021.102523
#   Full_Citation: None
#   Abstract: Time-series of satellite-derived vegetation proxies and tree-rings widths (TRW) are similar, providing temporal records of forest productivity change from different perspectives and processes. Previous research on this relationship has focused on temperature or moisture limited coniferous forests, using lower spatial resolution (e.g., 8000 m) satellites and normalized difference vegetation index (NDVI) to test relationships over 15-30 years. There is an opportunity to leverage recent advances in building Landsat (30 m) time-series to expand comparisons into new forest types (e.g., coniferous vs. deciduous), areas (e.g., fragmented forests) and over longer periods (e.g., nearly 50 years). However, a better understanding of factors that influence relationship strength is required. We compared tree-ring measurements, converted to a ring width index (RWI), and Landsat tasseled cap angle (TCA) derived canopy cover (CC) from 1972 to 2018 across 16 deciduous, mixed, and coniferous stands in southern Ontario, Canada. For all chronologies, overall relationship strength was assessed with correlation approaches (RWI-CC, both vs. climate), and shorter-term increase-decline trends were compared with segmented regression. There were significant forest type differences, with coniferous chronologies correlating stronger with CC than deciduous. Deciduous chronologies and CC had opposite connections with summer temperature, with climate warming increasing CC and coniferous RWI but not deciduous RWI from 1980 to 2010. More recent decline at most sites appears related to a major ice storm, but multiple factors may be coexisting. We tested the utility of tree-rings for validating nearly 50 years of Landsat-observed change in urban-rural temperate forests, identifying useful connections at coniferous sites. However, there are limitations to comparing long-term Landsat time-series (based on yearly summer data) with annual tree-ring growth.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada (NSERC)
#   Grant: RGPIN-386183
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council (NSERC) Postgraduate Fellowship
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Centre for Urban Environments
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wilcox CA (Site 15)
#   Location: Canada
#   Northernmost_Latitude: 43.876667
#   Southernmost_Latitude: 43.876667
#   Easternmost_Longitude: -80.137778
#   Westernmost_Longitude: -80.137778
#   Elevation_m: 450
#--------------------
# Data_Collection
#   Collection_Name: CANA671
#   First_Year: 1940
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Betula papyrifera Marsh.
#   Common_Name: paper birch
#   Tree_Species_Code: BEPA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 1515a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1515a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1515b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1515b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1501b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1501b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1523a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1523a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1523b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1523b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1524a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1524a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1524b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1524b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1526a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1526a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1526b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1526b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1527b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1527b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1529a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1529a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1529b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1529b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1530a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1530a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1530b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1530b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1503b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1503b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1508a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1508a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1508b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1508b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	1515a_raw	1515b_raw	1501b_raw	1523a_raw	1523b_raw	1524a_raw	1524b_raw	1526a_raw	1526b_raw	1527b_raw	1529a_raw	1529b_raw	1530a_raw	1530b_raw	1503b_raw	1508a_raw	1508b_raw
1940	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	1.155	NA	NA	NA	1.222	NA	NA
1941	NA	NA	NA	NA	NA	NA	NA	NA	1.529	NA	1.836	1.758	NA	NA	1.656	1.547	NA
1942	3.005	NA	NA	4.2	NA	NA	NA	NA	1.295	NA	1.739	1.888	NA	0.954	1.525	1.75	NA
1943	2.183	NA	NA	2.393	NA	NA	NA	1.287	1.143	NA	1.83	1.887	NA	1.11	1.835	1.487	NA
1944	1.315	NA	NA	1.917	2.358	1.299	NA	1.438	1.229	2.052	1.635	1.763	NA	0.98	1.555	1.453	NA
1945	1.084	2.175	NA	2.086	2.678	2.336	NA	1.445	1.307	2.342	2.113	1.765	NA	1.4	1.869	2.19	NA
1946	1.679	1.909	NA	3.309	3.347	2.185	NA	1.697	1.855	2.572	2.59	2.337	NA	1.268	1.819	2.028	NA
1947	2.273	2.91	NA	4.692	4.815	3.227	NA	2.431	2.782	3.279	3.682	3.601	NA	2.201	2.685	3.231	NA
1948	0.775	1.017	2.151	2.609	2.667	2.443	2.502	1.227	1.485	2.509	0.575	1.408	NA	1.303	2.056	1.736	NA
1949	2.567	2.733	2.748	2.91	3.347	2.384	2.324	1.52	1.725	3.24	2.66	2.352	NA	1.184	2.497	2.254	NA
1950	2.097	2.368	2.156	2.924	2.91	2.428	2.176	2.079	2.352	2.475	3.458	2.25	NA	1.438	2.392	2.022	NA
1951	2.611	2.899	2.561	3.221	2.842	2.203	2.36	2.628	2.934	3.13	4.098	2.727	NA	1.766	2.328	2.085	NA
1952	3.349	3.707	3.945	3.452	3.678	2.446	1.913	2.467	2.825	3.547	3.695	2.504	NA	1.814	2.456	1.958	NA
1953	2.576	2.713	2.231	3.537	3.382	2.022	1.789	2.032	3.144	3.132	2.792	2.01	NA	1.561	2.19	1.661	NA
1954	2.024	2.879	1.79	2.787	2.567	1.471	1.786	1.604	2.349	2.572	2.392	1.832	NA	1.055	2.011	1.556	NA
1955	2.805	3.696	2.351	2.88	2.824	2.552	2.039	2.129	2.647	3.363	2.434	2.439	NA	1.06	2.508	1.546	NA
1956	2.725	3.143	1.565	2.186	2.991	2.309	1.411	1.876	2.585	2.306	1.62	1.918	NA	1.366	2.15	1.133	NA
1957	1.805	3.193	1.822	1.873	2.977	1.323	0.869	2.074	2.35	1.925	1.673	1.304	1.463	0.911	1.841	0.825	NA
1958	2.456	2.789	1.813	2.222	3.467	1.313	1.081	1.821	2.18	1.838	1.717	1.521	1.533	1.261	2.117	1.143	2.325
1959	1.631	1.602	1.952	2.17	3.925	1.683	1.08	1.714	1.842	2.308	2.25	1.842	1.628	0.995	2.529	1.143	2.361
1960	1.926	2.023	1.54	1.514	2.371	2.403	1.598	1.185	1.386	1.78	2.881	1.684	3.461	1.144	1.239	0.932	2.287
1961	1.386	1.625	1.578	1.686	2.182	1.122	1.673	1.323	1.376	1.504	1.262	0.826	1.91	0.328	1.312	1.175	1.936
1962	0.762	0.724	0.809	0.667	0.948	0.201	0.212	0.593	0.55	0.955	0.552	0.554	0.307	0.169	0.656	0.455	0.752
1963	1.545	0.877	0.753	1.006	1.737	0.667	0.868	1.704	1.397	1.452	0.753	0.457	0.629	0.223	1.037	0.689	1.06
1964	1.948	1.313	1.919	1.842	2.949	1.472	1.92	2.265	2.498	3.085	1.398	1.736	1.549	0.901	1.81	1.347	2.067
1965	1.46	1.397	2.143	1.847	3.238	1.609	1.43	2.371	2.402	3.956	1.758	2.4	1.701	1.259	3.016	1.334	2.576
1966	1.05	1.078	2.035	2.219	2.278	1.97	1.464	2.16	1.694	3.874	1.316	1.326	1.868	0.911	1.556	1.07	1.876
1967	1.287	1.478	1.916	2.524	2.385	1.545	1.303	2.54	1.513	2.509	1.485	1.447	1.603	1.122	2.149	1.071	2.853
1968	1.515	1.732	1.558	1.769	2.284	0.89	0.944	2.182	2.106	1.662	1.805	1.291	1.869	1.789	1.928	1.033	1.872
1969	1.561	2.113	0.892	0.726	1.116	0.466	0.35	2.075	1.451	0.795	0.984	0.542	1.768	1.111	2.18	0.598	1.363
1970	1.399	1.402	0.598	0.529	0.848	0.254	0.254	1.632	1.154	0.69	1.054	0.902	1.333	0.54	1.46	0.498	1.55
1971	1.806	1.753	0.941	0.961	1.179	0.359	0.529	1.46	1.153	0.713	1.359	1.378	0.73	0.804	1.356	0.394	1.844
1972	1.793	1.629	1.515	1.82	2.173	1.228	0.625	1.928	1.577	1.227	1.543	1.524	1.107	1.302	1.821	0.457	1.669
1973	2.057	1.507	1.44	2.329	1.441	1.408	0.456	1.758	1.387	2.14	2.058	1.323	1.919	1.524	2.628	0.522	1.609
1974	2.053	1.867	2.043	2.276	2.142	1.555	0.646	1.875	1.799	2.519	1.528	1.45	2.485	1.894	1.905	0.808	1.681
1975	1.355	1.775	2.773	2.445	2.252	2.085	1.208	2.106	1.705	2.7	2.343	1.249	2.096	1.525	2.626	0.883	1.986
1976	1.738	2.076	1.979	1.46	1.131	1.376	0.66	1.079	1.039	1.705	0.788	0.603	0.677	1.059	1.186	0.582	1.368
1977	2.119	2.522	2.752	2.225	2.44	2.36	1.345	1.822	1.662	1.63	1.289	0.974	1.832	1.28	2.392	1	2.223
1978	2.317	2.971	2.848	2.169	2.084	1.715	0.986	1.217	1.249	1.729	1.196	1.672	1.359	1.122	2.447	1.106	1.954
1979	2.075	2.472	3.091	1.768	2.192	1.591	1.25	1.091	0.752	2.234	1.559	2.032	1.448	1.176	1.989	2.062	1.998
1980	2.243	2.059	3.143	2.583	2.382	1.365	1.664	1.577	1.566	1.217	1.486	2.095	1.434	1.186	1.704	1.222	2.073
1981	1.385	1.605	1.905	1.97	1.541	1.345	1.037	1.578	1.291	2	1.316	1.683	1.496	1.344	1.747	1.195	1.639
1982	2.16	1.517	2.255	2.025	1.93	1.326	0.762	1.476	1.185	1.81	1.508	1.397	1.412	1.26	2.064	0.949	1.345
1983	1.523	1.091	0.921	1.901	1.633	0.71	0.911	1.197	0.784	1.746	0.992	1.249	0.829	0.942	1.545	0.838	1.009
1984	0.901	0.553	1.323	1.75	1.76	0.932	0.946	0.777	0.772	1.557	0.843	1.249	1.702	0.762	2.265	1.285	0.947
1985	0.921	0.574	1.272	2.111	2.288	2.711	1.094	1.09	1.111	1.555	0.865	1.079	1.548	0.794	1.906	1.031	1.109
1986	1.158	1.356	1.686	1.61	2.148	2.106	1.253	2.022	1.43	1.503	0.828	0.995	1.738	0.407	1.79	1.383	0.81
1987	1.455	1.754	1.429	1.842	2.089	2.414	2.747	1.864	1.45	2.054	1.114	1.091	1.963	0.88	2.7	1.435	1.028
1988	1.611	1.684	1.26	2.512	2.047	1.852	1.76	1.294	1.334	1.419	1.314	1.335	1.826	0.688	2.35	1.272	1.445
1989	1.697	1.463	0.88	1.783	2.264	1.95	1.293	0.731	1.164	1.525	0.691	0.698	1.471	1.132	1.471	1.412	1.514
1990	1.56	1.379	1.229	1.413	2.128	1.8	1.028	0.922	1.312	1.809	0.54	0.594	1.704	0.815	1.81	1.679	1.38
1991	1.441	1.314	0.995	1.383	2.022	2.532	1.101	1.006	0.826	1.26	1.675	0.984	1.521	0.91	2.222	2.043	1.346
1992	1.157	1.067	0.604	0.988	0.891	0.647	0.72	1.101	0.814	0.89	1.616	0.701	1.131	0.91	1.186	1.243	1.117
1993	0.826	0.521	0.487	0.395	0.403	0.751	0.476	0.678	0.477	0.614	0.339	0.298	0.342	0.414	0.695	0.827	0.87
1994	1.007	0.88	0.825	0.339	0.34	0.836	0.487	0.826	0.582	0.666	0.539	0.341	0.511	0.404	0.73	0.772	0.923
1995	1.324	0.873	0.868	0.339	0.571	1.143	0.614	0.953	0.497	0.434	0.561	0.446	0.941	1.048	1.164	1.038	0.921
1996	1.418	1.231	1.132	0.297	0.519	0.954	0.889	0.87	0.498	0.425	1.238	0.704	0.893	0.593	1.312	0.986	1.058
1997	1.369	1.135	0.859	1.061	1.219	1.312	0.933	1.714	1.693	0.91	1.285	1.403	3.029	0.772	1.81	1.103	1.345
1998	1.358	0.974	0.847	1.059	1.058	1.081	0.911	1.376	0.723	1.079	0.805	1.444	3.101	0.635	1.134	0.678	1.358
