# González-Cásares - DUPC - PICH - ITRDB MEXI115
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/24512
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-24512.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi115-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi115.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi115.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2018-06-28
#--------------------
# File_Last_Modified_Date
#   Date: 2018-06-28
#--------------------
# Title
#   Study_Name: González-Cásares - DUPC - PICH - ITRDB MEXI115
#--------------------
# Investigators
#   Investigators: González-Cásares, M.; Pompa-García, M.; Camarero, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-25. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: Marcos González-Cásares, Marín Pompa-García, J. Julio Camarero
#   Journal_Name: Trees - Structure and Function
#   Published_Title: Differences in climate-growth relationship indicate diverse drought tolerances among five pine species coexisting in Northwestern Mexico
#   Published_Date_or_Year: 2017
#   Volume: 31
#   Pages: 531-544
#   Issue: 2
#   Report_Number: 
#   DOI: 10.1007/s00468-016-1488-0
#   Full_Citation: None
#   Abstract: Climate warming could intensify drought stress in NW Mexico mountains as the Sierra Madre Occidental which are not only centers of pine diversification but also subject to a high hydroclimatic variability. In this region, rainfall and thus forest growth depend on changes in sea-surface temperatures (SST) across the equatorial Pacific related to the El Nino Southern Oscillation (ENSO). Winter moist-cool conditions usually correspond to El Nino episodes characterized by warm SSTs in the equatorial Pacific, whilst dry winters correspond to cold SSTs (La Nina). Consequently, growth responsiveness to dry spells could be used as a proxy of forest vulnerability to increased drought stress. Here, we characterize the growth responsiveness of five coexisting Mexican pine species to hydroclimate, drought, and the ENSO using dendrochronology. Pinus lumholtzii and P. durangensis showed a low responsiveness to maximum temperatures and drought, whereas others as P. arizonica, P. engelmannii, and P. leiophylla were very responsive. Among these drought-sensitive pine species, we found responses to ca. half- (e.g. P. engelmannii) and 1-year long (e.g. P. arizonica) droughts. The most responsive species to drought, P. arizonica and P. leiophylla, were also those showing a higher association between ENSO-related indices and growth. Wet and cool winter and spring conditions, linked to warm SSTs over the equatorial Pacific, were the main hydroclimate factors enhancing growth. Pine species presented different growth responsiveness to drought which suggests that they present diverse tolerances to water shortage. This implies that coexisting pine species will differently face the more arid conditions forecasted for many drought-prone areas.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: DUPC
#   Location: Chihuahua
#   Northernmost_Latitude: 27.045
#   Southernmost_Latitude: 27.045
#   Easternmost_Longitude: -107.08
#   Westernmost_Longitude: -107.08
#   Elevation_m: 1390
#--------------------
# Data_Collection
#   Collection_Name: MEXI115
#   First_Year: 1918
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus leiophylla var. chihuahuana (Engelm.)
#   Common_Name: Shaw  chihuahua pine
#   Tree_Species_Code: PICH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DUPL052A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL052A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL052B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL052B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL053A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL053A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL053B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL053B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL054A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL054A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL054B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL054B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL056A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL056A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL056B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL056B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL123A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL123A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL123B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL123B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL124A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL124A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL125A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL125A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL126A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL126A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL126B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL126B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL127A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL127A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL127B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL127B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL128A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL128A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL128B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL128B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DUPL052A_raw	DUPL052B_raw	DUPL053A_raw	DUPL053B_raw	DUPL054A_raw	DUPL054B_raw	DUPL056A_raw	DUPL056B_raw	DUPL123A_raw	DUPL123B_raw	DUPL124A_raw	DUPL125A_raw	DUPL126A_raw	DUPL126B_raw	DUPL127A_raw	DUPL127B_raw	DUPL128A_raw	DUPL128B_raw
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	1.88	NA	NA	NA	NA	NA	NA
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	1.84	NA	NA	NA	NA	NA	NA
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1.67	NA	NA	NA	NA	NA	NA
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	1.81	NA	NA	NA	NA	NA	NA
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	2.22	NA	NA	NA	NA	NA	NA
1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	1.46	NA	NA	NA	NA	NA	NA
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.55	NA	NA	NA	NA	NA	NA
1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	1.23	NA	NA	NA	NA	NA	NA
1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.41	NA	NA	NA	NA	NA	NA
1942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	1.53	NA	NA	NA	NA	NA	NA
1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	0.82	NA	4.23	NA	NA	NA	NA
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	1.68	NA	3.61	NA	NA	NA	NA
1945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	2.76	NA	3.61	NA	NA	NA	NA
1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	2.08	4.15	3.16	NA	NA	NA	NA
1947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82	1.98	4.02	2.76	NA	NA	NA	NA
1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	2.6	3.41	2.89	NA	NA	NA	NA
1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	2.04	3.59	2.68	NA	NA	NA	NA
1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56	1.85	3.99	2.23	NA	NA	NA	NA
1951	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	2.14	1.6	2.59	1.82	NA	NA	NA	NA
1952	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	1.89	1.13	2.58	1.87	NA	NA	NA	NA
1953	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	2.64	1.73	2.69	2.24	NA	NA	NA	NA
1954	NA	NA	NA	NA	NA	NA	NA	NA	2.87	NA	3.9	1.46	2.68	2.02	NA	NA	NA	NA
1955	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	5.17	1.28	3.34	2.79	NA	NA	NA	NA
1956	NA	NA	NA	NA	NA	NA	NA	NA	4.17	4.6	6.77	1.31	3.37	3.72	NA	NA	NA	NA
1957	NA	NA	NA	NA	NA	NA	NA	NA	4.61	5.05	7.4	1.4	2.7	3.77	NA	NA	NA	NA
1958	NA	NA	NA	NA	NA	NA	NA	NA	5.33	5.51	5.59	0.73	4.42	5.97	NA	NA	NA	NA
1959	NA	NA	2.7	NA	NA	NA	NA	NA	3.67	3.25	5.45	1.64	3.88	4.69	NA	NA	NA	NA
1960	NA	NA	1.65	NA	NA	1.77	NA	NA	2.78	2.98	4.7	1.26	2.81	3.4	NA	NA	NA	NA
1961	NA	NA	3.71	2.84	NA	1.82	NA	NA	2.71	2.42	4.32	1.07	2.71	2.91	NA	NA	NA	NA
1962	NA	NA	2.34	5.54	2.2	1.79	NA	NA	3.57	3.21	3.65	0.87	2.7	4.55	NA	NA	NA	NA
1963	NA	NA	3.23	3.18	1.7	0.8	NA	NA	2.17	2.25	3.27	1.13	2.95	3.08	1.92	NA	NA	NA
1964	4.82	NA	4.8	2.4	2.39	2.03	NA	NA	2.57	2.59	2.14	1.58	3.44	4.23	1.96	NA	NA	NA
1965	5.24	NA	3.82	5.24	2.7	1.72	NA	NA	1.57	1.37	2.68	1.85	2.31	2.6	1.05	NA	NA	NA
1966	6.25	NA	5.37	6.29	2.08	2.63	NA	NA	3.49	4.12	1.95	0.87	2.83	3.17	1.7	NA	NA	NA
1967	5.35	2.85	4.74	6.23	2.34	1.8	NA	NA	1.92	2.01	1.98	1.67	2.66	2.86	1.36	NA	NA	NA
1968	4.72	2.81	4.16	2.08	2.18	3.17	NA	NA	3.89	2.92	1.79	1.34	3.33	3.28	1.87	2.66	NA	NA
1969	2.76	4.5	3.47	4.26	2.1	1.11	NA	NA	1.85	1.79	1.26	2.07	2.78	2.26	1.3	2.43	NA	NA
1970	7.84	3.56	4.45	5.66	1.29	1.91	NA	NA	2.01	1.98	1.08	1.61	2.15	1.7	1.22	1.71	NA	NA
1971	1.42	4.18	2.47	4.06	1.69	1.07	NA	NA	1.59	1.19	2.17	1.9	1.83	1.37	3.63	2.15	NA	NA
1972	4.29	5.18	5.54	7.99	1.07	1.29	NA	NA	3	2.43	1.22	1.25	2.61	2.02	4.47	5.86	NA	NA
1973	1.82	3.92	4.98	6.71	1.26	0.94	NA	NA	2.99	2.14	1.66	1.64	3.44	2.09	3.04	4.04	NA	5.92
1974	1.19	1.12	1.71	2.6	1.19	1.08	NA	NA	0.71	0.83	1.12	1.75	1.16	0.87	0.97	1.53	NA	2.55
1975	4.07	3.02	3.98	5.5	1	1.87	NA	NA	2.13	1.31	1.56	1.37	2.65	1.69	1.89	3.4	NA	5.49
1976	4.51	2.88	3.05	4.61	2.64	0.69	NA	1.02	1.45	1.08	1.05	0.97	1.75	1.04	2.2	2.6	5.42	5.17
1977	6.17	4.33	5.82	7.94	2.11	2.48	1.91	0.98	3.36	2.76	1.86	1.46	3.37	1.98	2.91	4.07	9.63	8.23
1978	1.62	2.04	2.85	2.86	1.62	1.77	1.85	0.69	1.45	0.96	0.64	0.77	1.88	0.79	1.45	1.54	2.65	2.68
1979	4.21	3.87	6.73	6.12	3.77	4.54	2.8	2.74	3.84	2.53	1.3	1.61	3.92	2.48	4.23	5.48	9.35	9.63
1980	1.51	1.83	1.84	2.56	0.56	0.94	1.2	2	1.19	0.93	1.01	1	1.8	1.02	1.88	1.8	2.72	2.85
1981	4.76	2.94	4.94	6.08	3.83	3.58	2.25	3.53	2.7	1.98	1.43	2.03	4.4	2.08	4.32	4.9	8.3	7.32
1982	1.86	1.35	1.72	2.16	0.84	1.1	1.59	1.43	0.93	0.48	0.98	0.81	2.44	1.2	0.65	1.34	2.21	2.28
