# Villanueva - Manuel Doblado - TAMU - ITRDB MEXI088
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/20893
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-20893.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi088-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi088.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi088.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-07-27
#--------------------
# File_Last_Modified_Date
#   Date: 2016-07-27
#--------------------
# Title
#   Study_Name: Villanueva - Manuel Doblado - TAMU - ITRDB MEXI088
#--------------------
# Investigators
#   Investigators: Villanueva, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: David W. Stahle, Edward R. Cook, Dorian J. Burnette, Jose Villanueva, Julian Cerano, Jordan N. Burns, Daniel Griffin, Benjamin I. Cook, Rodolfo Acuna, Max C.A. Torbenson, Paul Sjezner, Ian M. Howard
#   Journal_Name: Quaternary Science Reviews
#   Published_Title: The Mexican Drought Atlas: Tree-ring reconstructions of the soil moisture balance during the late pre-Hispanic, colonial, and modern eras
#   Published_Date_or_Year: 2016
#   Volume: 149
#   Pages: 34-60
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.quascirev.2016.06.018
#   Full_Citation: None
#   Abstract: Mexico has suffered a long history and prehistory of severe sustained drought. Drought over Mexico is modulated by ocean-atmospheric variability in the Atlantic and Pacific, raising the possibility for long-range seasonal climate forecasting, which could help mediate the economic and social impacts of future dry spells. The instrumental record of Mexican climate is very limited before 1920, but tree-ring chronologies developed from old-growth forests in Mexico can provide an excellent proxy representation of the spatial pattern and intensity of past moisture regimes useful for the analysis of climate dynamics and climate impacts. The Mexican Drought Atlas (MXDA) has been developed from an extensive network of 252 climate sensitive tree-ring chronologies in and near Mexico. The MXDA reconstructions extend from 1400 CE-2012 and were calibrated with the instrumental summer (JJA) self-calibrating Palmer Drought Severity Index (scPDSI) on a 0.5 latitude/longitude grid extending over land areas from 14 to 34N and 75-120W using Ensemble Point-by-Point Regression (EPPR) for the 1944-1984 period. The grid point reconstructions were validated for the period 1920-1943 against instrumental gridded scPDSI values based on the fewer weather station observations available during that interval. The MXDA provides a new spatial perspective on the historical impacts of moisture extremes over Mexico during the past 600-years, including the Aztec Drought of One Rabbit in 1454, the drought of El Ano de Hambre in 1785-1786, and the drought that preceded the Mexican Revolution of 1909-1910. # The El Nino/Southern Oscillation (ENSO) is the most important ocean-atmospheric forcing of moisture variability detected with the MXDA. In fact, the reconstructions suggest that the strongest central equatorial Pacific sea surface temperature (SST) teleconnection to the soil moisture balance over North America may reside in northern Mexico. This ENSO signal has stronger and more time-stable correlations than computed for either the Atlantic Multidecadal Oscillation or Pacific Decadal Oscillation. The extended Multivariate ENSO Index is most highly correlated with reconstructed scPDSI over northern Mexico, where warm events favor moist conditions during the winter, spring, and early summer. This ENSO teleconnection to northern Mexico has been strong over the past 150 years, but it has been comparatively weak and non-stationary in the MXDA over central and southern Mexico where eastern tropical Pacific and Caribbean/tropical Atlantic SSTs seem to be more important. The ENSO teleconnection to northern Mexico is weaker in the available instrumental PDSI, but analyses based on the millennium climate simulations with the Community Earth System Model suggest that the moisture balance during the winter, spring, and early summer over northern Mexico may indeed be particularly sensitive to ENSO forcing. Nationwide drought is predicted to become more common with anthropogenic climate change, but the MXDA reconstructions indicate that intense "All Mexico" droughts have been rare over the past 600 years and their frequency does not appear to have increased substantially in recent decades.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Manuel Doblado
#   Location: Mexico
#   Northernmost_Latitude: 20.654
#   Southernmost_Latitude: 20.654
#   Easternmost_Longitude: -101.884
#   Westernmost_Longitude: -101.884
#   Elevation_m: 1721
#--------------------
# Data_Collection
#   Collection_Name: MEXI088
#   First_Year: 1770
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Taxodium mucronatum Ten.
#   Common_Name: Montezuma cypress
#   Tree_Species_Code: TAMU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MDO16C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO16C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO32A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO32A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO32B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO32B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO33A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO33A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO36A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO36A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO37A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO37A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO37B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO37B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO37C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO37C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO37D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO37D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO38A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO38A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO38B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO38B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO39A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO39A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO39B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO39B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO44B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO44B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO48A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO48A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO49B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO49B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO50A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO50A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO51B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO51B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO52A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO52A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO52B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO52B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO53A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO53A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO53B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO53B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO56B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO56B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO57A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO57A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO57B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO57B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO61A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO61A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO61B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO61B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO62B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO62B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO64B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO64B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO69A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO69A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO70B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO70B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO72A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO72A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO72B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO72B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO73A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO73A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO74A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO74A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDO80A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDO80A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MDO16C_raw	MDO32A_raw	MDO32B_raw	MDO33A_raw	MDO36A_raw	MDO37A_raw	MDO37B_raw	MDO37C_raw	MDO37D_raw	MDO38A_raw	MDO38B_raw	MDO39A_raw	MDO39B_raw	MDO44B_raw	MDO48A_raw	MDO49B_raw	MDO50A_raw	MDO51B_raw	MDO52A_raw	MDO52B_raw	MDO53A_raw	MDO53B_raw	MDO56B_raw	MDO57A_raw	MDO57B_raw	MDO61A_raw	MDO61B_raw	MDO62B_raw	MDO64B_raw	MDO69A_raw	MDO70B_raw	MDO72A_raw	MDO72B_raw	MDO73A_raw	MDO74A_raw	MDO80A_raw
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.663	0.495
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.197	0.429
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.269	0.641
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.861	1.082
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.064	0.691
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.964	0.636
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686	0.6
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.661	0.796
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.835	0.48
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.841	0.684
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.777	0.475
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.508	0.364
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.371	0.428
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521	0.16
1784	NA	NA	NA	NA	4.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.211	0.177
1785	NA	NA	NA	NA	4.976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.208	0.095
1786	NA	NA	NA	NA	5.564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167	0.115
1787	NA	NA	NA	NA	6.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.629	0.324
1788	NA	NA	NA	NA	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.315	0.156
1789	NA	NA	NA	NA	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.31
1790	NA	NA	NA	NA	3.152	NA	NA	0.603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.368	0.109
1791	NA	NA	NA	NA	2.435	NA	NA	0.898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.762	3.763
1792	6.589	NA	NA	NA	7.057	NA	NA	0.678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.041	2.66
1793	4.32	NA	NA	NA	4.189	NA	NA	0.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.202	3.194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.944	1.319
1794	4.478	NA	NA	NA	4.696	NA	NA	0.773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.311	3.569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.114	1.513
1795	5.216	NA	NA	NA	3.797	NA	NA	0.552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.423	2.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.246	0.95
1796	4.17	NA	NA	NA	3.56	NA	NA	0.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.055	1.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.034	0.915
1797	3.496	NA	NA	NA	2.895	NA	NA	0.446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.694	0.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.166	0.731
1798	3.017	NA	NA	NA	2.1	NA	NA	0.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565	0.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.371	0.545
1799	1.827	NA	NA	NA	2.798	NA	NA	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.359	0.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.436	0.535
1800	2.468	NA	NA	NA	3.972	NA	NA	0.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.771	0.912
1801	2.139	NA	NA	NA	2.704	NA	NA	0.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781	0.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.568	0.642
1802	2.91	NA	NA	NA	3.698	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.733	1.684
1803	2.681	NA	NA	NA	4.155	NA	NA	0.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.881	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.495	1.753
1804	3.681	NA	NA	NA	3.395	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.406	1.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	1.187
1805	2.968	NA	NA	NA	1.327	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.945	0.917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.547	0.687
1806	2.166	NA	NA	NA	1.624	NA	NA	0.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.705	0.692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.236
1807	2.257	NA	NA	NA	2.286	NA	NA	0.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.728	0.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.368	0.326
1808	1.062	NA	NA	NA	0.995	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.767	0.783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111	0.101
1809	3.422	NA	NA	NA	2.591	NA	NA	0.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.598	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.631	0.595
1810	3.776	NA	NA	NA	2.215	NA	1.146	0.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	1.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.622	0.72
1811	5.508	NA	NA	NA	2.398	NA	1.33	0.477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.952
1812	6.617	NA	NA	NA	3.322	NA	1.708	0.411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.661	1.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.354	1.248
1813	4.694	NA	NA	NA	3.39	NA	2.642	0.382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.581	0.363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.147	1.075
1814	2.86	NA	NA	NA	2.987	NA	1.679	0.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618	0.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998	0.993
1815	2.861	NA	NA	NA	4.004	NA	1.046	0.498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.489	0.362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.237	1.465
1816	2.613	NA	NA	NA	4.033	NA	1.423	0.253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.641	1.771
1817	2.128	NA	NA	NA	3.711	NA	0.648	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.229	0.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.547	0.94
1818	2.869	NA	NA	NA	4.022	NA	0.606	0.501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.478	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.405	0.812
1819	3.469	NA	NA	NA	3.892	NA	0.508	0.498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.434	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517	0.652
1820	4.586	NA	NA	NA	4.983	NA	0.421	0.236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361	0.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.701	0.72
1821	4.088	NA	NA	NA	4.241	NA	0.387	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	0.569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.944	0.981
1822	3.409	NA	NA	NA	3.986	NA	0.654	0.628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.479	0.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.852	0.691
1823	3.891	NA	NA	NA	2.25	NA	0.828	0.103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.306	0.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.223	0.28
