# Stahle - Mesa de Campanero - ABSP - ITRDB MEXI032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4899
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4899.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi032-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Stahle - Mesa de Campanero - ABSP - ITRDB MEXI032
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Cleaveland, M.K.; Burns, B.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mesa de Campanero
#   Location: Mexico
#   Northernmost_Latitude: 28.33
#   Southernmost_Latitude: 28.33
#   Easternmost_Longitude: -109.05
#   Westernmost_Longitude: -109.05
#   Elevation_m: 2160
#--------------------
# Data_Collection
#   Collection_Name: MEXI032
#   First_Year: 1806
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies spp. Mill.
#   Common_Name: fir
#   Tree_Species_Code: ABSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CAM01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM14C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM14C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM28B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM30B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM30B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM37A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM37A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM37B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM37B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM46A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM46A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CAM01A_raw	CAM01B_raw	CAM04A_raw	CAM04B_raw	CAM05A_raw	CAM10A_raw	CAM10B_raw	CAM11A_raw	CAM11B_raw	CAM14A_raw	CAM14B_raw	CAM14C_raw	CAM15A_raw	CAM15B_raw	CAM16A_raw	CAM16B_raw	CAM18A_raw	CAM18B_raw	CAM22A_raw	CAM22B_raw	CAM27A_raw	CAM28B_raw	CAM30A_raw	CAM30B_raw	CAM37A_raw	CAM37B_raw	CAM46A_raw
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.149	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.954	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.058	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.062	1.003	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	0.658	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.714	0.927	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943	1.036	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.803	1.346	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.253	1.708	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.352	1.975	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.558	1.151	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.187	0.734	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.683	0.644	0.44	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.596	0.494	0.263	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.692	0.803	0.312	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	1.613	0.857	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.276	1.704	0.819	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.72	0.937	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.865	1.63	0.599	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.076	1.198	0.581	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.836	1.75	1.445	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.544	1.556	0.822	NA	NA	NA	NA	NA	NA
1829	NA	2.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.447	1.654	0.868	NA	NA	NA	NA	NA	NA
1830	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.901	1.802	0.669	NA	NA	NA	NA	NA	NA
1831	NA	1.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.802	1.579	0.719	NA	NA	NA	NA	NA	NA
1832	1.111	1.552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.982	NA	NA	NA	NA	NA	2.09	1.943	0.84	NA	NA	NA	NA	NA	NA
1833	2.45	3.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	3.489	2.547	1.996	NA	NA	NA	NA	NA	NA
1834	1.523	2.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.993	2.69	NA	NA	NA	NA	NA	2.771	2.866	1.856	2.394	NA	NA	NA	NA	NA
1835	1.638	2.983	NA	NA	NA	NA	NA	NA	NA	NA	1.981	2.198	2.677	NA	NA	NA	NA	NA	2.203	2.236	1.645	2.46	NA	NA	NA	NA	NA
1836	1.513	1.975	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1.76	1.846	NA	NA	NA	NA	NA	1.457	1.79	1.225	1.917	NA	NA	NA	NA	NA
1837	1.657	2.01	NA	NA	NA	NA	NA	NA	NA	NA	1.587	1.765	2.362	NA	NA	NA	NA	NA	2.202	1.938	0.891	2.255	NA	NA	NA	NA	NA
1838	1.478	1.395	NA	NA	NA	NA	NA	NA	1.213	NA	1.335	1.445	1.97	NA	NA	NA	NA	NA	1.362	1.292	0.32	1.83	NA	NA	3.042	NA	NA
1839	2.083	1.595	NA	NA	NA	NA	NA	NA	2.144	NA	1.86	1.741	2.5	2.451	NA	NA	NA	NA	2.849	1.77	0.958	2.664	NA	NA	3.023	NA	NA
1840	1.319	1.328	NA	NA	NA	NA	NA	NA	1.089	NA	0.912	1.02	1.878	1.9	NA	NA	NA	NA	1.486	1.598	0.742	2.119	NA	NA	2.151	NA	NA
1841	1.024	1.531	NA	NA	NA	NA	NA	1.207	1.206	0.944	0.823	0.892	1.633	1.906	NA	NA	NA	NA	1.32	0.989	0.578	1.124	NA	NA	1.508	1.575	NA
1842	1.453	1.917	NA	NA	NA	NA	NA	1.589	1.578	0.961	1.117	1.307	2.055	2.548	NA	NA	NA	NA	1.12	1.198	0.568	1.972	NA	NA	2.001	1.736	NA
1843	1.629	2.911	NA	NA	NA	NA	NA	2.493	2.086	1.369	1.217	1.321	2.749	2.644	NA	NA	NA	NA	1.675	1.649	0.852	1.742	NA	NA	2.294	2.358	NA
1844	1.892	3.028	NA	NA	NA	NA	NA	2.274	2.135	1.489	1.094	1.657	2.606	2.207	NA	NA	NA	NA	1.427	1.561	0.982	2.136	NA	NA	2.21	2.509	NA
1845	2.12	2.824	NA	NA	NA	NA	NA	1.634	1.44	1.216	0.986	1.147	2.492	1.935	NA	NA	NA	NA	1.255	1.424	0.721	1.969	NA	NA	1.746	1.888	NA
1846	2.343	3.176	NA	NA	NA	NA	NA	2.309	2.154	1.355	1.211	1.174	2.276	2.078	NA	NA	NA	NA	1.608	1.466	0.894	1.703	NA	NA	1.584	1.769	NA
1847	1.656	1.918	NA	NA	NA	NA	NA	1.268	1.224	1.137	0.629	1.006	1.508	1.421	NA	NA	NA	NA	0.955	0.891	0.891	1.499	NA	NA	1.23	1.593	NA
1848	2.483	3.116	NA	NA	NA	NA	NA	1.721	1.945	1.111	0.877	1.086	2.46	1.912	NA	NA	NA	NA	1.164	1.064	1.223	1.436	NA	NA	1.026	1.467	NA
1849	2.765	2.997	NA	NA	NA	NA	NA	1.769	1.527	1.314	1.532	0.824	2.066	2.572	NA	NA	NA	NA	1.938	1.391	0.592	1.006	NA	NA	1.336	1.356	NA
1850	2.744	4.336	NA	NA	NA	NA	NA	2.048	1.428	1.404	1.328	1.135	3.027	2.828	NA	NA	NA	NA	2.36	1.667	0.723	1.534	NA	NA	1.791	1.754	NA
1851	2.164	2.802	NA	NA	NA	NA	NA	0.976	0.885	1.013	0.426	0.988	2.436	2.15	NA	NA	NA	NA	2.494	1.603	0.861	1.308	NA	NA	1.356	1.711	NA
