# González-Cásares - DUPC - PIAZ - ITRDB MEXI113
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/24510
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-24510.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi113-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi113.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi113.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2018-06-28
#--------------------
# File_Last_Modified_Date
#   Date: 2018-06-28
#--------------------
# Title
#   Study_Name: González-Cásares - DUPC - PIAZ - ITRDB MEXI113
#--------------------
# Investigators
#   Investigators: González-Cásares, M.; Pompa-García, M.; Camarero, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-25. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: Marcos González-Cásares, Marín Pompa-García, J. Julio Camarero
#   Journal_Name: Trees - Structure and Function
#   Published_Title: Differences in climate-growth relationship indicate diverse drought tolerances among five pine species coexisting in Northwestern Mexico
#   Published_Date_or_Year: 2017
#   Volume: 31
#   Pages: 531-544
#   Issue: 2
#   Report_Number: 
#   DOI: 10.1007/s00468-016-1488-0
#   Full_Citation: None
#   Abstract: Climate warming could intensify drought stress in NW Mexico mountains as the Sierra Madre Occidental which are not only centers of pine diversification but also subject to a high hydroclimatic variability. In this region, rainfall and thus forest growth depend on changes in sea-surface temperatures (SST) across the equatorial Pacific related to the El Nino Southern Oscillation (ENSO). Winter moist-cool conditions usually correspond to El Nino episodes characterized by warm SSTs in the equatorial Pacific, whilst dry winters correspond to cold SSTs (La Nina). Consequently, growth responsiveness to dry spells could be used as a proxy of forest vulnerability to increased drought stress. Here, we characterize the growth responsiveness of five coexisting Mexican pine species to hydroclimate, drought, and the ENSO using dendrochronology. Pinus lumholtzii and P. durangensis showed a low responsiveness to maximum temperatures and drought, whereas others as P. arizonica, P. engelmannii, and P. leiophylla were very responsive. Among these drought-sensitive pine species, we found responses to ca. half- (e.g. P. engelmannii) and 1-year long (e.g. P. arizonica) droughts. The most responsive species to drought, P. arizonica and P. leiophylla, were also those showing a higher association between ENSO-related indices and growth. Wet and cool winter and spring conditions, linked to warm SSTs over the equatorial Pacific, were the main hydroclimate factors enhancing growth. Pine species presented different growth responsiveness to drought which suggests that they present diverse tolerances to water shortage. This implies that coexisting pine species will differently face the more arid conditions forecasted for many drought-prone areas.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: DUPC
#   Location: Chihuahua
#   Northernmost_Latitude: 27.045
#   Southernmost_Latitude: 27.045
#   Easternmost_Longitude: -107.08
#   Westernmost_Longitude: -107.08
#   Elevation_m: 1390
#--------------------
# Data_Collection
#   Collection_Name: MEXI113
#   First_Year: 1916
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus arizonica Engelm.
#   Common_Name: Arizona pine
#   Tree_Species_Code: PIAZ
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DUPA055A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA055A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA055B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA055B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA115A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA115A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA115B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA115B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA116A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA116A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA116B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA116B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA117A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA117A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA117B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA117B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA118A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA118A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA118B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA118B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA119A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA119A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA119B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA119B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA120A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA120A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA120B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA120B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA121A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA121A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA121B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA121B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA122A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA122A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPA122B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPA122B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DUPA055A_raw	DUPA055B_raw	DUPA115A_raw	DUPA115B_raw	DUPA116A_raw	DUPA116B_raw	DUPA117A_raw	DUPA117B_raw	DUPA118A_raw	DUPA118B_raw	DUPA119A_raw	DUPA119B_raw	DUPA120A_raw	DUPA120B_raw	DUPA121A_raw	DUPA121B_raw	DUPA122A_raw	DUPA122B_raw
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.84	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	2.95	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	3.12	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.19	4.37	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	4.57	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.05	2.89	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.24	3.16	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.39	3.5	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	3.45	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06	4.66	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.59	5.47	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.77	6.33	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	4.87	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	4.75	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.47	5.32	NA	NA	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96	4.29	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.21	4.18	NA	NA	NA	NA
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.02	4.77	NA	NA	NA	NA
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.05	3.53	NA	NA	NA	NA
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	2.95	NA	NA	NA	NA
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.16	3.42	NA	NA	NA	NA
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	3.18	NA	NA	NA	NA
1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.78	2.72	NA	NA	NA	NA
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.12	2.21	NA	NA	NA	NA
1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.95	2.89	NA	NA	NA	NA
1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.83	3.59	NA	NA	NA	NA
1942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.88	3.88	NA	NA	NA	NA
1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.73	4.09	NA	NA	NA	NA
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.28	4.61	NA	NA	NA	NA
1945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.49	2.93	NA	NA	NA	6.76
1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.79	2.82	NA	NA	6.77	5.34
1947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	3.22	NA	NA	5.66	4.1
1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	2.75	NA	NA	6.06	5.73
1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.97	2.86	NA	NA	5.63	4.61
1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.63	3.16	NA	NA	7.22	5.92
1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	2.39	NA	NA	6.44	5.32
1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.85	2.54	NA	NA	7.43	5.75
1953	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	1.85	NA	NA	5.46	4.81
1954	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	1.74	NA	NA	5.19	4.85
1955	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	1.71	NA	NA	4.79	3.41
1956	4.79	1.28	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	1.47	1.34	NA	NA	5	3.03
1957	1.3	2.64	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	1.94	1.58	NA	NA	5.24	2.9
1958	2.46	0.75	NA	NA	NA	NA	NA	NA	NA	NA	6.5	6.21	2.77	2.46	NA	NA	4.95	3.64
1959	2.43	1.81	NA	NA	NA	NA	NA	NA	NA	NA	5.06	5.97	1.7	1.85	NA	NA	4.87	2.83
1960	2.56	1.05	2.62	NA	NA	NA	NA	NA	NA	NA	4.56	5.56	1.34	1.42	3.59	NA	6.42	2.76
1961	1.9	1.26	1.74	NA	1.28	NA	NA	NA	NA	NA	4.42	6.17	2.17	1.84	2.59	NA	3.87	2.2
1962	1.72	1.13	1.98	NA	2.72	NA	NA	NA	NA	NA	5.4	6.87	1.77	1.72	2.97	NA	4.22	1.69
1963	1.04	1.17	1.73	NA	2.56	NA	NA	NA	NA	NA	3.79	5.16	1.3	1.35	2.82	NA	3.3	2.08
1964	2.44	1.57	1.55	2.17	1.56	NA	NA	NA	NA	NA	4.65	6.13	1.75	1.66	3.65	3.92	2.39	2.36
1965	1.72	1.53	1.89	1.94	1.29	NA	NA	NA	NA	NA	3.47	4.32	1.18	1.54	2.52	2.44	2.46	1.36
1966	2.63	2.79	2.43	2.58	1.26	NA	NA	NA	NA	NA	4.67	6.19	1.81	1.96	3.2	2.63	3.29	1.78
1967	2.01	2.13	2.54	1.63	1.52	NA	NA	NA	NA	NA	3.24	4.03	1.24	1.25	2.25	2.99	2.88	1.46
1968	1.52	1.6	2.57	2.09	1.15	NA	NA	NA	NA	NA	4.05	4.93	1.51	1.53	2.99	4.67	3.69	1.32
1969	2.94	3	1.83	1.8	1.27	NA	NA	NA	NA	NA	2.75	3.23	0.95	1.36	2.2	3.16	2.58	1.22
1970	2.85	2.2	2.38	2.85	1.46	NA	NA	NA	NA	NA	3.29	3.62	1.43	1.65	2.9	2.59	3.08	1.02
1971	1.57	1.74	1.23	2.53	0.9	NA	NA	NA	NA	5.9	2.04	2.35	1.14	1.06	1.95	2.73	2.68	1.07
1972	3.7	4.13	1.94	2.38	0.89	NA	NA	NA	NA	6.37	2.88	3.12	1.42	1.3	2.69	4	1.61	1.42
1973	5.17	7.67	2.83	2.94	1.58	2.48	NA	NA	NA	6.33	2.84	2.78	1.52	1.34	2.7	5.05	2.29	1.41
1974	1.61	1.99	1.76	1.97	0.82	1.9	NA	NA	NA	3.36	1.88	1.84	0.82	0.81	0.74	2.21	3.12	0.62
1975	3.16	3.4	2.94	3.19	1.65	2.13	NA	NA	NA	5.03	2.94	2.28	1.32	1.19	1.73	3.37	2.24	0.98
1976	2.3	3.08	2.92	3.48	1.19	1.76	NA	NA	5.13	4.76	2.32	2.37	1.16	0.76	2.57	3.46	1.38	1.78
1977	5.93	8.03	6.47	7.25	1.6	2.56	NA	NA	7.63	6.52	2.7	2.99	1.47	1.37	3.85	6.18	2.09	1.75
1978	2.21	3.44	4.69	4.54	1.08	1.57	NA	NA	3.61	2.85	1.74	2.02	0.93	0.87	1.87	3.45	1.88	0.58
1979	6.89	9.63	3.72	4.85	1.7	2.53	NA	NA	5.2	6.57	3.13	3.53	1.65	1.27	3.91	6.49	2.98	1.91
1980	2	2.34	3.37	2.55	1.19	1.65	NA	NA	2.65	4.57	2.32	2.55	1.04	0.77	1.71	3.17	0.6	1.2
