# Dunwiddie - Mangawhero R.B. - DACO - ITRDB NEWZ011
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3135
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3135.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES 2k Network, PAGES Australasia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz011-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz011-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz011.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz011.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Dunwiddie - Mangawhero R.B. - DACO - ITRDB NEWZ011
#--------------------
# Investigators
#   Investigators: Dunwiddie, P.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mangawhero R.B.
#   Location: New Zealand
#   Northernmost_Latitude: -39.35
#   Southernmost_Latitude: -39.35
#   Easternmost_Longitude: 175.48
#   Westernmost_Longitude: 175.48
#   Elevation_m: 1000
#--------------------
# Data_Collection
#   Collection_Name: NEWZ011
#   First_Year: 1464
#   Last_Year: 1976
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Dacrydium colensoi Hook. = Manoao colensoi (Hook.) Molloy
#   Common_Name: silver pine
#   Tree_Species_Code: DACO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWO091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO094_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO094; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO103_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO103; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO104_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO104; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO123_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO123; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO124_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO124; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO133_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO133; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO134_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO134; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO153_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO153; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO154_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO154; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO164_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO164; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO173_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO173; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO174_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO174; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO184_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO184; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO203_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO203; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO204_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO204; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWO214_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWO214; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWO091_raw	MWO092_raw	MWO094_raw	MWO101_raw	MWO102_raw	MWO103_raw	MWO104_raw	MWO121_raw	MWO123_raw	MWO124_raw	MWO131_raw	MWO132_raw	MWO133_raw	MWO134_raw	MWO151_raw	MWO152_raw	MWO153_raw	MWO154_raw	MWO161_raw	MWO162_raw	MWO164_raw	MWO171_raw	MWO172_raw	MWO173_raw	MWO174_raw	MWO181_raw	MWO182_raw	MWO184_raw	MWO201_raw	MWO202_raw	MWO203_raw	MWO204_raw	MWO211_raw	MWO212_raw	MWO213_raw	MWO214_raw
1464	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1465	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1466	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1467	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1468	NA	NA	NA	NA	0.47	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1469	NA	NA	NA	NA	0.35	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1470	NA	NA	NA	NA	0.37	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1471	NA	NA	NA	NA	0.41	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1472	NA	NA	NA	NA	0.36	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1473	NA	NA	NA	NA	0.32	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1474	NA	NA	NA	NA	0.34	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1475	NA	NA	NA	NA	0.27	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1476	NA	NA	NA	NA	0.3	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1477	NA	NA	NA	NA	0.38	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1478	NA	NA	NA	NA	0.37	NA	0.3	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1479	NA	NA	NA	NA	0.37	NA	0.36	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1480	NA	NA	NA	NA	0.24	NA	0.2	NA	0.17	NA	0.41	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1481	NA	NA	NA	NA	0.25	NA	0.24	NA	0.18	NA	0.35	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1482	NA	NA	NA	NA	0.29	NA	0.21	NA	0.15	NA	0.25	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1483	NA	NA	NA	NA	0.36	NA	0.21	NA	0.28	NA	0.23	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1484	NA	NA	NA	NA	0.29	NA	0.2	NA	0.4	NA	0.34	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1485	NA	NA	NA	NA	0.23	NA	0.2	NA	0.27	NA	0.29	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1486	NA	NA	NA	NA	0.19	NA	0.23	NA	0.39	NA	0.26	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1487	NA	NA	NA	NA	0.2	NA	0.32	NA	0.4	NA	0.25	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1488	NA	NA	NA	NA	0.19	NA	0.23	NA	0.32	NA	0.1	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1489	NA	NA	NA	NA	0.16	NA	0.25	NA	0.31	NA	0.15	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1490	NA	NA	NA	NA	0.26	NA	0.28	NA	0.29	NA	0.2	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1491	NA	NA	NA	NA	0.46	NA	0.26	NA	0.25	NA	0.34	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1492	NA	NA	NA	NA	0.37	NA	0.25	NA	0.16	NA	0.3	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1493	NA	NA	NA	NA	0.33	NA	0.28	NA	0.25	NA	0.29	0.36	NA	NA	NA	NA	NA	NA	0.59	0.68	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1494	NA	NA	NA	NA	0.35	NA	0.26	NA	0.23	NA	0.28	0.33	NA	NA	NA	NA	NA	NA	0.49	0.58	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1495	NA	NA	NA	NA	0.43	NA	0.25	NA	0.36	NA	0.35	0.4	NA	NA	NA	NA	NA	NA	0.6	0.68	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1496	NA	NA	NA	NA	0.53	NA	0.24	NA	0.32	NA	0.28	0.28	NA	NA	NA	NA	NA	NA	0.56	0.55	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1497	NA	NA	NA	NA	0.53	NA	0.28	NA	0.22	NA	0.37	0.32	NA	NA	NA	NA	NA	NA	0.56	0.54	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1498	NA	NA	NA	NA	0.52	NA	0.32	NA	0.22	NA	0.48	0.31	NA	NA	NA	NA	NA	NA	0.66	0.65	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1499	NA	0.44	NA	NA	0.46	NA	0.54	NA	0.2	NA	0.28	0.2	NA	NA	NA	NA	NA	NA	0.63	0.71	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500	NA	0.47	NA	NA	0.43	NA	0.69	NA	0.21	NA	0.22	0.25	NA	NA	NA	NA	NA	NA	0.69	0.67	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1501	NA	0.6	NA	NA	0.41	NA	0.51	NA	0.18	NA	0.14	0.22	NA	NA	NA	NA	NA	NA	0.63	0.69	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1502	NA	0.66	NA	NA	0.43	NA	0.51	NA	0.19	NA	0.21	0.2	NA	NA	NA	NA	NA	NA	0.61	0.55	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1503	NA	0.75	NA	NA	0.45	NA	0.47	NA	0.24	NA	0.28	0.31	NA	NA	NA	NA	NA	NA	0.63	0.68	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1504	NA	0.68	NA	NA	0.45	NA	0.34	NA	0.25	NA	0.34	0.29	NA	NA	NA	NA	NA	NA	0.67	0.64	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1505	NA	0.78	NA	NA	0.7	NA	0.35	NA	0.31	NA	0.3	0.36	NA	NA	NA	NA	NA	NA	0.66	0.91	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1506	NA	0.8	NA	NA	0.56	NA	0.32	NA	0.3	NA	0.21	0.29	NA	NA	NA	NA	NA	NA	0.56	0.63	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
