# Ogden - Hidden Valley NZ - AGAU - ITRDB NEWZ083
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8531
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8531.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz083-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz083-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz083.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz083.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: Ogden - Hidden Valley NZ - AGAU - ITRDB NEWZ083
#--------------------
# Investigators
#   Investigators: Ogden, J.G.; Boswijk, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hidden Valley NZ
#   Location: New Zealand
#   Northernmost_Latitude: -36.2
#   Southernmost_Latitude: -36.2
#   Easternmost_Longitude: 175.43
#   Westernmost_Longitude: 175.43
#   Elevation_m: 220
#--------------------
# Data_Collection
#   Collection_Name: NEWZ083
#   First_Year: 1679
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HID001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID001C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID001C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID002C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID002C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID003C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID003C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID004C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID004C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID005C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID005C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HID008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HID008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HID001A_raw	HID001B_raw	HID001C_raw	HID002A_raw	HID002B_raw	HID002C_raw	HID003A_raw	HID003B_raw	HID003C_raw	HID004A_raw	HID004B_raw	HID004C_raw	HID005A_raw	HID005B_raw	HID005C_raw	HID006A_raw	HID006B_raw	HID007A_raw	HID008A_raw	HID008B_raw
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	NA	NA	NA	NA	NA	1.09	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	NA	NA	NA	NA	NA	1.67	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	NA	NA	NA	NA	NA	1.21	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685	NA	NA	NA	1.36	NA	0.99	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1686	NA	NA	NA	2.05	NA	1.34	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1687	NA	NA	NA	1.96	NA	1.16	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	NA	NA	NA	1.78	NA	1.19	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1689	NA	NA	NA	1.3	NA	1.01	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	NA	NA	NA	1.18	NA	0.71	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	NA	NA	NA	1.83	NA	1.11	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA
1692	NA	NA	NA	2.62	NA	1.18	NA	NA	NA	1.73	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA
1693	NA	NA	NA	2.75	NA	1.65	NA	NA	NA	2.13	NA	NA	NA	NA	NA	NA	NA	1.63	NA	NA
1694	NA	NA	NA	3.09	NA	2.09	NA	NA	NA	2.73	NA	NA	NA	NA	NA	NA	NA	2.54	NA	1.76
1695	NA	NA	NA	2.38	NA	1.52	NA	NA	NA	2.71	NA	NA	NA	NA	NA	NA	NA	1.18	NA	1.74
1696	NA	NA	NA	2.15	NA	1.32	NA	NA	1.74	2.23	NA	NA	NA	NA	NA	NA	NA	0.49	NA	1.06
1697	NA	NA	NA	1.3	NA	0.72	NA	NA	1.84	2.04	NA	NA	NA	NA	NA	NA	NA	2.44	NA	1.68
1698	NA	NA	NA	1.3	NA	0.71	NA	NA	2.05	2.3	NA	NA	NA	NA	NA	NA	NA	2.42	NA	1.38
1699	NA	NA	NA	1.03	NA	0.56	NA	NA	1.47	2.26	NA	NA	NA	NA	NA	NA	NA	2.82	NA	1.28
1700	NA	NA	NA	1.49	NA	1.12	NA	NA	2.29	2.28	NA	NA	NA	NA	NA	NA	NA	3.15	NA	1.66
1701	NA	NA	NA	1.4	NA	0.8	NA	NA	1.24	1.62	NA	NA	NA	NA	NA	NA	NA	2.06	NA	0.9
1702	NA	NA	NA	1.54	NA	0.92	NA	NA	1.3	1.19	NA	NA	NA	NA	NA	NA	NA	1.62	NA	0.69
1703	NA	NA	NA	2.34	NA	1.23	NA	NA	1.83	1.4	NA	NA	NA	NA	NA	NA	NA	3.55	NA	1.37
1704	NA	NA	NA	1.26	NA	1.21	NA	1.5	1.4	1.47	NA	NA	NA	NA	NA	NA	NA	2.35	NA	0.96
1705	NA	NA	NA	0.84	NA	0.91	NA	1.48	1.17	1.29	NA	NA	NA	NA	NA	NA	NA	2.45	NA	1.56
1706	NA	NA	NA	1.03	1.01	1.1	NA	1.39	1.08	1.4	NA	NA	NA	NA	NA	NA	NA	1.87	NA	1.36
1707	NA	NA	NA	0.85	1.01	1.03	NA	1.31	1.32	1.66	NA	NA	NA	NA	NA	NA	NA	2.14	NA	1.74
1708	NA	NA	NA	1.05	1.09	1.17	NA	1.43	1.13	1.37	NA	NA	NA	NA	NA	NA	NA	1.42	NA	1.04
1709	NA	NA	NA	1.08	0.99	1.14	NA	1.47	1.89	1.58	NA	NA	NA	NA	NA	NA	NA	1.5	NA	1.61
1710	NA	NA	NA	1.43	1.31	1.39	NA	1.59	2.11	1.68	NA	2.78	NA	NA	NA	NA	NA	1.49	NA	1.24
1711	NA	NA	NA	1.65	1.31	1.56	NA	2.27	2.3	1.93	NA	2.75	NA	NA	NA	NA	NA	1.6	NA	1.05
1712	NA	NA	NA	1.81	1.3	1.51	NA	2.37	1.52	2.04	NA	2.47	NA	NA	NA	NA	NA	1.24	NA	1.15
1713	NA	NA	NA	1.89	1.3	1.68	NA	2.35	1.89	1.79	NA	3.17	NA	NA	NA	NA	NA	1.68	NA	1
1714	NA	NA	NA	2.24	1.39	1.7	NA	2.36	2.02	2.11	NA	3.4	NA	NA	NA	NA	NA	1.62	NA	1.57
1715	NA	NA	NA	1.37	0.81	0.94	NA	1.39	0.94	1.24	NA	3.5	NA	NA	NA	NA	NA	0.96	NA	1.12
1716	NA	NA	NA	1.42	0.77	1.03	NA	2.24	1.93	1.74	NA	2.21	NA	NA	NA	NA	NA	1.65	NA	1.21
1717	NA	NA	NA	2.05	1.12	1.39	NA	2.35	1.8	2.08	NA	3.64	NA	NA	NA	NA	NA	1.65	NA	1.5
1718	NA	1.87	NA	2.13	1.19	1.58	NA	2.38	1.53	1.98	NA	3.06	NA	NA	NA	NA	NA	1.94	NA	1.87
1719	NA	2.56	NA	2.54	1.42	2.11	NA	2.06	1.54	1.71	NA	3.28	NA	NA	NA	NA	NA	1.5	NA	1.78
1720	NA	2.16	NA	1.39	0.93	1.16	NA	1.35	1.3	1.41	NA	2.71	NA	NA	2.63	NA	NA	1.64	NA	2.07
1721	NA	2.02	NA	1.87	1.53	1.86	NA	1.75	1.28	1.44	NA	2.78	NA	NA	2.83	NA	NA	1.5	NA	1.91
1722	NA	1.69	NA	1.12	1.21	1.13	NA	1.86	1.59	1.82	NA	3	NA	NA	2.88	NA	NA	1.73	NA	1.78
1723	NA	2.03	NA	1.36	1.29	1.52	NA	1.69	1.16	1.49	NA	2.57	NA	NA	2.48	NA	NA	1.74	NA	1.49
1724	NA	1.57	NA	0.65	0.81	0.74	NA	1.22	0.93	1	NA	2.44	NA	NA	2.21	NA	NA	1.69	NA	1.11
1725	NA	1.96	NA	1.46	1.42	1.61	NA	1.25	1.03	1.1	NA	2.81	NA	NA	1.64	NA	NA	1.55	NA	1.07
1726	NA	1.87	NA	1.65	1.44	1.6	1.99	1.71	1.46	1.46	NA	2.34	NA	NA	1.43	NA	NA	2.03	NA	1.32
1727	NA	1.32	NA	1.43	1.43	1.26	2.22	1.85	1.16	1.5	NA	3.08	NA	NA	2.5	NA	NA	1.45	NA	1.27
1728	NA	1.53	NA	1.99	1.82	1.64	1.79	1.56	1.12	1.83	NA	2.38	NA	NA	2.18	NA	NA	1.45	NA	1.03
