# Boswijk - Coutts Chemist Building, Whangarei - AGAU - ITRDB NEWZ113
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13940
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13940.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz113-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz113-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz113.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz113.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-22
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-22
#--------------------
# Title
#   Study_Name: Boswijk - Coutts Chemist Building, Whangarei - AGAU - ITRDB NEWZ113
#--------------------
# Investigators
#   Investigators: Boswijk, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Coutts Chemist Building, Whangarei
#   Location: New Zealand
#   Northernmost_Latitude: -36.85
#   Southernmost_Latitude: -36.85
#   Easternmost_Longitude: 174.7667
#   Westernmost_Longitude: 174.7667
#   Elevation_m: 27
#--------------------
# Data_Collection
#   Collection_Name: NEWZ113
#   First_Year: 1566
#   Last_Year: 1711
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## COU002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	COU002_raw	COU003_raw	COU004_raw	COU005_raw	COU006_raw	COU007_raw	COU011_raw
1566	1.4	NA	NA	NA	1.3	NA	NA
1567	1.48	NA	NA	NA	1.72	NA	NA
1568	1.2	NA	NA	NA	1.41	NA	NA
1569	1.12	NA	NA	NA	1.26	NA	NA
1570	1.22	NA	NA	NA	1.31	NA	NA
1571	1.13	NA	NA	NA	1.21	NA	NA
1572	0.65	NA	NA	NA	0.65	NA	NA
1573	1.59	NA	NA	NA	1.57	NA	NA
1574	1.2	NA	NA	NA	1.34	NA	NA
1575	0.93	NA	NA	NA	1	NA	NA
1576	1.06	NA	NA	NA	1.11	NA	NA
1577	1.11	NA	NA	NA	0.9	NA	NA
1578	1.21	NA	NA	NA	1.22	NA	1.22
1579	1.12	NA	NA	NA	1.16	NA	1.2
1580	0.96	NA	NA	NA	0.98	1	0.93
1581	0.97	NA	NA	NA	1.06	1.31	1.19
1582	0.81	NA	NA	NA	0.89	0.93	0.89
1583	1.14	NA	NA	NA	0.95	1.01	0.94
1584	0.9	NA	NA	NA	0.99	0.97	0.92
1585	1.28	NA	NA	NA	1.2	1.23	1.3
1586	1.22	NA	NA	NA	1.18	1.26	1.25
1587	1.32	NA	NA	NA	1.19	1.32	1.24
1588	1.08	NA	NA	NA	1.06	1.08	1.06
1589	1.18	NA	NA	NA	1.29	1.56	1.37
1590	1.09	NA	NA	NA	1.06	1.2	1.15
1591	1.19	NA	NA	NA	1.2	1.35	1.24
1592	0.79	NA	NA	NA	0.85	0.89	0.86
1593	0.83	NA	NA	NA	0.87	1.01	0.89
1594	1.14	NA	NA	NA	1.14	1.21	1.14
1595	1.08	NA	NA	NA	1.09	1.12	1
1596	0.96	NA	NA	NA	1.02	1.03	1
1597	0.58	NA	NA	NA	0.61	0.74	0.63
1598	0.65	NA	NA	NA	0.64	0.82	0.63
1599	0.75	NA	NA	NA	0.82	0.96	0.81
1600	0.81	NA	NA	NA	0.9	1.07	0.93
1601	0.85	NA	0.93	NA	0.95	1.18	1.12
1602	0.7	NA	0.85	NA	0.77	0.95	0.85
1603	0.92	NA	1	NA	0.89	1.11	1.14
1604	1.07	NA	1.18	NA	0.97	1.28	1.03
1605	0.93	NA	1.11	NA	0.8	0.88	0.83
1606	0.88	1.03	1.09	NA	0.84	1	0.91
1607	1.15	1.36	1.25	NA	1	1.13	1.03
1608	0.96	1.12	1.02	NA	0.83	1.11	1.02
1609	1.08	1.28	1.2	NA	1.01	1.24	1.11
1610	0.95	1.14	1.19	NA	1	1.19	1.13
1611	1	1.11	1.11	NA	0.92	1.07	0.99
1612	0.9	1.05	0.92	NA	0.83	0.89	0.9
1613	0.97	1.05	1.1	NA	0.89	1.16	0.93
1614	0.82	0.92	0.88	NA	0.76	0.84	0.8
1615	0.87	0.91	0.81	NA	0.84	0.84	0.83
1616	1.03	1.09	1.15	NA	1.01	1.02	0.98
1617	1.26	1.17	1.34	NA	1.21	1.42	1.25
1618	0.86	0.89	0.88	NA	0.98	0.97	0.99
1619	1.11	1.11	1.18	1.15	1.33	1.35	1.27
1620	1.01	0.95	0.96	1.03	1.02	1.24	1.06
1621	0.88	0.86	0.92	0.95	0.84	1.03	0.97
1622	0.75	0.68	0.7	0.83	0.84	0.83	0.78
1623	0.76	0.6	0.61	1.05	0.76	0.96	0.94
1624	0.8	0.69	0.72	0.94	0.91	0.98	0.9
1625	0.74	0.72	0.73	0.95	0.84	0.96	0.95
1626	0.66	0.59	0.55	0.83	0.64	0.86	0.84
1627	0.79	0.76	0.73	0.88	0.73	0.89	0.8
1628	0.74	0.76	0.84	0.97	0.65	0.99	1.06
1629	0.77	0.93	0.88	0.88	0.76	0.94	1.07
1630	0.73	0.97	0.91	0.8	0.72	0.98	0.9
1631	0.74	1.05	0.96	0.98	0.78	0.94	1.03
1632	NA	0.75	0.61	0.75	0.55	0.52	0.58
1633	NA	0.8	0.76	0.82	NA	0.75	0.83
1634	NA	1.21	0.96	1.11	NA	0.98	1.13
1635	NA	1.15	0.95	0.97	NA	0.86	1.04
1636	NA	0.99	0.88	0.91	NA	0.82	0.96
1637	NA	0.97	0.84	0.96	NA	0.74	0.87
1638	NA	0.75	0.69	0.85	NA	0.65	0.73
1639	NA	0.81	0.78	0.87	NA	0.6	0.67
1640	NA	0.7	0.64	0.85	NA	0.56	0.62
1641	NA	0.64	0.55	0.83	NA	0.41	0.53
1642	NA	0.64	0.72	0.81	NA	0.53	NA
1643	NA	0.58	0.59	0.77	NA	0.49	NA
1644	NA	0.47	0.47	0.59	NA	0.37	NA
1645	NA	0.65	0.8	0.75	NA	NA	NA
1646	NA	0.52	0.58	0.64	NA	NA	NA
1647	NA	0.68	0.5	0.66	NA	NA	NA
1648	NA	0.58	0.53	0.57	NA	NA	NA
1649	NA	0.63	0.74	0.69	NA	NA	NA
1650	NA	0.87	0.88	0.96	NA	NA	NA
1651	NA	0.58	0.69	0.78	NA	NA	NA
1652	NA	0.69	0.82	0.77	NA	NA	NA
1653	NA	0.97	1.04	0.91	NA	NA	NA
1654	NA	0.68	0.81	0.86	NA	NA	NA
1655	NA	0.92	0.92	0.92	NA	NA	NA
1656	NA	0.67	0.89	0.77	NA	NA	NA
1657	NA	0.54	0.54	0.61	NA	NA	NA
1658	NA	1.1	0.78	0.8	NA	NA	NA
1659	NA	0.64	0.52	0.66	NA	NA	NA
1660	NA	0.85	0.62	0.89	NA	NA	NA
1661	NA	0.79	0.67	0.65	NA	NA	NA
1662	NA	0.83	0.53	0.62	NA	NA	NA
1663	NA	1.04	0.83	0.65	NA	NA	NA
1664	NA	1.08	1.03	0.7	NA	NA	NA
1665	NA	0.74	0.8	0.69	NA	NA	NA
1666	NA	0.2	0.3	0.29	NA	NA	NA
1667	NA	0.45	0.28	0.28	NA	NA	NA
1668	NA	0.6	0.55	0.79	NA	NA	NA
1669	NA	0.84	0.86	0.79	NA	NA	NA
1670	NA	0.9	0.77	0.87	NA	NA	NA
1671	NA	0.75	0.68	0.73	NA	NA	NA
