# Giralia Bay, Western Australia 90 Year Mangrove Wood Density Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14608
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/measurements/australia/giralia2age.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2013-06-22
#--------------------
# Title
#	Study_Name: Giralia Bay, Western Australia 90 Year Mangrove Wood Density Data
#--------------------
# Investigators
#       Investigators: Santini, N.S.; Hua, Q.; Schmitz, N.; Lovelock, C.E. 
#--------------------
# Description_and_Notes
#	Description: Mangrove (Avicennia marina) wood density data from Giralia Bay, Exmouth Gulf, Western Australia.
#       Data are presented as 4 wood density (g/cm3) profiles per stem (stem 1, stem 2, stem 3, stem 4) and with x=distance 
#       from pith (cm) and x=years (calendar year before 2008 AD determined by radiocarbon dating).
#--------------------
# Publication 
#       Authors:  Nadia S. Santini, Quan Hua, Nele Schmitz, Catherine E. Lovelock  
#       Published_Date_or_Year: 2013-11-12    
#       Published_Title: Radiocarbon Dating and Wood Density Chronologies of Mangrove Trees in Arid Western Australia 
#       Journal_Name: PLOS One
#       Volume: 8
#       Edition: e80116
#       Issue: 11
#       Pages: 
#       DOI: 10.1371/journal.pone.0080116
#       Online_Resource: http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0080116
#       Full_Citation: 
#       Abstract: Mangrove trees tend to be larger and mangrove communities more diverse in tropical latitudes, particularly where there is high rainfall. Variation in the structure, growth and productivity of mangrove forests over climatic gradients suggests they are sensitive to variations in climate, but evidence of changes in the structure and growth of mangrove trees in response to climatic variation is scarce. Bomb-pulse radiocarbon dating provides accurate dates of recent wood formation and tree age of tropical and subtropical tree species. Here, we used radiocarbon techniques combined with X-ray densitometry to develop a wood density chronology for the mangrove Avicennia marina in the Exmouth Gulf, Western Australia (WA). We tested whether wood density chronologies of A. marina were sensitive to variation in the Pacific Decadal Oscillation Index, which reflects temperature fluctuations in the Pacific Ocean and is linked to the instrumental rainfall record in north WA. We also determined growth rates in mangrove trees from the Exmouth Gulf, WA. We found that seaward fringing A. marina trees (~10 cm diameter) were 48±1 to 89±23 years old (mean ± 1sigma) and that their growth rates ranged from 4.08±2.36 to 5.30±3.33 mm/yr (mean ±1sigma). The wood density of our studied mangrove trees decreased with increases in the Pacific Decadal Oscillation Index. Future predicted drying of the region will likely lead to further reductions in wood density and their associated growth rates in mangrove forests in the region.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Mexican Council of Science and Technology (CONACYT)
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Mexican Secretary of Public Education (SEP)
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Australian Institute of Nuclear Science and Engineering (AINSE)
#       Grant: 09047, 11114
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Australian Research Council (ARC) 
#       Grant: DP1096749
#------------------
# Funding_Agency 
#       Funding_Agency_Name: University of Queensland
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Research Foundation - Flanders (FWO)
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Giralia Bay
#       Location: Australia/New Zealand>Australia
#	Country: Australia
#	Northernmost_Latitude: -22.45
# 	Southernmost_Latitude: -22.45
# 	Easternmost_Longitude: 114.3167
# 	Westernmost_Longitude: 114.3167
# 	Elevation:  0 m  
#------------------
# Data_Collection   
#	Collection_Name: GiraliaStem2age
#	Earliest_Year: 1936
#	Most_Recent_Year: 2008
#	Time_Unit: AD
#	Core_Length: 0.047 m
#	Notes: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
# Wood density profiles Giralia Bay Avicennia marina Stem 2 

age_calBP2008	age, , , calendar years before 2008AD, , , , ,N
dens	Density, wood, , g/cm3, , , Profile 1, ,N
dens	Density, wood, , g/cm3, , , Profile 2, ,N
dens	Density, wood, , g/cm3, , , Profile 3, ,N
dens	Density, wood, , g/cm3, , , Profile 4, ,N

#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  

age_calBP2008	dens	dens	dens	dens
1	0.856055749	0.847784679	0.843708791	0.839671907
2	0.878084346	0.909955556	0.917430919	0.90392936
3	0.896671533	0.914017857	0.906597786	0.898639356
4	0.909282013	0.91538003	0.938456837	0.894712309
5	0.890173913	0.881233859	0.899297218	0.866318759
6	0.964238619	0.949335394	0.95971875	0.932756264
7	0.958969555	0.970331754	0.986698795	0.939892884
8	0.983538831	0.907937916	0.911305638	0.993883495
9	0.926425339	0.944953846	0.97263658	0.901938326
10	0.883134436	0.91333829	0.937740458	0.956728972
11	0.890173913	1.007744053	1.043704333	0.868155477
12	0.851309771	0.975726767	1.028844221	0.953017843
13	0.991476998	0.931341926	0.961220657	0.967275591
14	0.924334086	0.92503012	0.975726767	0.933465046
15	0.920179775	0.910630096	0.942778204	0.967275591
16	0.937025172	0.927124528	0.892761628	0.966514555
17	0.922252252	0.918116592	0.912659733	0.908609467
18	0.897326516	0.935597867	0.950804954	0.847784679
19	0.856055749	0.883769784	0.927824773	0.796653696
20	0.788978805	0.794078862	0.773576826	0.923639098
21	0.887601156	0.792030948	0.859650105	0.862668539
22	0.867542373	0.895364431	0.928526077	0.813536424
23	0.908609467	0.912659733	0.920869565	0.7649066
24	0.807122208	0.862668539	0.868155477	0.902601029
25	0.920179775	0.877457143	0.953017843	0.864489796
26	0.911305638	0.886960289	0.856055749	0.853083333
27	0.876830835	0.858448637	0.827789757	0.841973955
28	0.820601202	0.885043228	0.919491018	0.923639098
29	0.871852378	0.905929204	0.92503012	0.908609467
30	0.924334086	0.895364431	0.91606264	0.901938326
31	0.91538003	0.971867089	0.884406048	0.857250523
32	0.933465046	0.876830835	0.865098592	0.896671533
33	0.872471591	0.898639356	0.934174905	0.839098361
34	0.911982183	0.859048951	0.853083333	0.850720222
35	0.856055749	0.787461538	0.891465893	0.85545961
36	0.881866475	0.865098592	0.897326516	0.857849162
37	0.828347943	0.905929204	0.862063158	0.8472
38	0.843708791	0.962727273	0.821698997	0.840246238
39	0.854864301	0.817325349	0.868155477	0.865098592
40	0.841973955	0.86085494	0.879341446	0.865708245
41	0.796653696	0.869384289	0.837382413	0.787461538
42	0.832276423	0.840821355	0.86085494	0.74996337
43	0.803427077	0.881233859	0.890819434	0.836811989
44	0.784444444	0.862063158	0.862063158	0.828347943
45	0.823903421	0.862063158	0.840246238	0.856055749
46	0.81896	0.875532895	0.860252101	0.813453545
47	0.834363636	0.860808538	0.869810458	0.824541512
48	0.868674935	0.853083333	0.8860253	0.815947272
49	0.803144237	0.853630532	0.868108284	0.780076202
50	0.811964613	0.81896	0.842818239	0.786530733
51	0.781450382	0.839098361	0.82250309	0.856377091
52	0.771484058	0.868108284	0.858587097	0.814449204
53	0.75872862	0.79214881	0.82301175	0.763955224
54	0.771931555	0.840157828	0.811964613	0.779162763
55	0.783751472	0.759594749	0.798805522	0.783290171
56	0.765713464	0.854727039	0.748908272	0.77103708
57	0.774627474	0.772828107	0.707501329	0.76220504
58	0.725632497	0.701164384	0.722480999	0.736067478
59	0.743884852	0.709765333	0.766154289	0.740573178
60	0.685984536	0.745134378	0.808511543	0.719356757
61	0.726821409	0.801692771	0.765713464	0.728014223
62	0.663745636	0.798805522	0.772379571	0.711282737
63	0.707501329	0.748908272	0.779619215	0.68704698
64	0.682466667	0.765273145	0.747226277	0.662094527
65	0.740985523	0.739338889	0.740985523	0.662753984
66	0.688825052	0.759161438	0.759161438	0.660779543
67	0.705625663	0.735254144	0.846033058	0.71703125
68	0.701904008	0.714337091	0.73484815	0.704878178
69	0.703759915	0.778706846	0.778706846	0.676568378
70	0.706749867	0.764833333	0.764833333	0.647596107
71	0.676912513	0.806551515	0.806551515	0.690254149
72	0.684291444	0.796653696	0.796653696	0.711396803
