# Allen - Tiwi Islands - CAIN - ITRDB AUSL060
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/31418
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-31418.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl060-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl060-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl060.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl060.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-09-26
#--------------------
# File_Last_Modified_Date
#   Date: 2020-09-26
#--------------------
# Title
#   Study_Name: Allen - Tiwi Islands - CAIN - ITRDB AUSL060
#--------------------
# Investigators
#   Investigators: Allen, K.J.; Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Baker, P.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Callitris intratropica ring-width data used for drought reconstruction, monsoonal north Australia. NOAA Template Raw Measurements file added 2020-11-18.
#--------------------
# Publication
#   Authors: K.J. Allen, M.B. Freund, J.G. Palmer, R. Simkin, L. Williams, M. Brookhouse, E.R. Cook, S. Stewart, P.J. Baker
#   Journal_Name: Global and Planetary Change
#   Published_Title: Hydroclimate extremes in a north Australian drought reconstruction asymmetrically linked with Central Pacific Sea surface temperatures
#   Published_Date_or_Year: 2020
#   Volume: 195
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.gloplacha.2020.103329
#   Full_Citation: None
#   Abstract: An understanding of tropical hydroclimate variability, the associated drivers and how it is likely to change is a major scientific and societal challenge that is acutely hampered by short instrumental records. We present a 246-year tree-ring drought reconstruction of the Standardised Precipitation Evaporation Index (SPEI) for monsoonal northern Australia for the end of the wet season (March-May; MAM). This reconstruction extends the instrumental record back by 150 years. Around one third of total annual rainfall falls during MAM, making it a crucial component of the monsoonal cycle. MAM is also the season most impacted by the differential decay process of Central Pacific (as opposed to Western Pacific) El Nino events that are linked with dry conditions over northern and northwestern Australia more generally. Our reconstruction therefore provides an opportunity to consider how central Pacific variability has modulated MAM hydroclimate in Australia's monsoonal north over the past two and a half centuries. We found that MAM hydroclimate extremes in the region have a strong, but asymmetric relationship with central Pacific sea surface temperatures (SSTs) and ENSO indices. Extremely wet MAMs in monsoonal north Australia were associated with cooler SSTs, above average rainfall across much of Australia, and often coincided with La Nina events. The spatial relationship between dry extremes and Pacific SSTs during dry events was generally, but weakly, consistent with the SST signature of central Pacific El Nino events. The association between reconstructed dry extremes in the monsoonal north and dry conditions across the rest of Australia is also less extensive and weaker than for wet events. Results suggest that more extreme wet events in the Australian monsoonal north likely reflect cool central Pacific SSTs and later termination of the Australian monsoon. Consecutive years with extremely dry MAMs became more frequent over the latter part of the 20th Century while the probability of an extreme dry MAM followed by an extreme wet MAM the next year peaked in the mid 20th Century and has since declined.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Research Council  
#   Grant: DP087874
#--------------------
# Site_Information
#   Site_Name: Tiwi Islands
#   Location: Australia
#   Northernmost_Latitude: -11.71
#   Southernmost_Latitude: -11.71
#   Easternmost_Longitude: 130.83
#   Westernmost_Longitude: 130.83
#   Elevation_m: 100
#--------------------
# Data_Collection
#   Collection_Name: AUSL060
#   First_Year: 1877
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Callitris intratropica R. Baker & H.G. Smith
#   Common_Name: cypress pine
#   Tree_Species_Code: CAIN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TIWI1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI3N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI3N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI3S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI3S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI4S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI4S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI5S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI5S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI5N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI5N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI6E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI6E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI6N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI6N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI6W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI6W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI7W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI7W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI7E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI7E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI8E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI8E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI8W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI8W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI9S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI9S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI9N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI9N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI10E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI10E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI13N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI13N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI14N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI14N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI22N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI22N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI22W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI22W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI23E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI23E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIWI23N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIWI23N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TIWI1_raw	TIWI3N_raw	TIWI3S_raw	TIWI4S_raw	TIWI5S_raw	TIWI5N_raw	TIWI6E_raw	TIWI6N_raw	TIWI6W_raw	TIWI7W_raw	TIWI7E_raw	TIWI8E_raw	TIWI8W_raw	TIWI9S_raw	TIWI9N_raw	TIWI10E_raw	TIWI13N_raw	TIWI14N_raw	TIWI15_raw	TIWI22N_raw	TIWI22W_raw	TIWI23E_raw	TIWI23N_raw
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.761	2.394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.235	1.873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.774	2.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.514	2.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.628	2.061	NA	NA	NA	NA	NA	NA	2.233	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.876	2.327	NA	NA	NA	NA	NA	NA	5.241	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	0.112	3.523	NA	NA	3.24	2.028	NA	NA	NA	NA	NA	NA	4.463	NA	3.315	5.215
1891	NA	NA	NA	NA	NA	NA	NA	0.829	0.715	1.079	NA	1.397	0.738	NA	NA	NA	NA	NA	NA	2.647	NA	2.282	2.337
1892	NA	NA	NA	NA	NA	NA	NA	2.939	3.114	2.089	2.297	2.708	1.717	NA	NA	NA	NA	NA	NA	2.776	NA	2.828	3.172
1893	NA	NA	NA	NA	NA	NA	2.939	2.91	3.106	2.148	0.81	1.825	1.385	NA	NA	NA	NA	NA	NA	1.991	NA	2.553	2.617
1894	NA	NA	NA	NA	NA	NA	3.601	3.471	2.948	2.051	0.613	2.337	1.698	NA	NA	NA	NA	NA	NA	3.165	NA	3.652	3.207
1895	NA	NA	NA	NA	NA	NA	3.252	3.116	2.868	1.362	0.918	2.136	1.674	NA	NA	NA	NA	NA	NA	2.575	NA	2.115	2.809
1896	NA	NA	NA	NA	NA	NA	1.139	1.842	1.53	0.649	0.309	1.161	0.797	NA	NA	NA	NA	NA	NA	1.431	NA	1.424	2.155
1897	NA	NA	NA	NA	NA	NA	0.654	3.614	2.962	1.234	1.06	1.887	1.331	NA	NA	NA	NA	NA	NA	3.463	NA	2.253	3.606
1898	NA	NA	NA	NA	NA	NA	3.521	3.595	2.476	0.579	0.869	1.637	1.292	NA	NA	NA	NA	NA	NA	2.643	NA	2.462	1.618
1899	NA	NA	NA	NA	NA	NA	3.277	2.016	1.507	0.606	0.808	0.909	0.988	NA	NA	NA	NA	NA	NA	2.104	NA	1.961	2.072
1900	NA	NA	NA	NA	NA	NA	2.186	1.942	2.026	0.719	0.669	0.892	0.924	NA	NA	NA	NA	NA	NA	2.123	NA	1.637	1.676
1901	NA	NA	NA	NA	NA	NA	3.23	2.067	1.676	0.346	0.606	0.806	0.702	NA	NA	NA	NA	NA	NA	1.705	NA	1.078	1.25
1902	NA	NA	NA	NA	NA	NA	2.957	2.373	2.069	0.458	0.685	0.982	0.912	NA	NA	NA	NA	NA	NA	2.363	NA	1.268	1.537
1903	NA	NA	NA	NA	NA	NA	3.461	3.21	2.386	0.508	0.74	1.032	1.318	NA	NA	NA	NA	NA	NA	3.077	3.608	1.748	1.8
1904	NA	NA	NA	NA	NA	NA	4.008	2.594	1.195	0.219	0.252	0.772	0.926	NA	NA	NA	NA	NA	NA	2.563	2.349	1.626	1.309
1905	NA	NA	NA	NA	NA	NA	2.945	0.783	0.613	1.072	1.22	0.274	0.369	NA	NA	NA	NA	NA	NA	0.726	1.319	0.602	0.54
1906	NA	NA	NA	NA	NA	NA	4.27	3.711	2.551	0.832	0.648	1.765	1.541	NA	NA	NA	NA	NA	NA	3.05	2.95	1.728	1.718
1907	NA	NA	NA	NA	NA	NA	3.98	3.358	2.656	1.379	1.312	1.429	1.04	NA	NA	NA	NA	NA	NA	2.308	2.793	1.313	1.855
1908	NA	NA	NA	NA	NA	NA	2.805	2.796	2.241	0.987	1.084	1.122	1.254	NA	NA	NA	NA	NA	NA	1.824	1.644	1.182	1.465
1909	NA	NA	NA	4.465	NA	NA	3.803	3.01	2.63	1.14	1.171	1.047	1.438	NA	NA	NA	NA	NA	NA	2.116	2.211	2.109	1.883
1910	NA	NA	NA	3.097	NA	NA	3.372	3.088	2.603	0.874	0.79	0.467	1.404	NA	NA	NA	NA	NA	NA	1.5	1.853	1.667	1.332
1911	NA	NA	NA	2.743	NA	NA	2.707	2.245	2.27	0.289	0.31	0.792	1.175	NA	NA	NA	NA	NA	NA	0.85	1.079	0.415	0.268
1912	NA	NA	NA	3.274	NA	NA	1.766	1.671	1.905	0.854	1.016	0.474	1.03	NA	NA	NA	NA	NA	NA	1.188	1.378	0.685	0.453
1913	NA	NA	NA	3.288	NA	NA	2.41	1.835	1.855	0.679	0.788	0.764	0.978	NA	NA	NA	NA	NA	NA	1.74	1.945	1.02	0.292
1914	NA	NA	NA	2.417	NA	NA	3.24	1.708	1.932	0.786	0.833	0.84	0.683	NA	NA	NA	NA	NA	NA	1.281	1.57	1.165	0.979
1915	NA	NA	NA	1.773	NA	NA	2.259	1.849	1.989	1.035	1.157	0.727	1.024	NA	NA	NA	NA	NA	NA	1.392	1.496	1.197	1.287
1916	NA	NA	NA	1.974	NA	NA	2.145	1.729	2.124	1.143	0.902	0.935	0.905	NA	NA	NA	NA	NA	NA	1.716	1.16	1.154	1.254
1917	NA	NA	NA	2.516	NA	NA	2.662	2.436	2.645	0.217	0.12	0.992	1.196	NA	NA	NA	NA	NA	NA	2.304	2.023	1.35	1.451
1918	NA	NA	NA	1.969	NA	NA	1.653	0.765	0.818	0.111	0.113	0.534	0.225	NA	NA	NA	NA	NA	NA	1.677	0.668	0.588	0.528
1919	NA	NA	NA	1.369	NA	NA	2.365	1.078	1.368	0.592	0.698	0.728	0.74	NA	NA	NA	NA	NA	NA	1.442	0.818	0.902	0.951
1920	NA	NA	NA	1.542	NA	NA	2.254	1.311	1.854	1.006	1.185	1.034	0.621	NA	NA	NA	NA	NA	NA	1.782	1.068	1.609	1.453
1921	NA	NA	NA	1.606	NA	NA	2.825	1.653	2.3	0.82	0.853	0.614	0.846	NA	NA	NA	NA	NA	NA	1.416	1.235	0.919	0.839
1922	NA	NA	NA	2.578	NA	NA	2.075	1.658	1.913	0.81	0.889	0.83	0.599	NA	NA	NA	NA	NA	NA	1.354	1.333	1.082	1.042
1923	NA	NA	NA	0.674	NA	NA	1.806	1.208	1.739	0.645	0.423	0.629	0.398	NA	NA	NA	NA	NA	NA	1.318	0.766	0.791	0.772
1924	NA	NA	NA	1.269	NA	NA	2.562	1.757	2.423	1.153	1.326	1.257	0.808	NA	NA	NA	NA	NA	NA	1.452	1.211	1.031	1.116
1925	NA	NA	NA	2.332	NA	NA	1.671	1.228	1.749	0.721	0.69	0.562	0.508	NA	NA	NA	NA	NA	NA	1.328	0.803	0.715	0.729
1926	NA	NA	NA	1.902	NA	NA	2.066	1.389	1.875	0.628	0.804	0.683	0.529	NA	NA	NA	NA	NA	NA	0.786	1.169	0.933	1.078
1927	NA	NA	NA	2.888	NA	NA	2.293	1.607	2.012	0.812	1.097	0.56	0.74	NA	NA	NA	NA	NA	NA	0.961	1.003	0.755	1.117
1928	NA	NA	NA	2.703	NA	NA	2.671	2.076	1.978	0.806	1.021	0.677	0.733	NA	NA	NA	NA	NA	NA	1.504	1.248	0.894	1.421
1929	NA	NA	4.907	2.517	NA	NA	1.908	1.459	1.471	0.64	0.599	0.311	0.401	NA	NA	NA	NA	NA	NA	0.735	0.826	0.371	0.605
1930	NA	NA	1.884	1.771	NA	NA	2.239	1.647	1.694	0.717	0.922	0.326	0.607	NA	NA	2.459	NA	NA	NA	0.786	0.562	0.442	0.398
1931	NA	NA	2.691	0.144	NA	NA	2.141	1.362	1.565	0.498	0.626	0.542	0.831	NA	6.317	1.703	NA	NA	NA	0.737	0.674	0.426	1.164
1932	NA	NA	3.689	2.227	NA	NA	3.054	1.956	2.468	1.067	1.219	0.289	0.853	NA	6.957	2.359	NA	NA	NA	0.854	0.616	0.751	1.004
1933	NA	3.771	3.882	1.578	1.624	1.437	2.392	1.83	1.881	0.862	0.945	0.724	0.804	NA	4.798	2.527	NA	NA	NA	0.846	0.788	0.914	1.003
1934	NA	2.55	3.488	2.337	1.707	1.392	1.858	1.352	1.428	0.784	0.896	0.477	0.595	NA	3.816	1.99	NA	NA	NA	0.994	0.696	0.826	0.613
1935	NA	1.923	2.083	0.905	1.449	1.286	1.789	1.75	1.56	0.819	0.755	0.405	0.378	NA	4.393	1.853	3.68	NA	NA	1.022	0.783	0.722	1.135
