# Boswijk - St Paul's College - AGAU - ITRDB NEWZ107
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13932
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13932.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz107-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz107-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz107.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz107.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-20
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-20
#--------------------
# Title
#   Study_Name: Boswijk - St Paul's College - AGAU - ITRDB NEWZ107
#--------------------
# Investigators
#   Investigators: Boswijk, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: St Paul's College
#   Location: New Zealand
#   Northernmost_Latitude: -36.85
#   Southernmost_Latitude: -36.85
#   Easternmost_Longitude: 174.7333
#   Westernmost_Longitude: 174.7333
#   Elevation_m: 25
#--------------------
# Data_Collection
#   Collection_Name: NEWZ107
#   First_Year: 1501
#   Last_Year: 1849
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SPC001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SPC001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SPC002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SPC002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SPC003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SPC003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SPC005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SPC005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SPC006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SPC006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SPC007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SPC007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SPC001_raw	SPC002_raw	SPC003_raw	SPC005_raw	SPC006_raw	SPC007_raw
1501	NA	NA	NA	NA	NA	2.31
1502	NA	NA	NA	NA	NA	2.13
1503	NA	NA	NA	NA	NA	1.34
1504	NA	NA	NA	NA	NA	1.83
1505	NA	NA	NA	NA	NA	1.31
1506	NA	NA	NA	NA	NA	2.05
1507	NA	NA	NA	NA	NA	2.12
1508	NA	NA	NA	NA	NA	1.53
1509	NA	NA	NA	NA	NA	1.79
1510	NA	NA	NA	NA	1.68	2.53
1511	NA	NA	NA	NA	1.46	1.77
1512	NA	NA	NA	NA	1.95	1.95
1513	NA	NA	NA	NA	1.69	2.34
1514	NA	NA	NA	NA	1.54	1.48
1515	NA	NA	NA	NA	1.51	2.42
1516	NA	NA	NA	NA	2.21	1.91
1517	NA	NA	NA	NA	2.38	2.05
1518	NA	NA	NA	NA	1.81	1.64
1519	NA	NA	NA	NA	1.4	2.17
1520	NA	NA	NA	NA	1.42	2.76
1521	NA	NA	NA	NA	1.19	2.17
1522	NA	NA	NA	NA	1.4	2.25
1523	NA	NA	NA	NA	1.99	1.73
1524	NA	NA	NA	NA	2.04	2.02
1525	NA	NA	NA	NA	1.49	2.11
1526	NA	NA	NA	NA	1.01	1.77
1527	NA	NA	NA	NA	1.07	1.31
1528	NA	NA	NA	NA	1.97	2.21
1529	NA	NA	NA	NA	1.93	1.94
1530	NA	NA	NA	NA	2.21	1.8
1531	NA	NA	NA	NA	1.33	1.45
1532	NA	NA	NA	NA	1.3	1.28
1533	NA	NA	NA	NA	1.84	2.2
1534	NA	NA	NA	NA	1.75	2.14
1535	NA	NA	NA	NA	1.54	2.27
1536	NA	NA	NA	NA	1.34	2.94
1537	NA	NA	NA	NA	1.98	2.61
1538	NA	NA	NA	NA	2.07	2.24
1539	NA	NA	NA	NA	1.81	3.22
1540	NA	NA	NA	NA	1.41	2.88
1541	NA	NA	NA	NA	2.07	2.58
1542	NA	NA	NA	NA	2.06	2.51
1543	NA	NA	NA	NA	1.91	3.03
1544	NA	NA	NA	NA	2.74	2.71
1545	NA	NA	NA	2.24	2.65	1.7
1546	NA	NA	NA	2.17	2.18	2.44
1547	NA	NA	NA	1.65	1.72	3.27
1548	NA	NA	NA	1.55	1.25	3.79
1549	NA	NA	1.6	1.77	1.12	2.55
1550	NA	NA	1.5	1.48	1.1	1.99
1551	NA	NA	1.6	1.55	1.23	2.26
1552	NA	NA	1.57	1.39	1.39	1.84
1553	NA	NA	1.38	1.19	1.51	1.69
1554	NA	NA	2	1.76	1.93	2.22
1555	NA	NA	1.66	2.08	1.42	2.04
1556	NA	NA	1.31	1.51	1.08	2.57
1557	NA	NA	2.15	2.76	1.42	2.57
1558	NA	NA	0.95	1.89	0.57	1.88
1559	NA	NA	2.35	3.85	0.99	2.72
1560	NA	NA	1.23	2.03	1.35	1.24
1561	NA	NA	1.59	2.45	1.19	1.78
1562	NA	NA	1.69	2.6	2.09	1.6
1563	NA	NA	1.32	2.62	1.46	2.73
1564	NA	NA	1.71	2.92	1.94	1.8
1565	NA	NA	1.28	1.78	1.53	1.51
1566	NA	NA	0.67	0.73	0.88	0.96
1567	NA	NA	1.21	1.02	1.63	1.61
1568	NA	NA	1.62	1.45	2.44	1.28
1569	NA	NA	1.67	1.71	2.42	1.65
1570	NA	NA	1.21	1.97	2	1.78
1571	NA	NA	0.94	1.72	1.68	1.1
1572	NA	NA	0.55	1.27	1.24	1.19
1573	NA	NA	0.9	1.54	1.23	1.39
1574	NA	NA	1.52	2.9	1.77	1.28
1575	NA	NA	0.96	2.12	1.21	0.97
1576	NA	NA	1.07	1.51	1.04	1.67
1577	NA	NA	0.87	1.38	0.98	1.68
1578	NA	NA	1.21	1.32	1.39	1.63
1579	NA	NA	1.41	1.5	1.38	1.45
1580	NA	NA	1.48	1.68	1.6	1.33
1581	NA	NA	1.87	1.74	1.61	1.74
1582	NA	NA	2.44	1.79	1.12	2.04
1583	NA	NA	2.82	2.1	1.34	2.25
1584	NA	NA	1.59	1.8	1.23	1.54
1585	NA	NA	2.03	2.07	1.62	2.06
1586	NA	NA	1.87	1.7	1.91	1.68
1587	NA	NA	1.92	1.65	2.12	1.87
1588	NA	NA	1.11	1.37	1.84	1.62
1589	NA	NA	1.28	1.83	1.36	1.99
1590	NA	2.13	1.39	2.15	1.69	2.06
1591	NA	2.23	1.16	2.55	1.78	2.28
1592	NA	1.45	0.9	2.26	1.7	2.61
1593	NA	1.86	1	2.3	2.22	2.88
1594	NA	1.61	1.4	2.51	1.99	3.63
1595	NA	1.3	1.19	1.7	1.57	3.77
1596	NA	1.25	1.02	2.13	1.7	3.45
1597	NA	1.07	1.21	1.52	1.4	3.18
1598	NA	0.81	0.63	1.12	1.19	2.88
1599	NA	0.94	1.24	1.21	1.46	2.55
1600	NA	1.49	1.44	1.63	1.49	2.38
1601	NA	1.79	1.69	1.74	1.35	3.11
1602	NA	1.48	1.33	1.07	1.14	1.73
1603	NA	1.31	1.6	1.35	1.3	2.01
1604	NA	1.48	1.71	1.66	1.87	2.23
1605	NA	1.56	1.41	1.65	1.44	1.94
1606	NA	1.58	1.83	1.86	1.69	2.05
1607	NA	2.08	1.61	1.82	1.9	1.81
1608	NA	1.73	1.41	1.16	1.39	1.53
1609	NA	1.74	1.23	1.75	1.3	1.83
1610	NA	1.62	1.39	1.66	1.08	1.73
1611	NA	1.76	0.33	0.58	0.62	1.13
1612	NA	1.26	0.55	0.59	0.94	1.45
1613	NA	0.96	1.02	0.47	1.5	1.69
1614	NA	0.9	0.96	0.54	1.17	1.11
1615	NA	1.52	0.77	1.07	1.63	1.14
1616	NA	1.2	1.17	0.98	1.27	1.24
1617	NA	1.15	1.23	1.67	1.45	1.86
1618	NA	1.76	1.11	1.77	1.43	1.4
