# Boswijk - Old Government House - AGAU - ITRDB NEWZ102
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13917
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13917.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz102-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz102-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz102.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz102.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-20
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-20
#--------------------
# Title
#   Study_Name: Boswijk - Old Government House - AGAU - ITRDB NEWZ102
#--------------------
# Investigators
#   Investigators: Boswijk, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Old Government House
#   Location: New Zealand
#   Northernmost_Latitude: -36.85
#   Southernmost_Latitude: -36.85
#   Easternmost_Longitude: 174.7667
#   Westernmost_Longitude: 174.7667
#   Elevation_m: 39
#--------------------
# Data_Collection
#   Collection_Name: NEWZ102
#   First_Year: 1521
#   Last_Year: 1797
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OGH010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGH010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGH011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGH011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGH013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGH013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGH014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGH014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGH015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGH015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGH016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGH016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGH017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGH017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OGH010_raw	OGH011_raw	OGH013_raw	OGH014_raw	OGH015_raw	OGH016_raw	OGH017_raw
1521	NA	NA	NA	1.57	NA	NA	NA
1522	NA	NA	NA	1.26	NA	NA	NA
1523	NA	NA	NA	0.92	NA	NA	NA
1524	NA	NA	NA	0.94	NA	NA	NA
1525	NA	NA	NA	1.2	NA	NA	NA
1526	NA	NA	NA	0.79	NA	NA	NA
1527	NA	NA	NA	0.58	NA	NA	NA
1528	NA	NA	NA	0.73	NA	NA	NA
1529	NA	NA	NA	0.89	NA	NA	NA
1530	NA	NA	NA	1.11	NA	NA	NA
1531	NA	NA	NA	0.68	NA	NA	NA
1532	NA	NA	NA	1.11	NA	NA	NA
1533	NA	NA	NA	1.33	NA	NA	NA
1534	NA	NA	NA	1.68	NA	NA	NA
1535	NA	NA	NA	2.29	NA	NA	NA
1536	NA	NA	NA	1.45	NA	NA	NA
1537	NA	NA	NA	1.36	NA	NA	NA
1538	NA	NA	NA	1.15	NA	NA	NA
1539	NA	NA	NA	1.28	NA	NA	NA
1540	NA	NA	NA	0.72	NA	NA	NA
1541	NA	NA	NA	1.42	NA	NA	NA
1542	NA	NA	NA	1.22	NA	NA	NA
1543	NA	NA	NA	1.31	NA	NA	NA
1544	NA	NA	NA	0.91	NA	NA	NA
1545	NA	NA	NA	0.77	NA	NA	NA
1546	NA	NA	NA	0.93	NA	NA	NA
1547	NA	NA	NA	0.64	NA	NA	NA
1548	NA	NA	NA	1.09	NA	NA	NA
1549	NA	NA	NA	1.48	NA	NA	NA
1550	NA	NA	NA	1.48	NA	NA	NA
1551	NA	NA	NA	2.07	NA	NA	NA
1552	NA	NA	NA	2.02	NA	NA	NA
1553	NA	NA	NA	1.64	NA	NA	NA
1554	NA	NA	NA	2.15	NA	NA	NA
1555	NA	NA	NA	1.63	NA	NA	NA
1556	NA	NA	NA	1.06	NA	NA	NA
1557	NA	NA	NA	1.47	NA	NA	NA
1558	NA	NA	NA	0.76	NA	NA	NA
1559	NA	NA	NA	0.92	NA	NA	NA
1560	NA	NA	NA	0.68	NA	NA	NA
1561	NA	NA	NA	1.36	NA	NA	NA
1562	NA	NA	NA	1.09	NA	NA	NA
1563	NA	NA	NA	1.13	NA	NA	NA
1564	NA	NA	NA	1.39	NA	NA	NA
1565	NA	NA	NA	0.91	NA	NA	NA
1566	NA	NA	NA	0.75	NA	NA	NA
1567	NA	NA	NA	0.9	NA	NA	NA
1568	NA	NA	NA	0.96	NA	NA	NA
1569	NA	NA	NA	1.32	NA	NA	NA
1570	NA	NA	NA	1.38	NA	NA	NA
1571	NA	NA	NA	1.34	NA	NA	NA
1572	NA	NA	NA	1	NA	NA	NA
1573	NA	NA	NA	1.8	NA	NA	NA
1574	NA	NA	NA	1.87	NA	NA	NA
1575	NA	NA	NA	1.38	NA	NA	NA
1576	NA	NA	NA	1.67	NA	NA	NA
1577	NA	NA	NA	1.41	NA	NA	NA
1578	NA	NA	NA	1.52	NA	NA	NA
1579	NA	NA	NA	1.55	NA	NA	NA
1580	NA	NA	NA	1.29	NA	NA	NA
1581	NA	NA	NA	1.54	NA	NA	NA
1582	NA	NA	NA	1.16	NA	NA	NA
1583	NA	NA	NA	1.8	NA	NA	NA
1584	NA	NA	NA	1.39	NA	NA	NA
1585	NA	NA	NA	1.72	NA	NA	NA
1586	NA	NA	NA	1.43	NA	NA	NA
1587	NA	NA	NA	1.54	NA	NA	NA
1588	NA	NA	NA	1.12	NA	NA	NA
1589	NA	NA	NA	1.37	NA	NA	NA
1590	NA	NA	NA	1.33	NA	NA	NA
1591	NA	NA	NA	1.52	NA	NA	NA
1592	NA	NA	NA	1.23	NA	NA	NA
1593	NA	NA	NA	1.11	NA	NA	NA
1594	NA	NA	NA	1.85	NA	NA	NA
1595	NA	NA	NA	1.52	NA	NA	1.92
1596	NA	NA	NA	2.04	NA	NA	1.78
1597	NA	NA	NA	1.47	NA	NA	1.6
1598	NA	NA	NA	1.22	NA	NA	1.35
1599	NA	NA	NA	1.15	NA	NA	1.57
1600	NA	NA	NA	1.1	NA	NA	1.54
1601	NA	NA	NA	1.69	NA	NA	1.89
1602	NA	NA	NA	1.34	NA	NA	1.46
1603	NA	NA	NA	2.66	NA	NA	1.32
1604	NA	NA	NA	2.35	NA	NA	1.38
1605	NA	NA	NA	2.35	NA	NA	1.4
1606	NA	NA	NA	2.06	NA	NA	1.45
1607	NA	NA	NA	2.39	NA	NA	1.48
1608	NA	NA	NA	1.88	NA	NA	1.46
1609	NA	NA	NA	1.84	NA	NA	1.28
1610	NA	NA	NA	1.94	NA	NA	1.39
1611	NA	NA	NA	1.3	NA	NA	1.24
1612	NA	NA	NA	1.32	NA	NA	1.43
1613	NA	NA	NA	NA	NA	NA	1.9
1614	NA	NA	NA	NA	NA	NA	1.33
1615	NA	NA	NA	NA	NA	NA	1.98
1616	NA	NA	NA	NA	NA	NA	2
1617	NA	NA	NA	NA	2.29	NA	2.44
1618	NA	NA	NA	NA	1.87	NA	2.01
1619	NA	NA	NA	NA	1.75	NA	1.92
1620	NA	NA	NA	NA	1.75	NA	2.05
1621	NA	NA	NA	NA	1.57	NA	1.64
1622	NA	NA	NA	NA	1.25	NA	1.48
1623	NA	NA	NA	NA	1.37	NA	1.26
1624	NA	NA	NA	NA	1.38	NA	1.76
1625	NA	NA	NA	NA	1.44	NA	1.58
1626	NA	NA	NA	NA	1.63	NA	1.89
1627	NA	NA	NA	NA	2.02	NA	1.91
1628	NA	NA	NA	NA	2.21	NA	2.01
1629	NA	NA	NA	NA	2.25	NA	1.76
1630	NA	NA	NA	NA	1.9	NA	1.84
1631	NA	NA	NA	NA	1.85	NA	1.48
1632	NA	NA	NA	NA	1.13	NA	1.5
1633	NA	NA	NA	NA	1.32	NA	1.38
1634	NA	NA	NA	NA	1.72	NA	1.17
1635	NA	NA	NA	NA	1.31	NA	1.1
1636	NA	NA	NA	NA	1.13	NA	1.1
1637	NA	NA	NA	NA	1.18	NA	1.1
