# Allen - Mesa - ATSE - ITRDB AUSL047
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22112
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22112.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl047-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl047-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl047.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl047.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2017-05-21
#--------------------
# Title
#   Study_Name: Allen - Mesa - ATSE - ITRDB AUSL047
#--------------------
# Investigators
#   Investigators: Allen, K.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-24. NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: Mandy Freund, Benjamin J. Henley, David J. Karoly, Kathryn J. Allen, and Patrick J. Baker
#   Journal_Name: Climate of the Past
#   Published_Title: Multi-century cool- and warm-season rainfall reconstructions for Australia's major climatic regions
#   Published_Date_or_Year: 2017
#   Volume: 13
#   Pages: 1751-1770
#   Issue: 12
#   Report_Number: 
#   DOI: 10.5194/cp-13-1751-2017
#   Full_Citation: None
#   Abstract: Australian seasonal rainfall is strongly affected by large-scale ocean-atmosphere climate influences. In this study, we exploit the links between these precipitation influences, regional rainfall variations, and palaeoclimate proxies in the region to reconstruct Australian regional rainfall between four and eight centuries into the past. We use an extensive network of palaeoclimate records from the Southern Hemisphere to reconstruct cool (April-September) and warm (October-March) season rainfall in eight natural resource management (NRM) regions spanning the Australian continent. Our bi-seasonal rainfall reconstruction aligns well with independent early documentary sources and existing reconstructions. Critically, this reconstruction allows us, for the first time, to place recent observations at a bi-seasonal temporal resolution into a pre-instrumental context, across the entire continent of Australia. We find that recent 30- and 50-year trends towards wetter conditions in tropical northern Australia are highly unusual in the multi-century context of our reconstruction. Recent cool-season drying trends in parts of southern Australia are very unusual, although not unprecedented, across the multi-century context. We also use our reconstruction to investigate the spatial and temporal extent of historical drought events. Our reconstruction reveals that the spatial extent and duration of the Millennium Drought (1997-2009) appears either very much below average or unprecedented in southern Australia over at least the last 400 years. Our reconstruction identifies a number of severe droughts over the past several centuries that vary widely in their spatial footprint, highlighting the high degree of diversity in historical droughts across the Australian continent. We document distinct characteristics of major droughts in terms of their spatial extent, duration, intensity, and seasonality. Compared to the three largest droughts in the instrumental period (Federation Drought, 1895-1903; World War II Drought, 1939-1945; and the Millennium Drought, 1997-2005), we find that the historically documented Settlement Drought (1790-1793), Sturt's Drought (1809-1830) and the Goyder Line Drought (1861-1866) actually had more regionalised patterns and reduced spatial extents. This seasonal rainfall reconstruction provides a new opportunity to understand Australian rainfall variability by contextualising severe droughts and recent trends in Australia.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Research Council  
#   Grant: DP0878744
#--------------------
# Site_Information
#   Site_Name: Mesa
#   Location: Tasmania
#   Northernmost_Latitude: -43.33
#   Southernmost_Latitude: -43.33
#   Easternmost_Longitude: 146.75
#   Westernmost_Longitude: 146.75
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: AUSL047
#   First_Year: 1708
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Athrotaxis selaginoides D. Don
#   Common_Name: King Billy pine
#   Tree_Species_Code: ATSE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Mesa1SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa1SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa1SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa1SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa1W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa1W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa2Sw_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa2Sw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa2S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa2S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa2NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa2NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa3N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa3N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa3S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa3S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa3SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa3SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa4SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa4SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa4SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa4SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa4W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa4W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa5N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa5N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa5NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa5NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa5SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa5SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa6S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa6S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa6E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa6E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa6W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa6W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa7N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa7N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa7S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa7S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa7W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa7W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa8E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa8E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa8SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa8SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa8W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa8W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa9SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa9SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa9W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa9W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa9SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa9SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa10SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa10SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa10S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa10S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mesa10NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mesa10NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mes10_2W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mes10_2W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Mes10_2S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Mes10_2S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Mesa1SW_raw	Mesa1SE_raw	Mesa1W_raw	Mesa2Sw_raw	Mesa2S_raw	Mesa2NW_raw	Mesa3N_raw	Mesa3S_raw	Mesa3SE_raw	Mesa4SE_raw	Mesa4SW_raw	Mesa4W_raw	Mesa5N_raw	Mesa5NW_raw	Mesa5SW_raw	Mesa6S_raw	Mesa6E_raw	Mesa6W_raw	Mesa7N_raw	Mesa7S_raw	Mesa7W_raw	Mesa8E_raw	Mesa8SE_raw	Mesa8W_raw	Mesa9SE_raw	Mesa9W_raw	Mesa9SW_raw	Mesa10SE_raw	Mesa10S_raw	Mesa10NE_raw	Mes10_2W_raw	Mes10_2S_raw
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.469	NA	NA	NA
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.563	NA	NA	NA
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.335	NA	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.602	NA	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.168	NA	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.465	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.557	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.818	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.387	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.512	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.334	NA	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.332	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.548	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.518	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.492	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.219	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.275	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.538	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.726	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	0.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.695	NA	NA	NA	NA	NA	NA	1.762	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	0.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.473	NA	NA	NA	NA	NA	1.637	1.465	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	0.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.641	NA	NA	NA	NA	NA	1.684	1.894	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	0.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.806	NA	NA	NA	NA	NA	1.347	1.73	NA	1.309	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.421	NA	NA	NA	NA	NA	1.243	1.583	NA	1.071	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	0.394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.538	NA	NA	NA	NA	NA	1.076	1.798	NA	1.037	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	0.408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.184	NA	NA	NA	NA	NA	1.154	1.509	NA	0.73	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	0.676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.195	NA	NA	NA	NA	NA	1.024	1.262	NA	0.735	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	0.653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.104	NA	NA	NA	NA	NA	1.191	1.406	NA	0.718	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	0.692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.263	NA	NA	NA	NA	NA	1.177	1.248	NA	0.503	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	0.728	NA	NA	NA	0.983	NA	NA	NA	NA	NA	0.21	NA	NA	1.515	NA	NA	NA	NA	NA	1.478	1.683	NA	0.752	NA
1740	NA	NA	NA	NA	NA	NA	1.068	NA	2.289	NA	NA	NA	0.799	NA	NA	NA	NA	NA	0.235	NA	NA	1.363	NA	NA	NA	NA	NA	1.237	1.327	NA	0.856	NA
1741	NA	NA	NA	NA	NA	NA	2.044	NA	1.905	NA	NA	NA	1.013	NA	NA	NA	NA	NA	0.334	NA	NA	1.314	NA	NA	NA	NA	NA	1.625	1.544	NA	1.158	NA
1742	NA	NA	NA	NA	NA	NA	1.715	NA	1.571	NA	NA	NA	1.418	NA	NA	NA	NA	NA	0.312	NA	NA	1.298	NA	NA	NA	NA	NA	1.467	1.354	NA	1.102	NA
1743	NA	NA	NA	NA	NA	NA	1.18	NA	1.599	NA	NA	NA	1.351	NA	NA	NA	NA	NA	0.383	NA	NA	1.246	NA	NA	NA	NA	NA	1.528	1.334	NA	0.959	NA
1744	NA	NA	NA	NA	NA	NA	0.959	NA	0.726	NA	NA	NA	1.584	NA	NA	0.854	NA	NA	0.337	NA	NA	1.197	NA	NA	NA	NA	NA	1.185	1.093	NA	0.964	NA
1745	NA	NA	NA	NA	NA	NA	1.268	NA	0.75	NA	NA	NA	1.107	NA	NA	0.933	NA	NA	0.236	NA	NA	1.224	NA	NA	NA	NA	NA	0.975	1.104	NA	0.885	NA
1746	NA	NA	NA	NA	NA	NA	0.99	NA	0.801	NA	NA	NA	0.947	NA	NA	0.583	NA	NA	0.343	NA	NA	0.935	NA	NA	NA	NA	NA	0.897	1.093	NA	0.976	NA
1747	NA	NA	NA	NA	NA	NA	0.998	NA	1.144	NA	NA	NA	1.512	NA	NA	0.569	NA	NA	0.267	NA	NA	1.179	NA	NA	NA	NA	NA	0.944	1.059	NA	1.115	NA
1748	NA	NA	NA	NA	NA	NA	0.895	NA	1.305	NA	NA	NA	2.169	NA	NA	1.199	NA	NA	0.292	NA	NA	1.2	NA	NA	NA	NA	NA	1.082	1.174	NA	1.453	NA
1749	NA	NA	NA	NA	NA	NA	0.822	NA	1.092	NA	NA	NA	2.197	NA	NA	1.171	NA	NA	0.465	NA	NA	1.221	NA	NA	NA	NA	NA	0.954	1.014	NA	1.385	NA
1750	NA	NA	NA	NA	NA	NA	0.708	NA	0.863	NA	NA	NA	2.551	NA	NA	1.089	NA	NA	0.54	NA	NA	1.064	NA	NA	NA	NA	NA	0.975	1.111	NA	1.272	NA
1751	NA	NA	NA	NA	NA	NA	0.835	NA	1.05	NA	NA	NA	3.012	NA	NA	1.342	NA	NA	0.438	NA	NA	1.414	NA	NA	NA	NA	NA	1.303	1.229	1.461	1.509	NA
1752	NA	NA	NA	NA	NA	NA	0.86	NA	1.047	NA	NA	NA	2.31	NA	NA	0.836	NA	NA	0.342	NA	NA	1.339	NA	NA	NA	NA	NA	1.314	1.152	1.31	1.272	NA
1753	NA	NA	NA	NA	NA	NA	0.803	NA	1.236	NA	NA	NA	2.201	NA	NA	1.033	NA	NA	0.347	NA	NA	1.351	NA	NA	NA	0.542	NA	1.587	1.341	1.31	1.374	NA
1754	NA	NA	NA	NA	NA	NA	0.825	NA	1.357	NA	NA	NA	2.684	NA	NA	1.076	NA	NA	0.324	NA	NA	1.287	NA	NA	NA	0.372	NA	1.582	1.244	1.074	1.477	NA
1755	NA	NA	NA	NA	NA	NA	0.758	NA	1.27	NA	NA	NA	1.936	NA	NA	1.124	NA	NA	0.473	NA	NA	1.452	NA	NA	NA	0.351	0.454	1.3	1.065	1.212	1.142	NA
1756	NA	NA	NA	NA	NA	NA	0.762	NA	1.26	NA	NA	NA	3.068	NA	NA	1.106	NA	NA	0.397	NA	NA	1.381	NA	NA	NA	0.382	0.511	1.437	1.282	1.316	1.227	NA
1757	NA	NA	NA	NA	NA	NA	0.8	NA	1.285	NA	NA	NA	2.245	NA	NA	1.364	NA	NA	0.403	NA	NA	1.518	NA	NA	NA	0.395	0.5	1.405	1.412	1.461	1.333	NA
1758	NA	NA	NA	NA	NA	NA	0.683	NA	1.301	NA	NA	NA	1.836	NA	NA	1.129	NA	NA	0.465	NA	NA	1.361	NA	NA	NA	0.302	0.555	1.391	1.443	1.467	1.443	NA
1759	NA	NA	NA	NA	NA	NA	0.778	NA	1.407	NA	NA	NA	2.322	NA	NA	1.133	NA	NA	0.604	NA	NA	1.553	NA	NA	NA	0.334	0.424	1.266	1.42	1.453	1.404	NA
1760	NA	NA	NA	NA	NA	NA	0.642	NA	1.037	NA	NA	NA	1.38	NA	NA	0.859	NA	NA	0.431	NA	NA	1.101	0.749	NA	NA	0.369	0.353	1.078	1.333	1.061	1.098	1.577
1761	NA	NA	NA	NA	NA	NA	0.741	NA	0.929	NA	NA	NA	1.604	NA	NA	0.74	NA	NA	0.422	NA	NA	1.236	0.769	NA	NA	0.382	0.395	0.922	1.187	1.085	1.148	1.354
1762	NA	NA	NA	NA	NA	NA	0.607	NA	0.836	NA	NA	NA	1.479	NA	NA	0.69	NA	NA	0.338	NA	NA	1.056	0.697	NA	NA	0.329	0.39	0.944	1.156	0.979	1.065	1.067
